SA3_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
20802,26807,18207,23009,22540,21078,16401,13000,7331,4027,152404,6,7,13,5,12,16,19,14,16,101,4,17,15,9,8,15,10,4,0,80,259,327,418,287,235,239,201,134,103,2203,0,7,3,5,6,6,20,5,0,49,0,0,9,0,3,4,0,0,0,15,0,4,0,0,0,12,9,3,0,33,3,0,9,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,268,359,451,301,257,276,249,146,110,2415,277,370,466,306,271,287,260,159,124,2522,27078,18577,23476,22846,21351,16688,13261,7485,4155,154923
20803,21369,12478,14137,17613,18063,14605,11031,6810,3250,119342,3,3,9,7,6,12,19,25,17,103,3,4,10,4,3,3,9,6,0,46,244,301,313,244,247,235,185,161,133,2060,0,0,6,0,6,16,11,8,0,51,0,5,0,0,0,3,3,0,0,10,0,4,3,0,0,0,6,0,0,12,0,0,0,0,0,13,3,3,0,21,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,314,333,254,258,269,219,176,140,2209,251,315,340,264,266,286,239,199,148,2309,21622,12798,14476,17871,18328,14888,11269,7008,3403,121658
20804,6300,5515,5979,5244,5644,4588,3615,2439,1220,40540,28,0,6,0,3,3,10,15,46,114,0,12,11,0,4,5,3,6,0,44,65,142,190,108,108,91,129,118,85,1030,0,7,3,0,4,5,3,0,0,22,0,0,0,0,6,0,0,0,0,11,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,4,0,4,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,65,163,215,109,121,107,140,120,87,1131,101,171,218,112,124,114,148,135,135,1247,6396,5684,6194,5357,5768,4701,3762,2571,1356,41785
20901,22069,13442,15761,17737,16533,14358,12124,7399,3259,122683,20,10,19,17,14,23,21,16,5,133,8,10,15,8,6,6,11,0,0,73,241,348,465,351,306,314,303,240,197,2772,3,25,20,11,3,12,16,3,0,95,0,13,8,0,3,4,3,0,0,30,0,3,9,0,4,3,4,0,0,22,4,0,4,7,0,0,5,0,0,21,0,5,3,5,0,0,0,0,0,12,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,254,409,525,381,324,340,339,250,201,3037,275,415,548,399,344,365,358,265,208,3173,22340,13854,16312,18133,16874,14719,12487,7666,3470,125852
20902,14099,10411,17485,14775,12298,9478,6743,4893,2660,92850,6,26,14,8,10,25,26,29,10,152,0,21,3,9,8,3,3,0,0,56,196,347,410,263,223,197,98,97,57,1894,5,10,5,3,0,0,3,6,0,23,3,9,9,0,0,4,3,0,0,21,0,0,3,4,0,6,0,0,0,12,0,7,0,4,0,0,4,4,0,21,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,391,432,283,245,209,113,101,64,2031,204,421,449,290,256,227,138,131,72,2187,14304,10837,17931,15070,12555,9707,6879,5024,2732,95037
20903,12253,8598,5797,8014,10389,9578,6684,2894,861,65067,3,12,6,0,9,5,6,8,3,55,3,9,0,9,5,4,6,0,0,26,140,216,160,116,87,83,76,50,30,956,0,3,3,0,4,0,4,0,0,23,0,0,0,0,0,0,0,0,0,9,5,0,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,228,170,130,102,90,89,49,31,1040,154,238,173,131,107,98,96,57,40,1097,12409,8834,5967,8143,10495,9675,6788,2954,899,66163
20904,53717,29484,38758,40191,30132,24444,18072,9203,3297,247295,12,25,23,22,27,31,29,21,13,210,10,15,26,14,12,10,14,5,3,104,514,541,666,457,405,386,267,189,117,3547,8,7,0,4,9,12,6,0,0,59,0,7,8,3,5,5,0,3,0,40,0,3,3,5,3,9,5,0,0,36,0,4,3,0,3,3,0,0,0,23,0,4,0,3,0,8,0,0,0,13,0,0,0,5,0,3,5,0,0,15,0,0,0,0,0,0,0,0,0,0,535,589,720,502,438,432,304,198,121,3839,555,613,738,522,466,458,330,227,140,4045,54268,30088,39495,40710,30603,24906,18399,9422,3432,251343
21001,10454,6710,6763,8065,8449,7010,6119,4687,2006,60266,8,0,3,7,6,0,9,26,9,69,3,9,0,0,0,0,3,0,0,17,113,100,132,125,119,99,80,41,20,832,0,0,4,12,20,10,4,6,0,55,0,0,8,3,0,0,0,0,0,15,0,0,0,3,7,5,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,112,112,145,142,150,113,93,40,23,936,121,111,152,151,157,116,110,64,34,1012,10581,6815,6915,8218,8609,7126,6222,4745,2045,61272
21002,6761,3553,2880,4263,4814,4268,3267,1613,401,31820,3,4,0,4,3,4,4,3,3,29,0,6,5,0,0,0,3,0,0,19,58,129,74,67,70,64,49,41,15,560,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,133,80,67,74,71,58,43,16,608,68,136,84,70,80,74,63,48,19,637,6830,3690,2963,4338,4890,4337,3330,1660,417,32465
21003,14554,8945,14801,12708,9239,7245,4769,3861,2713,78840,5,3,8,11,12,9,15,16,11,98,6,3,6,3,5,5,10,0,0,33,124,146,218,149,144,135,82,51,39,1084,0,0,3,4,3,3,3,5,0,22,0,0,3,3,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,0,0,5,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,151,242,155,155,149,96,55,44,1168,130,154,252,169,169,163,110,68,51,1266,14686,9095,15057,12874,9407,7414,4883,3931,2761,80110
21004,8563,5200,6689,6111,5841,5364,3803,1757,648,43978,4,0,3,6,4,8,8,5,0,33,0,0,0,4,0,4,3,0,0,15,82,105,139,80,72,57,46,42,27,645,3,4,0,6,3,5,7,0,0,27,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,109,145,92,82,70,60,42,27,708,95,111,151,96,80,73,66,50,25,739,8657,5310,6838,6204,5922,5440,3869,1805,675,44718
21005,46767,26515,33911,31379,22963,19343,12316,5990,1734,200922,19,11,35,20,12,15,29,18,13,177,6,9,24,7,8,17,6,4,0,92,376,412,554,369,281,264,177,93,43,2571,11,15,23,26,9,10,9,3,0,108,0,7,20,8,0,10,0,0,0,55,4,0,9,4,3,7,0,0,0,29,0,3,15,13,3,12,13,3,0,57,0,0,9,5,3,0,0,0,0,13,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,399,456,651,430,313,314,212,107,44,2935,415,471,685,458,327,336,249,124,49,3114,47185,26987,34603,31832,23290,19680,12562,6109,1792,204028
21101,26790,18485,19724,21939,21195,20091,15418,8574,3399,155616,7,9,10,7,9,18,20,17,18,115,9,13,7,4,3,4,3,3,0,52,335,427,413,311,258,219,229,208,157,2551,0,9,6,8,10,11,9,5,0,62,0,0,0,0,3,5,0,0,0,22,0,5,3,0,0,0,3,3,0,16,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,345,459,442,326,282,246,246,219,161,2711,350,469,452,329,287,265,263,244,177,2826,27141,18953,20172,22270,21485,20353,15681,8812,3579,158441
21102,4349,3691,1817,2743,4177,3697,2722,1660,715,25568,0,0,0,0,0,5,6,0,5,11,0,0,0,0,0,7,3,0,0,15,49,98,71,40,47,26,32,18,14,396,0,0,0,3,0,0,5,0,0,10,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,102,71,44,54,35,43,23,14,431,49,102,72,44,54,40,46,23,12,445,4401,3795,1888,2787,4226,3733,2764,1686,732,26018
21103,20575,12451,14556,16433,14956,13170,10245,6229,2756,111382,0,13,6,5,19,13,16,6,0,73,0,5,12,0,7,8,3,0,0,41,247,346,326,231,192,153,173,116,116,1909,0,0,0,0,6,5,7,4,3,23,0,0,3,0,0,3,0,0,0,14,0,0,0,3,0,8,0,0,0,16,0,0,0,0,3,0,5,0,0,7,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,356,344,238,210,180,196,123,119,2019,251,367,351,249,226,193,206,129,119,2092,20822,12815,14910,16678,15186,13363,10456,6358,2879,113475
21104,10775,7023,7249,9064,8456,6802,5941,4245,1913,61475,0,6,0,6,6,3,4,3,7,27,0,3,0,4,0,4,0,0,0,19,119,133,155,135,108,93,91,66,51,947,0,0,3,3,0,3,0,0,0,13,0,0,3,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,122,141,164,142,115,100,96,65,55,1009,122,147,164,151,117,107,100,72,59,1040,10900,7165,7417,9210,8574,6906,6040,4321,1975,62512
21105,28321,17311,18433,19779,20785,19395,15356,8157,2572,150105,5,12,10,11,12,29,27,15,6,139,0,7,9,5,11,10,16,0,0,51,394,573,475,320,293,273,193,102,49,2668,0,0,11,4,7,6,21,3,0,59,0,5,0,3,0,0,3,0,0,8,0,3,0,0,3,4,0,0,0,14,0,0,0,0,0,5,3,5,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,398,594,497,329,315,301,232,112,45,2827,403,613,505,343,328,330,260,130,60,2965,28723,17923,18932,20124,21114,19719,15619,8286,2623,153072
21201,26425,13908,18159,17210,14236,11283,8285,4423,1424,115347,4,11,9,14,19,13,15,14,7,105,3,3,12,7,5,7,7,4,0,45,308,394,338,212,166,156,118,52,32,1776,0,0,9,0,0,4,7,0,0,33,7,6,3,0,0,5,0,0,0,27,0,0,0,4,0,3,5,0,0,14,0,0,0,0,0,0,5,0,0,7,0,0,3,0,0,4,0,0,0,9,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,325,413,363,228,178,177,144,57,32,1920,335,422,375,241,192,194,159,70,40,2024,26755,14327,18534,17452,14425,11477,8444,4496,1463,117376
21202,26557,17705,17893,19124,18030,16107,10955,5817,2343,134531,10,8,11,12,13,16,15,16,0,103,0,11,5,4,16,0,5,3,4,45,277,328,398,234,209,221,179,168,78,2093,3,4,3,6,13,8,3,0,0,45,0,5,0,3,4,3,0,0,0,17,0,0,0,0,4,5,3,0,0,22,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,344,419,253,242,255,187,173,81,2236,296,354,432,265,254,265,203,189,84,2335,26849,18058,18322,19386,18278,16371,11162,6005,2424,136864
21203,55690,28711,36657,38152,26532,19280,11856,5445,1693,224012,26,17,23,21,17,6,18,16,4,154,8,6,10,6,5,0,3,4,0,44,465,510,541,321,230,204,139,94,29,2542,10,3,5,4,3,16,9,3,0,51,6,4,7,7,0,5,5,0,0,29,5,3,0,8,0,0,5,0,0,24,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,486,531,567,344,246,230,163,108,29,2708,515,548,591,369,267,240,177,120,36,2862,56209,29257,37244,38519,26794,19519,12036,5563,1729,226877
21204,32485,23609,32340,27309,22464,20373,16717,10218,4248,189754,25,18,32,32,36,30,38,36,9,255,8,3,18,10,14,10,8,5,4,62,390,413,646,506,376,335,248,176,151,3245,0,0,7,0,4,10,7,0,0,36,10,4,3,0,5,6,0,0,0,24,4,0,4,6,5,6,0,0,0,21,0,0,5,0,0,0,7,0,0,19,0,0,0,3,0,6,0,0,0,9,0,0,6,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,415,427,689,531,404,362,271,182,163,3430,442,444,724,564,439,388,307,216,165,3690,32924,24057,33060,27874,22902,20755,17023,10434,4416,193443
21205,28096,25562,27384,24382,22265,18680,15272,11572,5797,179013,5,9,16,18,15,11,29,22,6,132,7,42,33,9,7,15,7,8,5,123,329,617,589,459,368,336,259,243,177,3383,9,26,9,5,6,11,7,3,0,82,0,5,10,3,3,3,5,0,0,31,3,16,7,5,0,3,0,0,0,38,0,15,11,0,0,0,3,0,0,37,0,6,0,0,0,0,0,0,0,11,0,3,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,351,732,661,487,384,377,280,255,186,3713,359,744,677,503,399,387,310,279,194,3844,28455,26303,28065,24886,22671,19066,15588,11846,5992,182864
21301,31954,23135,29050,24952,22994,21628,16844,8731,3302,182584,17,19,17,18,33,34,46,34,11,237,0,10,11,14,9,8,7,3,0,57,372,345,526,428,345,271,219,139,72,2722,3,4,7,0,6,9,3,4,0,39,4,5,6,3,7,0,4,0,0,26,4,0,0,3,0,0,0,0,0,16,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,384,365,551,451,376,297,233,142,72,2873,403,381,569,473,405,335,280,177,80,3115,32363,23519,29615,25424,23395,21959,17124,8909,3383,185690
21302,15908,8162,10856,13229,12118,10270,7467,4305,1982,84297,9,11,9,8,13,10,12,13,14,104,4,6,8,11,12,7,9,0,0,52,125,173,228,137,156,150,106,84,56,1224,0,4,3,9,7,13,14,3,0,53,0,5,0,0,0,5,0,0,0,17,0,0,0,3,4,4,0,0,0,9,0,3,3,0,0,0,3,0,0,9,0,0,0,6,4,0,3,0,0,10,0,0,0,3,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,136,187,249,164,179,184,134,88,58,1380,145,197,260,176,195,194,145,105,73,1489,16051,8358,11118,13405,12309,10467,7616,4412,2058,85792
21303,13014,8719,18687,14868,10640,7961,5071,2599,1301,82850,10,4,13,14,14,13,16,3,7,84,0,3,10,4,14,5,3,0,0,42,133,255,319,218,187,155,99,47,28,1436,0,9,9,9,3,16,12,0,0,56,0,3,0,0,3,0,9,0,0,22,0,0,4,0,0,3,3,0,0,16,0,0,8,0,4,0,0,0,0,12,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,134,275,355,229,208,183,123,55,27,1589,148,279,368,242,222,189,142,58,29,1676,13166,8996,19053,15110,10864,8154,5208,2655,1332,84526
21304,47141,24386,29985,32688,24702,16885,12340,5242,1527,194894,21,14,26,21,12,27,37,15,10,175,9,16,8,4,11,19,7,3,0,73,475,439,525,328,267,214,161,91,31,2531,5,4,11,4,0,10,3,0,0,42,0,0,6,0,0,0,3,0,0,15,4,0,6,3,3,6,0,0,0,23,3,4,3,8,0,0,8,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,491,468,560,351,280,254,188,97,31,2711,513,481,586,370,295,277,225,114,42,2886,47655,24869,30569,33054,24994,17162,12560,5352,1565,197780
21305,74234,33936,51316,57212,31394,21970,14254,5962,1845,292122,25,21,31,22,17,27,20,11,3,177,17,15,35,18,16,26,21,4,0,153,594,614,792,486,349,255,190,121,48,3462,9,7,14,17,13,12,14,0,0,89,0,10,6,5,10,8,6,6,0,42,10,8,14,3,4,7,4,0,0,55,6,6,12,3,8,6,0,0,0,48,5,0,5,0,6,0,0,0,0,15,0,0,8,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,641,658,886,539,407,322,231,132,56,3875,661,686,911,566,427,349,256,141,56,4052,74893,34617,52231,57782,31822,22317,14506,6105,1902,296175
21401,25330,15032,18585,19245,18551,16407,12322,6933,2881,135298,11,16,14,17,13,31,24,23,7,155,3,9,9,4,0,7,16,4,0,45,402,459,463,338,313,259,275,227,164,2900,6,3,8,4,5,11,12,0,0,52,5,0,0,3,4,3,6,0,0,18,0,0,6,0,0,4,0,0,0,14,0,0,3,0,0,7,3,4,0,18,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,404,476,483,353,327,300,313,243,163,3062,418,497,497,371,339,325,343,260,174,3217,25749,15529,19079,19617,18895,16733,12665,7200,3051,138517
21402,26869,16469,13893,17237,21839,21756,21975,14746,5725,160511,22,16,16,26,26,36,51,45,35,275,11,62,32,15,15,13,22,7,0,187,853,884,759,639,812,934,855,448,194,6391,7,73,21,15,15,22,19,8,0,173,9,6,11,3,3,5,0,0,0,32,5,22,18,4,5,14,3,0,0,82,0,9,0,5,0,3,0,0,0,16,0,8,8,0,0,0,3,0,0,13,0,9,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,878,1074,853,683,856,988,907,466,197,6903,903,1082,872,706,882,1023,957,509,237,7179,27772,17554,14766,17943,22731,22783,22933,15255,5958,167690
21501,9691,5631,6628,6002,7011,8626,7542,4593,2027,57752,24,23,17,14,8,23,30,6,3,143,0,6,5,4,3,10,6,0,0,36,153,361,285,215,227,319,234,108,64,1955,4,6,3,5,8,17,7,4,0,51,9,19,10,4,11,11,9,3,0,68,0,0,0,0,8,3,8,0,0,26,0,0,0,0,0,4,3,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,399,305,226,268,362,264,115,65,2157,184,421,318,240,279,381,294,123,64,2298,9871,6050,6951,6239,7287,9008,7832,4714,2093,60052
21502,10339,6157,7272,6471,6792,7039,5784,3367,1461,54674,9,11,7,12,16,20,16,16,6,115,27,29,32,17,31,21,10,5,0,170,165,239,310,174,230,349,263,104,57,1892,0,0,9,5,11,17,0,0,0,51,7,26,12,15,14,15,15,3,0,102,0,3,0,3,4,0,4,0,0,19,0,0,3,0,0,5,4,3,0,15,0,3,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,301,373,218,292,409,296,114,57,2249,208,311,378,230,305,423,317,129,64,2370,10550,6463,7647,6697,7092,7465,6104,3496,1526,57048
21503,6496,3570,4279,4051,4261,5312,4644,2792,1241,36634,17,12,20,10,17,21,27,19,8,142,8,14,14,14,7,11,13,9,0,87,92,196,182,153,173,216,204,89,26,1334,0,3,0,0,10,12,0,0,0,36,0,6,6,0,0,8,6,0,0,18,0,0,0,0,0,4,7,0,0,11,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,3,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,220,207,168,191,259,238,98,28,1502,114,233,223,174,207,276,260,114,35,1647,6610,3801,4502,4225,4467,5590,4901,2903,1275,38280
21601,6499,3913,3762,3792,4774,5452,4755,3003,1223,37178,12,5,6,8,3,19,22,20,10,109,15,25,25,8,6,10,7,11,5,104,111,181,199,117,126,199,166,77,34,1201,5,0,0,3,3,4,3,0,0,23,3,3,3,0,0,0,0,0,0,10,4,0,4,3,0,0,5,0,0,13,3,5,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,131,209,235,128,143,222,176,83,38,1371,146,220,241,140,146,237,198,100,42,1477,6647,4130,4002,3930,4926,5693,4958,3109,1266,38655
21602,4965,2799,2922,2937,3532,4176,4122,2563,1008,29020,9,12,8,8,9,12,17,10,6,88,22,21,16,6,9,22,10,3,0,105,68,129,142,79,162,162,178,78,20,1021,0,3,0,0,0,3,8,0,0,16,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,3,5,0,0,10,0,0,0,0,0,5,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,150,163,90,181,203,201,84,21,1176,95,163,167,100,184,211,215,96,31,1265,5061,2959,3085,3034,3718,4392,4338,2661,1031,30276
21603,12980,7564,8567,7910,8251,8094,6707,3993,1595,65648,8,22,7,23,11,19,22,15,3,136,5,12,19,0,9,4,14,6,0,68,185,410,343,205,244,222,135,65,43,1849,0,4,5,3,9,9,5,4,0,27,0,0,0,0,3,0,0,3,0,16,0,0,0,0,0,6,4,0,0,11,0,0,0,0,0,0,3,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,186,428,368,214,261,237,157,86,44,1987,197,448,376,231,275,263,179,102,47,2124,13180,8012,8939,8142,8527,8358,6884,4094,1641,67774
21701,5775,3453,3371,3584,4499,5451,5008,2714,1119,34968,4,10,8,13,20,10,18,22,7,114,0,0,3,0,0,0,10,0,0,22,115,208,194,155,142,198,127,61,37,1232,0,3,4,0,13,17,8,5,0,48,9,21,3,7,10,14,8,0,3,75,0,0,0,4,0,4,0,0,0,13,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,233,213,169,175,230,156,63,39,1397,129,237,218,175,196,241,178,88,43,1511,5902,3689,3589,3757,4705,5693,5179,2802,1162,36478
21703,6280,3739,3957,3894,4682,5416,4815,2745,1092,36630,4,6,6,11,10,24,28,9,9,106,0,9,3,0,7,0,0,0,0,22,110,181,252,150,182,262,155,81,47,1412,0,0,0,0,0,9,12,0,0,28,3,13,0,0,3,5,0,0,0,27,3,0,0,0,0,5,3,0,0,15,0,0,6,0,0,4,4,0,0,9,0,0,0,5,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,118,201,267,150,203,284,176,85,45,1529,124,208,272,161,215,306,207,95,53,1633,6404,3951,4234,4061,4899,5720,5023,2840,1149,38258
