SA3_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
20703,..,869,983,208,155,120,107,46,30,2522,..,320,776,501,547,919,1176,1323,943,6501,67,203,139,80,49,63,64,38,27,728,7718,6970,7548,7039,7234,5923,4713,3343,1670,52158,..,153,4379,8985,9043,7178,5477,3318,992,39526,..,795,2982,1152,842,609,280,87,15,6763,..,13,193,747,1422,842,333,280,248,4090,15579,..,..,..,..,..,..,..,..,15579,..,7119,..,..,..,..,..,..,..,7119,..,2239,2021,584,459,269,54,5,0,5631,..,616,584,172,153,351,373,250,160,2658,..,476,676,212,108,66,28,0,5,1585,..,2014,2601,595,396,283,195,91,39,6222,..,650,1519,1031,1073,1579,1730,1736,1226,10543,127,346,264,148,104,116,105,60,33,1303,15697,14429,15219,13635,13588,11296,8576,5836,2733,101016
20801,..,105,206,80,71,97,76,42,12,693,..,88,331,441,524,1037,1513,1372,907,6211,73,132,102,70,62,78,73,36,29,659,8336,5614,3904,6095,8260,6954,5527,3417,1498,49608,..,20,1834,7425,10930,9088,6722,3682,838,40539,..,214,2154,1687,1520,1008,561,182,26,7356,..,16,91,579,1304,842,266,182,202,3486,16805,..,..,..,..,..,..,..,..,16805,..,8114,..,..,..,..,..,..,..,8114,..,2379,1814,361,293,195,59,5,0,5105,..,201,161,54,97,135,199,178,139,1164,..,113,148,37,34,28,14,9,0,386,..,257,491,191,158,192,142,81,22,1538,..,191,650,821,1069,1676,2166,1809,1202,9584,147,261,176,119,131,138,118,53,32,1180,16953,11761,7527,11278,15540,13308,10242,6185,2462,95242
20802,..,994,1256,215,132,146,130,68,9,2965,..,347,1513,1189,1028,1482,1919,1616,1098,10179,113,208,220,120,87,97,75,49,38,1000,12842,8900,11498,11488,10844,8401,6731,3896,1902,76504,..,196,6307,14299,13485,10091,7691,3687,1055,56809,..,903,6014,2788,1937,1162,608,144,42,13598,..,16,200,1019,1931,1155,445,354,291,5413,26240,..,..,..,..,..,..,..,..,26240,..,9980,..,..,..,..,..,..,..,9980,..,3015,2619,713,571,323,84,0,0,7324,..,612,557,177,176,338,438,302,194,2788,..,358,606,140,75,62,20,12,6,1275,..,1971,3069,546,335,323,294,131,31,6708,..,657,2834,2265,2092,2586,2962,2204,1436,17040,230,338,399,216,176,181,140,70,51,1802,26465,18050,22607,22165,20771,16222,12682,6905,3104,148976
20803,..,209,384,111,141,175,124,49,3,1194,..,108,736,777,867,1456,1817,1538,912,8216,120,120,136,83,79,85,70,47,29,773,10296,6166,7219,9092,9362,7525,5875,3630,1564,60736,..,61,3866,10789,11023,8457,6366,3412,831,44807,..,499,4299,2684,1914,1085,493,142,27,11143,..,29,257,1013,1805,1124,427,330,254,5238,20868,..,..,..,..,..,..,..,..,20868,..,7097,..,..,..,..,..,..,..,7097,..,3401,2373,658,526,284,68,0,0,7312,..,321,374,126,134,321,336,265,171,2037,..,171,248,85,71,45,20,10,5,653,..,417,823,271,294,359,238,112,17,2539,..,221,1424,1534,1904,2601,2738,2128,1217,13774,234,217,252,165,168,143,130,76,36,1413,21100,12433,13913,17329,17848,14417,10810,6481,2554,116890
20804,..,360,371,61,21,43,26,9,6,896,..,149,477,357,290,418,615,515,295,3112,24,67,82,25,29,33,19,16,4,308,3007,2794,2959,2652,2977,2416,1981,1226,513,20536,..,25,1280,3214,3814,3001,2180,1287,308,15108,..,246,1544,616,456,255,171,46,11,3357,..,7,38,210,455,316,121,91,65,1297,6179,..,..,..,..,..,..,..,..,6179,..,3116,..,..,..,..,..,..,..,3116,..,756,667,157,156,77,8,0,0,1821,..,175,186,36,35,87,87,67,68,741,..,101,149,40,9,8,9,0,5,323,..,691,939,159,71,75,67,31,9,2031,..,264,916,634,532,663,846,689,378,4933,56,123,145,52,57,44,35,28,14,556,6237,5501,5869,5119,5589,4527,3524,2245,855,39464
20901,..,408,576,158,121,138,117,48,9,1565,..,126,653,609,725,1250,1647,1419,809,7222,109,146,140,90,87,102,64,47,32,823,10668,6368,7916,9015,8405,7552,6406,3864,1484,61671,..,63,4396,11147,10217,8674,7549,4200,936,47199,..,489,4344,2445,1613,996,514,123,17,10544,..,38,271,966,1594,1135,494,378,250,5120,21571,..,..,..,..,..,..,..,..,21571,..,7293,..,..,..,..,..,..,..,7293,..,3348,2757,816,647,342,54,3,0,7971,..,427,428,138,162,326,361,259,153,2252,..,233,357,117,62,64,30,7,3,880,..,823,1425,398,319,322,239,100,21,3645,..,228,1215,1234,1504,2184,2515,1959,1068,11905,234,266,285,200,178,175,118,73,50,1575,21804,13211,15482,17465,16300,14215,11887,7095,2496,119956
20902,..,689,1161,332,179,160,77,41,12,2655,..,180,847,907,770,974,946,1015,696,6333,57,155,169,98,67,73,40,34,31,727,6637,4861,8479,7304,6089,4837,3516,2634,1287,45639,..,165,4197,7017,6201,4701,3560,2446,722,29006,..,507,4396,2770,1460,628,217,56,10,10050,..,27,267,750,1101,829,415,361,270,4012,13597,..,..,..,..,..,..,..,..,13597,..,4102,..,..,..,..,..,..,..,4102,..,2138,2062,699,681,383,56,3,0,6020,..,519,613,215,242,400,346,219,166,2717,..,403,600,186,75,70,37,12,0,1377,..,1523,2940,784,433,340,194,71,16,6306,..,344,1661,1762,1626,1790,1628,1420,938,11177,151,265,326,195,163,142,66,49,34,1394,13747,9986,17047,14382,11990,9285,6523,4637,2158,89750
20903,..,29,74,28,29,49,42,16,5,268,..,29,96,113,182,411,570,375,159,1938,40,91,58,33,31,58,33,19,3,374,5878,4105,2904,4138,5288,4796,3334,1367,341,32150,..,41,1766,5367,7219,6852,4769,1852,229,28106,..,177,1363,1209,1219,812,339,74,9,5199,..,26,100,375,810,537,215,107,49,2217,11961,..,..,..,..,..,..,..,..,11961,..,4907,..,..,..,..,..,..,..,4907,..,2856,1838,423,216,89,12,0,0,5432,..,173,113,42,68,141,157,111,75,885,..,121,126,48,64,38,25,3,0,437,..,60,175,56,71,116,70,26,9,586,..,62,202,279,442,738,884,539,221,3357,89,197,130,76,77,98,67,38,9,782,12051,8619,5815,7891,10182,9425,6533,2750,599,63863
20904,..,422,566,192,187,246,178,48,12,1847,..,213,925,732,917,1517,1757,1408,584,8053,220,273,251,122,118,135,103,79,38,1348,25253,13841,19303,19644,14999,12597,9397,4571,1404,121007,..,548,15638,26951,18751,15339,11937,5169,974,95314,..,1339,6591,3774,2397,1370,454,122,23,16071,..,144,1246,2682,3326,2059,958,569,312,11289,51954,..,..,..,..,..,..,..,..,51954,..,13883,..,..,..,..,..,..,..,13883,..,8691,7104,2048,1237,527,64,0,0,19683,..,1350,1544,550,575,1022,1017,605,295,6966,..,802,1108,360,229,156,64,25,3,2752,..,1153,1964,628,484,559,356,88,19,5256,..,417,2147,1948,2204,2732,2680,1963,814,14908,448,487,535,312,261,250,175,127,57,2653,52402,28814,37874,39255,29476,24034,17716,8661,2497,240724
21001,..,75,139,36,29,59,43,20,0,408,..,36,219,226,272,485,734,786,511,3260,56,44,41,39,49,38,38,19,29,350,4955,3151,3311,4067,4271,3664,3360,2463,956,30195,..,29,2014,5262,5387,4503,4183,2889,677,24938,..,176,1423,894,662,397,137,49,6,3732,..,14,129,452,824,525,244,270,191,2652,10193,..,..,..,..,..,..,..,..,10193,..,3936,..,..,..,..,..,..,..,3936,..,1874,1778,500,525,259,46,0,0,4977,..,200,201,87,117,201,206,169,113,1298,..,100,104,39,30,33,14,8,0,334,..,189,435,143,97,104,89,39,0,1113,..,66,461,505,601,842,1044,1042,678,5242,113,91,108,81,86,61,61,36,33,675,10310,6674,6655,7954,8331,6920,6027,4503,1699,59076
21002,..,14,22,14,21,43,28,11,0,153,..,9,59,57,120,196,323,235,84,1087,38,37,45,19,19,21,18,12,3,209,3265,1633,1480,2200,2439,2087,1642,745,165,15654,..,12,1003,2847,3155,2878,2216,981,107,13207,..,135,857,687,660,391,159,39,0,2930,..,12,97,218,360,214,82,65,17,1059,6545,..,..,..,..,..,..,..,..,6545,..,1978,..,..,..,..,..,..,..,1978,..,1102,523,144,94,37,10,0,0,1905,..,60,56,18,36,75,103,59,28,438,..,51,48,26,23,28,11,4,3,190,..,35,54,26,39,84,54,19,5,317,..,22,141,149,260,396,513,368,129,1980,61,92,91,37,39,41,46,24,9,441,6608,3499,2868,4150,4664,4149,3193,1556,295,30980
21003,..,304,520,142,76,99,51,11,3,1201,..,77,489,500,516,682,738,851,693,4545,72,68,107,66,47,51,30,22,22,493,6860,4055,7030,6096,4566,3662,2502,2131,1222,38123,..,296,5049,7595,5081,3813,2483,1854,731,26902,..,397,3090,1657,902,456,142,43,0,6703,..,29,253,668,927,642,287,290,243,3342,13920,..,..,..,..,..,..,..,..,13920,..,3741,..,..,..,..,..,..,..,3741,..,2070,1774,504,450,303,61,5,0,5169,..,421,561,196,167,263,231,167,107,2120,..,507,600,127,54,23,18,6,0,1342,..,933,1717,403,213,214,126,30,10,3660,..,155,1031,1012,1064,1282,1220,1115,928,7797,126,120,211,148,101,98,58,32,34,933,14045,8676,14291,12320,8965,7095,4629,3548,2055,75633
21004,..,51,94,33,53,70,54,12,3,365,..,37,162,178,215,394,464,352,167,1963,36,61,54,25,27,31,24,11,12,294,4056,2475,3351,3055,2973,2772,1987,911,318,21897,..,47,2216,3588,3452,3349,2354,927,187,16115,..,345,1948,965,678,400,152,42,0,4524,..,36,254,474,643,374,175,92,55,2106,8283,..,..,..,..,..,..,..,..,8283,..,2313,..,..,..,..,..,..,..,2313,..,1810,1111,285,162,72,19,0,0,3457,..,174,169,47,82,150,154,82,45,905,..,126,101,54,40,31,10,4,0,367,..,95,232,82,99,135,111,26,9,784,..,84,420,400,486,718,719,493,233,3545,84,107,105,68,60,56,43,15,11,544,8364,5135,6554,5955,5696,5280,3731,1687,537,42943
21005,..,200,288,127,116,157,92,24,7,1014,..,126,570,519,560,945,1076,823,295,4914,160,176,191,110,77,77,74,53,16,931,21792,12455,16516,14925,11352,9437,6273,2947,862,96560,..,811,14976,21498,14689,12318,7821,3188,496,75796,..,782,3722,1896,1310,851,300,64,0,8928,..,143,1083,1983,2461,1680,781,485,243,8865,44741,..,..,..,..,..,..,..,..,44741,..,12877,..,..,..,..,..,..,..,12877,..,7953,7333,1890,984,378,73,4,0,18611,..,1118,1406,541,559,938,920,577,264,6327,..,521,792,294,183,145,52,16,7,2007,..,863,1425,431,365,345,203,64,7,3707,..,285,1483,1351,1432,1938,1708,1194,438,9825,321,318,403,283,184,168,131,71,26,1897,45064,25680,32631,30159,22154,18767,11982,5654,1483,193574
21101,..,208,392,140,155,197,129,72,9,1297,..,90,545,550,666,1204,1791,1526,768,7147,107,200,161,68,79,93,89,46,34,882,12686,8820,9841,11061,10918,10354,8098,4394,1469,77640,..,123,6229,14412,13595,13390,10284,4794,867,63700,..,846,4238,2296,1881,1218,503,136,22,11146,..,62,533,1331,2165,1467,634,405,210,6797,26151,..,..,..,..,..,..,..,..,26151,..,9769,..,..,..,..,..,..,..,9769,..,5632,4867,1179,730,309,63,3,0,12780,..,607,608,272,278,560,634,413,252,3627,..,374,508,193,134,106,53,10,8,1390,..,480,1028,395,356,447,287,121,22,3142,..,182,1152,1301,1589,2185,2604,2101,1067,12184,240,365,313,188,174,163,144,74,40,1707,26388,18435,19478,21565,20900,19847,15207,8063,2490,152385
21102,..,18,39,5,7,15,17,6,5,106,..,6,32,33,68,134,202,238,112,833,20,40,28,6,10,17,13,14,7,149,2122,1756,915,1442,2164,1828,1383,818,220,12653,..,7,550,2010,3197,2876,2048,1033,186,11920,..,55,238,248,291,187,85,27,0,1121,..,5,38,99,273,165,78,62,30,743,4265,..,..,..,..,..,..,..,..,4265,..,2356,..,..,..,..,..,..,..,2356,..,1051,703,182,108,41,5,0,0,2093,..,67,38,23,18,55,84,71,34,392,..,55,59,22,14,20,11,3,0,181,..,28,74,13,30,23,30,15,6,223,..,18,73,75,149,241,320,329,166,1371,37,89,51,16,25,30,26,13,3,285,4299,3719,1825,2690,4118,3643,2672,1550,430,24941
21103,..,229,367,122,127,132,108,34,8,1127,..,84,514,557,642,1153,1518,1303,726,6502,101,165,143,88,73,65,77,58,17,783,9894,5983,7451,8368,7690,6820,5526,3309,1209,56251,..,121,5099,10672,9095,8034,6256,3382,708,43364,..,632,3580,1848,1465,870,410,135,18,8966,..,47,352,1004,1626,1008,408,275,169,4902,20131,..,..,..,..,..,..,..,..,20131,..,6351,..,..,..,..,..,..,..,6351,..,3775,2517,684,440,227,42,4,0,7686,..,390,405,177,175,302,367,207,117,2139,..,255,322,125,87,73,33,10,0,910,..,457,860,298,267,292,236,77,17,2508,..,170,1030,1188,1422,2031,2173,1717,957,10691,211,309,264,173,145,115,116,82,26,1443,20345,12517,14431,16186,14725,12955,10031,5893,2009,109082
21104,..,127,276,89,75,80,62,22,7,735,..,47,230,233,307,488,749,816,483,3352,49,63,73,37,26,30,34,25,16,347,5232,3287,3586,4685,4336,3527,3173,2301,822,30947,..,46,2593,6452,5595,4429,3869,2437,527,25956,..,241,1346,743,585,284,153,61,7,3413,..,12,96,425,762,486,224,208,121,2328,10589,..,..,..,..,..,..,..,..,10589,..,4073,..,..,..,..,..,..,..,4073,..,1617,1328,383,365,142,37,0,0,3871,..,286,237,91,102,256,255,153,87,1477,..,170,254,75,61,30,14,12,3,622,..,340,727,216,158,155,117,49,15,1775,..,104,464,472,650,883,1104,1077,631,5393,95,112,124,84,58,45,54,33,16,619,10682,6998,7176,8937,8337,6712,5826,4036,1405,60104
21105,..,141,265,117,127,222,169,70,23,1136,..,75,398,408,637,1311,1812,1417,594,6656,169,290,180,104,98,131,109,56,17,1161,13404,8341,9256,10051,10499,9846,7974,4079,1197,74646,..,135,6227,11990,12385,12012,9800,4602,794,57941,..,924,5319,3190,2781,1807,785,215,15,15037,..,83,543,1379,2096,1237,590,330,179,6437,27552,..,..,..,..,..,..,..,..,27552,..,7989,..,..,..,..,..,..,..,7989,..,6297,3452,1018,593,268,47,0,0,11671,..,472,430,181,222,435,461,353,201,2767,..,423,396,175,181,139,70,27,6,1407,..,293,599,298,331,423,347,151,32,2492,..,172,913,1007,1549,2475,2817,2050,843,11824,328,525,383,219,244,240,194,114,26,2280,27878,17319,18267,19454,20385,19049,15118,7843,2093,147401
21201,..,156,262,77,96,126,93,33,9,856,..,90,449,347,427,797,982,751,301,4141,148,197,129,66,56,56,51,41,20,763,12516,6649,9232,8470,7059,5699,4294,2192,629,56733,..,197,7100,11189,8593,6798,5140,2414,392,41830,..,1135,4689,2156,1609,992,354,114,15,11071,..,133,799,1240,1481,764,292,196,92,5003,25408,..,..,..,..,..,..,..,..,25408,..,6119,..,..,..,..,..,..,..,6119,..,4321,2104,509,328,156,31,0,0,7449,..,532,594,199,221,401,407,240,136,2729,..,386,501,149,90,51,33,14,6,1228,..,330,638,237,240,254,187,58,12,1956,..,196,994,886,1087,1482,1529,1081,420,7677,271,347,290,157,111,112,100,59,21,1476,25685,13689,17708,16724,13761,11013,8078,4189,1093,111942
21202,..,123,243,94,135,165,107,44,38,940,..,71,350,311,433,866,1061,902,486,4472,100,140,123,80,49,87,60,46,20,700,12477,8226,8599,9395,9000,8038,5529,2876,1051,65194,..,262,6348,12783,12161,10870,7223,3145,641,53432,..,649,2837,1595,1254,869,324,123,10,7669,..,104,626,1208,1612,1116,494,275,168,5611,25476,..,..,..,..,..,..,..,..,25476,..,9131,..,..,..,..,..,..,..,9131,..,5401,4324,983,505,243,52,0,0,11509,..,626,571,275,273,468,562,421,220,3420,..,319,436,198,141,86,28,7,3,1222,..,366,1055,471,378,359,239,89,43,3008,..,164,793,834,1074,1617,1622,1241,638,7983,195,268,265,184,129,148,106,67,26,1390,25670,17294,17265,18536,17523,15776,10652,5371,1757,129844
21203,..,279,407,151,142,214,112,42,12,1356,..,107,579,470,588,924,1167,772,302,4908,185,254,195,83,84,106,67,43,18,1037,26253,13866,18596,18390,12970,9493,6061,2748,797,109173,..,659,16247,27284,17796,12309,7327,2903,497,85009,..,1598,6420,3356,2195,1232,426,129,18,15375,..,276,1347,2208,2521,1470,589,298,134,8839,53607,..,..,..,..,..,..,..,..,53607,..,13648,..,..,..,..,..,..,..,13648,..,8266,5566,1202,534,215,58,0,0,15844,..,1520,1771,552,498,1012,974,573,232,7130,..,806,1100,425,245,174,71,23,10,2855,..,697,1325,478,377,480,246,91,25,3715,..,243,1450,1343,1518,1776,1787,1129,417,9657,378,467,454,236,197,181,139,69,23,2142,53984,28189,35677,37084,25879,18847,11601,5214,1346,217823
21204,..,526,800,307,235,224,207,67,17,2376,..,182,585,574,670,1198,1766,1634,859,7470,127,182,209,129,87,106,118,61,35,1051,15358,10931,14577,12951,10868,10030,8584,5059,1922,90286,..,756,11460,16034,12774,11734,9902,5287,1161,69108,..,753,3404,1933,1300,897,393,130,25,8846,..,145,832,1831,2377,1803,1000,667,434,9088,31214,..,..,..,..,..,..,..,..,31214,..,10804,..,..,..,..,..,..,..,10804,..,5427,6298,2008,1308,589,103,4,0,15737,..,1664,1692,646,682,1062,1061,693,387,7883,..,1119,1982,729,470,339,147,45,12,4839,..,1602,3526,1327,874,623,462,163,24,8604,..,375,1536,1509,1745,2426,2931,2398,1181,14110,244,332,463,300,222,219,207,115,48,2142,31461,22980,31182,26322,21743,19692,16206,9507,3269,182371
21205,..,1462,1483,278,148,211,149,55,6,3797,..,315,754,493,611,1016,1453,1790,1313,7738,86,296,195,99,81,98,94,60,48,1059,13243,11003,11993,12162,11340,9542,8139,5894,2503,85823,..,212,7874,16705,15001,12471,10430,6894,1798,71380,..,984,3997,1719,1160,782,358,111,18,9134,..,48,300,1220,2192,1368,620,567,392,6698,27312,..,..,..,..,..,..,..,..,27312,..,11578,..,..,..,..,..,..,..,11578,..,3807,4542,1226,1005,531,78,7,0,11202,..,1085,1103,327,319,622,734,553,360,5091,..,899,1270,307,163,104,53,13,5,2815,..,3801,4821,827,403,442,306,108,20,10722,..,688,1726,1191,1398,1878,2232,2460,1792,13369,189,543,383,215,178,176,137,96,68,1978,27494,23654,26015,23735,21821,18371,14950,10803,4436,171268
21301,..,321,656,207,169,236,139,44,16,1791,..,130,552,503,675,1127,1465,1313,570,6340,139,173,219,123,99,104,116,79,26,1084,14744,10803,13330,11937,11551,10683,8458,4259,1415,87183,..,497,8711,13326,12683,12954,10578,4666,875,64292,..,566,3562,2381,1624,972,395,93,18,9609,..,117,937,2131,2882,1989,1088,608,339,10086,30236,..,..,..,..,..,..,..,..,30236,..,11012,..,..,..,..,..,..,..,11012,..,6244,7063,2255,1339,499,79,6,0,17480,..,1433,1579,599,712,1200,1079,616,340,7565,..,810,1389,509,375,342,126,21,14,3581,..,1034,2698,899,577,593,334,114,24,6268,..,284,1412,1443,1769,2266,2511,1904,811,12404,285,320,446,288,262,213,183,109,33,2142,30518,22315,27805,23839,22223,21023,16375,8137,2451,174677
21302,..,106,294,104,87,108,64,25,0,789,..,64,420,481,651,898,1037,921,529,4999,69,82,86,60,56,59,52,31,23,526,7576,3907,5412,6657,6170,5180,3857,2251,973,42001,..,79,3065,7843,6789,5911,4280,2197,533,30705,..,339,2971,2188,1495,880,342,82,8,8307,..,29,258,702,1169,747,355,260,207,3723,15345,..,..,..,..,..,..,..,..,15345,..,4415,..,..,..,..,..,..,..,4415,..,2201,1906,559,477,236,55,3,0,5435,..,292,328,132,186,249,290,173,104,1756,..,146,231,72,58,39,26,11,0,594,..,246,758,263,200,227,153,53,3,1918,..,149,825,973,1339,1682,1703,1239,725,8635,153,151,161,118,125,114,105,49,24,1007,15492,8052,10509,12853,11845,10086,7311,4075,1604,81822
21303,..,617,1201,268,126,129,61,14,9,2430,..,222,1181,909,727,827,786,459,286,5387,60,108,207,78,65,73,48,23,18,680,6063,4143,8948,7166,5236,3952,2554,1323,607,39999,..,109,4014,7193,5175,3723,2389,1127,282,24023,..,584,4989,2836,1454,731,224,50,10,10879,..,28,227,708,1020,630,312,236,160,3331,12575,..,..,..,..,..,..,..,..,12575,..,3412,..,..,..,..,..,..,..,3412,..,1388,1573,530,378,213,36,0,0,4123,..,531,732,210,198,315,279,164,105,2534,..,332,674,157,94,87,42,7,4,1405,..,1421,3253,709,356,308,152,50,11,6260,..,397,2206,1872,1526,1553,1331,704,411,9992,117,200,391,188,143,135,84,42,21,1320,12695,8411,18056,14402,10348,7706,4856,2371,1001,79853
21304,..,175,244,138,156,169,112,32,9,1036,..,159,606,545,740,1023,1295,847,341,5555,186,255,187,88,101,86,91,41,5,1045,22358,11487,14798,15743,11961,8477,6337,2542,715,94410,..,333,12003,21455,15465,10501,7682,2666,365,70470,..,1295,5451,3193,2201,1018,384,98,15,13655,..,215,1374,2339,2510,1323,591,315,117,8781,45128,..,..,..,..,..,..,..,..,45128,..,11744,..,..,..,..,..,..,..,11744,..,7001,4781,1206,579,203,29,0,0,13794,..,1158,1258,484,448,761,848,471,177,5603,..,525,652,256,197,131,74,20,4,1854,..,455,769,403,335,351,267,88,19,2690,..,342,1505,1453,1755,1901,2053,1206,448,10660,367,414,421,233,228,160,149,79,13,2063,45496,23472,28199,31013,23716,16360,12075,4941,1158,186444
21305,..,635,948,301,242,214,156,46,12,2542,..,241,998,848,932,1303,1385,1017,371,7105,209,271,257,115,91,121,75,52,14,1217,34631,15325,25584,26632,14974,11145,7223,2979,847,139334,..,778,23352,41422,19972,13333,8696,3060,432,111060,..,1701,6958,4085,2590,1353,472,93,9,17256,..,265,1677,2986,3173,1843,712,339,152,11144,70867,..,..,..,..,..,..,..,..,70867,..,15217,..,..,..,..,..,..,..,15217,..,7831,5712,1401,607,254,37,0,0,15846,..,2266,2639,812,621,1277,1222,510,232,9582,..,1295,2029,536,261,185,82,18,8,4417,..,2180,3607,979,610,487,324,107,15,8307,..,548,2400,2320,2242,2491,2220,1426,516,14157,424,498,604,300,225,219,129,91,21,2514,71286,32584,48971,54846,30298,21437,13898,5636,1382,280357
21401,..,256,391,154,187,262,174,64,11,1493,..,135,700,627,906,1632,1906,1464,730,8105,169,222,143,96,83,86,96,56,26,978,12045,7037,9223,9633,9198,8316,6407,3589,1341,66784,..,114,4947,9860,9370,8525,6702,3401,694,43611,..,1076,5542,3473,2401,1426,535,178,30,14653,..,130,876,1769,2311,1362,558,336,246,7590,24317,..,..,..,..,..,..,..,..,24317,..,6426,..,..,..,..,..,..,..,6426,..,4793,2995,908,555,307,68,0,0,9637,..,516,499,212,295,505,501,281,157,2969,..,369,404,175,146,97,53,14,10,1269,..,521,904,409,465,549,352,140,24,3367,..,290,1496,1565,2191,2993,3056,2094,1012,14705,347,406,334,217,194,195,151,89,32,1966,24656,14626,18002,18598,17928,15953,11986,6535,2205,130495
21402,..,155,241,83,155,215,220,99,22,1187,..,122,389,429,845,1900,2880,2797,1373,10742,180,250,164,102,126,224,185,108,44,1382,12639,7529,6916,8885,11235,11281,11456,7507,2421,79864,..,63,3772,9818,12345,12834,13804,8425,1820,62878,..,872,4143,2850,2895,2123,1258,456,73,14672,..,87,583,1396,2335,1281,569,409,258,6931,25725,..,..,..,..,..,..,..,..,25725,..,7817,..,..,..,..,..,..,..,7817,..,5097,2591,869,696,354,76,7,0,9680,..,421,305,135,239,406,447,313,229,2494,..,295,294,119,125,93,67,25,5,1030,..,318,562,212,313,444,431,200,48,2536,..,231,876,1005,1926,3389,4439,3963,1906,17726,343,475,356,277,288,435,363,197,74,2788,26061,15675,13478,16682,21163,21355,21449,14003,4418,154284
