SA3_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
21204,750,247,320,38,1364,184,50,79,3,321,127,101,180,7,413,131,100,286,10,532,637,226,423,33,1317,393,348,486,25,1253,2299,722,717,67,3800,1315,1041,1013,120,3489,1196,1644,941,136,3918,1469,1966,945,146,4530,850,1855,630,105,3441,921,1775,502,107,3304,1763,3636,895,171,6462,1016,2641,457,89,4198,704,2005,248,54,3008,406,1280,120,15,1817,578,2587,182,34,3377,516,1361,515,43,2436,315,222,153,22,709,15571,23791,9090,1229,49677
21205,834,148,313,48,1335,254,46,96,12,409,180,77,139,23,410,103,60,157,11,330,610,111,215,17,955,379,177,339,22,917,1679,332,402,54,2464,1195,508,590,76,2367,1356,821,661,102,2934,1460,1094,625,129,3308,836,1026,455,83,2405,933,1164,443,68,2600,1876,2783,741,149,5556,1289,2513,376,72,4246,1051,2594,245,43,3931,635,1848,111,30,2626,1671,6726,304,48,8759,552,1407,415,31,2407,232,168,78,15,495,17130,23599,6693,1031,48458
21301,736,229,388,33,1382,165,44,88,5,301,139,114,230,20,502,115,110,376,12,612,646,239,462,36,1376,347,349,661,26,1383,2367,665,757,72,3857,1243,1015,1011,123,3394,1068,1494,984,106,3652,1302,1822,1032,129,4283,703,1601,709,80,3091,725,1616,575,87,3003,1514,3241,902,149,5800,981,2615,469,77,4138,654,2001,305,55,3011,403,1272,150,25,1858,635,2705,221,34,3596,478,1427,544,59,2511,328,209,219,27,779,14546,22758,10091,1147,48534
21302,201,49,79,3,338,82,12,20,3,110,61,22,52,8,138,43,22,55,0,122,222,41,126,6,396,154,62,184,8,399,785,133,242,25,1185,486,160,334,43,1021,494,282,381,46,1197,611,432,352,50,1449,338,417,301,23,1082,359,486,273,30,1147,912,1214,445,45,2615,771,1173,212,34,2192,705,1232,153,20,2106,520,933,62,14,1529,1373,3830,159,29,5392,261,614,259,16,1156,134,71,51,12,259,8514,11191,3721,415,23840
21303,166,36,71,10,279,55,12,33,3,99,45,17,51,17,131,29,18,88,6,139,163,41,134,10,351,113,82,170,20,381,523,137,220,36,918,347,194,324,65,922,344,319,318,62,1043,519,464,320,67,1367,397,372,242,35,1043,399,409,231,47,1080,1098,928,393,99,2531,972,921,156,58,2104,818,990,129,30,1979,658,735,43,18,1461,1600,2894,160,37,4685,256,423,209,21,913,95,56,41,11,193,8587,9039,3329,661,21616
21304,522,159,201,16,896,121,36,56,3,212,87,63,141,3,292,82,51,191,7,334,356,151,385,17,904,245,230,704,9,1187,1520,495,783,32,2831,897,801,913,52,2667,937,1293,983,59,3268,1102,1959,895,79,4029,720,1902,628,57,3306,798,2109,534,51,3488,1994,4741,845,99,7676,1426,3706,390,54,5580,934,2899,254,33,4117,535,1963,108,20,2628,842,4121,188,32,5185,478,1640,462,24,2605,269,320,135,23,740,13865,28629,8782,662,51937
21305,986,241,331,24,1579,156,49,86,10,298,137,83,175,6,403,114,98,263,18,489,404,252,445,31,1131,356,412,774,30,1574,1499,822,967,57,3340,1099,1309,1125,90,3628,1332,2156,1205,104,4798,1562,3103,1099,180,5946,1161,2970,853,121,5102,1221,3077,677,95,5073,2982,7588,1117,200,11879,2124,5428,469,110,8139,1464,4677,315,65,6516,946,2853,127,36,3961,1571,6824,264,49,8706,709,2383,638,36,3762,334,378,211,29,951,20151,44713,11145,1277,77283
21401,245,51,118,5,422,81,10,31,4,126,81,23,83,3,184,56,20,120,3,199,276,49,305,15,644,231,67,480,11,785,1258,151,622,39,2068,948,234,801,59,2033,1015,504,904,65,2493,1110,837,806,71,2823,718,937,595,37,2294,832,1046,481,42,2399,1852,2649,831,89,5426,1445,2446,331,41,4268,1001,1958,180,33,3170,533,1307,79,9,1934,894,2754,159,14,3823,386,1067,520,20,1990,226,149,133,5,512,13185,16241,7587,570,37590
21402,393,54,85,10,540,201,19,34,5,255,119,20,72,5,224,83,18,129,3,237,582,41,254,17,892,353,63,428,10,856,2306,126,552,33,3006,1714,224,729,52,2719,2064,521,812,56,3453,2169,788,718,44,3722,972,879,515,31,2395,1174,997,449,31,2645,2277,2573,667,58,5577,1604,2361,303,26,4300,1202,2081,175,9,3464,611,1481,82,9,2189,2063,4346,217,20,6644,705,1439,588,28,2759,447,155,118,14,739,21049,18170,6932,473,46625
21501,106,17,30,0,156,57,11,20,3,89,42,12,30,5,87,37,10,68,0,112,246,33,126,9,414,155,36,240,7,436,965,99,230,18,1317,662,147,325,27,1151,733,270,289,35,1333,744,482,214,28,1468,359,428,159,7,959,490,441,109,20,1060,960,956,158,23,2105,582,695,64,14,1354,346,497,28,0,873,200,294,0,6,503,408,573,27,4,1009,307,541,154,15,1021,182,54,51,20,302,7582,5591,2324,240,15745
21502,103,27,34,4,170,42,8,12,4,59,33,18,35,3,90,25,10,67,11,116,179,30,147,0,352,104,56,231,8,399,828,107,267,22,1221,495,151,300,30,983,552,296,361,28,1242,618,408,265,21,1313,312,405,208,10,934,400,439,141,21,1002,786,918,205,34,1944,496,715,75,9,1294,298,527,45,0,870,121,335,15,5,472,262,613,38,10,917,264,534,183,14,998,191,73,80,7,345,6124,5667,2703,239,14729
21503,94,24,26,3,152,32,4,8,0,47,25,0,23,0,49,19,11,45,0,76,170,10,74,0,255,83,36,132,3,252,663,60,139,7,873,447,131,205,27,800,428,195,177,30,828,469,301,128,24,922,248,283,77,17,621,324,271,59,19,675,555,640,76,14,1277,307,457,41,5,804,179,277,19,3,484,98,157,8,0,269,162,361,18,0,548,197,323,87,7,607,146,52,40,4,240,4648,3583,1367,178,9783
21601,109,10,22,3,141,50,10,7,0,66,27,4,23,0,55,29,12,52,0,91,174,19,88,5,285,103,23,174,0,301,716,50,175,10,949,438,76,209,19,740,449,190,190,17,850,501,283,161,16,956,262,287,98,8,657,298,282,88,16,687,572,643,116,9,1336,317,521,42,8,887,231,360,28,0,616,97,218,10,0,330,198,414,23,0,630,202,373,134,12,716,125,43,40,10,213,4902,3800,1666,131,10501
21602,92,17,6,4,119,39,4,7,0,40,23,13,20,0,51,21,7,34,0,68,158,8,76,0,246,78,25,102,0,206,681,49,134,8,869,422,88,167,15,692,347,135,162,9,649,414,201,135,11,760,210,220,84,3,519,217,226,48,7,500,460,437,93,5,1001,260,382,29,7,674,143,240,18,4,399,55,164,0,0,219,136,272,12,0,417,167,264,86,11,532,126,42,30,5,202,4049,2783,1255,76,8172
21603,170,58,51,4,283,62,13,15,0,92,32,25,36,0,90,40,13,83,0,142,186,52,154,10,403,149,65,264,8,486,885,167,304,13,1377,582,198,404,31,1208,587,335,373,30,1328,705,515,291,34,1546,319,538,201,12,1066,466,554,176,23,1219,859,1151,225,32,2271,585,922,83,11,1596,338,686,42,7,1066,185,420,12,0,625,375,884,37,8,1295,265,548,219,6,1036,167,87,82,11,349,6939,7224,3052,247,17470
21701,75,13,19,0,108,62,0,9,0,70,33,7,18,0,59,27,7,43,0,80,138,14,69,0,224,120,35,124,5,276,653,64,151,8,877,436,83,205,28,757,430,167,184,26,809,478,282,136,14,914,257,265,102,9,629,300,305,60,7,669,566,571,87,8,1237,354,436,55,4,847,244,301,15,0,563,104,177,9,0,299,250,373,16,3,645,213,347,113,10,683,113,36,31,5,181,4859,3491,1446,128,9914
21703,103,17,11,0,137,44,4,8,0,54,26,6,14,0,45,22,8,29,0,55,158,7,71,0,238,100,19,125,3,246,570,63,144,11,785,452,100,181,21,764,435,180,185,14,819,508,288,108,17,921,241,285,112,19,656,335,308,71,8,711,589,602,108,23,1320,326,466,63,8,860,225,358,23,3,606,91,192,6,4,295,230,394,31,8,666,187,362,120,3,668,123,51,30,5,214,4765,3716,1428,159,10072
21704,92,12,28,0,128,34,0,6,0,46,20,11,21,3,55,22,5,54,0,84,166,11,97,7,285,111,20,175,3,304,678,40,216,8,947,507,90,282,23,908,538,209,268,35,1042,661,368,244,25,1298,325,362,173,13,874,402,397,135,19,955,826,987,161,25,1997,534,807,76,11,1425,322,577,49,9,960,159,386,9,10,565,386,800,45,8,1234,212,470,153,10,843,134,52,37,11,229,6132,5600,2234,220,14192
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
