LGA_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
LGA22410,0,0,0,3,0,3,23,11,3,45,0,0,0,3,0,6,4,6,0,11,0,0,0,0,0,0,0,0,0,0,0,5,3,44,5,3,4,0,0,69,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,7,0,26,0,0,0,3,0,3,9,3,6,24,0,0,0,5,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,14,0,0,0,0,0,7,8,9,3,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,32,0,0,0,0,0,40,0,0,0,6,0,7,42,30,14,98,0,9,18,61,54,83,45,10,5,286,0,0,0,0,0,0,4,0,0,4
LGA22490,0,0,0,13,12,20,42,31,9,112,0,0,0,0,3,0,8,0,0,16,0,0,0,0,0,6,0,0,0,7,0,9,4,22,0,6,0,0,0,41,0,6,0,3,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,16,10,8,5,4,4,46,0,0,0,5,0,8,9,10,3,42,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,6,6,4,4,0,0,14,0,0,0,0,4,13,13,11,0,47,0,0,0,0,0,3,0,0,0,8,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,19,54,28,3,120,0,10,9,59,60,48,40,10,0,231,0,0,0,0,4,3,0,0,0,11
LGA22620,0,4,7,25,28,38,82,61,12,248,0,0,0,6,0,12,15,13,9,59,0,6,10,15,4,4,9,0,0,60,8,95,130,813,92,44,36,13,3,1239,0,0,6,27,27,18,8,4,0,93,0,16,11,19,9,4,0,0,0,56,0,0,0,10,0,4,5,3,0,25,0,3,0,38,18,18,26,17,4,134,0,0,0,13,8,30,61,41,15,169,0,4,5,16,5,5,0,0,0,35,5,7,5,50,3,8,0,0,0,68,0,0,4,10,0,3,3,0,0,24,0,15,33,129,48,27,32,5,4,284,0,0,0,4,0,4,33,15,6,65,0,0,3,21,4,4,0,3,0,38,4,8,64,421,139,77,45,21,4,787,0,3,13,108,6,0,0,0,0,127,0,0,5,13,15,25,105,77,23,261,4,42,64,228,175,188,115,52,8,868,0,0,0,5,0,0,4,0,0,7
LGA22670,0,5,19,55,26,41,98,124,61,425,3,19,55,101,129,243,469,589,164,1780,4,8,25,256,55,62,46,10,0,467,100,421,1831,6739,1156,697,544,297,116,11898,11,32,78,481,169,76,68,17,4,942,0,93,180,331,58,36,18,4,0,723,0,22,37,106,54,53,24,8,3,315,4,13,5,38,11,26,43,34,18,189,0,7,13,62,46,139,370,511,329,1478,3,9,16,56,26,9,12,0,4,139,7,31,41,325,77,44,20,9,0,554,4,4,26,122,117,128,113,67,9,595,38,232,427,2034,302,201,128,41,12,3407,0,0,0,0,3,18,81,97,49,255,4,5,37,253,110,230,265,195,89,1195,4,20,76,670,243,116,60,27,13,1227,0,0,56,209,6,7,3,0,0,282,0,0,12,12,15,19,67,113,81,311,20,235,383,757,234,183,114,42,11,1988,0,3,18,251,229,233,156,108,25,1023
LGA22750,0,19,19,132,93,109,462,296,172,1317,0,5,10,19,37,69,135,172,74,512,4,44,43,86,18,27,27,0,3,256,38,213,718,3606,236,120,107,44,19,5097,3,16,30,145,58,17,32,4,5,311,6,54,84,248,63,48,15,10,5,528,0,33,37,108,52,32,10,4,0,279,3,44,35,210,113,92,94,55,40,695,3,5,24,115,67,216,504,420,280,1619,0,20,12,74,48,17,7,0,3,176,0,20,19,119,17,3,7,0,0,192,4,4,10,32,18,42,19,8,0,139,0,44,77,281,105,101,62,21,10,688,0,0,0,7,10,74,189,115,19,421,0,6,35,68,27,21,4,4,0,173,4,13,69,275,93,54,36,10,3,553,0,9,47,289,8,0,0,0,0,356,0,19,12,51,44,105,525,390,156,1315,26,132,218,971,531,468,337,137,35,2863,0,4,0,69,75,156,221,118,52,696
LGA22830,0,0,4,20,17,17,48,25,8,128,0,5,8,6,4,15,42,40,34,157,4,0,0,31,0,0,0,0,0,42,14,106,150,1284,199,128,81,15,3,1981,0,0,10,38,20,6,0,0,0,82,0,34,44,27,3,3,7,0,0,120,0,38,49,247,89,55,20,5,0,507,0,14,7,15,6,8,14,7,4,74,0,4,0,11,19,91,243,253,125,747,0,0,0,10,9,0,0,0,0,14,0,0,0,11,0,5,0,0,0,17,0,0,0,11,0,5,5,0,0,17,4,45,48,423,87,42,11,0,0,664,0,0,0,5,0,0,10,9,0,22,0,0,3,10,7,0,0,0,0,17,0,0,0,7,0,0,0,0,0,12,0,3,19,77,10,3,0,0,0,108,0,0,0,10,3,19,76,49,14,178,6,67,102,168,120,114,84,41,3,700,0,0,0,7,0,7,24,19,16,81
LGA22910,0,0,0,10,7,17,38,19,10,99,0,0,0,0,0,5,4,6,0,19,0,0,0,6,5,0,0,0,0,12,0,0,7,28,0,10,4,3,0,52,0,0,0,4,0,0,4,0,0,14,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,9,8,4,0,41,0,0,0,20,0,3,13,12,3,50,0,0,0,12,5,4,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,5,0,0,0,3,10,12,3,0,0,33,0,0,0,3,0,9,14,4,0,32,0,0,0,4,0,4,0,3,0,11,0,0,0,0,0,0,0,0,3,3,0,0,4,25,0,0,0,0,0,28,0,0,0,5,0,17,39,29,16,107,0,4,5,46,38,71,45,12,0,222,0,0,0,0,0,3,4,8,0,14
LGA22980,0,0,0,4,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,3,30,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,61,25,12,5,0,0,107,0,0,0,11,0,0,0,0,0,13,0,0,0,0,4,4,6,0,4,15,0,0,4,7,4,10,3,5,0,41,0,0,0,0,0,0,0,0,0,0
LGA23110,0,13,17,99,69,38,100,87,33,467,0,12,9,24,46,160,278,337,165,1037,3,6,4,73,17,22,20,0,0,145,29,150,241,1669,153,113,78,55,11,2494,3,14,26,198,44,14,19,0,0,320,0,9,10,117,36,16,9,0,0,200,0,7,4,31,11,11,3,0,0,66,3,10,12,231,86,46,41,27,9,465,0,7,6,94,56,185,335,358,263,1310,0,9,4,62,32,9,7,0,0,125,0,8,5,67,10,4,0,0,0,93,7,17,50,305,226,162,131,41,7,954,4,21,16,252,62,52,36,16,3,461,0,0,3,17,34,141,371,353,131,1055,0,4,10,47,13,34,18,8,4,134,0,8,20,87,41,31,20,6,0,212,0,3,63,169,5,0,0,0,0,241,0,17,4,41,32,23,48,36,3,200,14,110,118,837,416,274,127,27,7,1919,0,0,0,71,102,165,208,129,33,708
LGA23190,0,0,0,7,0,0,10,4,3,31,0,0,0,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,4,9,15,10,111,19,15,3,0,0,183,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,10,4,0,0,0,0,23,0,0,0,4,4,5,14,20,9,56,0,0,0,0,5,0,0,0,0,7,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,10,10,0,0,0,55,0,3,0,29,0,0,0,0,0,33,0,0,0,0,0,0,17,19,9,44,0,0,7,33,15,22,16,0,4,102,0,0,0,0,0,0,0,0,0,0
LGA23270,0,5,15,86,69,58,154,104,38,520,0,18,56,94,78,184,302,283,91,1110,0,12,15,94,22,24,22,0,0,194,103,854,1471,11137,1264,787,592,179,61,16441,6,15,33,199,83,26,15,7,3,376,6,57,109,497,88,96,44,24,8,929,31,1368,1944,6056,2721,1850,986,396,120,15476,6,14,15,95,40,63,39,38,20,319,0,14,40,135,142,694,1118,735,296,3175,0,13,7,32,23,4,3,0,0,91,5,5,14,87,22,7,6,4,0,145,47,157,211,1502,907,803,440,153,31,4263,5,47,55,262,84,76,66,15,3,614,0,0,7,42,52,180,484,315,74,1162,0,4,11,99,32,47,31,11,9,248,0,4,7,26,13,14,10,6,10,86,11,91,409,1799,83,23,22,0,0,2437,0,6,3,16,18,29,87,53,19,232,80,645,755,1292,420,337,137,53,7,3731,0,4,7,94,84,115,88,22,9,426
LGA23350,0,0,0,9,9,22,35,15,4,95,0,0,0,0,0,0,3,0,0,7,0,0,0,5,0,0,0,0,0,4,0,0,3,12,4,4,3,0,0,26,0,0,0,0,4,6,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,3,20,0,0,0,0,3,7,6,13,3,33,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,8,0,5,0,5,3,10,30,8,6,63,0,4,3,31,41,50,23,11,0,167,0,0,0,0,0,0,0,0,0,4
LGA23430,0,18,30,151,114,90,146,153,57,753,0,36,69,166,184,423,701,975,402,2962,6,22,43,221,48,72,64,11,5,500,39,257,574,2925,670,572,385,210,77,5712,0,8,34,164,58,27,36,13,5,335,0,6,13,118,29,18,19,4,0,212,0,0,10,31,21,17,19,9,0,105,0,51,32,344,120,88,63,64,28,792,0,10,18,110,87,183,393,431,217,1440,11,27,38,134,90,46,12,0,0,355,4,24,22,201,67,31,8,3,0,361,0,3,6,64,51,78,85,33,9,340,7,22,60,422,123,133,136,43,11,946,0,0,0,6,9,15,50,55,15,146,0,3,14,177,83,124,129,95,36,665,0,0,5,27,24,15,14,10,0,96,0,3,58,151,12,9,0,0,0,240,0,13,11,53,37,36,100,80,43,378,9,98,171,843,491,422,233,80,22,2369,0,0,0,18,8,18,23,4,7,81
LGA23670,0,14,22,98,72,112,210,323,199,1050,0,7,11,28,64,126,165,137,56,592,14,81,115,604,233,354,206,24,15,1647,28,259,435,2369,900,606,339,170,60,5169,0,21,53,307,152,62,57,42,6,703,0,50,68,509,147,109,53,15,9,957,0,10,14,41,23,20,20,15,0,151,4,18,12,60,42,61,86,52,31,373,0,7,5,61,57,210,367,251,116,1071,0,10,22,54,39,13,8,4,5,164,0,41,93,316,188,84,29,5,0,763,0,4,0,34,41,68,41,18,5,204,7,189,374,1233,650,720,550,198,37,3955,0,0,0,6,3,33,73,38,10,163,0,0,12,63,39,100,93,43,11,363,0,3,37,86,31,17,13,11,0,199,0,4,29,132,35,15,6,0,0,220,0,3,11,28,32,63,241,218,105,697,9,131,238,557,365,314,191,96,18,1915,0,0,0,9,16,11,22,11,3,74
LGA23810,0,4,4,20,20,28,200,124,43,443,0,0,0,6,3,7,26,26,14,87,0,9,3,12,6,3,0,3,0,33,10,26,96,320,39,22,21,12,4,549,0,4,0,23,6,0,11,10,0,61,0,3,0,8,0,0,0,0,0,16,0,0,3,4,0,0,0,0,0,8,0,0,6,23,8,24,28,24,9,119,0,0,0,6,24,71,176,141,119,539,3,3,0,13,6,4,4,0,0,32,0,0,3,9,6,0,0,0,0,14,0,0,6,5,8,0,0,0,0,16,0,15,23,39,22,35,13,5,0,145,0,0,0,3,4,35,128,99,39,307,0,0,0,12,4,4,10,3,0,30,0,3,9,59,14,3,3,0,0,104,0,0,13,23,3,0,0,0,0,45,0,0,3,24,33,63,227,218,73,634,0,47,43,206,132,144,128,41,9,740,0,0,0,0,0,6,8,3,0,16
LGA23940,0,0,0,0,3,0,7,13,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,14,3,0,0,0,0,25,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,4,9,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,0,0,0,13,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,10,4,34,0,0,3,9,11,17,19,6,0,74,0,0,0,0,0,0,0,0,0,0
LGA24130,0,0,5,26,23,30,101,67,15,272,0,0,0,0,3,10,15,14,6,46,0,5,3,5,4,3,3,0,0,25,0,7,10,81,15,26,14,20,0,167,0,0,0,3,7,0,6,3,0,24,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,6,0,0,0,12,0,0,3,54,31,21,16,9,12,151,0,5,0,6,17,53,75,39,13,208,0,0,0,10,4,0,4,0,0,30,0,0,0,7,3,0,0,0,0,10,0,0,0,8,6,0,3,0,0,16,0,3,5,26,8,11,11,0,0,67,0,0,0,10,10,40,84,18,5,168,0,0,0,8,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,9,0,3,0,19,0,0,0,0,0,23,4,5,0,20,21,14,48,44,8,165,5,15,36,178,199,141,75,33,10,699,0,0,0,0,7,9,5,4,0,24
LGA24210,0,5,9,45,46,45,115,150,58,479,0,38,49,70,118,384,756,1098,442,2957,31,280,202,1093,579,754,637,155,45,3770,14,156,169,1187,313,226,216,114,30,2417,0,16,43,256,102,55,58,47,7,584,16,234,295,1370,541,303,160,84,16,3023,0,3,10,60,25,19,16,5,0,149,0,9,8,36,24,28,24,19,10,164,0,18,18,85,79,260,866,928,598,2848,3,10,17,76,42,18,28,11,0,207,0,61,101,349,214,93,48,16,4,880,0,4,9,44,70,143,117,50,20,452,7,208,495,1513,735,695,714,294,54,4719,0,0,0,5,7,19,56,78,29,194,0,0,0,34,19,15,15,8,4,92,0,6,0,15,0,8,13,3,7,50,0,0,9,34,4,0,0,0,0,50,0,7,6,19,30,22,70,75,41,265,16,98,151,290,195,173,115,66,21,1129,0,0,0,20,25,57,61,68,28,265
LGA24250,0,0,0,8,5,8,22,25,11,91,0,0,0,0,0,5,4,0,0,6,0,3,11,3,0,0,0,0,0,23,0,0,0,15,3,3,0,3,0,27,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,8,3,5,20,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,7,21,4,0,39,0,3,5,22,27,35,23,5,3,109,0,0,0,0,0,5,0,0,0,8
LGA24330,0,3,12,113,36,28,51,34,15,288,0,0,11,23,34,97,156,292,125,742,0,9,15,262,37,23,28,6,0,380,24,133,374,2144,129,60,46,16,14,2936,0,12,35,280,39,11,21,4,0,406,0,6,7,118,25,14,4,0,0,174,0,0,10,29,7,7,3,0,0,59,0,10,14,158,59,29,19,10,0,294,0,0,9,119,35,96,151,232,158,804,5,3,11,114,46,9,5,0,0,189,5,7,14,149,25,11,3,0,0,204,0,0,0,22,23,24,19,15,0,99,7,38,73,583,103,61,53,10,5,936,0,0,0,8,4,17,56,41,16,148,0,3,10,68,6,16,17,0,4,124,0,15,18,131,22,17,4,0,0,207,6,5,187,316,9,3,0,0,0,530,0,6,7,44,16,16,17,5,4,114,8,37,100,957,294,158,79,13,0,1645,0,0,7,51,72,97,154,94,37,513
LGA24410,0,5,19,58,58,66,140,152,60,552,0,0,5,11,13,36,66,49,20,194,5,27,40,282,90,108,76,11,7,653,26,213,174,1493,292,146,124,64,14,2531,0,15,14,167,47,23,22,12,3,311,0,64,48,443,107,76,27,18,10,787,0,0,5,14,15,11,0,3,0,46,0,9,12,67,45,34,56,42,17,278,0,9,4,45,31,70,153,120,79,503,0,8,11,45,36,8,6,4,0,122,0,22,41,179,68,37,14,7,0,375,3,3,5,32,11,18,11,8,4,93,35,201,98,488,188,154,125,35,13,1339,0,0,0,4,8,6,34,28,11,93,0,4,10,53,23,25,20,6,0,135,7,115,354,1007,225,103,49,16,4,1874,0,0,17,99,3,0,0,0,0,120,0,3,11,26,32,47,150,163,73,508,8,55,85,390,267,257,131,62,22,1268,0,0,0,4,5,9,11,10,5,38
LGA24600,7,9,58,275,52,46,61,49,14,570,0,0,9,70,30,35,61,28,21,263,7,54,506,1049,142,124,88,19,6,1998,222,380,1524,7402,238,145,90,29,4,10036,8,31,1537,1479,100,54,64,16,3,3284,8,15,58,719,65,27,17,10,0,912,0,0,7,79,10,15,8,0,0,121,5,6,35,376,60,41,31,6,6,571,0,10,67,561,49,92,134,102,110,1135,8,19,175,660,126,54,20,3,5,1079,14,31,296,1892,141,44,7,0,0,2424,0,0,14,52,34,14,16,6,0,128,8,56,1609,3562,337,237,184,54,11,6059,0,0,0,4,3,22,33,18,9,90,0,4,74,171,10,11,10,3,0,289,0,3,193,188,16,9,7,3,0,414,0,4,433,346,10,3,0,0,0,798,0,6,24,98,16,21,29,27,8,223,23,50,559,1716,396,269,122,46,13,3191,0,3,13,52,21,11,12,0,0,116
LGA24650,3,3,21,73,41,51,167,88,30,485,0,16,16,45,57,115,102,82,11,440,0,7,8,98,39,29,23,0,0,197,98,763,1106,9754,1301,671,464,133,22,14314,0,25,30,208,77,41,18,3,0,400,3,27,28,172,54,16,6,4,0,319,6,201,197,464,143,106,72,23,0,1206,0,26,12,67,28,32,39,28,8,237,0,9,12,72,92,270,342,171,57,1029,0,6,5,47,22,0,0,0,0,87,0,12,19,109,40,15,6,5,0,205,0,17,23,149,116,101,45,16,8,462,0,111,70,338,118,75,52,14,0,781,0,8,38,146,158,394,801,427,66,2038,0,7,20,138,35,32,26,9,0,267,8,23,111,402,88,30,15,4,0,683,0,16,40,234,13,5,5,0,0,314,0,3,9,10,21,20,71,52,14,202,87,740,812,1312,462,328,140,35,7,3923,0,6,34,361,321,292,347,69,21,1454
LGA24780,0,0,6,20,4,10,51,27,7,124,0,0,0,3,0,17,34,46,19,117,0,3,8,41,0,6,5,0,0,70,8,44,48,413,63,29,24,9,0,627,0,5,0,33,11,5,0,0,0,56,0,3,3,13,3,0,0,0,0,29,0,10,0,12,16,6,0,0,0,47,0,11,0,12,0,3,3,3,3,41,0,0,0,25,8,51,149,161,114,520,0,0,0,24,3,0,0,0,0,27,0,0,6,42,3,5,0,0,0,57,0,0,0,0,0,0,0,0,0,3,7,39,132,701,154,44,9,3,0,1097,0,0,0,0,0,0,5,3,5,10,0,0,0,10,0,0,0,0,0,18,0,5,3,16,0,0,0,0,0,25,0,0,10,55,0,0,0,0,0,66,0,0,0,7,7,10,26,21,11,84,3,35,37,132,95,71,45,28,4,453,0,0,0,6,0,0,0,0,0,4
LGA24850,0,3,9,24,17,21,45,43,7,182,0,0,0,7,13,24,24,3,7,79,0,0,4,3,4,3,0,0,0,11,8,46,85,950,53,43,29,12,3,1232,0,4,4,16,8,0,0,4,0,38,0,0,0,10,4,0,0,0,0,19,0,7,8,50,23,13,4,0,0,115,0,9,0,41,19,15,17,19,0,118,0,4,0,18,16,59,89,50,25,264,0,0,6,3,5,0,4,0,0,20,0,0,0,5,0,4,0,0,0,17,0,0,0,18,12,14,8,0,0,52,0,10,7,25,17,24,8,0,0,101,0,0,4,10,9,22,53,35,3,135,0,0,5,25,10,0,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,21,0,0,0,5,14,16,38,26,8,107,3,58,75,198,122,106,87,21,9,680,0,0,5,19,8,23,12,4,0,79
LGA24900,0,0,0,7,4,6,37,27,3,89,0,0,0,0,0,3,8,0,0,13,0,0,0,6,0,0,0,0,0,18,4,5,12,118,13,17,11,6,0,179,0,0,0,9,4,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,4,8,9,6,5,0,0,0,27,0,0,0,7,0,5,7,8,4,28,0,0,0,0,4,20,67,67,33,193,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,14,35,169,23,12,6,0,0,261,0,0,0,3,0,4,16,13,0,31,0,0,0,3,0,0,0,0,0,6,0,0,0,9,0,4,0,4,0,14,0,0,0,10,4,0,0,0,0,10,0,0,6,11,6,21,47,35,11,131,0,11,38,88,59,85,50,23,14,355,0,0,0,0,0,0,0,0,0,10
LGA24970,5,18,46,95,81,50,110,185,91,669,8,55,120,247,242,577,991,1616,625,4489,28,186,321,899,299,484,402,88,19,2730,101,879,1855,7202,1569,903,600,288,122,13517,14,68,242,834,284,124,190,52,18,1813,4,48,96,498,143,76,50,22,7,940,0,6,11,77,12,16,19,9,4,153,0,6,21,91,46,43,45,44,40,321,0,12,35,132,87,255,600,760,473,2354,9,57,90,218,167,42,51,18,5,652,13,98,236,830,419,180,70,34,0,1884,0,0,13,36,55,57,54,37,10,261,5,160,844,2323,825,1009,881,366,83,6497,0,0,0,3,4,17,35,55,17,131,0,3,50,199,66,128,86,58,33,621,0,0,26,58,14,22,21,9,0,144,0,16,228,332,28,9,3,4,0,619,0,0,20,31,25,28,67,74,48,297,32,174,332,551,301,264,186,90,30,1962,0,0,0,17,14,17,30,22,6,108
LGA25060,0,4,10,82,36,38,111,93,27,412,0,3,16,66,58,202,333,510,180,1370,0,14,26,174,71,68,53,4,7,409,38,182,190,1611,253,191,169,81,29,2742,0,9,20,138,36,16,26,11,3,257,0,28,23,292,49,17,16,18,9,441,0,3,18,77,40,28,9,0,3,175,3,14,19,191,65,54,49,32,18,433,0,18,25,208,122,538,1294,1384,854,4453,6,17,10,116,69,20,10,0,3,254,4,13,21,144,38,8,5,8,0,242,0,4,9,50,81,87,72,37,13,351,0,18,62,428,111,74,100,21,4,824,0,0,0,19,29,75,203,219,99,638,0,0,0,62,15,24,20,10,6,140,0,0,0,19,9,3,6,0,0,44,0,5,294,336,3,0,0,0,0,643,0,4,7,36,13,15,49,28,12,166,18,74,131,656,280,200,103,32,8,1495,0,0,0,43,54,69,77,53,14,313
