LGA_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
LGA22490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,0,0,0,0,0,0,0,0,18,0,0,0,0,3,7,8,4,0,0,0,0,0,0,0,19,0,7,21,3,0,6,5,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,16,12,15,5,4,0,0,0,0,0,0,0,3,112,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,6,3,0,7,12,0,0,0,3,0,0,5,41,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,9,0,0,0,0,5,0,0,0
LGA22620,0,0,0,0,0,0,7,43,14,11,9,0,0,0,0,87,0,0,0,3,0,3,24,24,0,4,4,0,5,0,0,71,0,6,11,18,11,8,25,19,7,0,0,3,3,4,0,110,0,0,0,0,5,24,147,83,12,14,25,28,4,3,9,368,0,8,36,11,0,3,0,0,0,0,0,0,0,0,3,57,0,4,4,3,4,6,14,21,0,0,4,6,6,0,3,82,0,0,0,5,3,5,30,3,0,0,0,0,0,0,3,57,43,79,36,26,19,5,14,4,0,3,0,0,0,0,9,248,3,11,25,9,5,0,0,3,0,0,0,0,0,0,3,59,0,4,8,3,4,4,11,8,9,3,0,3,0,0,3,60,0,0,13,13,0,23,390,290,104,78,109,115,52,12,23,1239,5,0,0,3,7,8,23,15,7,4,5,3,5,0,0,93,0,0,0,0,0,0,18,25
LGA22670,0,0,0,4,27,217,1277,1799,291,289,212,356,144,118,101,4820,0,0,0,4,11,70,190,126,28,27,36,35,7,3,0,541,0,0,7,3,10,16,14,7,4,5,0,12,0,0,3,82,0,17,62,58,525,693,1677,859,201,197,231,204,42,5,114,4887,0,24,208,90,42,225,109,9,0,0,0,0,0,0,25,721,5,26,68,38,44,37,69,31,5,7,0,8,0,0,13,348,0,0,5,10,163,141,146,59,11,21,10,8,8,0,7,587,52,143,65,34,25,35,17,20,0,0,4,0,0,0,10,425,10,154,872,350,86,40,33,134,6,13,8,7,0,0,49,1780,0,0,5,25,107,111,92,46,14,11,9,13,10,3,12,467,9,10,172,237,431,720,3654,2010,634,716,1242,1357,403,66,221,11898,0,3,4,26,72,126,247,148,29,59,67,85,29,0,36,942,0,0,0,4,21,16,99,402
LGA22750,0,0,0,0,5,8,52,364,59,31,9,59,17,10,3,611,0,0,0,0,0,8,56,50,4,26,12,15,4,0,0,169,0,10,30,45,34,47,111,75,18,13,13,22,6,5,11,440,4,9,76,18,45,105,518,362,99,114,121,144,37,13,34,1685,6,211,583,179,64,169,53,15,0,0,0,3,0,0,51,1331,11,25,35,11,3,13,39,18,7,3,12,13,11,11,10,226,0,0,5,8,33,27,35,45,6,0,0,9,6,3,4,178,273,475,139,55,78,51,87,41,21,9,7,12,4,0,54,1317,11,103,246,75,14,14,9,6,3,5,0,0,0,0,29,512,0,3,10,11,24,34,59,42,10,11,16,12,22,0,6,256,11,11,48,38,42,60,1161,1071,356,440,596,801,326,20,99,5097,0,16,9,4,18,51,71,53,10,13,21,18,17,4,13,311,0,0,3,3,34,31,62,257
LGA22830,0,0,0,0,0,38,235,269,46,47,27,41,17,12,16,745,0,0,0,0,5,8,8,7,7,0,0,3,5,0,0,40,0,0,3,3,8,4,12,9,0,5,4,0,0,0,4,51,0,0,0,5,18,15,58,44,30,22,38,24,0,0,9,258,0,9,16,3,0,16,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,15,8,3,0,8,8,0,0,0,48,0,0,0,3,3,11,14,20,0,9,5,15,14,0,0,94,20,33,19,4,10,7,19,10,0,3,0,0,0,0,6,128,13,56,50,7,3,4,4,6,3,0,0,4,0,0,5,157,0,0,0,0,0,7,6,15,0,0,0,0,6,7,5,42,3,0,3,16,21,73,756,422,102,108,149,187,76,13,49,1981,0,0,0,0,0,5,21,24,4,5,9,7,0,0,5,82,0,0,0,0,0,5,26,50
LGA22910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,12,8,6,4,4,0,0,0,0,0,0,41,0,0,4,0,4,0,0,8,0,0,0,3,3,0,5,29,0,0,10,10,4,0,0,0,0,0,0,0,0,0,0,32,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,18,27,14,5,18,10,6,0,0,0,0,0,0,0,0,99,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,12,0,0,0,5,6,3,9,10,3,0,3,3,0,0,0,52,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,11,3,8,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA23110,0,0,0,0,0,5,5,3,4,0,0,3,0,0,0,20,0,0,0,0,4,3,29,29,5,5,3,0,0,0,0,83,0,4,10,7,20,28,46,39,5,5,4,7,6,0,3,176,0,4,5,17,108,129,328,171,36,26,32,45,11,0,23,925,0,72,254,78,24,59,14,8,0,0,0,0,0,0,15,523,3,18,49,14,11,19,20,6,3,4,3,0,0,0,9,169,0,0,0,3,31,19,23,11,3,0,4,0,6,0,0,114,89,91,39,19,27,23,86,49,8,14,5,11,7,0,11,467,11,207,567,135,32,9,4,23,3,4,0,4,0,0,42,1037,0,0,7,5,38,29,35,18,0,4,0,3,0,0,4,145,0,4,32,48,77,104,617,487,183,207,282,305,68,21,52,2494,0,0,0,10,21,72,94,52,19,10,20,9,4,0,8,320,0,0,0,6,12,8,43,92
LGA23190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,12,0,0,4,0,0,0,5,3,0,0,0,0,0,0,0,12,0,0,0,0,0,3,13,12,0,0,0,0,0,0,0,32,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,8,11,8,0,0,3,0,0,0,0,0,0,0,0,0,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,54,46,11,10,21,20,12,0,8,183,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0
LGA23270,0,0,0,0,8,42,160,138,14,16,10,18,5,3,22,435,0,0,0,6,18,72,191,113,24,24,5,20,9,0,11,499,0,0,10,20,21,17,44,45,5,9,0,3,7,0,4,195,0,4,18,6,103,109,359,182,44,60,34,32,3,0,14,978,0,32,332,134,47,57,16,12,4,0,0,0,0,0,12,646,10,89,218,72,117,98,180,151,27,27,35,14,11,8,19,1072,0,0,5,42,227,219,329,143,21,38,31,28,11,0,16,1128,109,131,57,28,49,35,68,22,9,0,4,9,0,0,8,520,9,158,498,157,86,34,37,69,11,0,0,0,0,0,39,1110,0,0,0,12,37,36,51,30,5,3,3,4,4,0,0,194,3,0,131,151,255,562,6786,3616,855,870,1124,1359,384,85,248,16441,0,0,3,7,32,53,128,63,25,21,6,16,13,0,6,376,0,0,8,39,88,51,183,438
LGA23350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,5,0,0,0,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,14,11,46,11,5,7,5,0,5,0,0,0,0,0,0,3,95,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,17,3,0,0,0,4,0,0,0,26,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
LGA23430,0,0,0,0,5,31,19,13,0,0,0,0,0,0,0,74,0,0,0,14,13,41,47,11,7,18,12,7,0,0,0,170,0,9,15,39,50,52,88,76,8,7,7,13,0,0,5,360,4,14,19,33,351,436,1547,980,206,230,193,298,70,11,53,4449,3,34,205,58,38,44,9,14,4,0,0,0,0,0,15,423,13,51,124,52,67,30,20,27,3,0,0,0,0,0,10,396,4,3,0,28,109,72,56,20,13,5,7,3,4,0,0,320,63,158,99,54,74,68,112,62,14,8,9,19,5,0,16,753,14,372,1437,484,117,37,33,203,20,20,12,18,0,0,195,2962,0,0,14,44,105,93,92,48,18,12,16,24,9,0,16,500,10,9,155,246,398,618,1587,858,266,331,477,460,169,30,92,5712,4,3,6,14,30,70,103,53,7,6,11,12,13,0,0,335,0,0,0,3,21,12,44,73
LGA23670,0,0,0,0,32,100,79,17,0,4,0,6,0,0,3,248,0,0,6,0,3,34,32,13,3,5,3,0,0,0,0,106,0,4,8,19,33,24,41,17,9,0,3,6,0,0,0,164,5,12,20,47,453,683,3525,2000,381,383,307,457,93,23,73,8464,0,22,111,44,20,32,3,0,0,0,0,0,0,0,6,248,6,30,97,56,91,79,88,54,0,8,12,7,9,0,10,550,0,0,0,19,96,50,73,19,11,4,4,4,0,0,4,292,101,342,182,87,93,38,64,31,10,0,3,9,3,0,75,1050,5,92,302,97,29,7,8,28,0,5,0,3,0,0,11,592,5,0,16,84,332,439,423,157,35,45,16,35,29,6,19,1647,13,3,116,168,341,671,1947,989,198,191,190,211,64,21,42,5169,3,10,6,37,62,190,243,67,22,14,17,13,13,0,3,703,0,0,0,11,54,92,243,347
LGA23810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,11,9,0,4,3,6,0,0,0,41,0,6,8,8,14,13,20,11,3,0,0,0,0,0,0,81,3,3,7,0,15,23,81,40,14,9,14,18,6,0,0,220,4,6,39,23,7,9,0,3,0,0,0,0,0,0,9,89,0,3,5,0,0,0,6,0,5,0,0,0,0,0,3,25,0,0,0,4,6,9,3,7,0,0,0,8,10,0,0,51,107,185,50,12,30,3,17,10,0,0,0,0,0,0,27,443,4,17,32,12,3,0,0,0,0,0,0,0,0,0,13,87,0,0,0,0,4,3,10,6,0,0,0,0,8,5,3,33,0,4,8,4,11,18,153,104,26,34,55,70,41,3,8,549,0,4,0,8,13,11,4,8,3,0,0,7,0,0,0,61,0,0,0,0,0,0,4,4
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,0,4,0,0,0,0,0,0,0,0,0,0,27,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0
LGA24130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,5,18,9,15,35,13,0,0,3,0,0,0,0,105,6,0,0,0,5,10,27,10,8,4,7,0,0,0,3,91,3,13,31,15,4,7,0,0,0,0,0,0,0,0,4,73,6,14,4,4,0,0,3,0,0,0,0,0,0,0,0,27,0,0,3,0,4,5,0,0,0,0,0,0,0,0,0,15,46,96,30,24,19,19,24,10,0,0,0,0,0,0,10,272,0,15,22,5,0,0,0,0,0,0,0,0,0,0,6,46,0,0,8,0,5,5,7,4,0,0,0,0,0,0,0,25,7,3,13,10,11,8,57,29,4,12,8,6,0,0,9,167,0,0,3,0,0,6,10,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
LGA24210,0,0,0,0,9,10,7,4,0,0,0,0,0,0,0,30,0,0,0,5,7,6,15,22,0,0,0,3,0,0,0,71,0,4,10,25,19,23,40,25,3,3,7,14,0,0,0,168,15,73,102,150,1395,1816,4454,2828,584,637,582,736,271,58,204,13918,4,72,166,31,15,10,6,0,0,0,0,0,0,0,3,317,17,80,103,72,95,98,129,74,9,26,37,24,10,10,13,793,0,0,8,30,73,33,18,9,0,0,0,4,9,0,0,185,89,150,61,27,45,37,28,18,0,3,6,3,0,0,11,479,39,721,1499,324,82,40,24,107,23,4,6,5,0,0,82,2957,3,19,65,278,1021,989,501,291,70,107,116,93,123,36,58,3770,9,0,67,106,210,317,687,387,89,106,163,156,60,9,44,2417,0,10,16,20,60,184,151,56,14,10,19,16,9,8,6,584,0,0,7,39,274,202,606,1060
LGA24250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,0,6,0,3,0,0,0,0,0,28,0,0,0,0,0,0,7,11,4,4,4,6,3,0,3,34,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,12,33,12,0,8,6,3,3,0,0,0,0,0,0,3,91,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,3,0,3,4,0,0,23,0,0,0,4,0,0,3,8,4,0,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0
LGA24330,0,0,0,0,0,9,21,36,0,0,0,0,0,0,3,74,0,0,0,0,9,13,113,105,30,32,37,28,10,3,4,382,0,0,9,7,20,25,39,58,6,9,5,6,6,0,3,199,0,3,8,21,234,259,471,258,65,66,107,100,20,0,28,1639,0,20,171,36,17,46,19,3,0,0,0,0,0,0,8,330,0,8,18,14,10,21,16,19,0,0,3,0,0,0,5,132,0,0,4,18,26,32,18,10,0,0,7,4,0,0,0,123,31,42,22,6,29,23,54,31,11,6,9,4,0,0,8,288,7,120,443,87,13,10,9,14,8,0,3,4,0,0,16,742,0,0,4,14,110,91,71,67,7,9,6,4,4,0,0,380,0,0,20,41,49,86,535,545,205,306,458,518,107,18,48,2936,0,3,0,8,35,76,118,59,16,12,20,34,20,0,13,406,0,0,0,3,6,13,18,80
LGA24410,0,0,0,0,0,14,10,3,0,0,0,0,0,0,0,35,0,0,0,0,7,16,28,3,0,0,0,0,6,0,0,60,0,5,10,23,17,31,46,22,3,6,10,5,0,0,0,180,4,8,9,13,132,279,1746,1059,229,251,189,243,60,18,55,4285,0,20,65,10,9,9,3,0,0,0,0,0,0,0,6,130,3,26,20,5,13,9,44,26,8,8,5,0,0,0,0,170,0,0,5,9,39,23,30,0,5,0,0,0,0,0,0,110,78,162,89,52,41,31,64,23,0,0,4,0,0,0,19,552,6,31,107,20,3,4,5,6,0,0,0,0,0,0,10,194,0,8,8,30,132,159,153,79,9,12,19,23,13,3,8,653,4,9,36,60,94,155,863,596,152,146,181,145,61,4,31,2531,0,12,9,17,26,45,110,45,15,3,7,16,4,0,4,311,0,0,0,9,38,45,157,283
LGA24600,0,0,0,0,6,17,34,26,0,0,3,0,0,29,4,123,0,0,0,0,0,22,45,57,18,37,38,42,16,6,6,288,0,0,6,17,20,45,77,76,15,37,52,68,45,12,5,477,5,7,26,46,362,733,2836,3930,1641,1938,1920,2173,809,106,244,16777,0,11,38,8,13,37,10,8,3,0,0,5,0,0,5,135,4,20,30,17,20,36,28,27,8,21,13,9,9,7,3,241,0,0,3,16,30,28,29,34,5,9,4,22,8,4,0,190,36,50,32,15,36,61,86,90,25,18,34,35,24,15,9,570,3,54,70,17,16,9,14,37,10,7,4,6,3,4,3,263,0,11,23,44,227,260,356,353,138,131,127,161,107,45,29,1998,0,3,36,39,82,188,904,1382,782,1111,1715,2389,1056,231,110,10036,0,0,5,18,41,249,545,563,252,375,442,521,218,19,32,3284,0,0,3,0,23,32,140,254
LGA24650,0,0,0,0,11,62,91,92,7,30,10,11,0,0,18,329,0,0,0,4,3,53,311,163,29,28,25,16,9,3,9,661,0,0,4,9,20,10,39,18,4,8,0,9,0,3,4,128,0,0,8,9,59,109,415,196,46,34,31,31,9,0,35,975,6,26,348,126,63,181,36,16,3,0,0,3,0,0,16,825,4,35,60,50,90,133,293,219,33,25,38,17,9,0,23,1031,0,0,0,12,107,160,230,104,28,28,34,24,12,0,13,755,109,120,57,33,34,57,42,17,3,4,4,3,0,0,12,485,4,47,207,64,22,16,18,37,4,0,6,0,0,0,28,440,0,0,5,6,36,71,39,22,7,0,0,0,4,0,3,197,3,3,59,102,206,577,6337,3248,756,653,819,970,307,86,189,14314,0,3,0,3,30,93,131,63,25,17,13,14,0,0,13,400,0,0,0,8,19,12,53,159
LGA24780,0,0,0,0,0,6,64,109,10,18,29,12,13,7,4,275,0,0,0,0,0,4,18,0,0,4,0,0,0,0,0,23,0,0,0,5,3,9,13,5,0,0,0,0,0,0,0,29,0,0,3,3,6,8,41,38,24,22,37,30,15,0,7,224,3,22,24,7,9,0,0,0,0,0,0,0,0,0,6,74,0,5,0,5,0,0,0,3,0,0,6,5,0,0,0,28,0,0,0,0,4,10,25,6,9,0,5,3,0,0,0,66,25,29,8,13,16,5,9,8,0,0,0,0,0,0,4,124,0,38,56,13,0,3,0,0,0,0,0,0,0,0,4,117,0,0,0,3,3,0,7,13,3,3,8,15,7,0,0,70,0,0,8,3,3,23,187,135,45,59,48,72,37,7,5,627,0,3,4,0,4,3,4,16,5,3,8,10,0,0,0,56,0,0,0,0,4,5,3,17
LGA24850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,5,0,0,3,0,0,0,0,0,16,0,5,0,8,5,10,11,4,0,0,0,0,0,0,0,42,0,0,0,0,3,6,43,16,5,9,22,98,3,0,0,197,0,3,22,6,3,0,0,0,0,0,0,0,0,0,0,47,0,5,5,0,0,0,4,3,0,0,0,0,0,0,0,33,0,0,0,0,12,8,32,11,0,0,7,4,0,0,6,77,32,44,30,10,23,11,18,4,0,8,0,0,5,0,0,182,0,14,28,7,9,6,5,0,0,0,0,0,0,0,0,79,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,11,3,0,10,5,3,17,547,277,86,63,64,88,26,6,28,1232,4,0,4,0,0,3,10,4,3,0,3,0,0,0,0,38,0,0,0,0,3,4,6,5
LGA24900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,8,4,0,0,0,0,0,0,0,24,0,0,0,0,0,6,12,11,0,0,3,5,0,0,0,47,4,3,12,3,0,7,0,0,0,0,0,0,0,0,0,29,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,5,6,0,4,0,0,0,0,0,27,21,40,9,5,0,0,0,0,0,0,0,4,0,0,5,89,0,8,4,6,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,5,6,0,0,0,5,0,0,0,0,18,6,0,7,0,0,6,62,33,16,8,15,22,4,0,0,179,0,0,0,0,0,0,5,0,0,0,5,0,0,0,4,18,0,0,0,0,0,0,0,0
LGA24970,0,0,0,7,46,113,71,42,0,8,0,0,0,0,7,287,0,0,0,9,45,81,123,122,60,49,64,64,49,6,8,680,0,7,9,35,32,37,56,37,5,3,6,17,6,0,6,252,13,27,58,89,1527,2384,6936,4849,1227,1352,1314,1745,558,157,385,22608,0,49,184,52,30,43,7,0,0,0,0,0,0,0,14,388,12,75,194,62,68,53,60,63,21,48,5,13,4,0,20,700,0,3,4,20,98,81,69,27,4,3,10,3,3,0,7,328,83,182,113,33,44,53,89,30,11,14,6,9,4,0,9,669,22,671,2339,618,162,59,55,268,44,28,30,32,8,0,143,4489,3,12,34,159,642,647,403,243,98,87,100,124,81,41,55,2730,19,8,158,247,548,1168,3684,1989,709,910,1446,1681,645,117,179,13517,0,7,23,46,128,437,587,185,58,41,64,119,86,6,21,1813,0,0,4,7,88,69,152,280
LGA25060,0,0,0,0,5,8,0,10,0,0,0,0,5,0,0,28,0,0,0,5,6,10,26,21,7,4,12,4,0,0,5,93,0,0,12,33,18,38,62,57,11,5,17,4,4,4,3,262,0,14,10,29,259,290,503,281,69,41,39,46,23,3,48,1653,5,68,310,79,32,40,5,5,0,0,0,4,0,0,3,552,14,99,87,41,47,51,43,35,10,3,8,9,3,0,14,462,3,0,0,17,44,20,15,6,0,0,0,3,0,0,3,114,106,82,37,24,36,13,52,20,5,7,6,4,5,0,10,412,15,303,738,149,45,24,11,40,5,8,5,0,0,0,40,1370,0,7,9,49,114,91,68,34,15,3,14,3,7,3,4,409,0,6,113,124,133,178,631,430,176,215,300,302,62,25,44,2742,0,6,3,12,18,52,68,35,9,10,3,15,5,0,5,257,0,0,11,21,28,18,64,202
LGA25150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,8,0,0,0,0,0,0,20,0,0,3,5,3,7,10,14,0,0,0,4,0,0,0,45,0,0,0,0,3,3,25,13,0,0,0,0,0,0,0,49,0,0,27,16,0,11,4,0,0,0,0,0,0,0,5,58,0,5,4,0,0,0,3,0,0,0,0,0,0,0,3,17,0,0,0,0,7,5,8,6,0,4,0,0,0,0,0,33,41,47,21,11,15,3,17,8,0,0,6,0,0,0,3,171,0,7,22,4,0,4,0,6,0,0,0,0,0,0,0,47,0,0,5,0,0,4,3,5,0,0,0,0,0,0,0,12,0,0,14,5,8,7,207,176,63,46,61,93,24,4,20,729,0,0,0,5,0,5,4,6,0,4,0,0,0,0,0,13,0,0,0,0,3,0,6,4
