UCL_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
UCL213012,6,0,0,0,6,0,0,5,207,38,4,4,250,3,0,3,257,17,0,273,444,73,21,8,543,3,3,6,555,14,0,568,56,9,6,4,74,0,0,0,81,3,0,83,4,0,0,0,4,0,0,0,4,0,6,6,710,123,31,21,877,11,4,17,893,34,6,928,11,0,0,0,11,0,0,0,11,0,0,11,10,0,0,0,10,0,0,0,10,3,0,17,16,0,0,0,16,0,0,0,16,3,0,23,727,123,31,21,895,11,4,17,914,38,6,952,177,24,6,24,228,13,7,18,244,49,0,295,7,0,0,0,7,0,0,0,7,0,3,11,906,150,38,40,1131,20,13,30,1162,83,10,1259
UCL213013,12,0,0,0,12,0,0,12,431,56,7,0,489,0,4,4,492,14,0,514,747,97,11,12,866,5,11,10,878,50,0,928,63,8,10,0,82,0,0,0,82,0,0,86,9,0,0,7,11,0,0,0,11,0,6,13,1247,156,27,18,1448,5,12,17,1465,68,6,1537,10,0,0,0,10,3,0,3,13,0,0,16,15,3,0,0,15,0,0,0,15,0,0,15,22,3,0,0,32,3,0,3,35,0,0,31,1275,158,27,18,1476,9,12,20,1500,70,6,1567,343,47,11,4,398,18,0,15,416,62,0,478,0,0,0,4,4,0,0,0,4,0,5,5,1612,205,38,25,1881,28,10,34,1918,126,8,2053
UCL213014,12,0,0,0,19,0,0,16,376,34,0,0,408,12,0,12,422,23,0,443,633,61,4,4,702,8,0,7,714,11,0,719,81,5,7,0,99,3,0,3,101,0,0,102,5,3,0,5,18,0,0,0,18,0,0,18,1105,105,17,11,1230,16,4,20,1254,33,0,1283,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,4,0,4,4,0,0,8,1101,105,17,11,1230,20,4,24,1256,35,0,1292,254,31,0,6,295,5,3,8,304,42,0,349,0,0,0,0,3,0,0,0,3,0,0,0,1354,138,15,22,1528,25,6,32,1561,80,7,1645
UCL213015,48,0,0,0,48,0,0,54,725,73,10,0,810,3,0,10,818,70,4,895,924,131,11,6,1072,13,0,9,1081,45,4,1130,137,14,19,3,165,6,0,6,173,15,0,187,19,7,0,9,37,4,0,4,34,3,11,45,1802,212,41,23,2083,21,0,25,2110,131,13,2252,19,3,0,0,21,10,0,10,28,0,0,28,49,9,0,3,54,0,0,0,61,4,0,62,64,8,0,3,83,8,0,8,88,4,0,94,1866,227,41,28,2164,29,0,32,2200,139,13,2348,580,87,19,35,726,14,4,21,743,116,4,862,10,0,0,3,10,0,0,0,10,0,13,25,2455,319,62,69,2898,48,7,56,2957,252,24,3236
UCL213016,16,0,0,0,16,0,0,22,721,82,9,3,830,9,3,8,834,43,0,880,1004,159,23,16,1201,4,0,4,1202,40,0,1244,138,33,21,0,192,0,0,3,198,4,0,203,0,0,0,4,6,0,0,0,6,5,0,10,1871,281,57,25,2229,9,4,11,2244,96,0,2337,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,13,0,0,0,13,0,0,9,7,0,4,0,13,0,0,0,15,0,0,15,1883,279,62,25,2239,11,4,14,2256,92,0,2349,295,58,9,15,379,15,0,16,396,62,0,459,4,0,0,0,8,0,0,0,8,0,19,22,2179,337,69,33,2628,26,10,33,2663,157,20,2835
UCL213017,54,0,0,0,54,0,0,64,648,113,17,12,783,5,0,5,786,36,0,826,1190,183,13,8,1399,17,0,17,1416,30,0,1445,176,21,21,0,209,0,0,0,209,8,0,216,8,0,0,22,28,0,0,0,28,0,0,31,2017,310,56,37,2423,19,3,19,2446,70,0,2518,16,0,0,0,16,0,0,0,16,0,0,12,22,9,5,0,32,0,0,0,38,0,0,36,36,9,5,0,44,0,0,0,47,5,0,49,2058,314,56,37,2465,23,3,26,2493,73,0,2568,490,64,6,3,562,10,0,10,574,55,3,629,4,0,0,0,4,0,0,0,4,0,3,10,2545,382,66,46,3035,34,3,38,3068,128,5,3204
UCL213018,16,0,0,0,16,0,0,18,258,24,7,0,289,0,0,0,289,0,0,294,451,44,0,0,497,0,0,0,498,21,0,518,78,3,14,3,90,0,0,0,90,0,0,90,8,0,0,3,15,0,0,0,15,0,0,14,787,71,24,10,887,0,0,0,889,22,3,914,5,0,0,0,5,0,0,0,5,4,0,5,0,0,0,0,6,0,0,0,3,0,0,3,6,0,0,0,5,0,0,0,8,4,0,12,789,71,27,10,901,4,0,4,900,26,3,929,81,29,4,0,113,23,0,23,138,37,0,174,3,0,0,4,7,0,0,0,7,0,6,11,877,99,29,9,1015,22,0,22,1039,63,3,1106
UCL214001,0,0,0,0,3,0,0,3,176,31,8,0,218,4,0,4,216,10,3,230,259,40,7,8,320,3,0,3,325,18,3,346,50,9,5,0,61,0,0,0,61,4,0,67,0,0,0,3,7,0,0,0,7,4,0,7,482,90,23,10,610,8,0,8,618,29,3,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,482,90,23,10,610,8,0,8,615,33,3,651,93,56,10,0,161,0,0,0,161,30,0,194,0,0,0,0,0,0,0,0,0,0,0,0,577,144,34,10,772,8,0,8,778,69,3,845
UCL214002,13,0,0,0,13,0,0,13,310,33,6,3,355,0,0,0,353,23,5,380,693,65,21,4,788,7,5,5,794,16,0,810,103,12,21,0,135,0,0,0,135,0,0,135,0,0,0,10,11,0,0,0,11,0,6,14,1107,114,46,19,1285,3,5,7,1292,40,5,1339,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,16,0,0,0,16,0,0,16,20,0,0,0,18,0,0,0,18,0,0,18,1121,109,46,19,1305,3,5,7,1310,40,5,1359,145,28,6,4,184,0,0,0,184,8,0,197,0,0,0,0,0,0,0,0,0,0,0,0,1272,140,59,28,1487,3,5,7,1499,47,8,1554
UCL214003,12,0,0,0,12,0,0,12,205,26,0,4,236,3,0,3,232,11,0,248,320,61,11,4,400,3,0,3,404,16,0,417,51,4,12,0,67,0,0,0,67,0,0,67,5,0,0,12,20,0,0,0,20,0,0,20,577,92,23,20,714,6,0,6,724,20,0,747,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,11,0,0,11,585,92,23,16,724,6,0,6,730,20,0,752,130,41,6,8,185,0,0,0,185,34,0,217,0,0,0,0,0,0,0,0,0,0,17,23,714,128,30,28,904,6,0,6,914,55,20,988
UCL214004,8,0,0,0,8,0,0,8,178,17,6,3,195,0,0,0,200,3,0,201,223,33,5,0,262,0,0,0,262,7,0,269,26,4,4,0,37,0,0,0,38,3,0,39,6,0,0,0,6,0,0,0,6,0,0,6,437,50,13,6,505,0,0,3,508,12,0,516,3,0,0,0,3,3,0,3,4,0,0,4,13,4,0,0,18,0,4,4,19,0,0,28,16,4,0,0,20,3,4,8,23,0,0,31,452,56,13,6,525,4,3,5,532,14,0,549,48,19,7,0,68,6,0,4,75,55,0,129,0,0,0,0,0,0,0,0,0,0,7,7,503,72,14,6,600,8,9,12,612,67,5,687
UCL214005,0,0,0,0,0,0,0,0,23,7,0,0,38,0,0,0,38,0,0,38,68,7,0,0,79,0,0,0,79,3,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,12,4,0,116,0,0,0,116,3,0,123,3,0,0,0,3,0,0,0,3,3,0,3,0,3,0,0,3,0,0,0,3,0,0,3,3,3,0,0,4,0,0,0,4,3,0,9,99,16,4,0,123,0,0,0,123,5,0,132,14,0,0,0,14,0,0,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,114,16,4,0,133,0,0,0,133,6,0,144
UCL214006,13,0,0,0,13,0,0,11,142,38,3,0,189,0,0,0,187,9,0,198,205,69,17,6,291,5,0,5,296,23,0,319,32,0,11,0,46,0,0,0,46,3,0,48,0,3,0,9,13,0,0,0,13,0,0,13,379,110,29,17,531,11,0,11,543,37,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,110,29,17,531,15,0,15,546,37,0,582,89,17,8,3,114,3,0,3,118,44,0,167,0,0,0,0,0,0,0,0,0,0,12,12,471,121,32,17,652,15,0,19,665,79,10,756
UCL214007,13,0,0,0,13,0,0,13,195,30,6,0,226,15,0,15,238,18,0,250,322,31,5,3,366,0,0,0,368,11,3,375,65,7,3,0,72,0,0,0,72,0,0,72,3,0,0,0,4,0,0,0,4,0,0,4,581,71,17,3,673,10,0,10,683,24,3,706,6,0,0,0,11,0,0,0,9,0,0,10,14,0,0,5,19,0,0,0,19,0,0,19,21,0,0,5,26,0,0,0,31,0,0,34,602,71,17,5,700,14,0,14,714,26,3,737,149,24,6,5,180,9,0,9,186,30,4,224,0,0,0,0,0,0,0,0,0,0,10,5,750,96,23,14,876,22,0,22,896,52,14,966
UCL214008,3,0,0,0,3,0,0,6,278,46,3,0,332,0,0,0,336,14,0,345,485,74,5,0,573,0,3,3,575,20,0,602,73,10,9,0,90,0,0,0,90,0,0,90,6,0,0,0,12,0,0,0,12,0,0,12,844,134,27,7,1012,0,3,3,1013,34,0,1050,5,0,0,0,5,0,0,0,5,3,0,3,8,0,0,0,11,0,0,0,11,0,0,11,13,0,0,0,13,0,0,0,13,3,0,12,858,134,27,7,1027,0,3,3,1026,41,0,1067,165,43,4,12,225,7,0,7,230,35,0,267,0,0,0,0,0,0,0,0,0,0,5,5,1019,176,30,22,1248,7,3,11,1255,78,5,1336
UCL214009,24,0,0,0,24,0,0,24,220,41,6,0,271,5,3,11,282,9,0,283,491,97,11,0,600,0,0,0,602,18,0,617,60,12,12,0,82,0,0,0,82,3,0,87,6,0,0,11,15,4,0,4,20,0,0,20,773,151,34,12,971,12,3,13,985,26,0,1013,3,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,7,0,0,7,13,0,0,0,13,0,0,0,13,0,0,13,787,151,34,12,981,12,3,13,996,26,0,1023,197,29,0,6,232,10,0,10,240,36,0,278,0,0,0,0,0,0,0,0,0,0,0,0,986,177,34,21,1215,17,3,22,1240,62,0,1298
UCL214010,11,0,0,0,11,0,0,11,168,20,11,0,199,0,0,0,203,21,0,217,326,85,8,5,423,0,0,0,427,16,0,441,59,13,9,0,80,0,0,0,80,0,0,79,3,6,0,0,3,0,0,0,3,0,0,12,552,119,28,6,711,4,0,4,709,41,0,750,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,11,0,0,11,4,0,0,0,13,0,0,0,13,0,0,13,564,126,28,6,721,4,0,4,721,41,0,761,82,25,3,4,109,0,0,0,109,21,0,128,0,0,0,0,0,0,0,0,0,0,0,0,644,147,26,8,831,4,0,4,833,57,0,889
UCL214011,18,0,0,0,18,4,0,21,324,39,6,11,386,9,5,5,393,16,0,409,496,53,9,6,570,3,7,8,581,17,0,598,77,8,4,0,89,0,0,0,89,6,0,97,12,0,0,4,16,0,0,0,16,0,0,16,912,108,21,25,1061,10,8,14,1080,44,0,1125,8,0,0,0,5,4,0,4,11,0,0,11,21,3,0,3,26,0,0,0,26,0,0,23,24,3,0,3,31,4,0,4,36,0,0,38,935,114,21,29,1096,12,8,19,1112,42,0,1162,284,28,12,9,336,5,0,9,344,19,0,356,0,0,0,0,0,0,0,0,0,0,0,0,1222,139,39,36,1431,14,9,27,1456,57,0,1517
UCL214012,7,0,0,0,7,0,0,7,202,18,0,4,226,0,0,0,228,0,0,229,281,21,8,3,310,0,0,0,314,24,3,337,26,5,3,0,41,0,0,0,41,0,0,41,9,0,0,0,6,0,0,0,13,5,0,10,513,52,16,6,583,6,0,4,585,25,3,621,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,18,0,0,0,18,0,0,18,10,0,0,4,16,0,0,0,16,0,0,16,523,49,16,12,598,6,0,4,600,25,3,635,98,33,6,9,140,3,0,3,146,30,0,176,0,0,0,0,0,0,0,0,0,0,0,0,623,82,19,21,742,3,0,5,751,53,3,808
UCL214013,5,0,0,0,5,0,0,8,161,20,0,0,185,0,0,0,188,16,0,201,243,53,6,3,308,0,4,4,308,10,0,316,45,13,5,0,63,0,0,0,63,0,0,63,0,0,0,0,3,0,0,0,3,0,0,3,447,88,11,9,553,7,6,6,561,24,0,587,0,3,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,5,3,0,0,11,0,0,0,11,0,0,11,454,84,11,9,560,7,6,6,570,24,0,595,142,10,0,0,153,0,0,0,153,18,0,174,4,0,0,0,4,0,0,0,4,0,3,0,599,96,16,11,714,7,6,6,724,42,3,770
UCL214014,4,0,0,0,4,5,0,8,106,24,0,3,136,9,0,9,144,5,0,151,179,54,21,0,249,0,0,0,249,16,0,267,23,6,4,5,34,0,0,0,34,3,0,42,4,0,0,0,6,0,0,0,6,0,0,6,312,86,25,7,430,9,0,9,438,25,0,459,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,10,0,0,7,3,0,0,0,8,0,0,0,6,0,0,12,314,86,25,7,431,10,0,10,446,25,0,475,73,15,3,5,99,0,0,0,98,45,4,146,0,0,0,6,6,0,0,0,6,0,0,9,387,101,29,17,538,10,0,11,552,77,4,629
UCL214015,5,0,0,0,5,0,0,5,151,25,0,0,178,0,0,0,184,14,0,200,351,63,3,7,430,0,0,0,430,12,0,442,57,7,9,0,73,0,0,0,73,10,0,81,0,0,0,9,10,0,0,0,10,0,0,10,563,98,14,13,690,0,0,0,697,39,0,731,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,7,0,0,0,7,0,0,7,7,4,0,0,5,0,0,0,5,0,0,5,570,100,14,13,702,0,0,0,705,39,0,740,115,22,6,0,140,3,0,3,148,11,0,160,0,0,0,0,0,0,0,0,0,0,6,6,682,125,21,18,840,3,0,3,849,47,6,906
UCL214016,4,0,0,0,4,0,0,10,152,27,3,5,188,0,0,3,188,16,0,204,206,65,9,4,284,0,0,0,284,13,0,298,26,3,3,0,40,0,0,0,40,0,0,41,3,0,0,0,4,0,0,0,4,7,0,6,383,100,10,8,510,6,0,0,516,36,0,548,3,0,0,0,3,0,4,4,4,0,0,6,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,10,0,4,4,15,0,0,13,392,101,10,8,523,6,0,7,525,37,0,565,111,23,9,0,142,5,0,6,146,49,0,199,3,0,0,0,3,0,0,0,3,0,9,15,505,127,27,15,665,8,9,10,677,91,14,776
UCL214017,19,0,0,0,19,0,0,19,120,24,4,3,150,0,0,0,149,5,0,157,240,54,5,0,304,0,0,0,304,5,0,307,36,7,6,0,52,0,0,0,52,0,0,52,11,0,0,0,9,0,0,0,9,0,0,12,398,85,15,8,509,0,0,0,509,12,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,7,402,89,15,6,515,0,0,0,515,12,0,528,51,0,9,4,62,0,0,0,62,11,0,70,0,0,0,0,0,0,0,0,0,0,0,0,456,91,19,10,578,0,0,0,583,22,5,604
UCL214018,13,0,0,0,13,0,0,13,177,15,12,3,204,4,0,4,201,13,0,214,261,56,3,0,329,8,6,13,333,20,0,358,29,3,8,0,36,0,0,0,39,3,0,45,3,4,0,4,13,0,0,0,13,0,0,13,468,73,21,8,576,7,6,17,590,37,0,630,4,0,0,0,3,0,0,0,3,0,0,3,7,0,0,0,7,0,0,0,7,0,0,7,14,0,0,0,18,0,0,0,18,0,0,18,480,77,21,8,592,7,6,17,603,37,0,644,123,19,3,3,152,8,0,8,158,33,0,190,0,0,0,0,0,0,0,0,0,0,3,3,609,96,24,16,747,14,6,16,763,73,3,838
UCL214019,10,0,0,0,10,4,0,12,148,12,4,0,158,0,3,3,159,4,0,164,187,19,5,0,215,4,0,4,219,7,0,227,21,5,10,0,31,0,0,0,31,5,0,36,0,0,0,5,5,0,0,0,5,0,0,5,351,37,19,3,410,4,4,8,420,13,0,432,7,0,0,0,7,0,0,0,7,4,0,6,4,0,0,0,8,0,0,0,9,0,0,9,14,0,0,0,12,0,0,0,19,4,0,14,365,43,19,3,428,0,4,8,436,12,0,452,73,15,0,5,95,7,0,6,105,35,0,135,0,0,0,0,0,0,0,0,0,0,0,3,436,60,14,9,522,14,9,17,536,45,0,587
UCL214020,3,0,0,0,3,0,0,5,128,24,8,0,155,0,0,0,155,10,0,165,216,47,6,0,273,0,0,0,273,0,0,278,25,5,3,0,37,0,0,0,37,3,0,37,0,0,0,9,9,0,0,0,9,0,0,16,370,77,20,9,477,0,0,0,477,20,0,493,0,3,0,0,3,0,0,0,3,0,0,5,3,0,5,0,9,5,0,5,16,0,0,14,3,5,5,0,11,5,0,5,17,3,0,18,379,79,18,9,483,5,0,5,496,18,0,518,85,15,8,4,112,0,0,0,111,26,0,137,3,0,0,0,3,0,0,0,3,0,0,0,465,101,26,9,600,8,0,8,603,47,5,653
UCL214021,19,0,0,0,19,4,0,27,249,10,6,0,268,0,0,0,272,22,0,294,389,36,8,6,434,6,0,6,442,14,0,463,41,9,0,0,54,0,0,4,61,5,0,59,4,0,0,6,7,0,0,0,7,0,0,7,689,55,11,11,766,7,0,9,780,39,0,820,3,0,0,0,3,0,0,0,3,0,0,3,12,0,0,3,14,0,0,0,14,0,0,14,18,0,0,3,14,0,0,0,14,0,0,14,702,55,11,10,779,7,0,9,797,39,0,837,153,10,12,3,180,0,0,0,180,21,6,205,0,0,0,0,0,0,0,0,0,0,0,0,855,61,24,13,958,7,0,9,973,58,3,1039
UCL214022,6,0,0,0,6,0,0,6,147,45,3,0,192,0,3,3,201,22,0,221,282,79,4,0,374,6,3,3,377,34,0,409,36,12,11,0,62,0,0,0,62,0,4,69,0,0,0,0,0,0,0,0,0,0,0,0,477,133,19,3,631,6,8,8,637,56,4,700,0,4,0,0,9,0,0,0,9,4,0,7,5,0,0,0,5,0,0,0,5,0,0,5,3,4,0,0,12,0,0,0,12,3,0,10,477,136,19,3,638,6,8,8,649,59,4,712,111,30,13,9,162,4,0,4,173,25,0,196,0,0,0,0,0,0,0,0,0,0,9,9,589,172,25,16,801,8,8,19,815,85,11,918
UCL215001,0,0,0,0,0,0,0,8,19,10,0,0,31,0,0,0,31,0,0,36,69,34,0,0,103,0,0,0,103,0,0,103,8,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,95,42,0,0,138,0,0,0,138,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,42,0,0,138,0,0,0,138,0,0,141,12,0,0,0,12,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,108,46,0,0,152,0,0,0,152,3,0,159
UCL215002,5,0,0,0,5,0,0,5,74,5,0,0,85,0,0,0,85,0,0,87,126,12,5,0,140,0,0,0,140,4,0,148,27,4,8,0,41,0,0,0,41,0,0,41,0,0,0,6,6,0,0,0,6,0,0,6,228,18,8,6,263,0,0,0,263,8,0,273,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,230,18,8,6,267,0,0,0,267,8,0,274,36,3,5,0,38,0,0,0,38,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,266,28,14,6,304,0,0,0,304,13,0,317
UCL215003,6,0,0,0,6,0,0,12,77,11,4,0,95,0,0,0,95,4,0,99,150,67,6,0,220,6,0,6,224,11,0,235,22,8,7,0,36,0,0,0,36,0,0,36,0,0,0,3,3,0,0,0,3,0,0,10,254,83,13,3,356,6,0,6,359,15,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,88,13,3,355,6,0,6,356,15,0,378,31,21,8,0,57,3,0,3,57,3,0,63,0,0,4,0,4,0,0,0,4,0,0,4,288,106,19,3,418,9,0,9,422,23,3,446
UCL215004,0,0,0,0,0,0,0,0,33,5,0,0,38,0,0,0,36,0,0,36,53,15,9,0,74,0,0,0,74,0,0,72,0,0,9,0,7,0,0,0,7,0,0,7,0,0,0,3,4,0,0,0,4,0,0,4,87,20,8,3,119,0,0,0,123,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,4,0,7,0,0,7,3,0,3,7,0,0,7,87,28,8,3,129,3,0,0,129,0,0,134,7,0,0,0,10,0,0,0,10,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,101,28,14,3,142,3,0,0,143,7,0,148
UCL215005,0,0,0,0,0,0,0,0,20,3,0,0,20,0,0,0,20,0,0,21,45,11,6,0,61,0,0,0,61,0,0,61,15,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,81,8,6,0,97,0,0,0,97,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,10,6,0,92,0,0,0,92,0,0,94,30,3,3,0,37,0,0,0,37,4,0,42,0,0,0,0,0,0,0,0,0,0,3,3,109,14,10,3,129,0,0,0,129,5,3,143
UCL215006,3,0,0,0,3,0,0,9,82,23,3,0,113,3,0,3,114,17,0,132,141,8,4,0,150,0,0,0,149,5,0,158,35,10,0,5,48,0,0,0,48,0,0,48,0,0,0,5,5,0,0,0,5,0,0,5,257,42,12,4,309,3,0,6,320,19,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,259,42,12,4,317,3,0,6,322,19,0,340,70,5,3,0,82,0,0,0,82,4,0,86,3,0,0,0,3,0,0,0,3,0,3,6,328,50,11,4,398,3,0,6,403,19,3,426
UCL215007,4,0,0,0,4,0,0,4,97,16,0,0,123,0,0,0,123,0,0,122,171,26,0,0,202,4,0,4,204,0,0,206,26,6,0,5,38,0,0,0,38,0,0,38,7,0,0,8,16,0,0,0,16,0,0,16,307,54,8,14,377,4,0,4,380,4,0,387,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,4,0,8,7,0,0,0,7,0,0,0,7,4,0,8,310,54,8,14,381,4,0,4,383,9,0,393,36,21,0,0,57,0,0,0,57,8,0,58,0,0,0,0,0,0,0,0,0,0,3,3,350,71,8,14,441,4,0,4,439,15,3,455
