UCL_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
UCL221072,0,0,0,0,0,0,0,3,0,8,0,0,11,0,0,4,0,0,0,15,0,3,13,0,0,0,6,3,0,28,0,0,19,0,0,0,5,0,0,28,0,4,5,0,4,0,0,0,0,17,8,3,0,0,0,0,4,9,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,54,9,5,0,21,17,0,113,0,0,0,0,0,3,0,0,0,5,0,4,0,0,0,4,0,0,0,9,4,8,0,5,9,6,0,4,0,30,3,7,0,3,6,0,0,0,0,19,0,0,0,0,0,3,0,5,0,18,0,6,4,0,6,6,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,8,15,23,22,5,10,0,110
UCL221073,0,0,7,0,0,0,0,0,0,10,0,4,4,0,0,0,0,0,0,16,0,3,12,4,0,0,0,0,0,20,0,10,12,0,4,0,5,3,0,29,6,5,19,5,0,0,3,4,0,36,8,0,7,5,3,0,3,3,0,25,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,55,11,11,10,11,18,0,150,0,0,4,10,0,11,0,0,0,26,0,6,0,5,0,0,0,0,0,17,0,4,3,3,3,0,0,0,0,20,0,10,0,3,11,0,0,0,0,27,0,13,0,6,5,0,0,0,0,36,4,5,0,3,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,12,29,31,12,3,8,0,132
UCL221074,0,0,4,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,3,6,3,4,0,0,0,0,0,0,17,3,9,9,0,3,0,0,4,0,33,9,6,4,5,0,0,0,12,0,32,9,15,8,0,12,0,0,3,0,46,5,7,0,0,0,0,3,0,0,17,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,35,43,32,10,15,3,10,19,6,164,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,5,0,6,4,10,6,3,0,0,0,27,3,9,0,4,4,0,0,0,0,25,8,12,0,9,5,4,0,4,0,38,4,25,0,5,6,0,0,3,0,51,3,3,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,60,6,30,20,9,3,12,3,176
UCL221075,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,3,0,21,9,3,13,0,0,0,0,0,0,27,16,4,9,3,0,0,0,0,4,40,7,9,12,0,0,0,0,7,0,38,3,5,6,3,0,0,3,5,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37,32,45,10,0,5,5,18,5,162,0,0,0,6,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,6,7,0,0,4,3,7,0,0,0,27,6,7,0,11,7,4,0,0,0,34,7,7,0,7,10,3,0,0,0,39,12,11,6,9,10,12,0,4,0,61,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,44,7,32,31,25,0,11,3,176
UCL221076,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,0,0,0,0,5,0,9,4,0,0,0,0,0,24,8,13,6,0,0,0,0,4,0,30,7,10,12,5,0,5,0,6,0,42,9,8,18,5,0,0,0,7,0,38,0,7,3,0,5,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,37,55,15,9,9,8,14,0,165,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,9,0,6,0,0,0,7,0,20,6,13,0,4,5,4,0,0,0,29,0,17,4,4,5,3,0,0,0,36,10,9,3,14,9,0,0,0,0,52,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,8,29,19,17,0,10,3,152
UCL221077,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,10,0,0,3,0,0,0,0,5,0,10,0,0,5,0,0,0,0,7,0,14,0,4,4,0,5,0,10,4,3,30,6,6,4,0,0,0,0,3,0,21,3,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,28,7,11,4,11,21,6,112,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,5,0,5,7,0,3,0,0,20,3,0,0,3,0,4,0,0,0,20,0,3,0,0,5,0,0,4,0,17,5,10,3,12,10,5,0,8,0,52,4,0,0,3,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,6,28,20,15,5,13,6,135
UCL221078,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,9,9,0,16,0,0,0,3,6,0,33,5,0,14,0,0,0,5,0,0,32,8,3,8,0,0,3,8,4,0,33,3,0,10,6,0,0,12,6,0,32,0,0,3,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,53,3,7,4,29,15,7,151,0,0,0,0,0,0,0,4,0,3,0,0,0,3,3,3,0,3,0,12,0,10,0,3,3,5,0,4,0,23,3,3,0,3,4,0,4,0,0,28,8,0,0,8,13,0,0,0,0,36,0,0,0,3,11,0,0,3,6,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,4,23,36,14,7,21,5,144
UCL221079,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,4,4,3,0,0,0,0,3,0,14,0,0,0,0,0,0,7,4,0,13,3,3,4,0,0,0,0,7,0,16,6,0,4,4,4,0,9,0,0,30,3,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,12,11,6,3,5,17,20,4,101,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,0,0,0,11,4,0,0,0,16,4,0,0,4,3,0,0,0,0,8,0,4,0,4,5,0,0,3,0,24,0,3,0,7,12,3,0,6,0,31,5,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,4,22,24,14,4,4,0,99
UCL221080,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,3,9,0,0,0,0,3,0,18,12,0,11,0,3,0,3,4,0,30,5,0,8,0,0,3,6,0,0,34,3,8,8,3,3,0,7,0,0,38,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,38,4,11,7,24,13,0,142,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,12,0,9,0,0,11,0,0,0,0,25,3,12,4,5,8,0,0,0,0,35,5,5,0,4,4,3,3,7,0,24,0,4,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,8,16,32,12,0,3,0,114
UCL221081,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,7,3,3,0,0,4,0,0,0,0,23,4,0,4,0,0,0,0,0,0,10,7,5,0,0,3,0,5,4,0,25,3,5,4,0,0,0,3,6,0,27,8,0,0,0,0,7,4,5,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,35,8,17,5,5,9,10,22,0,114,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,4,5,3,5,4,0,0,0,0,21,3,0,0,0,0,0,0,5,0,12,6,3,5,5,9,0,0,4,0,29,0,9,0,0,5,6,0,3,0,23,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,8,10,19,9,0,8,0,91
UCL221082,0,0,0,0,0,4,0,0,0,7,0,0,8,4,0,0,0,4,0,20,3,13,11,8,3,3,10,4,0,61,14,15,11,0,6,9,14,7,4,71,11,15,9,5,3,4,3,4,0,57,5,6,4,0,5,0,4,5,0,32,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,45,46,20,20,19,33,22,7,247,0,0,0,3,0,3,0,0,0,10,7,9,5,0,6,5,3,0,0,39,4,20,0,11,10,0,4,4,6,54,9,23,0,4,5,4,0,0,0,42,14,17,0,5,16,7,0,4,0,68,3,9,4,4,11,3,0,5,0,37,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,68,12,36,56,19,5,14,4,259
UCL221083,0,0,8,6,0,4,0,0,0,14,0,0,0,0,4,0,0,0,0,8,11,9,5,0,0,7,0,3,0,29,5,13,11,9,4,0,0,0,0,42,18,14,6,6,0,0,0,0,0,47,14,21,10,0,0,7,5,10,0,61,3,8,0,0,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,59,42,21,13,20,11,17,0,236,0,0,0,5,0,4,0,3,0,7,0,0,0,5,0,0,0,0,0,7,5,19,0,6,4,0,0,0,0,30,11,32,4,6,9,4,0,4,0,61,6,23,4,3,15,0,0,9,0,58,8,21,6,5,9,0,0,8,0,63,0,9,0,0,3,0,0,3,0,20,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,105,16,28,41,13,6,24,3,253
UCL221084,0,0,0,0,0,0,0,4,0,9,0,0,4,0,0,0,0,0,0,18,0,3,20,3,0,0,13,10,0,61,3,8,17,5,8,0,4,5,0,41,3,0,6,6,0,0,11,4,0,37,0,4,11,0,0,0,9,5,0,30,3,0,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,60,19,12,3,35,27,3,205,0,0,0,4,0,5,0,0,0,10,0,0,0,5,0,0,0,0,0,14,0,20,0,10,10,9,0,0,0,53,8,12,0,5,13,6,0,4,0,35,3,4,0,3,9,0,0,4,0,30,7,6,8,13,12,0,0,4,0,39,4,0,0,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,43,12,47,39,12,0,9,5,197
UCL222001,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,5,15,0,4,3,0,0,0,0,0,26,3,11,4,4,0,0,0,4,0,25,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,26,11,0,6,4,4,0,81,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,4,0,0,0,3,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,10,3,6,5,4,0,0,0,25,0,8,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,3,8,14,13,0,3,5,71
UCL222002,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,4,0,8,0,4,0,0,0,0,0,0,0,13,8,0,7,0,0,0,0,0,0,22,3,12,4,0,0,4,0,0,0,32,6,3,10,0,0,0,0,3,0,23,0,3,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,31,4,3,3,3,12,5,116,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,3,4,5,0,0,0,0,0,0,0,6,3,8,3,4,3,0,0,0,0,23,5,17,0,0,5,0,0,0,0,26,5,3,0,3,7,5,0,0,0,20,4,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,3,10,21,10,0,0,0,99
UCL222003,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,10,0,10,0,0,3,4,4,0,24,0,4,3,0,3,0,0,5,0,18,0,0,0,0,3,0,0,0,0,14,3,0,6,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,23,8,4,6,14,11,4,87,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,7,0,7,6,0,0,3,0,23,0,4,4,3,5,0,0,0,0,19,0,4,0,7,4,0,0,0,0,13,0,0,0,3,3,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,4,20,16,10,0,8,0,73
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL222005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,5,5,0,4,0,0,0,3,0,0,7,4,4,3,0,0,0,3,3,0,18,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,12,0,4,0,13,18,0,59,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,6,0,6,0,0,0,0,0,8,0,0,0,7,4,0,0,0,0,18,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,12,6,3,0,9,0,51
UCL222006,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,13,6,4,10,0,0,0,0,0,0,19,4,0,5,0,0,0,0,4,0,23,5,9,5,0,0,0,4,0,0,21,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,31,6,0,7,13,7,0,88,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,5,0,4,0,0,0,0,0,13,0,8,0,0,7,3,0,0,0,27,0,5,0,3,0,0,0,0,0,13,0,8,0,3,7,0,0,0,0,21,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,4,20,19,10,0,5,0,85
UCL222007,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,3,0,0,15,4,3,5,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,14,4,7,0,6,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,10,0,3,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,3,15,0,0,0,0,42
UCL222008,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,3,0,0,8,0,0,0,0,3,0,8,3,6,4,0,0,0,5,0,0,25,9,3,7,3,3,0,0,3,0,35,10,3,4,0,0,0,4,4,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,27,8,6,0,12,8,0,96,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,3,16,0,0,0,0,0,0,0,19,5,8,0,9,6,0,0,0,0,40,0,6,0,3,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,4,16,12,4,0,6,0,91
UCL222009,0,0,0,0,0,5,0,0,0,8,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,4,3,0,19,0,0,0,0,0,0,0,4,0,11,0,0,0,5,0,0,0,0,0,11,4,0,0,0,3,0,4,3,0,20,6,0,0,0,0,0,4,0,0,7,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,3,16,9,4,4,11,10,4,76,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,3,6,6,0,0,0,0,22,0,8,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,3,3,0,0,5,5,0,3,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,6,6,14,12,0,3,0,65
UCL222010,0,0,4,0,0,3,0,0,0,6,0,0,4,0,0,0,0,0,0,6,3,0,6,0,0,0,8,4,0,21,4,0,8,0,0,0,3,0,0,14,5,0,7,0,0,0,9,6,0,23,5,0,6,0,0,0,7,0,0,15,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,38,3,3,3,22,7,0,100,0,0,0,0,4,7,0,0,0,8,0,0,0,0,3,0,0,0,0,13,0,5,0,0,0,0,0,0,0,10,4,5,0,0,9,0,0,0,0,21,4,8,4,0,13,4,0,0,0,27,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,18,3,4,33,10,7,3,0,97
UCL222011,0,0,0,0,0,5,0,7,0,11,0,0,6,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,6,6,3,4,6,0,0,0,0,0,19,6,3,12,0,0,4,3,3,3,29,0,3,3,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,31,11,3,12,8,11,4,102,0,0,0,0,0,6,0,4,0,7,0,0,0,6,3,0,0,0,0,10,0,3,0,4,0,0,0,0,0,8,3,6,0,4,0,0,0,0,0,25,3,9,0,6,10,0,0,0,0,25,0,7,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,5,16,19,8,0,7,0,98
UCL222012,0,0,0,6,0,3,0,0,0,6,0,0,5,0,0,0,0,0,0,5,0,0,4,0,0,0,0,4,0,8,7,0,6,0,0,0,0,0,3,15,4,0,8,0,0,0,8,0,0,29,6,0,9,0,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,32,7,0,5,10,14,4,91,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,3,5,0,3,4,0,0,3,0,16,3,10,0,0,7,0,0,0,0,23,9,7,0,0,8,0,0,5,0,29,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,0,11,31,6,0,8,0,91
UCL222013,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,7,0,0,5,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,12,5,0,5,0,3,0,5,0,0,14,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,16,7,3,0,9,5,0,55,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,3,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,11,6,3,3,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,8,3,5,0,8,0,45
UCL222014,0,0,5,0,0,0,0,4,0,7,0,0,6,0,0,0,0,0,0,5,0,0,8,0,0,0,3,7,0,17,0,0,8,5,0,3,9,0,0,25,0,0,9,6,0,0,10,5,0,35,4,0,3,4,0,0,7,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,43,6,0,9,26,18,0,118,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,8,4,4,3,8,8,0,0,0,0,21,5,11,4,3,4,3,0,3,5,25,0,9,7,0,5,0,0,0,0,21,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,9,12,17,10,4,6,5,98
UCL222015,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,4,0,0,8,0,3,8,3,0,0,6,4,0,21,4,0,10,0,0,0,0,0,0,17,3,0,10,0,0,0,9,4,0,23,5,0,0,0,0,0,4,5,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,31,3,5,4,19,18,0,100,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,10,3,6,0,0,5,0,0,0,0,13,0,6,0,3,0,0,0,0,0,19,0,7,0,11,6,0,0,0,0,28,3,0,0,5,3,0,0,0,0,8,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,0,23,12,12,0,9,5,89
