UCL_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
UCL214004,0,0,77,4,12,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,14,0,21,0,0,0,0,0,0,0,74,14,0,0,18,0,88,19,0,0,0,0,0,19,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,20,9,0,0,9,0,26,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,515,13,0,0,13,0,526,18,91,17,0,107,0,125,0,13,20,0,29,0,33,0,0,0,0,0,0,0,19,104,34,0,141,0,158,3,0,0,0,0,0,3,534,117,34,0,151,0,687
UCL214005,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,134,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,145,0,0,0,0,0,144
UCL214006,0,0,84,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,85,4,0,0,4,0,89,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,648,17,0,0,17,4,670,24,51,0,0,51,0,72,0,10,0,0,10,0,10,0,0,0,0,0,0,0,24,65,0,0,65,0,81,0,0,0,0,0,0,0,669,81,0,0,82,4,756
UCL214007,0,0,33,0,19,0,0,20,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,24,0,26,0,0,0,0,0,0,0,35,20,0,0,22,0,61,18,0,0,0,0,0,18,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0,18,12,0,0,12,0,36,10,0,0,0,0,0,10,0,5,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,8,0,0,0,0,0,0,0,8,7,0,0,7,0,13,544,38,0,0,40,0,586,28,325,8,0,339,0,367,0,9,0,0,9,0,13,0,0,0,0,0,0,0,34,344,8,0,347,0,380,0,0,0,0,0,0,0,573,378,12,0,388,0,966
UCL214008,0,0,166,4,3,0,0,3,0,4,0,0,3,0,3,0,3,0,0,0,0,0,0,0,4,3,3,0,7,0,8,0,0,0,0,0,0,0,173,3,3,0,7,0,171,32,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,32,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,1201,10,0,0,10,0,1209,25,73,0,0,74,0,104,6,8,6,0,14,0,19,0,0,0,0,0,0,0,34,81,10,0,88,0,123,0,0,0,0,0,3,3,1226,88,10,0,98,3,1336
UCL214009,3,0,144,0,0,0,0,6,0,7,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,5,0,9,0,0,0,0,0,0,0,144,7,3,0,9,0,151,38,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,38,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,1207,27,0,0,28,3,1239,26,28,4,0,28,0,53,0,0,4,0,5,0,5,0,0,0,0,0,0,0,26,26,5,0,35,0,63,0,0,0,0,0,0,0,1235,58,9,0,64,3,1298
UCL214010,0,0,118,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,122,0,0,0,0,0,124,25,0,0,0,0,0,28,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,26,0,0,0,0,0,31,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,808,9,0,0,9,8,825,18,40,0,0,40,0,59,0,3,4,0,4,0,4,0,0,0,0,0,0,0,18,43,4,0,48,0,64,3,0,0,0,0,0,3,832,55,4,0,60,8,889
UCL214011,0,0,175,3,11,0,0,11,0,18,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,11,0,0,11,0,16,0,0,0,0,0,0,0,175,16,0,0,16,0,192,70,0,0,0,0,0,71,0,7,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,76,4,0,0,4,0,82,21,0,0,0,0,0,19,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,21,4,0,0,4,0,21,1280,25,0,0,26,0,1309,55,131,3,0,131,0,191,0,18,0,0,18,0,19,0,0,0,0,0,0,0,56,149,3,0,151,0,209,0,0,0,0,0,0,0,1339,171,3,0,175,0,1517
UCL214012,0,0,98,0,7,4,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,6,0,10,0,0,0,0,0,0,0,99,9,4,0,12,0,109,15,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,0,17,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,728,4,0,0,9,0,737,11,51,6,0,58,0,70,0,4,0,0,4,0,9,0,0,0,0,0,0,0,17,54,6,0,57,0,75,0,0,0,0,0,0,0,745,59,6,0,70,0,808
UCL214013,0,0,81,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,83,0,0,0,0,0,88,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,697,4,0,4,4,0,703,21,31,0,0,36,0,58,0,4,0,0,4,0,4,0,0,0,0,0,0,0,21,37,0,0,39,0,66,0,0,0,0,0,0,0,718,39,0,4,44,0,770
UCL214014,0,0,77,0,0,0,0,0,0,4,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,82,0,3,0,4,0,84,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,563,5,0,0,5,0,568,16,32,0,0,35,4,45,0,0,4,0,11,0,11,0,0,0,0,0,0,0,16,33,4,0,41,4,55,0,0,0,0,0,0,3,580,40,9,0,42,3,629
UCL214015,0,0,114,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,5,0,0,0,0,0,3,3,114,4,0,0,4,3,120,31,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,38,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,805,0,0,0,0,0,803,20,71,5,0,67,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,71,5,0,67,0,96,0,0,0,0,0,9,9,826,71,5,0,67,8,906
UCL214016,0,0,113,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,7,0,0,0,0,0,0,0,118,5,0,0,5,0,120,24,0,0,0,0,0,24,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,23,4,0,0,4,0,21,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,720,3,0,0,3,0,721,18,30,0,0,30,0,49,0,0,0,0,0,0,4,0,0,0,0,0,0,0,22,30,0,0,29,0,48,4,0,0,0,0,0,4,743,29,0,0,36,0,776
UCL214017,0,3,72,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,75,0,0,0,0,3,75,32,0,0,0,0,0,32,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,29,0,0,0,0,0,29,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,557,3,0,0,3,3,560,23,20,0,0,20,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,0,0,20,0,48,0,0,0,0,0,0,0,575,26,0,0,26,3,604
UCL214018,0,0,100,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,96,6,0,0,6,0,106,26,0,0,0,0,0,26,3,6,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,3,0,0,0,0,0,0,0,29,6,0,0,6,0,31,12,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,13,765,14,0,0,14,8,785,25,25,0,0,25,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,25,0,47,0,0,0,0,0,0,0,789,36,0,0,36,8,838
UCL214019,0,0,68,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,71,0,0,0,0,0,76,18,0,0,0,0,0,18,0,6,0,0,6,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,6,0,7,0,0,0,0,0,0,0,21,6,0,0,6,0,21,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,499,9,0,0,9,3,517,19,39,0,0,38,0,57,4,0,8,0,13,0,14,0,0,0,0,0,0,0,23,38,11,0,45,0,67,0,0,0,0,0,0,0,525,46,11,0,61,9,587
UCL214020,0,0,72,4,10,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,10,0,7,0,0,0,0,0,0,0,77,10,0,0,10,0,81,14,0,0,0,0,0,14,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,12,4,0,0,4,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,558,0,0,0,0,0,559,21,66,0,0,66,0,89,0,8,0,0,8,0,8,0,0,0,0,0,0,0,21,80,0,0,80,0,98,5,0,0,0,0,0,5,574,80,0,0,80,0,653
UCL214021,4,0,131,3,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,10,0,0,0,0,0,0,0,135,12,0,0,12,0,145,52,0,0,0,0,0,52,0,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,3,0,0,0,0,0,0,0,57,4,0,0,6,0,57,22,0,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,25,0,0,0,0,0,27,948,14,0,0,14,3,969,20,41,0,0,43,0,62,0,3,0,0,3,0,3,0,0,0,0,0,0,0,20,50,0,0,48,0,72,0,0,0,0,0,0,0,973,62,0,0,67,3,1039
UCL214022,0,0,109,4,4,6,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,3,0,12,0,0,0,0,0,0,0,111,5,6,0,7,0,122,31,0,0,0,0,0,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,0,39,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,791,4,0,0,4,3,797,17,81,9,0,88,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,81,12,0,87,0,110,8,0,0,0,0,0,6,818,84,12,0,98,7,918
UCL215001,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,15,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,146,4,0,0,4,0,152,0,7,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,8,0,0,0,0,0,0,0,149,6,0,0,6,0,159
UCL215002,0,0,43,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,43,3,0,0,3,0,52,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,289,6,0,0,0,0,292,7,14,0,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,14,0,21,0,0,0,0,0,0,0,300,20,0,0,21,0,317
UCL215003,0,0,49,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,49,4,0,0,4,0,51,22,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,24,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,408,11,0,0,11,0,415,11,12,0,0,12,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,12,0,25,0,0,0,0,0,0,3,419,19,0,0,19,4,446
UCL215004,0,0,19,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,19,3,0,0,3,0,28,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,115,14,21,0,0,21,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,0,0,22,0,35,0,0,0,0,0,0,0,129,22,0,0,22,0,148
UCL215005,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,21,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,5,0,0,5,0,139,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,137,4,0,0,4,0,143
UCL215006,0,0,39,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,42,0,0,0,0,0,44,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,391,5,0,0,5,0,395,10,15,0,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,16,0,27,0,0,0,0,0,3,3,405,22,0,0,22,3,426
UCL215007,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,3,0,45,21,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,25,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,426,9,0,0,9,0,441,5,5,0,3,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,8,0,14,3,0,0,0,0,0,3,433,16,0,3,20,0,455
