SA2_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
210011230,6,0,171,9,42,0,0,40,0,48,0,0,0,0,7,0,7,0,0,0,0,0,0,0,9,45,3,0,42,0,53,0,0,0,0,0,0,0,175,46,3,0,53,0,231,102,7,0,0,7,0,109,9,31,0,0,34,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,0,0,31,0,34,0,0,0,0,0,0,0,105,33,0,0,38,0,143,50,3,0,0,3,0,54,0,12,0,0,14,0,13,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,15,0,0,16,0,18,0,0,0,0,0,0,0,45,18,0,0,17,0,70,1082,85,0,0,85,0,1172,80,286,9,0,292,0,371,3,13,3,0,19,0,22,0,0,0,0,0,0,0,79,299,10,0,313,0,393,0,0,0,0,0,0,3,1161,388,10,0,398,0,1565
210011231,13,0,265,16,86,0,0,86,0,102,0,4,0,0,5,0,5,0,0,0,0,0,0,0,16,87,4,0,92,0,107,0,0,0,0,0,0,0,265,104,4,0,108,0,374,192,8,0,0,8,0,196,7,49,0,0,53,0,62,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,54,0,0,54,0,70,0,0,0,0,0,0,0,197,62,0,0,64,0,259,95,5,0,0,5,0,96,8,14,0,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,0,0,21,0,24,0,0,0,0,0,0,0,93,22,0,0,22,0,123,1602,81,0,0,85,0,1690,151,509,13,0,523,0,672,5,15,13,0,31,0,33,0,0,0,0,0,0,0,150,523,28,0,549,0,705,4,0,0,0,0,0,4,1761,607,32,0,632,0,2390
210011533,5,0,105,9,106,6,0,115,0,125,0,11,0,0,9,0,9,0,0,0,0,0,0,0,9,114,9,0,121,0,134,0,0,0,0,0,0,0,114,123,9,0,132,0,243,57,9,0,0,9,0,66,3,65,12,0,79,0,84,0,6,6,0,14,0,14,0,0,0,0,0,0,0,3,70,20,0,91,0,94,0,0,0,0,0,0,0,66,77,20,0,92,0,157,29,0,0,0,0,0,26,4,34,8,0,42,0,47,0,5,7,0,9,0,9,0,0,0,0,0,0,0,4,42,13,0,49,0,55,0,0,0,0,0,0,0,33,41,13,0,53,0,84,966,103,0,0,103,5,1073,147,757,41,0,800,5,949,3,47,31,0,78,3,83,0,0,0,4,0,0,0,153,802,75,3,876,6,1042,7,3,0,0,3,0,9,1123,907,75,3,985,9,2114
210011534,12,0,260,17,122,3,0,122,0,137,0,6,5,0,11,0,11,0,0,0,0,0,0,0,17,123,7,0,133,0,148,0,0,0,0,0,0,0,260,138,7,0,146,0,405,133,0,0,0,0,0,136,8,79,0,0,86,0,93,0,3,0,0,7,0,7,0,0,0,0,0,0,0,8,85,3,0,89,0,100,0,0,0,0,0,0,0,142,89,3,0,92,0,233,59,4,0,0,4,0,64,5,42,3,0,45,0,52,0,6,4,0,10,0,10,0,0,0,0,0,0,0,5,47,4,0,55,0,59,0,0,0,0,0,0,0,66,51,4,0,56,0,125,1762,98,0,0,99,0,1859,174,822,29,0,845,0,1028,0,31,17,0,51,0,53,0,0,0,0,0,0,0,181,860,46,0,901,0,1082,0,3,0,0,3,0,8,1945,964,42,0,1001,0,2947
210021232,3,0,440,6,15,0,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,16,0,21,0,0,0,0,0,0,0,440,18,0,0,18,0,460,223,3,0,0,3,0,223,3,12,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,12,0,15,0,0,0,0,0,0,0,228,14,0,0,14,0,237,70,0,0,0,0,0,70,0,5,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,7,0,0,0,0,0,0,0,70,8,0,0,8,0,75,3160,47,0,0,47,0,3206,68,125,3,0,123,0,191,0,12,0,0,12,0,12,0,0,0,0,0,0,0,68,132,3,0,132,0,205,0,0,0,0,0,0,0,3228,180,3,0,179,0,3408
210021233,3,0,104,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,4,0,0,0,0,0,4,105,3,0,0,3,0,109,38,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,0,5,0,38,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,698,19,0,0,19,3,724,36,17,0,0,17,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,17,0,0,17,0,49,4,0,0,0,0,0,3,736,37,0,0,37,4,779
210021234,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,155,44,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,48,21,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,885,5,0,0,5,6,892,14,22,4,0,28,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,4,0,28,0,41,0,0,0,0,0,4,4,902,32,4,0,33,5,936
210021235,6,0,292,3,6,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,0,13,0,0,0,0,0,0,0,290,15,0,0,16,0,304,80,0,0,0,0,0,82,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,80,3,0,0,9,0,85,35,0,0,0,0,0,40,0,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,5,0,0,0,0,0,0,0,38,8,0,0,4,0,41,1935,32,0,0,26,0,1965,40,50,0,0,50,0,87,0,5,11,0,12,0,12,0,0,0,0,0,0,0,40,54,11,0,60,0,94,3,0,0,0,0,6,6,1981,79,11,0,88,7,2071
210031236,5,0,98,7,39,0,0,39,0,52,0,5,0,0,5,0,10,0,0,0,0,0,0,0,8,50,0,0,50,0,55,0,0,0,0,0,0,0,107,48,0,0,48,0,158,44,4,0,0,4,0,46,6,23,3,0,30,0,35,0,7,4,0,10,0,10,0,0,0,0,0,0,0,6,29,3,0,33,0,40,0,0,0,0,0,0,0,52,34,3,0,38,0,89,14,0,0,0,0,0,14,8,16,5,0,22,0,29,0,3,0,0,10,0,10,0,0,0,0,0,0,0,8,21,7,0,26,0,31,0,0,0,0,0,0,0,18,21,7,0,26,0,50,923,67,0,0,67,0,985,95,388,12,0,399,0,491,0,24,7,0,33,0,34,0,0,0,0,0,0,0,98,416,15,0,430,0,525,0,0,0,0,0,0,0,1013,479,15,0,498,0,1511
210031237,9,0,65,10,192,15,0,202,0,211,0,25,9,0,34,0,34,0,0,0,0,0,0,0,10,216,16,0,233,0,247,0,0,0,0,0,0,0,66,229,22,0,250,0,310,33,7,0,0,7,0,41,8,105,4,0,112,0,113,0,25,5,0,24,0,24,0,0,0,0,0,0,0,8,124,9,0,137,0,139,0,0,0,0,0,0,0,42,136,9,0,137,0,184,5,0,0,0,0,0,5,3,53,4,0,55,0,61,0,10,3,0,12,0,12,0,0,0,0,0,0,0,3,65,10,0,72,0,82,0,0,0,0,0,0,0,10,65,10,0,72,0,83,615,92,4,0,89,0,710,119,1800,68,0,1869,3,1984,6,263,52,0,322,0,324,0,0,0,0,0,0,0,115,2064,119,5,2188,3,2309,0,12,0,0,11,0,12,736,2164,124,4,2286,3,3030
210031439,5,0,70,5,29,0,0,34,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,4,0,38,0,40,0,0,0,0,0,0,0,76,34,4,0,38,0,113,28,0,0,0,0,0,28,0,19,0,0,19,0,23,0,0,5,0,4,0,4,0,0,0,0,0,0,0,0,24,5,0,25,0,24,0,0,0,0,0,0,0,31,24,5,0,25,0,55,11,4,0,0,4,0,15,0,11,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,14,0,14,0,0,0,0,0,0,0,11,14,0,0,15,0,27,410,41,0,0,41,0,447,38,181,3,0,181,0,223,0,10,7,0,18,0,18,0,0,0,0,0,0,0,38,189,11,0,206,0,245,0,0,0,0,0,0,0,449,226,11,0,240,0,690
210031440,3,0,51,9,35,13,0,48,0,55,0,4,0,0,4,0,4,0,0,0,0,0,0,0,9,42,16,0,54,0,65,0,0,0,0,0,0,0,55,47,20,0,64,0,120,14,0,0,0,0,0,17,0,19,5,0,27,0,27,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,24,5,0,33,0,33,0,0,0,0,0,0,0,14,28,6,0,35,0,48,9,0,0,0,0,0,10,0,12,3,0,14,0,14,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,15,5,0,19,0,19,0,0,0,0,0,0,0,9,21,5,0,24,0,36,421,60,16,0,73,0,496,66,452,63,9,516,0,578,0,47,10,0,57,0,57,0,0,0,0,0,0,0,66,494,70,9,573,0,634,0,0,0,0,0,9,9,482,552,84,9,649,9,1138
210031535,12,0,78,12,97,13,0,114,0,122,0,15,9,0,26,0,26,0,0,0,0,0,0,0,12,111,25,0,139,0,148,0,0,0,0,0,0,0,76,121,22,0,147,0,221,29,4,0,0,4,0,35,4,84,15,0,100,0,103,0,15,3,0,13,0,13,0,0,0,0,0,0,0,4,92,18,0,113,0,116,0,0,0,0,0,0,0,30,98,18,0,117,0,147,22,0,0,0,0,0,22,0,53,7,0,58,0,58,0,6,6,0,12,0,12,0,0,0,0,0,0,0,0,52,14,0,71,0,70,0,0,0,0,0,0,0,18,52,14,0,71,0,90,605,92,4,0,94,0,704,97,1358,149,3,1504,0,1606,3,162,70,0,227,0,231,0,0,0,0,0,0,0,100,1513,211,3,1732,0,1835,0,11,0,0,11,18,26,704,1617,226,3,1837,18,2556
210031536,0,0,49,0,27,5,0,38,0,35,0,6,9,0,11,0,11,0,0,0,0,0,0,0,0,35,14,0,45,0,45,0,0,0,0,0,0,0,46,37,14,0,49,0,95,26,0,0,0,0,0,26,0,25,0,0,24,0,26,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,27,4,0,28,0,35,0,0,0,0,0,0,0,28,27,4,0,29,0,58,13,0,0,0,0,0,13,0,15,4,0,13,0,13,0,4,4,0,9,0,9,0,0,0,0,0,0,0,0,19,5,0,21,0,21,0,0,0,0,0,0,0,13,19,5,0,21,0,40,530,34,0,0,34,0,565,50,612,36,0,648,0,698,0,53,29,0,83,0,87,0,0,0,0,0,0,0,50,664,64,0,729,0,777,4,6,0,0,7,0,12,582,703,64,0,773,0,1350
210031537,4,0,71,8,37,0,0,41,0,51,0,3,6,0,4,0,10,0,0,0,0,0,0,0,15,39,4,0,42,0,53,0,0,0,0,0,0,0,82,42,4,0,48,0,127,57,0,0,0,0,0,52,3,27,0,0,34,0,38,0,6,0,0,6,0,6,0,0,0,0,0,0,0,3,33,0,0,38,0,44,0,0,0,0,0,0,0,65,32,0,0,41,0,100,34,0,0,0,0,0,34,9,8,0,0,6,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,0,15,0,16,0,0,0,0,0,0,0,37,9,4,0,15,0,50,711,46,0,0,46,0,752,96,474,10,0,487,6,592,0,24,17,0,36,0,39,0,0,0,0,0,0,0,101,496,25,0,532,6,627,0,0,0,0,0,0,0,809,543,25,0,577,6,1385
210031538,18,0,197,15,101,15,0,114,0,128,0,4,0,0,6,0,6,0,0,0,0,0,0,0,15,104,17,0,122,0,136,0,0,0,0,0,0,0,196,118,17,0,139,0,331,98,3,0,0,3,0,103,16,59,7,0,68,0,81,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,59,7,0,67,0,81,0,0,0,0,0,0,0,112,65,7,0,70,0,189,46,0,0,0,0,0,47,4,42,5,0,44,0,46,0,4,0,0,4,0,4,0,0,0,0,0,0,0,4,47,5,0,47,0,49,0,0,0,0,0,0,0,54,44,5,0,51,0,97,1598,134,0,0,137,0,1739,209,1008,49,0,1057,3,1268,7,56,15,0,70,0,77,0,0,0,0,0,0,0,217,1065,63,0,1129,3,1348,0,0,0,0,0,0,0,1817,1198,63,0,1264,4,3083
210041240,8,0,332,13,34,0,0,34,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,0,0,41,0,50,0,0,0,0,0,0,0,329,43,0,0,46,0,378,166,8,0,0,8,0,169,7,20,0,0,20,0,29,0,3,0,0,3,0,3,0,0,0,0,0,0,0,7,23,0,0,23,0,34,0,0,0,0,0,0,0,176,28,0,0,28,0,204,79,0,0,0,0,0,78,0,13,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,16,0,0,0,0,0,0,0,80,11,0,0,11,0,100,2341,64,0,0,64,8,2409,95,253,0,0,256,3,353,0,6,10,0,16,0,16,0,0,0,0,0,0,0,98,262,3,0,266,3,374,0,0,0,0,0,0,0,2441,325,3,0,333,10,2780
210041539,0,0,38,0,24,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,23,0,25,0,0,0,0,0,0,0,40,22,0,0,27,0,64,24,0,0,0,0,0,24,0,10,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,12,0,0,0,0,0,0,0,24,12,0,0,12,0,32,10,0,0,0,0,0,10,0,5,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,8,0,0,0,0,0,0,0,8,7,0,0,7,0,13,568,40,0,0,44,0,611,34,337,8,0,342,0,380,0,9,0,0,9,0,13,0,0,0,0,0,0,0,32,345,8,0,360,0,393,0,0,0,0,0,0,0,598,386,12,0,401,0,1005
210041540,3,0,289,9,24,3,0,27,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,3,0,27,0,36,0,0,0,0,0,0,0,298,30,3,0,30,0,327,96,0,0,0,0,0,98,0,26,7,0,34,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,31,0,34,0,0,0,0,0,0,0,98,31,6,0,31,0,129,59,6,0,0,6,0,59,5,12,0,0,12,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,11,0,0,11,0,20,0,0,0,0,0,0,0,63,17,0,0,17,0,80,2087,59,0,0,59,0,2146,107,323,4,3,329,0,436,6,11,7,0,16,0,12,0,0,0,0,0,0,0,113,336,8,3,342,0,455,0,0,0,0,0,0,0,2194,392,8,3,404,0,2604
210041541,4,0,204,5,15,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,15,0,19,0,0,0,0,0,0,0,205,18,0,0,18,0,224,96,0,0,0,0,0,96,3,7,4,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,6,0,11,0,0,0,0,0,0,0,97,7,4,0,6,0,104,63,0,0,0,0,0,62,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,63,4,0,0,8,0,68,1747,36,0,0,38,0,1787,97,156,8,0,166,0,260,0,5,0,0,5,0,8,0,0,0,0,0,0,0,101,162,7,0,168,0,268,0,0,0,0,0,6,6,1845,201,12,0,215,6,2058
210051242,4,0,39,4,85,31,0,113,0,121,0,31,46,0,71,0,71,0,0,0,0,0,0,0,4,112,73,0,187,0,192,0,0,0,0,0,0,0,37,118,73,0,193,0,231,20,0,0,0,0,0,20,0,47,15,0,61,0,60,0,7,29,0,41,0,37,0,0,0,0,0,0,0,4,55,43,0,96,0,98,0,0,0,0,0,0,0,29,55,43,0,96,0,126,6,0,0,0,0,0,6,0,26,3,0,32,0,32,0,11,11,0,25,0,25,0,0,0,0,0,0,0,0,35,12,0,52,0,53,0,0,0,0,0,0,0,7,35,12,0,52,0,58,228,42,4,0,41,0,271,53,1223,282,0,1501,3,1559,8,255,272,0,530,0,535,0,0,0,4,0,0,0,57,1482,551,4,2038,3,2101,0,10,0,0,10,9,17,286,1528,556,4,2085,9,2387
210051243,5,0,38,0,208,35,0,244,0,252,6,52,52,0,109,0,108,0,0,0,0,0,0,0,0,264,93,0,352,0,357,0,0,0,0,0,0,0,30,274,93,0,361,0,395,12,0,0,0,0,0,12,0,114,20,0,137,0,140,0,42,21,0,62,0,62,0,0,0,0,0,0,0,0,157,39,0,200,0,203,0,0,0,0,0,0,0,12,157,39,0,200,0,210,10,0,0,0,0,0,10,4,65,9,0,73,0,75,0,19,20,0,34,0,34,0,0,0,0,0,0,0,4,85,28,0,105,0,110,0,0,0,0,0,0,0,11,85,28,0,105,0,119,238,92,8,5,99,0,339,49,1855,280,0,2141,6,2193,13,466,323,0,791,0,804,0,9,0,0,12,0,12,60,2334,602,3,2941,6,3005,0,8,3,0,10,10,22,308,2428,610,3,3045,12,3369
210051245,17,0,211,17,108,23,0,130,0,149,0,6,16,0,26,0,26,0,0,0,0,0,0,0,21,116,41,0,159,0,178,0,0,0,0,0,0,0,219,131,42,0,171,0,392,104,3,0,0,3,0,112,17,92,12,0,100,0,119,0,5,12,0,20,0,20,0,0,0,0,0,0,0,17,100,27,0,124,0,137,0,0,0,0,0,0,0,115,103,27,0,126,0,246,59,0,0,0,0,0,59,0,57,9,0,64,0,66,0,0,13,0,18,0,18,0,0,0,0,0,0,0,0,61,20,0,79,0,79,0,0,0,0,0,0,0,62,61,20,0,79,0,141,1720,88,0,0,96,0,1816,173,896,93,4,992,4,1173,0,62,95,0,157,0,161,0,0,0,0,0,0,0,178,965,187,4,1157,4,1335,3,0,0,0,0,4,9,1900,1057,191,4,1245,3,3154
210051246,15,0,255,30,303,20,0,321,0,357,0,25,14,0,44,0,44,0,0,0,0,0,0,0,30,326,31,0,363,0,401,0,0,0,0,0,0,0,273,348,31,0,384,0,654,171,7,0,0,7,0,175,25,235,11,0,249,0,272,0,16,6,0,21,0,24,0,0,0,0,0,0,0,22,253,17,0,274,0,297,0,0,0,0,0,0,0,199,254,17,0,276,0,476,85,3,0,0,3,0,88,10,161,7,0,168,0,179,0,9,16,0,19,0,19,0,0,0,0,0,0,0,10,170,23,0,188,0,195,0,0,0,0,0,0,0,96,168,23,0,189,0,287,2051,168,3,0,168,4,2220,223,2506,109,4,2616,4,2840,0,189,88,0,282,0,286,0,4,0,0,9,0,9,230,2704,196,8,2903,4,3134,4,3,4,0,9,0,13,2278,2873,205,8,3079,11,5366
210051247,12,0,34,10,182,35,0,217,0,223,0,61,39,0,99,0,103,0,0,0,0,0,0,0,9,243,79,0,320,0,334,0,0,0,0,0,0,0,38,248,75,0,330,0,367,16,0,0,0,0,0,16,9,124,22,0,149,0,156,0,40,29,0,68,0,68,0,0,0,0,0,0,0,9,167,52,0,217,0,224,0,0,0,0,0,0,0,22,170,52,0,219,0,245,10,4,0,0,4,0,8,0,78,17,0,88,0,88,0,28,26,0,50,0,50,0,0,0,0,0,0,0,0,103,40,0,144,0,144,0,0,0,0,0,0,0,5,105,40,0,146,0,155,211,64,5,0,70,0,280,63,1649,287,6,1935,7,2003,15,429,284,0,710,0,726,0,3,0,0,9,0,9,76,2082,574,6,2658,7,2739,0,10,0,4,14,3,11,289,2153,575,5,2739,9,3031
210051248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
