SA2_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
206041117,228,56,226,39,12,608,386,1110,184,11,248,191,36,70,1481,42,877,11090,263,14862,0,10,0,0,4,0,0,0,14,0,10,71,1080,1179,565,1200,248,125,341,321,72,108,1721,97,1109,11204,1359,16655,0,0,0,0,0,0,0,0,0,0,0,14,6,15,12,7,11,7,12,14,9,3,14,5,11,40,4,94,12,6,11,7,12,14,9,3,14,5,15,56,9,111,537,1142,233,91,311,285,65,101,1691,87,1035,10359,247,14502,11,7,8,29,16,13,3,4,13,4,25,72,1017,1154,560,1156,248,125,341,316,72,108,1713,94,1081,10487,1268,15771
206041118,56,16,102,22,0,213,325,645,192,0,273,201,43,54,694,35,692,11174,209,13847,4,4,0,0,0,0,0,0,0,0,4,75,1347,1432,373,679,219,11,303,234,56,69,753,52,807,11274,1550,15493,4,0,0,0,0,0,0,0,0,0,0,24,0,31,17,7,12,0,17,20,0,3,22,5,28,71,7,146,21,5,12,0,17,20,0,3,25,5,28,97,5,175,349,639,205,9,286,209,49,67,726,48,750,10080,186,12791,0,0,0,0,0,0,0,0,0,0,0,56,1259,1316,373,644,217,11,303,225,55,67,749,52,780,10227,1456,14285
206041119,47,11,83,7,3,187,324,354,177,12,94,141,38,34,412,32,331,2889,108,4413,0,4,3,6,0,3,0,0,0,0,0,23,259,292,377,376,192,52,115,177,41,43,458,40,422,2921,369,4896,0,0,0,0,0,0,0,0,0,0,0,13,0,13,17,0,14,0,12,18,6,0,3,4,14,35,0,90,17,0,14,0,12,18,6,0,3,4,14,48,0,98,349,353,179,51,97,158,37,46,448,34,387,2616,101,4238,6,0,0,0,4,6,0,0,0,0,4,11,248,270,369,361,193,52,109,176,39,46,454,41,404,2672,348,4609
206041120,0,0,0,0,0,0,0,5,0,0,6,0,0,0,6,0,0,55,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,12,0,0,55,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,6,0,0,0,12,0,0,55,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,12,0,0,59,0,78
206041121,161,37,190,34,9,484,436,963,179,5,222,179,57,68,1073,33,723,6676,239,9835,5,4,0,0,3,0,0,0,6,0,0,43,364,429,559,1035,227,58,323,268,86,117,1236,64,916,6751,618,10745,5,6,0,0,0,0,0,0,0,0,0,16,0,17,8,4,10,6,6,11,0,5,14,6,6,65,0,109,13,6,10,6,6,11,0,10,16,6,6,72,0,128,547,943,218,56,312,252,85,100,1206,62,838,5336,213,8713,4,3,0,3,5,5,0,0,0,0,0,27,315,355,559,957,230,58,318,263,87,109,1224,64,848,5439,523,9185
206041124,87,42,122,23,4,304,197,640,113,3,115,91,31,27,827,23,457,4513,134,6533,3,3,5,0,4,0,0,0,0,0,0,30,426,462,314,672,159,62,172,167,57,50,921,65,578,4557,562,7297,0,0,0,0,0,0,0,0,0,0,0,9,0,11,7,10,8,3,3,4,0,0,12,6,7,17,0,48,7,10,8,3,3,4,0,0,14,6,7,24,0,60,304,639,146,61,162,161,56,47,897,53,558,4112,130,6329,0,0,0,0,3,3,0,0,0,0,5,20,389,422,314,646,159,62,168,165,56,50,910,61,565,4156,521,6810
206041125,42,21,83,31,5,258,323,458,190,5,103,173,26,35,482,26,388,3843,145,5626,5,5,4,0,0,0,0,0,0,0,0,23,501,538,387,484,231,40,118,228,33,56,525,46,477,3898,650,6423,3,0,0,0,0,0,0,0,3,0,0,12,0,18,11,3,6,0,9,17,0,4,9,7,11,49,6,96,14,3,6,0,7,17,0,4,7,7,14,60,6,113,369,452,215,36,107,205,33,52,509,42,440,3360,131,5255,5,0,3,0,5,3,0,0,3,0,0,12,465,490,387,457,232,40,117,225,33,56,523,43,452,3435,604,5862
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041503,47,13,69,22,0,156,211,482,97,3,125,91,26,23,686,24,468,6714,138,8575,0,3,4,0,0,3,0,0,3,0,0,49,1057,1112,250,502,119,9,148,120,37,29,734,35,540,6787,1195,9848,0,0,0,0,0,0,0,0,0,0,0,13,0,20,12,4,6,0,5,10,0,0,16,0,11,44,0,71,11,6,6,0,5,10,0,0,16,0,14,57,3,95,237,484,111,9,139,111,37,28,718,31,518,6309,130,8227,3,0,0,0,0,0,0,0,5,0,5,55,1019,1087,250,487,119,9,148,120,37,30,736,34,531,6422,1150,9408
206041504,65,13,52,21,0,154,137,671,78,7,151,70,25,27,851,15,497,13025,154,15215,3,0,0,0,0,0,0,0,0,0,0,98,1395,1503,160,685,85,11,163,79,25,32,921,24,553,13150,1553,16870,0,0,0,0,0,0,0,0,0,0,0,10,0,19,4,4,5,0,7,0,0,0,7,0,0,26,0,43,4,4,6,0,7,0,0,0,7,0,0,39,0,61,159,660,79,11,153,76,28,32,904,25,532,12641,153,14886,0,8,0,0,0,0,0,0,0,0,3,82,1361,1455,160,673,83,11,159,81,25,32,918,24,538,12767,1514,16405
206041505,70,8,67,21,0,164,194,756,88,3,194,85,31,28,941,18,623,11577,201,14095,0,0,0,0,0,0,0,0,0,0,5,82,1294,1390,233,792,107,6,208,102,38,35,1008,29,692,11682,1499,15648,0,3,0,0,0,0,0,0,0,0,0,19,0,26,4,7,4,0,3,4,0,0,13,4,4,48,0,73,4,6,4,0,3,4,0,0,15,4,4,69,6,98,224,769,106,7,202,96,32,33,987,26,673,11057,189,13650,0,3,0,0,6,0,0,0,3,0,5,99,1246,1367,233,780,107,6,208,102,38,35,1005,29,682,11232,1437,15112
206041506,147,36,198,48,14,504,449,1168,181,4,287,196,54,64,1579,48,946,9692,283,13767,0,9,0,0,5,0,0,0,0,0,3,64,1276,1367,591,1264,213,39,387,268,82,107,1734,83,1148,9806,1573,15637,0,7,0,0,0,0,0,0,0,0,0,15,0,23,10,6,8,0,9,8,3,7,16,0,10,43,0,86,15,10,8,0,9,8,3,7,15,0,10,50,5,110,574,1169,208,40,373,259,72,98,1692,78,1079,8306,233,12575,10,4,0,0,3,0,0,3,12,0,0,52,1106,1186,591,1185,218,40,387,268,82,103,1716,83,1093,8411,1343,13873
206041507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041508,31,6,58,15,0,116,177,332,95,3,126,95,21,17,353,14,291,4556,97,5851,0,4,0,0,0,0,0,0,0,0,0,33,454,497,209,350,114,14,148,116,27,31,382,19,353,4607,556,6463,0,0,0,0,0,0,0,0,0,0,0,17,0,19,10,3,6,0,6,9,0,0,4,0,6,40,5,73,14,3,6,0,6,9,0,0,8,0,6,56,5,94,198,341,103,14,139,104,23,28,374,19,332,4121,95,5460,0,0,0,0,0,3,0,0,0,0,0,25,412,443,209,344,114,14,142,116,27,31,385,19,340,4203,508,5985
206041509,62,16,83,22,0,191,299,966,150,3,216,157,37,51,1086,26,782,11814,247,15035,0,5,0,0,0,0,0,0,10,0,4,68,794,872,328,976,181,12,242,180,48,61,1147,37,865,11896,1037,16101,3,4,0,0,0,0,0,0,4,0,3,36,0,50,0,5,9,0,0,8,3,3,7,0,11,48,4,98,7,9,9,0,0,8,3,5,16,0,17,86,4,147,319,948,167,11,235,170,42,52,1120,37,821,10986,230,14261,0,3,0,0,0,0,0,0,5,0,3,71,744,827,329,960,175,12,238,178,48,57,1137,33,847,11142,976,15227
206041510,40,7,48,21,0,120,144,454,76,0,115,82,28,13,567,9,410,5187,123,6780,0,0,0,0,0,0,0,0,0,0,3,23,521,547,166,465,87,7,120,93,34,23,603,18,457,5236,644,7446,0,0,0,0,0,0,0,0,0,0,3,8,0,8,8,5,9,0,6,3,0,0,3,0,6,29,5,55,10,7,9,0,6,3,0,0,3,0,8,32,5,70,155,444,76,7,112,85,37,25,588,16,430,4673,110,6274,0,0,0,0,0,0,0,0,0,0,0,40,508,546,165,450,86,7,120,93,32,22,591,18,436,4746,622,6891
206051128,126,41,196,67,3,538,838,1052,459,11,339,411,73,126,983,64,937,10212,408,14553,4,10,7,0,3,5,0,3,3,0,10,55,647,737,996,1138,520,70,444,531,104,170,1108,102,1144,10337,1052,15825,3,0,0,0,0,0,0,0,3,0,3,41,0,50,41,9,30,6,23,34,8,10,18,8,33,93,6,218,46,9,30,6,22,34,8,10,28,8,44,130,6,269,946,1027,487,54,415,485,95,152,1057,94,1045,8331,345,12778,7,11,0,13,3,4,0,0,7,0,7,42,583,660,996,1048,514,70,444,526,102,166,1093,98,1093,8505,939,13709
206051129,99,23,141,41,6,373,572,1098,295,13,229,253,58,90,1329,47,913,9455,371,13533,9,6,0,0,0,0,0,0,12,0,7,64,821,911,686,1144,346,34,282,316,78,123,1442,72,1058,9562,1202,14818,0,0,0,0,0,0,0,0,3,0,0,6,0,15,19,12,4,0,16,8,7,6,12,0,18,80,3,142,19,15,4,0,16,8,7,6,15,0,18,86,3,158,655,1071,330,34,267,302,69,116,1405,69,992,7791,321,11953,3,0,0,0,3,0,0,0,0,0,3,36,721,763,684,1085,346,34,278,314,77,123,1420,72,1010,7919,1048,12870
206051130,207,48,249,85,13,716,858,1109,433,12,358,425,83,125,1075,81,977,10075,430,14537,8,13,7,0,6,10,0,3,3,3,9,58,835,928,1087,1217,507,70,472,555,118,198,1286,132,1232,10223,1280,16192,6,0,0,0,0,0,0,0,3,0,5,18,0,22,38,10,29,6,28,30,4,10,21,3,25,117,3,237,39,14,29,6,28,30,4,10,21,3,22,134,3,258,1032,1105,462,61,434,516,109,181,1233,128,1118,8092,378,12810,21,11,12,3,10,5,5,4,5,0,5,42,744,822,1090,1124,500,70,470,554,120,192,1264,129,1150,8267,1128,13891
206051134,198,35,183,49,8,531,579,1212,242,11,324,255,52,81,1668,45,1019,9830,361,14320,8,5,4,0,0,0,0,0,8,0,5,71,873,966,732,1268,299,41,417,332,82,124,1875,85,1204,9947,1239,15813,0,0,0,0,0,0,0,0,0,0,0,6,0,6,18,6,4,0,6,11,0,7,21,0,14,60,3,120,22,6,4,0,6,11,0,7,21,0,14,67,3,133,703,1165,283,41,401,310,78,115,1813,76,1125,8220,323,12913,7,3,3,0,6,9,0,0,5,4,4,57,773,856,732,1184,299,41,417,332,80,124,1843,85,1145,8342,1101,13900
206051511,4,0,3,5,0,16,22,122,10,0,22,20,11,7,118,4,90,1254,24,1614,0,0,0,0,0,0,0,0,4,0,0,14,262,277,27,122,11,0,22,22,11,9,127,4,97,1265,291,1907,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,8,0,14,26,110,11,0,22,20,11,6,124,3,91,1111,24,1467,0,0,0,0,0,0,0,0,3,0,0,11,244,255,27,112,11,0,22,22,11,6,127,4,91,1129,269,1742
206051512,181,35,234,51,37,618,519,824,273,19,276,289,58,99,944,55,699,7197,268,10406,7,13,3,0,3,4,0,4,12,0,13,51,591,672,719,909,336,101,359,415,96,145,1140,91,941,7297,891,11693,0,0,0,0,0,0,0,0,0,0,0,21,0,28,28,6,6,0,17,19,7,7,19,5,19,63,0,142,35,9,6,0,17,19,7,7,19,5,19,91,3,170,658,816,317,60,334,358,93,135,1068,86,824,6079,235,9505,31,8,3,39,9,34,0,3,33,0,51,31,554,676,719,836,333,101,355,414,101,143,1120,95,893,6198,794,10349
206051513,163,29,141,22,0,384,482,869,199,5,216,183,47,91,1339,49,723,7234,228,10541,12,11,7,0,0,0,0,4,17,0,4,34,861,931,611,943,238,21,277,243,67,139,1516,75,870,7296,1086,11857,0,0,0,0,0,0,0,0,0,0,0,11,0,12,16,13,8,0,9,12,0,6,21,0,21,53,0,111,16,13,8,0,9,12,0,6,21,0,17,69,0,128,584,886,223,18,266,230,60,136,1478,74,818,6502,209,10022,10,7,4,0,0,0,3,4,11,0,0,35,819,880,611,907,238,21,277,237,66,139,1509,75,839,6599,1026,11030
206051514,191,42,190,48,51,544,528,1001,279,10,230,232,52,99,1304,42,864,8156,336,11878,11,13,0,0,4,0,0,0,12,0,12,64,1332,1440,647,1078,344,36,299,305,83,138,1509,84,1062,8270,1726,13858,0,0,0,0,0,0,0,0,4,0,0,7,0,8,25,14,10,0,13,11,0,6,21,4,19,78,0,157,24,14,10,0,13,16,0,6,26,4,19,83,0,163,614,1019,325,37,276,282,83,130,1456,72,1001,7290,369,11333,9,0,3,0,4,9,0,3,6,0,10,45,1257,1335,647,1037,341,36,299,300,83,138,1492,84,1028,7418,1640,12832
206061135,73,30,97,36,0,300,482,680,273,19,182,277,52,67,685,43,542,5973,229,8627,9,6,0,0,3,6,0,7,4,0,0,45,338,403,576,716,311,43,229,328,63,77,763,67,638,6050,569,9336,0,0,0,0,0,0,0,0,0,0,0,8,0,7,19,15,11,0,13,20,4,7,5,9,12,54,0,119,19,15,15,0,13,20,4,7,5,9,12,64,0,127,548,653,285,38,218,301,57,70,749,55,592,4937,196,7678,9,7,5,3,0,4,0,0,5,0,3,17,303,341,576,668,300,43,231,327,62,77,753,68,618,5014,503,8142
206061136,196,51,270,78,63,793,688,1518,366,13,391,324,65,111,1854,55,1137,11905,453,17305,8,19,0,0,8,5,0,0,17,3,10,72,886,1017,937,1628,443,92,552,459,107,172,2065,105,1418,12050,1406,19119,0,0,3,0,0,0,0,0,0,0,0,24,0,28,27,11,15,0,18,35,8,6,25,0,22,76,7,181,32,11,16,0,18,35,8,6,25,0,24,99,7,204,897,1543,427,87,530,422,98,164,2012,103,1340,10615,409,16416,10,5,0,0,9,8,3,0,12,3,9,38,892,968,937,1560,442,92,552,463,101,165,2048,105,1375,10753,1308,17588
206061138,80,27,146,79,9,474,769,762,435,29,292,424,73,99,720,69,651,8150,307,11660,7,4,9,0,4,5,0,0,8,0,4,52,733,823,907,801,501,80,331,521,94,133,812,93,804,8280,1044,12953,0,0,0,0,0,0,0,0,0,0,0,11,0,17,36,9,28,10,17,41,12,10,14,9,19,100,4,217,36,9,32,10,17,41,12,10,16,9,18,112,4,234,861,743,468,72,306,471,80,121,774,86,739,6927,279,10586,13,8,0,0,0,7,0,3,5,0,9,33,653,719,907,751,507,80,334,518,93,132,794,93,763,7075,937,11535
206061515,54,9,57,21,0,171,324,859,157,0,131,148,44,44,985,20,616,7326,225,10136,0,0,0,0,0,0,0,0,5,0,0,43,830,885,354,878,179,20,151,169,48,55,1045,30,676,7389,1053,11192,0,0,0,0,0,0,0,0,0,0,0,14,0,14,4,6,8,4,7,16,0,5,4,4,12,39,3,84,4,11,8,4,7,16,0,5,4,4,12,53,3,95,340,847,170,16,143,155,42,53,1029,28,655,6821,214,9701,3,0,0,0,0,0,0,0,4,0,0,22,783,806,354,860,179,20,149,169,48,55,1037,30,662,6899,998,10605
206061516,128,33,155,31,6,408,409,791,179,11,224,181,39,58,927,33,602,6036,248,8856,3,7,0,0,4,0,0,0,0,0,11,44,600,672,587,851,227,43,321,264,68,90,1059,71,773,6109,850,9939,0,0,0,0,0,0,0,0,0,0,0,13,0,15,11,3,9,0,7,10,3,3,9,0,11,41,9,94,11,3,9,0,7,10,3,3,9,0,9,52,9,109,564,819,217,43,298,254,63,81,1037,67,737,5364,223,8442,8,4,4,0,10,5,0,6,7,0,8,30,528,583,587,826,227,43,317,264,68,90,1051,71,752,5446,758,9132
206071139,126,27,139,30,7,322,331,818,154,8,180,131,36,53,993,26,635,5497,215,8239,5,4,0,0,0,4,0,0,4,4,0,30,484,536,429,871,179,48,236,185,46,66,1128,57,778,5554,709,9088,0,3,0,0,0,0,0,0,0,0,0,16,0,14,12,7,5,0,5,4,6,3,13,0,11,37,5,81,18,5,5,0,5,4,6,3,13,0,11,48,5,96,409,816,170,40,226,174,47,63,1094,61,735,4891,205,7783,4,3,0,3,3,3,0,0,3,0,0,17,447,478,429,827,174,48,233,183,46,66,1112,57,744,4956,654,8354
206071140,56,16,105,22,3,240,408,760,209,10,143,193,43,59,896,32,583,4887,227,7633,4,4,0,0,0,4,0,0,6,0,0,28,267,315,476,786,230,34,169,231,55,72,959,44,693,4938,500,8186,0,0,0,0,0,0,0,0,0,0,0,7,0,5,5,4,8,0,0,12,0,9,8,0,10,33,0,69,5,8,8,0,0,12,0,9,8,0,10,40,0,82,457,724,217,27,167,219,51,63,933,42,637,4150,207,6948,8,3,4,0,0,6,0,0,4,0,3,19,235,268,476,738,229,34,169,230,53,72,944,44,651,4209,438,7293
206071141,130,18,128,40,4,356,252,817,127,0,157,99,36,48,1064,22,578,5534,239,8182,3,8,0,0,0,0,0,0,3,0,0,48,580,644,345,887,153,31,212,149,46,75,1196,38,708,5623,829,9179,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,3,0,0,6,0,0,16,0,6,41,0,63,6,4,3,0,0,6,0,0,16,0,6,41,0,70,335,841,145,34,203,142,46,75,1163,38,679,4872,198,7681,0,5,0,0,3,0,0,0,8,0,4,26,487,528,345,846,153,34,208,148,46,75,1184,38,683,4936,691,8284
206071142,118,23,134,44,0,407,382,828,186,7,205,183,31,48,1149,35,695,6033,283,9121,3,0,0,0,0,6,3,4,6,0,5,54,836,909,507,874,228,36,289,240,60,77,1277,59,838,6135,1119,10431,0,0,0,0,0,0,0,3,0,0,0,13,0,21,11,7,13,0,0,13,0,0,19,4,15,35,3,84,9,10,14,0,3,14,3,3,20,5,14,48,6,105,485,809,218,35,283,220,47,71,1242,60,791,5239,251,8514,8,9,0,0,5,6,3,3,0,0,5,32,703,749,506,826,228,36,287,240,54,77,1265,59,806,5318,961,9362
206071143,189,36,229,57,15,632,672,1167,308,9,243,288,63,117,1505,44,966,7327,366,11597,10,10,0,0,5,0,0,0,3,0,3,35,491,557,885,1259,383,78,371,432,118,168,1703,83,1192,7425,873,12781,0,0,0,0,0,0,0,0,4,0,0,7,0,10,26,12,15,0,14,15,6,3,14,4,22,51,4,122,23,11,16,0,14,15,6,3,15,4,21,59,4,130,858,1145,362,71,347,399,104,155,1653,79,1111,6057,330,10598,5,3,7,7,10,9,3,5,8,6,3,31,437,490,885,1162,381,78,371,429,115,160,1670,83,1139,6145,773,11215
206071145,169,30,166,27,20,410,480,896,256,7,193,179,38,68,1080,36,680,5886,245,9047,9,8,0,0,0,0,0,0,11,0,6,34,338,399,596,947,315,77,261,237,58,90,1262,64,852,5950,601,9855,0,0,0,0,0,0,0,0,0,0,0,10,0,10,13,4,10,0,6,6,6,7,15,3,11,40,4,82,11,4,10,0,6,6,5,3,15,3,11,46,4,95,579,848,301,71,256,228,52,88,1217,60,795,4614,211,7925,3,0,0,5,0,0,0,0,3,0,6,9,309,331,596,854,314,77,262,236,58,93,1230,65,808,4679,526,8352
206071517,146,33,193,54,8,529,701,1504,308,10,308,261,58,70,1589,54,1089,11264,431,16324,6,3,0,0,3,3,0,0,8,0,8,58,738,818,873,1572,365,61,391,350,93,120,1745,85,1287,11380,1177,17671,0,5,0,0,0,0,0,0,0,0,0,9,0,18,18,6,7,0,8,11,0,5,15,5,22,69,6,135,15,12,6,0,8,11,0,5,15,5,20,79,6,156,846,1473,358,57,374,326,84,114,1704,80,1206,9728,396,15001,9,0,3,0,7,8,3,0,11,0,0,41,704,762,873,1484,363,61,386,348,93,119,1729,87,1232,9846,1101,15921
206071518,195,37,260,70,11,709,543,1140,226,15,344,210,64,58,1329,46,868,8411,319,12357,7,5,0,0,0,3,0,0,8,0,9,61,708,794,721,1233,275,71,490,308,89,87,1532,87,1142,8542,1036,13867,0,0,0,0,0,0,0,0,6,0,0,18,0,19,21,9,7,4,9,13,0,9,16,5,14,59,3,124,22,9,7,4,9,13,0,9,13,5,14,80,3,145,689,1165,254,52,468,290,89,84,1469,79,1079,7365,302,11727,4,9,3,25,10,0,5,0,32,6,7,38,630,716,719,1177,271,71,486,311,89,87,1520,84,1104,7484,933,12592
207011146,130,28,161,41,18,507,435,589,170,8,231,172,30,49,484,34,492,5041,186,7213,3,5,0,0,0,4,0,0,3,0,0,33,184,230,593,663,223,130,294,255,55,84,614,59,655,5116,385,7952,0,0,0,0,0,0,0,0,0,0,0,10,0,10,17,14,10,4,16,23,4,4,11,0,16,45,3,115,17,14,10,4,16,23,4,4,11,0,16,56,3,122,533,520,204,68,274,218,49,68,558,56,553,3733,163,5997,38,9,10,61,9,8,0,4,11,4,14,15,152,244,592,546,223,130,294,251,55,80,580,59,587,3806,315,6370
207011147,178,58,327,83,9,777,930,989,425,20,491,497,91,117,770,87,957,10634,370,14896,0,3,3,0,0,9,0,0,0,0,9,56,407,490,1210,1074,519,143,610,666,136,171,949,149,1296,10774,781,16163,0,0,0,0,4,0,0,0,0,0,0,9,0,16,42,12,29,5,17,47,12,14,17,10,33,54,5,182,42,12,29,5,23,47,12,14,17,10,37,63,9,195,1152,926,488,141,586,600,119,156,904,132,1169,8423,307,12972,11,5,0,0,4,8,7,0,0,3,9,36,352,411,1206,945,516,143,612,658,136,168,926,149,1214,8522,668,13584
207011148,152,80,319,118,19,880,989,1135,495,20,621,532,95,119,818,75,1201,14565,476,19632,10,12,5,3,6,6,3,3,4,0,7,118,448,613,1256,1226,599,121,764,704,131,171,975,151,1527,14798,941,21123,0,0,0,0,0,0,0,0,0,0,0,12,0,13,40,10,26,0,23,40,4,14,15,8,24,94,5,214,40,10,26,0,23,38,4,14,10,8,24,107,5,223,1199,1041,569,115,732,650,122,151,912,146,1380,11350,423,16705,8,10,3,0,5,8,3,3,5,0,9,45,362,436,1254,1061,597,121,762,698,129,169,929,152,1412,11503,785,17368
207011149,294,114,455,94,16,1223,1183,1415,577,30,533,627,115,123,1167,80,1318,13423,522,19304,12,8,3,0,7,5,0,0,10,0,16,98,553,699,1560,1538,708,355,696,880,154,197,1470,201,1786,13618,1094,21232,0,0,0,0,0,0,0,0,0,0,3,22,0,26,67,22,48,12,28,55,8,13,27,11,52,116,14,307,73,26,48,12,28,55,8,13,28,11,54,137,14,337,1468,1326,649,332,664,813,145,181,1384,181,1597,10564,427,16938,24,8,9,10,5,12,0,0,4,3,10,49,467,569,1560,1359,708,355,698,876,156,196,1412,201,1665,10748,910,17841
