CED_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
CED221,4,0,0,5,5830,5837,191,4,6,7,6153,6361,5891,226,243,11,8334,14710,11681,430,706,31,3032,15878,7783,498,979,80,1673,11009,5684,422,1180,163,816,8268,3612,236,661,235,240,4991,1597,75,251,303,79,2302,369,15,33,170,21,609,36806,1903,4056,1014,26187,69971,9,0,0,5,5700,5709,523,30,11,4,5616,6183,8415,372,356,33,6789,15965,11181,646,961,107,2528,15419,7087,678,1561,294,1391,11011,5071,475,1526,601,609,8289,2979,214,991,1045,200,5434,1102,65,309,1072,46,2591,206,8,48,747,19,1031,36576,2496,5770,3903,22888,71631,12,0,0,3,11529,11548,719,35,12,13,11765,12543,14304,596,600,44,15120,30666,22858,1079,1663,138,5557,31300,14869,1176,2538,372,3061,22019,10759,898,2710,767,1425,16563,6590,454,1651,1283,449,10430,2694,138,558,1374,125,4887,574,18,84,920,38,1644,73379,4404,9827,4915,49072,141598
CED222,13,0,5,0,5174,5202,235,15,3,4,8040,8288,5637,220,304,11,12280,18457,9130,427,816,27,3590,13998,7477,506,1195,77,2446,11700,6372,509,1444,133,1586,10047,5195,353,1011,310,713,7583,3483,152,396,567,205,4806,1180,32,95,610,62,1972,38736,2212,5273,1746,34092,82051,24,3,0,3,4996,5019,580,40,31,0,6466,7114,7137,308,469,36,8022,15973,9256,615,1100,113,2819,13903,7442,692,1895,251,1876,12155,6054,534,1954,664,1212,10420,4949,311,1363,1450,594,8668,2544,101,581,2300,187,5704,551,21,138,2184,50,2941,38531,2627,7526,7008,26211,81903,40,5,5,8,10170,10219,816,51,36,3,14495,15407,12777,537,771,45,20300,34431,18385,1047,1924,146,6407,27900,14918,1195,3087,332,4326,23858,12427,1041,3402,799,2799,20465,10142,666,2376,1763,1310,16254,6027,250,974,2868,395,10506,1737,51,228,2788,111,4915,77264,4838,12795,8753,60312,163955
CED223,0,0,0,0,4640,4642,67,7,0,5,3584,3660,2147,141,122,5,5619,8032,4541,337,517,15,2929,8342,5344,509,1229,64,2419,9564,6684,549,1956,241,1682,11115,7137,469,1782,501,885,10761,3831,172,656,657,271,5591,939,20,104,537,66,1673,30697,2203,6363,2028,22092,63375,9,0,0,9,4256,4273,128,10,0,5,3253,3398,2808,196,166,15,5062,8246,5100,519,702,59,2752,9130,5666,607,1713,197,2140,10324,7073,627,2282,601,1324,11910,6527,399,1813,1346,559,10640,2865,120,684,2041,222,5933,484,16,121,1884,70,2575,30664,2489,7480,6155,19631,66422,6,4,0,9,8896,8916,194,14,4,6,6835,7052,4957,334,283,27,10680,16281,9645,855,1218,78,5676,17472,11011,1120,2937,261,4556,19886,13761,1178,4232,843,3006,23021,13663,863,3596,1848,1437,21401,6701,287,1338,2701,496,11529,1427,37,229,2425,139,4247,61363,4694,13846,8185,41715,129805
CED224,7,0,0,0,4626,4634,65,5,3,0,4291,4365,2776,88,101,3,6751,9724,7570,294,527,25,3048,11466,7442,488,1091,57,2175,11255,6009,418,1298,171,1308,9203,4681,253,956,276,569,6737,2709,100,482,446,187,3925,836,16,120,474,58,1507,32096,1670,4585,1449,23020,62821,12,0,0,0,4467,4478,168,8,0,5,3934,4115,3723,152,188,9,5949,10021,8067,474,813,63,2964,12380,7571,652,1683,173,2065,12143,5797,467,1969,444,1117,9793,4240,310,1625,1118,550,7836,2068,109,750,1776,212,4912,424,15,192,1896,90,2620,32055,2185,7234,5488,21349,68297,12,0,0,0,9089,9111,234,10,10,5,8221,8485,6496,240,291,17,12708,19743,15641,769,1337,86,6014,23851,15009,1145,2776,234,4239,23399,11802,884,3269,619,2427,19002,8919,563,2583,1392,1122,14574,4772,211,1235,2219,402,8841,1265,36,310,2373,144,4126,64153,3849,11814,6940,44364,131118
CED225,0,0,0,0,4819,4822,31,0,0,0,4573,4603,2339,52,86,9,6849,9331,7027,272,436,17,3033,10785,7198,455,902,52,2046,10654,6314,357,1130,130,1346,9282,5668,235,884,296,590,7668,3197,103,344,442,166,4249,870,20,69,465,47,1467,32640,1490,3856,1413,23471,62867,0,0,0,3,4334,4341,60,3,4,3,4139,4212,3238,125,140,14,6107,9618,7612,370,660,35,2806,11482,7251,536,1389,128,2030,11333,6478,429,1736,408,1258,10305,5298,289,1476,1048,599,8707,2424,108,648,1646,198,5018,487,12,136,1709,60,2403,32848,1865,6197,4987,21532,67424,0,0,0,3,9155,9163,91,4,9,3,8715,8816,5574,176,223,17,12959,18952,14641,646,1098,52,5834,22268,14448,987,2297,181,4080,21990,12797,782,2870,535,2607,19590,10963,521,2361,1340,1188,16381,5619,207,997,2088,359,9268,1353,31,202,2177,107,3870,65487,3359,10056,6391,45001,130296
CED226,0,0,0,0,5866,5870,40,3,0,6,6039,6089,2022,58,86,3,8152,10321,6106,188,399,4,2497,9190,7946,347,716,50,1496,10554,7324,258,831,110,1068,9586,5674,173,589,223,638,7299,3261,84,316,344,254,4256,1089,22,69,543,97,1821,33465,1129,2995,1287,26106,64987,0,0,0,0,5658,5657,67,3,0,0,5899,5977,2741,83,159,6,7556,10543,7135,296,639,31,2576,10684,8976,478,1188,127,1599,12363,7256,323,1488,303,1144,10519,5400,212,1245,886,716,8461,2538,79,633,1639,456,5347,549,13,189,2146,272,3168,34665,1492,5548,5134,25887,72722,0,0,0,0,11524,11534,111,4,0,8,11937,12067,4766,138,245,13,15705,20867,13241,484,1036,42,5074,19873,16919,829,1905,174,3086,22915,14581,579,2316,407,2216,20099,11079,381,1832,1102,1354,15755,5798,162,944,1982,716,9605,1637,37,252,2691,366,4987,68135,2616,8543,6421,51988,137707
CED227,0,0,0,0,5531,5536,96,7,3,4,5004,5115,4826,149,156,19,7264,12406,9743,396,595,19,2471,13221,7173,487,1071,55,1488,10272,5242,350,1059,132,770,7559,3914,222,674,213,262,5278,2213,92,251,325,97,2977,488,12,37,258,15,809,33694,1706,3852,1030,22900,63186,3,0,0,0,5055,5061,260,15,6,4,4682,4964,6696,285,292,18,6379,13663,9605,579,887,75,2334,13482,6852,644,1580,157,1381,10612,4969,453,1581,460,577,8044,3671,223,1117,945,206,6162,1591,60,382,1275,84,3402,233,0,80,933,27,1271,33884,2260,5925,3862,20724,66650,9,0,0,0,10585,10598,356,22,6,9,9689,10078,11520,432,445,35,13639,26068,19348,980,1484,95,4808,26702,14027,1130,2651,211,2875,20885,10211,802,2641,592,1346,15597,7584,443,1789,1158,473,11444,3806,149,637,1608,182,6381,721,13,116,1191,42,2079,67572,3969,9774,4898,43627,129832
CED228,7,0,5,0,5858,5868,182,12,0,4,6844,7043,7148,246,223,22,9564,17204,14317,534,706,32,3196,18796,7274,541,1000,60,1830,10709,5512,407,1139,129,905,8100,3796,256,638,292,355,5335,1604,67,206,317,77,2270,302,8,26,217,15,566,40137,2073,3946,1084,28650,75889,15,0,0,4,5403,5420,546,28,23,0,5497,6088,10700,392,385,34,7237,18757,12896,764,1004,123,2839,17623,6489,689,1531,247,1620,10575,5173,492,1610,707,710,8693,3216,256,919,1109,227,5721,1013,61,320,1103,67,2555,157,4,48,815,12,1038,40204,2680,5833,4128,23621,76468,20,0,5,4,11261,11294,722,40,19,3,12346,13134,17849,639,605,55,16802,35954,27214,1296,1714,154,6040,36421,13763,1227,2533,313,3460,21287,10682,901,2749,835,1615,16791,7010,509,1553,1397,579,11050,2613,129,523,1419,144,4825,458,10,79,1029,28,1603,80336,4754,9779,5215,52272,152359
CED229,0,0,0,0,2893,2896,91,0,4,4,5271,5371,3283,152,195,11,16001,19644,6078,385,863,14,6897,14237,4950,497,1245,44,3793,10536,4271,428,1487,118,2235,8543,3730,271,1179,211,1122,6516,2049,102,503,239,424,3311,574,21,91,291,125,1101,25046,1851,5566,934,38754,72154,3,0,0,0,2983,2989,192,11,0,0,5787,5998,4281,214,429,10,16028,20964,6112,438,1162,53,6517,14287,4976,526,1704,132,3592,10935,4222,355,1867,313,2048,8802,3360,257,1628,767,896,6911,1483,78,657,1159,268,3650,282,8,154,1222,86,1757,24914,1880,7616,3661,38211,76283,7,0,0,0,5873,5881,286,15,0,0,11058,11363,7564,364,627,24,32025,40606,12193,821,2026,71,13412,28521,9930,1020,2959,180,7384,21470,8495,777,3353,432,4283,17343,7090,533,2812,979,2024,13427,3534,178,1160,1398,690,6958,855,28,249,1515,212,2862,49956,3735,13184,4601,76964,148433
CED230,0,0,0,5,4695,4701,113,13,0,5,4202,4333,2801,151,119,15,6606,9688,4821,399,489,20,2990,8713,5489,566,1162,87,2612,9910,7131,708,1956,243,2089,12130,6963,568,1794,518,1119,10974,4066,186,681,785,382,6099,1127,33,87,768,111,2129,32507,2625,6291,2438,24815,68674,4,0,0,0,4278,4283,191,23,0,5,3685,3902,3497,271,191,25,5885,9873,5071,555,620,57,2792,9092,5929,696,1514,214,2057,10412,7231,633,2224,692,1307,12097,6438,391,1692,1603,527,10641,3095,111,580,2623,185,6596,585,15,117,2537,87,3339,32037,2704,6936,7759,20807,70245,4,3,0,5,8974,8984,298,38,4,8,7893,8235,6295,426,311,43,12491,19562,9889,950,1115,77,5783,17807,11418,1266,2677,302,4666,20319,14364,1343,4185,937,3403,24230,13406,962,3487,2123,1645,21612,7167,293,1261,3408,567,12696,1708,50,202,3298,197,5466,64547,5328,13230,10193,45621,138916
CED231,0,0,0,0,4090,4092,73,3,6,0,4799,4882,2628,81,132,11,8958,11811,6405,324,519,14,3680,10951,6237,490,1043,43,2306,10114,5269,398,1164,102,1379,8317,4407,242,802,279,709,6444,2915,123,306,396,230,3965,919,22,58,461,61,1526,28857,1689,4024,1318,26209,62097,0,0,0,0,3787,3790,143,12,0,0,4536,4692,3514,182,265,7,8178,12153,6786,453,804,45,3488,11574,6298,592,1467,151,2180,10688,5228,459,1667,403,1295,9057,4360,284,1154,1094,633,7522,2230,98,461,1900,201,4889,378,10,98,1774,72,2332,28929,2087,5918,5380,24373,66690,5,0,4,0,7876,7886,208,17,5,0,9335,9572,6145,267,396,22,17131,23961,13191,775,1325,60,7168,22522,12532,1075,2509,199,4489,20803,10499,855,2825,504,2677,17371,8763,530,1953,1375,1343,13963,5140,222,770,2296,425,8855,1295,34,157,2236,131,3856,57782,3777,9947,6697,50585,128786
CED232,0,0,0,0,5313,5316,51,5,5,0,4411,4479,3663,106,112,6,5912,9796,8196,332,518,17,2644,11704,7107,514,1069,53,1702,10448,6019,393,1135,149,905,8598,4727,262,734,292,345,6364,2339,86,283,331,95,3138,361,13,44,241,20,679,32472,1707,3901,1090,21350,60522,11,0,3,0,4950,4956,153,9,4,0,3862,4030,5029,202,201,9,5293,10739,8405,499,807,51,2575,12340,7041,668,1629,192,1614,11141,5786,434,1595,398,789,9004,4421,239,1123,922,255,6954,1569,49,344,1015,89,3069,192,9,68,799,18,1076,32605,2106,5776,3380,19438,63308,6,0,3,0,10263,10275,210,14,14,0,8271,8507,8695,299,319,13,11209,20536,16607,833,1320,67,5217,24045,14145,1183,2698,246,3317,21585,11804,830,2731,547,1699,17607,9147,500,1860,1217,595,13314,3913,135,629,1339,182,6201,552,20,108,1038,38,1750,65077,3818,9676,4468,40793,123834
CED233,14,0,0,0,3431,3449,162,11,7,11,12730,12923,4608,256,337,17,28133,33351,6008,470,943,15,8960,16397,3798,484,1096,61,3618,9062,3344,381,1251,111,2062,7144,2655,232,905,175,867,4835,1382,75,335,210,350,2358,374,14,60,205,93,751,22347,1927,4938,807,60246,90270,18,0,0,0,4308,4326,281,28,21,9,14714,15054,5560,414,536,21,27448,33977,5574,486,1172,67,7483,14783,3924,472,1420,126,2975,8916,3199,356,1681,338,1573,7154,2393,231,1269,686,802,5380,948,69,535,890,303,2731,181,12,112,839,119,1255,22071,2055,6747,2964,59728,93572,29,0,0,0,7736,7776,447,35,30,16,27446,27976,10167,667,873,39,55579,67326,11580,956,2114,85,16444,31175,7723,955,2517,184,6595,17975,6551,741,2931,447,3635,14302,5044,458,2180,861,1666,10215,2324,144,868,1100,657,5089,554,24,173,1041,214,2004,44419,3990,11693,3777,119972,183844
CED234,0,3,0,0,5335,5343,69,0,0,0,5618,5683,3085,71,168,6,6887,10218,7923,270,450,9,2401,11052,8113,390,877,49,1767,11196,7640,334,998,100,972,10045,6174,198,635,277,400,7694,4523,99,328,573,131,5658,1584,24,74,673,36,2391,39120,1391,3533,1693,23552,69291,0,0,0,0,4814,4818,123,4,3,0,4957,5085,4137,120,247,13,5876,10392,8811,397,789,37,2158,12194,8578,581,1375,134,1552,12220,7795,364,1657,412,906,11134,6135,212,1156,1140,452,9097,3643,102,571,2395,180,6895,744,19,167,2373,74,3383,39966,1803,5962,6508,20969,75208,3,3,0,0,10144,10157,193,4,0,0,10570,10771,7219,193,410,16,12767,20607,16731,665,1236,47,4556,23247,16689,977,2251,182,3322,23420,15434,697,2649,512,1883,21181,12310,413,1788,1424,850,16789,8174,199,905,2970,312,12559,2331,43,238,3049,113,5775,79087,3197,9491,8201,44525,144504
CED235,0,3,0,4,3851,3852,57,7,3,3,3220,3287,2118,135,110,8,5046,7410,4162,281,473,17,2645,7582,4692,488,1071,68,2167,8496,6187,510,1697,199,1650,10239,7066,512,1662,469,796,10509,3926,199,593,625,222,5567,843,37,101,591,50,1618,29050,2159,5725,1984,19646,58569,4,0,0,0,3791,3798,99,10,3,0,2969,3084,2770,222,196,13,4880,8088,4451,478,673,52,2519,8175,5110,585,1444,167,1926,9232,6601,552,2248,581,1282,11269,6614,419,1922,1346,595,10893,2905,86,717,1968,135,5811,406,25,125,1784,33,2375,28970,2370,7325,5913,18141,62717,4,3,0,4,7641,7650,160,12,7,8,6191,6375,4882,354,308,21,9924,15497,8613,762,1140,69,5171,15754,9806,1074,2525,231,4091,17726,12792,1061,3945,777,2939,21510,13681,927,3585,1821,1396,21404,6834,282,1313,2592,356,11374,1248,56,231,2369,83,3987,58024,4532,13045,7890,37791,121284
CED236,3,0,0,3,4907,4919,96,10,0,4,4201,4317,2528,177,127,8,6213,9049,4809,392,499,21,2781,8498,5526,597,1177,82,2493,9868,6466,640,1739,217,1704,10768,6493,481,1576,496,823,9871,3844,196,636,731,291,5707,983,27,116,592,64,1784,30749,2519,5873,2156,23477,64777,4,0,3,6,4281,4293,202,23,3,9,3743,3977,3284,253,176,25,5574,9310,5102,551,658,71,2650,9023,5777,703,1522,189,1883,10082,6614,672,2040,602,1148,11072,6038,379,1687,1362,435,9904,2943,97,619,2079,147,5888,510,15,127,1984,61,2694,30464,2690,6839,6321,19922,66241,14,0,3,3,9187,9207,299,26,14,12,7941,8291,5808,430,306,31,11789,18361,9908,938,1153,88,5425,17517,11307,1300,2694,271,4374,19953,13085,1308,3779,822,2851,21840,12527,860,3259,1859,1267,19778,6784,299,1258,2813,437,11593,1494,42,244,2579,126,4479,61217,5208,12716,8474,43403,131014
CED237,6,0,0,0,4986,4988,146,3,0,0,5812,5961,4521,160,208,9,8387,13284,9060,440,612,23,3163,13294,6850,552,1051,54,1801,10304,6093,491,1141,129,890,8739,4959,261,620,284,296,6427,2612,82,210,440,79,3422,706,14,42,368,31,1160,34950,2005,3887,1308,25446,67589,6,0,0,0,4601,4611,422,23,23,5,4890,5358,6308,316,290,12,6232,13158,9086,619,938,58,2424,13132,6640,680,1555,189,1539,10603,5922,537,1763,574,695,9501,4422,265,950,1297,269,7206,1814,68,316,1774,58,4030,346,14,43,1332,18,1762,34977,2527,5885,5239,20729,69353,14,0,4,0,9589,9602,567,21,28,3,10701,11325,10829,475,502,17,14619,26442,18146,1053,1556,80,5591,26426,13485,1229,2606,245,3337,20910,12019,1030,2904,704,1582,18236,9386,535,1568,1581,569,13637,4425,154,522,2211,142,7448,1052,29,85,1703,52,2925,69925,4529,9768,6548,46173,136944
CED238,3,0,5,0,4475,4488,62,3,0,4,3645,3713,2202,120,82,11,6062,8478,4339,340,427,22,3088,8215,5425,526,1062,70,2597,9679,6713,573,1663,206,2032,11192,7152,481,1554,464,1004,10653,3682,145,580,662,343,5409,942,18,63,590,91,1708,30525,2209,5432,2030,23340,63535,4,0,0,3,4115,4123,107,7,0,0,3244,3364,2698,197,156,17,5214,8280,4796,436,619,37,2671,8556,5669,616,1491,183,2061,10016,6985,599,2108,586,1437,11711,6524,344,1596,1375,650,10494,2830,99,588,2195,211,5927,478,15,119,2155,71,2849,30088,2316,6678,6559,19667,65309,6,0,5,7,8589,8601,162,11,3,5,6894,7078,4906,319,233,26,11269,16759,9136,772,1046,60,5758,16776,11093,1147,2550,248,4658,19697,13697,1167,3773,796,3469,22905,13675,824,3151,1845,1653,21143,6505,247,1168,2855,554,11334,1427,40,184,2746,169,4556,60614,4517,12114,8590,43004,128845
CED239,0,0,0,0,3360,3359,173,11,5,0,5633,5821,3824,138,193,9,12663,16831,6921,298,594,18,5299,13140,5209,391,928,46,2793,9371,3916,333,1041,117,1688,7099,2706,213,702,171,734,4524,1987,77,264,369,256,2957,990,29,57,558,74,1711,25723,1497,3787,1290,32504,64803,8,0,4,0,3182,3197,412,27,16,0,5401,5846,4942,209,291,14,11995,17440,6800,419,797,38,5057,13111,5050,500,1245,119,2715,9634,3778,401,1372,356,1651,7560,2531,201,982,867,752,5333,1630,65,389,1840,197,4127,444,25,115,2119,75,2776,25590,1851,5209,5367,31017,69028,4,0,0,4,6541,6556,578,42,20,6,11031,11671,8760,344,480,21,24661,34271,13715,725,1394,59,10355,26247,10257,893,2170,163,5513,19003,7695,737,2417,472,3341,14656,5233,414,1686,1039,1486,9855,3626,147,651,2210,450,7085,1436,49,167,2678,146,4486,51314,3344,8995,6655,63521,133834
CED294,0,0,0,0,234,234,9,0,0,0,337,345,92,35,27,0,783,939,241,98,84,0,575,1008,195,137,156,4,417,912,215,82,166,14,164,644,169,51,115,20,38,392,39,7,28,14,8,90,9,0,4,4,0,15,963,416,581,56,2551,4576,0,0,0,0,231,229,13,0,0,0,304,321,119,58,20,7,682,878,166,60,79,16,412,730,103,65,116,14,185,479,157,39,119,32,79,429,96,13,66,13,28,224,19,6,11,17,6,58,5,4,0,10,0,19,676,246,425,103,1924,3373,0,0,0,0,461,459,18,0,0,3,641,671,207,93,52,7,1467,1819,409,162,165,11,992,1736,300,203,272,18,600,1393,371,123,283,49,243,1074,269,66,180,36,62,613,59,8,45,33,12,152,9,4,7,13,0,29,1642,658,1005,165,4474,7946
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,9,0,0,0,16,0,0,3,0,0,3,3,5,3,0,0,10,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,13,6,0,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,9,0,0,0,16,0,0,3,0,0,3,7,5,3,0,0,14,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,13,6,0,8,38
