SAL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SAL21140,0,8,28,38,13,7,0,0,0,103,139,229,687,724,456,220,45,0,0,2506,0,0,9,16,7,6,0,0,0,35,0,0,3,0,7,5,0,0,0,17,8,17,69,109,92,48,3,0,0,348,0,0,28,28,12,7,0,0,0,81,28,90,221,149,100,53,10,0,0,652,3,11,36,53,22,20,0,0,0,157,61,97,139,134,108,48,3,0,0,605,122,51,48,36,19,12,10,0,0,298,7,35,174,185,130,62,14,0,0,604,0,5,11,20,4,4,0,0,0,46,0,7,50,65,23,7,3,0,0,156,4,13,23,22,21,9,0,0,0,95,5,13,54,64,26,8,3,0,0,182,5,22,50,53,43,21,0,0,0,199,0,15,78,117,62,34,7,0,0,317,5,19,122,150,71,29,5,0,0,403,3,41,189,190,143,54,16,0,0,640,3,10,12,14,12,12,0,0,0,60
SAL21141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
SAL21142,0,0,0,0,0,0,0,0,0,4,0,4,23,18,30,19,6,0,0,108,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,3,11,4,4,0,0,24,0,0,0,0,0,3,0,0,0,3,0,0,6,3,3,0,4,0,0,10,0,4,13,7,8,5,4,0,0,48,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,14,0,0,0,0,3,4,0,0,0,7,0,0,0,3,0,0,0,0,0,7,0,0,4,6,5,3,4,0,0,17,0,5,5,8,10,5,0,0,0,27,0,0,4,0,0,10,5,0,0,14,0,0,3,0,3,4,0,0,0,15
SAL21143,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,15,3,0,0,42,0,0,9,3,7,6,8,6,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0
SAL21144,0,0,0,0,0,0,0,0,0,3,0,0,4,11,11,7,7,0,0,41,0,0,0,4,9,8,12,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,8,0,0,0,3,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SAL21145,11,0,15,26,19,13,4,0,0,85,120,173,479,437,412,321,90,7,0,2039,0,3,16,20,10,16,9,0,0,72,0,0,3,5,3,0,0,0,0,15,9,27,73,87,107,66,14,0,0,383,4,3,15,10,17,6,5,0,0,54,34,59,187,138,103,67,11,0,0,603,0,5,21,25,21,22,4,0,0,100,54,73,123,82,70,55,15,5,0,481,84,38,52,42,31,28,4,0,0,277,0,10,18,29,24,39,6,0,0,129,0,0,3,3,5,5,0,0,0,20,0,0,15,10,10,8,7,0,0,44,0,8,9,13,9,6,3,0,0,53,0,11,50,29,27,19,5,0,0,138,5,10,21,33,37,30,7,3,0,148,0,31,103,69,50,43,16,0,0,322,5,13,73,66,58,46,13,0,0,267,11,37,127,106,124,127,42,5,0,562,11,9,13,17,12,16,0,0,0,84
SAL21146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21147,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL21148,0,0,0,0,3,5,0,0,0,4,29,23,50,82,104,81,17,0,0,385,4,0,6,23,14,10,6,3,0,63,0,0,0,9,0,0,0,0,0,10,7,4,0,8,8,0,4,0,0,35,0,0,0,7,8,6,0,0,0,26,7,5,15,19,24,13,3,0,0,90,0,0,0,11,14,4,3,0,0,31,29,8,8,10,12,13,5,0,0,89,7,0,0,0,3,5,0,0,0,23,0,0,3,4,12,21,3,0,0,43,0,0,0,0,0,0,0,0,0,6,0,0,4,4,11,4,0,0,0,24,0,4,0,0,0,0,0,0,0,3,0,3,9,10,6,0,5,0,0,31,0,0,4,4,9,4,0,0,0,29,0,0,3,9,7,16,0,0,0,29,0,4,9,12,24,15,0,0,0,68,0,12,25,28,43,27,5,0,0,140,0,0,0,0,0,0,0,0,0,5
SAL21149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21150,0,0,0,0,0,0,0,0,0,0,4,3,18,9,20,23,0,0,0,81,7,6,17,8,16,18,4,4,0,73,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,4,3,0,0,0,0,6,0,0,7,0,3,10,0,0,0,20,0,0,3,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0
SAL21151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21152,3,25,73,49,32,18,10,7,0,218,255,838,2177,1360,1071,719,259,37,8,6721,3,5,13,7,9,8,4,3,0,61,5,3,7,7,14,4,6,3,0,39,15,43,142,93,92,54,22,3,0,470,0,8,47,41,17,10,3,0,0,118,4,67,237,127,106,61,12,0,0,619,5,21,86,58,59,35,8,5,0,282,107,264,358,176,130,67,30,14,0,1139,170,279,234,86,54,33,17,0,0,872,6,31,102,57,43,45,19,0,0,298,6,33,90,70,57,40,12,3,0,314,0,53,273,285,208,116,40,7,4,986,4,24,89,58,60,42,14,8,0,286,13,210,772,480,383,244,113,26,0,2247,9,42,138,75,71,39,15,4,0,388,0,55,233,171,106,107,30,6,0,711,33,134,446,288,205,166,77,7,0,1361,18,172,586,346,328,294,125,15,0,1893,26,53,85,50,45,13,5,4,0,275
SAL21153,3,16,40,33,24,15,5,0,0,136,139,496,1310,896,787,486,169,20,3,4300,0,0,3,9,0,3,5,0,0,26,0,0,4,8,10,0,0,0,0,19,6,21,71,74,76,37,11,3,0,304,0,4,21,29,12,9,3,0,0,80,3,66,160,87,59,46,28,6,0,457,3,12,57,61,53,33,11,5,0,236,54,158,216,125,105,58,23,5,0,737,83,125,122,56,39,18,8,0,0,454,4,28,50,46,46,26,14,0,0,211,0,18,59,59,44,14,4,0,0,199,4,33,185,185,159,74,26,7,0,669,0,21,52,44,49,21,8,8,0,202,3,130,495,356,277,193,68,8,0,1534,0,23,67,47,42,31,10,3,0,227,3,19,139,99,88,58,21,0,0,422,30,53,243,189,157,150,43,7,0,875,16,119,370,215,219,163,63,7,0,1170,21,20,70,33,20,11,10,0,0,187
SAL21154,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,4,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL21155,0,0,0,0,0,0,0,0,0,0,0,3,7,7,7,10,0,0,0,39,0,0,0,0,0,9,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,0,0,0,8,0,0,0,4,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,4,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SAL21156,0,0,3,3,3,5,0,0,0,18,20,25,57,84,97,73,15,0,0,370,0,6,9,4,10,9,4,0,0,31,0,0,0,5,0,5,0,0,0,13,4,6,5,10,13,16,5,0,0,55,0,0,4,20,16,22,0,0,0,65,8,9,12,19,23,24,3,0,0,99,0,3,3,0,3,10,0,0,0,19,8,5,12,10,15,11,0,0,0,58,14,11,4,0,3,3,0,0,0,37,0,0,3,9,9,0,4,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,5,0,0,3,6,14,4,0,0,0,34,0,0,0,4,5,5,0,0,0,15,0,3,17,20,21,12,0,0,0,71,0,5,8,8,15,16,3,0,0,48,5,11,15,21,21,24,3,0,0,101,0,4,0,0,0,3,0,0,0,10
SAL21157,0,0,0,0,0,0,0,0,0,3,6,3,16,16,7,14,3,0,0,65,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,4,3,3,3,0,0,0,18,0,0,0,3,5,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,12,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,5,3,3,0,0,0,0,12,0,0,0,5,0,3,0,0,0,14,0,0,10,7,0,3,0,0,0,16,3,0,0,0,0,0,0,0,0,3
SAL21158,5,6,13,7,11,15,5,0,0,61,109,137,302,355,399,366,79,8,0,1759,7,12,15,18,24,27,11,4,0,111,0,0,0,5,0,4,0,0,0,12,34,21,61,70,97,67,8,3,0,363,0,0,15,15,10,15,0,3,0,60,35,43,121,103,85,83,13,0,0,492,3,8,14,12,19,14,5,0,0,74,24,29,41,34,56,66,8,4,0,270,84,41,52,46,54,37,10,0,0,323,0,3,8,18,32,41,12,0,0,115,0,0,6,7,6,3,0,0,0,28,0,0,9,10,18,9,4,0,0,47,0,6,3,11,16,8,0,0,0,43,0,16,25,43,38,41,18,3,0,187,4,6,16,21,25,23,4,0,0,100,0,8,21,52,35,31,7,0,0,152,0,16,58,77,68,54,13,3,0,292,7,21,79,80,97,116,23,9,0,430,0,0,17,23,22,10,5,0,0,85
SAL21159,0,0,0,0,0,0,0,0,0,3,0,3,4,5,9,4,0,0,0,40,0,6,3,0,0,4,5,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
SAL21160,0,0,3,5,3,4,0,3,0,19,13,26,68,83,110,127,35,3,0,473,0,0,3,9,12,9,3,3,0,43,0,5,14,19,6,10,0,0,0,51,0,3,15,8,23,26,14,0,0,92,0,0,0,0,5,3,0,0,0,9,0,9,17,11,20,32,7,0,0,98,0,4,0,6,0,3,0,0,0,15,10,13,10,24,21,16,5,0,0,94,8,0,4,10,16,8,4,0,0,54,0,4,3,4,19,15,3,0,0,53,0,0,3,0,0,0,0,0,0,9,0,0,0,7,7,6,0,0,0,24,0,0,0,3,6,0,0,0,0,8,0,0,0,5,14,6,8,0,0,41,0,0,5,3,4,13,0,0,0,22,0,0,5,3,26,14,8,0,0,60,0,0,12,13,13,12,3,0,0,57,0,3,14,21,35,68,10,0,0,157,0,5,4,0,6,4,0,0,0,16
SAL21161,0,0,5,0,0,0,0,0,0,7,3,17,37,37,53,37,4,0,0,185,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,9,10,9,6,3,0,0,46,0,0,7,0,0,0,0,0,0,4,0,0,26,24,12,9,4,0,0,71,0,0,0,3,8,0,0,0,0,14,0,5,5,4,8,0,0,0,0,23,6,0,0,0,0,0,0,0,0,8,0,0,0,10,4,12,5,0,0,31,0,0,0,0,0,3,0,0,0,4,0,0,3,4,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,3,0,0,14,0,0,0,3,0,0,0,0,0,11,0,0,5,10,3,9,0,0,0,25,0,0,4,0,11,9,0,0,0,35,0,0,11,9,10,10,4,0,0,42,0,0,5,0,0,0,0,0,0,9
SAL21162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL21163,0,0,5,5,3,4,0,0,0,22,45,53,117,163,217,99,23,0,0,722,0,0,0,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,0,9,16,31,21,8,0,0,93,0,0,3,4,10,3,6,0,0,20,0,14,25,26,35,10,3,0,0,111,0,0,10,13,25,11,0,0,0,56,31,28,29,26,34,19,8,0,0,168,32,12,13,9,16,10,3,0,0,81,0,3,9,14,15,16,9,0,0,54,0,4,4,3,12,3,0,0,0,27,0,6,21,22,19,7,0,0,0,75,0,3,3,4,6,10,0,0,0,21,0,9,21,49,49,19,3,4,0,148,0,5,0,4,13,11,4,0,0,41,0,4,12,18,30,17,4,0,0,82,3,7,10,23,35,17,5,0,0,99,3,12,38,51,74,32,13,0,0,230,4,0,7,3,3,0,4,0,0,29
SAL21164,0,0,0,0,0,0,0,0,0,3,3,0,17,4,10,12,6,0,0,52,0,0,4,0,9,4,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0
SAL21165,6,4,18,16,21,9,4,0,0,76,167,193,417,612,619,396,100,15,0,2511,0,3,4,0,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,27,17,42,86,86,67,10,3,0,339,0,0,14,21,8,4,4,0,0,63,17,43,99,100,95,72,16,3,0,450,3,5,14,46,50,19,7,0,0,150,84,92,71,63,69,55,8,0,0,446,128,50,21,29,14,13,0,0,0,260,0,0,26,38,33,28,9,4,0,132,4,0,17,44,20,14,4,0,0,101,0,3,35,81,65,27,5,0,0,216,0,5,14,19,18,4,0,0,0,63,0,24,100,189,109,75,23,3,0,524,3,11,13,35,50,30,5,0,0,143,10,17,46,82,103,53,23,5,0,331,12,30,98,170,214,123,33,4,0,685,7,46,150,162,184,146,35,0,0,742,8,10,13,9,18,9,0,0,0,69
SAL21166,0,0,0,0,0,0,0,0,0,3,0,3,4,6,4,6,3,0,0,20,0,0,7,0,6,4,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
