SAL_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SAL21215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,6,5,0,5,0,10,0,3,0,0,4,0,4,0,0,4,10,6,3,0,20,5,8,0,0,10,3,9,6,0,13,4,0,0,0,7,0,7,0,0,7,0,6,4,0,8,0,0,0,0,0,33,45,12,0,102
SAL21216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SAL21217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,9
SAL21218,6,0,0,0,11,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,8,0,0,0,8,0,5,3,0,12,16,6,3,3,20,13,4,5,0,27,11,10,9,0,28,11,9,4,4,33,10,8,3,0,26,15,14,4,0,36,22,28,10,0,60,17,27,6,0,52,14,28,7,0,49,12,20,0,0,36,22,67,5,0,98,4,8,5,0,15,5,0,0,0,6,183,252,73,16,513
SAL21219,6,0,0,0,8,7,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,5,0,16,0,23,32,5,21,0,55,24,11,27,0,61,24,10,22,5,54,24,25,15,0,69,24,38,14,3,77,27,37,12,0,73,60,96,18,0,178,31,73,3,5,110,34,55,7,0,89,6,29,0,0,32,12,46,0,0,56,18,32,7,0,62,13,4,3,0,19,340,463,165,9,980
SAL21220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,0,0,8
SAL21221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,9,5,0,0,0,3,0,4,0,0,4,0,0,0,0,0,3,0,0,0,5,6,3,0,0,5,9,7,0,0,11,0,0,0,0,0,0,4,0,0,3,0,3,0,0,3,0,5,0,0,5,0,0,0,0,4,30,25,7,0,69
SAL21222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,4,3,0,0,6,3,0,0,0,5,0,0,0,0,0,4,0,0,0,4,3,0,0,0,9,0,10,0,0,7,4,15,0,0,17,0,4,0,0,6,4,15,0,0,17,0,10,0,0,6,0,0,0,0,0,31,56,5,0,96
SAL21223,0,0,0,0,3,0,0,0,0,0,4,0,3,0,3,0,0,4,0,4,8,0,3,0,14,12,0,4,0,21,28,4,8,0,40,16,8,15,0,37,24,19,13,0,53,36,15,11,0,68,23,19,13,0,57,20,26,6,0,52,44,78,21,0,145,31,80,12,0,116,20,66,10,0,97,21,56,4,0,79,28,115,3,0,150,13,42,21,0,71,4,3,0,0,5,338,530,146,5,1022
SAL21224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10
SAL21225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,20
SAL21226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10
SAL21227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,9,0,0,20
SAL21228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,4,4,0,0,0,4,9,0,0,0,10,0,6,0,0,3,0,0,0,0,4,10,3,4,0,13,4,9,0,0,16,4,0,0,0,4,0,4,0,0,4,4,4,0,0,12,3,9,0,0,8,0,0,0,0,0,47,39,6,0,100
SAL21229,8,0,0,0,10,9,0,0,0,8,0,0,0,0,0,4,0,0,0,3,8,0,0,0,6,4,0,6,0,8,32,0,0,0,34,27,3,3,0,32,33,7,0,0,44,29,3,6,0,43,9,7,5,0,22,16,5,3,0,29,23,14,3,0,45,14,11,3,0,31,9,13,0,0,20,8,8,0,0,18,12,15,0,0,30,3,16,4,0,23,8,0,0,0,8,250,112,43,6,409
SAL21230,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,9,4,0,0,0,4,3,0,0,0,8,12,0,0,0,12,4,0,0,0,0,0,5,0,0,5,8,7,0,0,16,5,5,0,0,8,0,8,0,0,8,0,0,0,0,0,5,3,0,0,7,5,10,0,0,10,0,0,0,0,0,52,38,3,0,100
SAL21231,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,3,0,9,33,0,4,0,42,11,0,7,0,21,13,6,12,0,23,13,10,0,0,21,3,14,0,0,13,0,7,0,0,6,10,8,0,0,21,0,15,0,0,13,0,6,0,0,9,0,0,0,0,0,0,0,0,0,6,3,7,3,0,10,7,3,0,0,8,112,70,38,4,216
SAL21232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,4,0,0,0,0,0,4,13,0,0,17
SAL21233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,8,0,0,0,9,5,3,0,0,8,0,0,4,0,6,11,5,0,0,22,4,6,5,0,15,0,7,0,0,12,12,16,0,0,30,12,12,0,0,23,0,7,0,0,4,0,0,0,0,4,3,9,0,0,13,4,5,0,0,13,6,0,0,0,3,76,70,25,0,174
SAL21234,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,4,3,0,13,4,3,4,0,10,14,0,0,0,14,21,4,0,0,23,9,5,6,0,20,19,19,3,0,47,11,9,0,0,31,11,19,3,0,36,24,31,3,0,55,18,43,0,0,63,13,40,5,0,52,9,26,0,0,34,16,49,0,0,67,10,15,0,0,27,4,3,0,0,3,187,271,33,0,500
SAL21235,19,0,0,0,25,3,0,0,0,4,14,0,3,0,15,8,0,0,0,9,44,4,7,0,58,31,0,13,0,49,128,3,24,0,154,101,7,18,4,126,131,29,26,7,182,126,19,20,0,168,41,20,10,0,70,55,35,8,0,97,116,93,5,0,214,55,85,7,0,149,46,73,5,0,129,17,43,6,0,64,88,110,4,0,196,36,56,11,0,106,19,4,3,0,25,1065,588,170,22,1837
SAL21236,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,7,0,0,0,7,9,0,0,0,17,3,0,0,0,7,11,6,3,0,23,0,4,5,0,9,11,0,0,0,13,15,17,4,0,37,3,11,4,0,19,5,16,0,0,21,4,10,0,0,15,16,47,0,0,61,3,9,0,0,18,3,0,0,0,3,112,129,20,0,261
SAL21237,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,4,0,6,31,5,5,0,34,24,5,5,0,41,22,3,6,0,29,20,7,6,0,34,10,7,10,0,25,23,9,0,0,27,27,29,9,5,66,17,41,5,0,65,24,28,0,0,56,6,15,0,0,21,10,34,0,0,48,7,15,0,0,27,5,0,0,0,6,243,203,52,4,504
SAL21238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,0,5,0,4,0,0,3,0,0,0,0,5,5,0,0,0,8,0,0,3,0,3,4,5,0,0,10,0,8,0,0,8,7,5,0,0,8,3,0,0,0,0,0,6,0,0,11,0,5,0,0,7,0,0,0,0,0,28,36,11,0,68
SAL21239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,0,0,4,5,0,0,0,5,0,0,0,0,0,4,0,0,0,6,3,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,24
SAL21240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
SAL21241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,4,3,0,10,0,12,14,4,4,0,21,11,0,8,0,19,9,7,7,0,20,6,12,13,0,31,3,4,5,0,8,0,3,0,0,4,23,8,8,0,40,13,17,0,0,32,12,4,0,0,20,0,6,3,0,6,4,18,0,0,23,3,11,0,0,16,0,0,0,0,0,104,95,64,4,262
SAL21242,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,5,0,0,0,0,6,0,0,0,11,4,4,0,0,9,6,0,0,0,8,6,0,0,0,8,0,9,0,0,9,8,0,0,0,12,6,0,0,0,9,4,3,0,0,4,4,8,0,0,12,4,3,0,0,6,0,0,0,0,3,55,38,5,0,102
SAL21243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,3,0,34
SAL21244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,12,11,3,0,26
SAL21245,12,4,3,0,14,9,0,0,0,11,0,0,4,0,9,7,0,0,0,9,15,0,3,0,25,8,0,12,0,21,84,11,20,3,113,56,13,17,3,92,61,32,22,6,115,68,47,21,3,130,37,28,22,0,91,51,52,14,5,115,77,102,18,4,200,53,110,7,3,172,39,82,0,0,122,18,48,5,0,72,29,89,0,0,119,23,78,16,0,116,27,15,3,0,46,668,700,189,26,1584
SAL21246,17,4,10,3,35,11,6,5,0,18,4,0,6,0,12,10,0,9,0,14,31,3,13,0,49,19,3,14,3,42,70,14,26,4,111,64,19,40,3,124,77,14,42,3,137,85,34,33,5,151,70,47,20,3,135,73,57,34,0,159,177,115,68,7,372,161,135,29,8,323,134,149,21,3,307,90,141,7,4,236,287,830,43,9,1162,50,89,31,0,165,20,7,3,0,30,1432,1661,460,59,3608
SAL21247,12,3,3,0,13,4,0,0,0,3,3,0,0,0,4,0,0,3,0,3,9,4,3,0,13,4,0,5,0,10,10,5,6,0,18,13,3,4,0,21,20,5,7,0,38,26,13,4,4,43,11,9,4,3,34,18,11,4,3,36,41,29,19,0,87,36,39,4,0,77,31,38,10,0,81,23,22,0,0,50,108,348,18,0,478,8,36,5,0,51,10,9,0,0,18,373,567,113,10,1072
SAL21248,7,4,3,0,10,0,0,0,0,4,0,0,4,0,3,3,0,0,0,7,11,3,3,0,16,4,12,12,0,32,27,13,15,0,50,14,11,17,0,38,9,19,22,6,47,19,27,7,0,54,7,24,11,4,45,9,17,6,5,40,24,29,6,0,61,9,25,8,3,48,10,12,0,0,27,10,8,0,0,21,3,10,0,0,18,11,11,6,0,24,0,0,6,0,6,176,234,120,24,552
SAL21249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,3,0,0,5,6,0,0,0,4,0,0,0,0,0,3,5,0,0,7,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,21,21,5,0,48
SAL21250,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,5,7,4,4,0,5,11,4,8,0,26,9,13,11,0,32,12,12,18,0,46,7,26,20,0,58,14,22,10,0,44,18,25,6,0,51,38,49,17,4,100,21,30,4,0,60,9,24,0,0,31,8,7,0,0,20,3,16,0,0,18,3,12,7,0,22,0,4,0,0,6,164,247,109,7,534
SAL21251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,3,0,0,0,0,0,0,0,0,20,7,0,0,27
SAL21253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,20,0,0,0,16,7,0,0,0,13,9,0,0,0,10,4,0,4,0,8,0,0,0,0,6,5,0,0,0,3,0,0,0,0,9,6,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,3,0,0,8,0,3,0,0,7,3,0,0,0,3,66,12,5,0,89
SAL21254,8,3,4,0,12,4,0,0,0,5,0,0,0,0,3,0,0,0,0,0,7,0,10,0,18,7,0,5,0,19,18,3,9,0,24,26,9,10,0,41,36,9,12,0,51,26,14,9,0,52,21,12,11,0,46,26,21,6,0,56,48,61,5,0,125,32,69,8,0,105,23,79,8,0,110,31,55,0,0,84,64,183,8,0,249,18,54,12,0,81,5,3,0,0,10,401,576,114,9,1093
SAL21255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,4,0,9
SAL21256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,3,3,0,0,3,3,0,0,0,4,4,5,5,0,8,0,0,0,0,0,0,7,0,0,3,5,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,6,0,0,0,0,4,0,0,0,0,0,23,23,8,0,50
SAL21257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,8,0,0,10
SAL21258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,6,7,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,15,3,0,36
SAL21259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,9
SAL21260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,0,0,15,9,4,0,26
SAL21261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,11,5,0,4,0,15,3,0,3,0,3,15,3,0,0,22,5,5,0,0,11,0,4,0,0,8,9,3,0,0,10,10,8,4,0,21,3,9,0,0,22,7,5,0,0,10,3,7,0,0,5,6,12,0,0,21,9,3,0,0,14,4,3,0,0,3,89,72,17,0,178
SAL21262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,0,0,0,3,3,4,0,0,7,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,19,15,5,0,34
SAL21263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,11
SAL21264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL21265,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,4,6,0,0,0,7,13,0,5,0,21,6,0,0,0,5,9,4,0,0,14,0,3,0,0,7,7,0,0,0,8,8,3,0,0,11,11,4,3,0,10,6,0,0,0,6,0,5,0,0,4,0,0,0,0,0,4,9,0,0,10,4,3,0,0,7,0,0,0,0,0,85,31,17,0,133
SAL21266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL21268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
SAL21269,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,3,0,0,6,9,6,0,0,12,11,5,0,0,12,6,3,0,0,10,6,0,0,0,7,14,7,0,0,18,10,9,0,0,21,9,3,0,0,14,3,3,0,0,11,0,10,0,0,12,9,14,0,0,23,0,4,0,0,9,0,0,0,0,4,90,73,13,6,179
SAL21270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9
SAL21271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,10
SAL21272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,3,4,0,26
SAL21273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,17,9,0,0,0,7,6,3,0,0,14,5,3,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,6,0,0,8,0,0,0,0,6,0,0,0,0,0,64,22,4,3,96
