SAL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SAL21385,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,9,12,15,17,21,28,3,30,9,138
SAL21386,0,5,0,0,5,5,0,0,0,9,0,3,0,0,0,0,0,0,0,6,10,43,26,22,35,29,3,37,0,207
SAL21387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,15
SAL21388,0,0,5,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,6,8,9,31,26,21,41,40,6,36,8,198
SAL21389,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,5,0,3,6,3,0,4,10,0,38
SAL21390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,19
SAL21391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,8,14,0,23,5,66
SAL21393,0,0,0,0,4,0,0,0,0,4,0,0,3,4,5,0,0,3,4,18,24,66,47,27,56,86,22,93,6,435
SAL21394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,7,4,10,0,0,0,30
SAL21395,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,5,0,0,9,10,0,40
SAL21396,4,11,8,3,12,9,0,5,0,58,0,6,5,4,9,6,0,0,16,49,68,168,156,93,182,200,48,119,34,1065
SAL21397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,4,8,0,27
SAL21398,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,8,7,3,6,7,3,11,0,33
SAL21399,6,19,14,4,13,16,8,15,3,94,8,11,20,5,14,20,6,9,20,113,113,341,278,191,341,361,113,246,45,2026
SAL21400,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,6,3,11,11,0,10,3,61
SAL21401,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,27,12,0,11,14,5,13,0,92
SAL21402,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,11,5,0,7,14,5,14,0,63
SAL21403,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,12,7,11,5,9,3,20,4,80
SAL21404,0,0,0,0,0,6,0,0,0,9,0,4,0,4,0,0,0,0,0,5,5,24,16,12,31,42,10,29,4,181
SAL21405,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,10,10,0,11,14,0,8,0,63
SAL21406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10
SAL21407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,10,0,20
SAL21408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,3,0,4,0,23
SAL21411,18,28,26,10,50,43,9,23,0,213,14,32,17,14,57,37,12,18,36,237,281,659,519,354,1148,974,261,488,81,4757
SAL21412,12,23,22,20,28,35,8,24,0,172,11,16,8,12,19,21,4,14,46,142,165,459,390,286,592,609,211,393,102,3202
SAL21413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,5,5,29
SAL21414,8,21,14,8,25,26,8,15,0,117,5,22,10,3,23,23,6,16,11,116,221,594,371,313,544,689,207,457,48,3453
SAL21415,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,16,6,5,8,9,0,6,0,62
SAL21416,0,0,0,3,0,0,0,3,0,8,0,0,0,0,0,4,0,0,0,12,6,26,16,13,26,36,3,45,7,187
SAL21417,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,6,11,11,3,14,0,65
SAL21418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,6,16,8,6,16,0,67
SAL21419,0,0,0,0,5,0,0,4,0,3,0,0,4,0,0,0,0,0,0,5,9,16,17,12,27,36,8,45,0,180
SAL21420,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,10,18,13,15,21,10,35,3,134
SAL21421,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,7,6,8,7,16,7,4,4,62
SAL21422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
SAL21424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SAL21425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,0,14,0,26
SAL21426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23,10,9,12,17,4,21,0,94
SAL21427,3,3,6,6,7,0,5,8,0,32,0,3,0,0,0,0,0,0,7,15,24,67,54,59,85,86,24,58,12,462
SAL21428,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,6,9,10,21,17,14,11,29,9,43,3,167
SAL21429,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,20,14,26,17,28,22,6,23,9,154
SAL21430,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,3,8,5,9,20,4,15,0,66
SAL21431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL21432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,8
SAL21435,0,5,0,3,4,8,0,0,0,29,0,3,0,0,5,0,3,0,3,14,50,144,88,54,146,177,44,99,5,803
SAL21436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,6,0,15
SAL21437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,6,0,5,0,25
SAL21438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,13
SAL21439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,15
SAL21440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,13
SAL21441,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,0,0,0,0,20,0,3,8,0,29,0,3,3,0,49
SAL21442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,5,0,9,0,29
SAL21443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL21444,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,9,10,18,71,46,20,60,70,9,44,8,357
SAL21445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21447,3,7,5,0,7,0,0,4,0,26,0,7,3,3,9,11,6,0,11,43,73,246,160,99,165,228,73,230,21,1291
SAL21448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL21449,3,9,5,0,8,8,4,0,0,43,8,12,5,7,10,9,0,9,16,70,123,328,217,149,230,248,66,157,47,1573
SAL21450,0,0,0,0,0,3,0,5,0,17,0,4,0,0,3,0,0,0,6,12,15,35,21,26,54,58,20,43,6,287
SAL21451,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,9,0,3,0,5,10,10,3,17,0,60
SAL21452,25,74,57,24,74,71,20,19,11,372,26,66,55,38,143,115,11,30,124,604,406,1309,1173,732,2371,1790,383,619,253,9046
SAL21453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0,4,0,19
SAL21454,0,0,0,0,0,4,0,0,0,10,0,5,0,0,0,3,0,0,0,6,0,23,27,16,39,28,9,38,0,188
SAL21455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,11,6,14,3,19,0,78
SAL21456,4,12,10,8,9,23,0,11,0,79,5,5,0,0,9,13,0,10,11,55,87,203,157,99,227,287,88,179,27,1347
SAL21457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,13,6,13,11,3,7,4,68
SAL21458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,4,0,18
SAL21459,7,11,11,5,15,17,0,8,0,77,8,11,3,6,16,18,0,7,6,72,70,151,107,105,276,259,78,182,32,1259
SAL21460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,7,3,8,7,0,11,0,57
SAL21461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10
SAL21462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,15
SAL21463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,9
SAL21464,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,12,3,3,10,10,0,14,0,50
SAL21465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,5,7,0,11,0,29
SAL21466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,6,10,0,0,0,30
SAL21467,54,68,72,26,85,106,29,54,0,503,17,53,40,21,116,123,31,59,67,528,717,1729,1460,1040,2512,2790,773,1364,134,12506
SAL21468,0,9,3,0,6,5,0,8,0,36,6,4,7,4,7,3,0,6,3,38,44,135,84,74,104,167,38,94,9,750
SAL21469,29,63,49,17,57,63,9,33,0,316,7,24,29,22,59,83,11,36,48,326,472,1203,1014,669,1983,2038,542,1058,115,9097
SAL21470,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,15,4,0,3,12,4,16,0,57
SAL21471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,9,11,11,9,3,36,4,106
SAL21472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,3,3,5,5,9,0,41
SAL21473,7,8,16,5,12,18,7,10,0,78,4,10,7,6,18,14,3,9,6,67,82,181,160,102,232,260,83,137,25,1267
SAL21474,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,7,7,17,14,17,13,26,7,31,5,138
SAL21475,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,17,9,4,5,7,3,5,0,52
SAL21476,8,14,18,11,13,18,3,6,5,78,4,17,15,10,39,28,4,9,28,147,104,313,345,183,534,423,102,172,72,2248
SAL21477,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,6,0,7,0,3,9,14,0,3,0,37
SAL21478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,12
SAL21479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,13
SAL21480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL21481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,12
SAL21482,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,3,9,27,22,13,42,52,15,31,4,215
SAL21483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,5,0,18
SAL21484,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,6,4,15,13,8,12,26,6,9,9,99
SAL21485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,0,9,4,0,0,0,34
SAL21486,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,3,0,0,3,19,4,33,34,20,42,55,23,62,7,281
SAL21487,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,12,11,12,7,3,19,32,11,24,3,127
SAL21488,5,0,3,3,7,4,0,4,0,24,0,0,0,0,3,5,0,4,8,16,28,74,87,69,152,162,55,87,9,728
SAL21489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,9,0,0,0,17
SAL21490,3,13,16,17,22,27,8,12,3,124,8,15,4,10,13,14,3,6,25,94,124,432,306,235,427,461,164,285,51,2480
SAL21491,0,0,0,0,0,5,0,5,0,7,0,0,0,0,0,0,0,0,0,6,5,13,7,3,11,11,0,15,0,71
SAL21492,0,0,0,0,0,4,0,3,3,9,0,6,0,0,3,4,0,5,7,22,20,59,39,22,41,43,11,91,18,342
SAL21493,19,52,56,16,58,59,12,35,4,319,5,23,18,22,40,44,10,22,39,219,335,1054,829,601,1287,1327,346,602,81,6464
SAL21494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,5,7,4,0,10,0,39
SAL21496,0,3,4,0,6,8,6,0,0,29,0,4,0,0,3,8,4,0,0,27,48,80,78,52,110,112,24,85,10,600
SAL21497,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,10,17,4,12,17,27,7,15,0,111
SAL21498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
SAL21499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL21500,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,4,3,8,4,10,3,16,0,54
SAL21501,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,4,0,3,4,5,0,0,24
SAL21502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,6,5,12,4,21,0,59
SAL21503,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,6,0,7,13,4,12,0,47
SAL21504,38,61,56,27,80,87,27,32,8,407,11,34,30,17,69,96,20,48,47,373,467,1339,964,770,1835,1937,539,1020,96,8968
SAL21505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,9,0,9,7,0,11,4,44
SAL21506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,11,9,13,16,5,5,0,66
SAL21507,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,9,17,14,7,7,6,0,17,0,81
SAL21508,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,11,3,3,3,15,0,10,0,52
SAL21509,0,4,0,0,3,4,0,0,0,16,3,4,0,0,7,0,0,0,0,12,19,32,33,22,56,46,15,31,5,252
SAL21510,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,5,0,7,13,37,25,24,39,50,15,27,7,223
SAL21511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,6,0,30
SAL21513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,4
SAL21514,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,3,0,4,3,15,14,29,24,27,54,48,17,21,3,245
SAL21515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,4,18
SAL21516,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,7,3,44,22,22,24,31,9,38,0,200
SAL21517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0,4,0,11,0,27
SAL21518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,3,8,7,0,6,0,45
SAL21520,4,0,0,7,0,5,4,0,0,17,4,0,5,4,6,10,4,3,4,40,33,67,67,46,104,143,44,86,20,609
SAL21521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,7,3,3,0,27
SAL21522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,8,0,23
SAL21523,3,0,0,0,0,4,0,0,0,12,4,0,6,0,3,0,0,6,0,13,30,43,50,20,66,57,19,59,11,351
SAL21524,0,5,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,18,61,34,23,28,34,9,29,4,231
SAL21525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21526,0,0,0,0,3,0,5,4,0,9,0,0,0,0,4,4,0,3,3,17,24,62,44,23,38,52,27,88,17,369
SAL21527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,3,5,12,15,0,13,0,65
SAL21528,0,5,0,3,4,3,0,0,0,20,0,0,0,0,0,4,0,5,11,22,25,72,43,47,63,84,27,51,12,429
SAL21529,4,10,3,0,7,10,0,4,0,29,4,7,0,0,4,6,0,3,0,25,41,68,67,38,120,114,26,60,12,542
SAL21530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,17
SAL21531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,6,14,0,26
SAL21532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,13,5,17,19,3,20,5,87
SAL21533,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,3,35,11,12,28,35,16,28,4,185
SAL21534,3,9,11,4,14,12,4,3,0,51,6,8,8,0,14,4,0,6,16,58,58,207,161,116,284,210,39,95,29,1201
SAL21535,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,6,7,25,9,0,23,15,6,15,0,93
SAL21536,3,0,4,3,0,13,0,4,0,31,0,8,8,6,0,7,4,3,0,33,56,109,88,54,90,159,51,137,16,760
SAL21537,0,6,3,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,3,13,35,42,28,32,48,44,20,45,0,287
SAL21538,0,8,8,9,12,16,7,0,0,62,3,10,0,9,16,19,4,8,16,82,73,144,114,91,222,218,64,148,39,1101
SAL21539,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,3,0,6,8,5,19,4,4,12,15,3,16,6,89
SAL21540,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,19,21,8,20,20,4,21,7,125
SAL21541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,9,23,3,8,0,66
SAL21542,0,4,0,0,6,0,0,0,0,10,7,0,0,0,0,0,0,7,6,26,77,122,66,63,88,93,33,47,12,602
SAL21543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL21544,5,15,13,0,12,8,0,7,0,58,0,8,3,3,13,15,3,11,13,71,66,232,159,108,329,345,82,153,25,1496
SAL21545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,4,0,8,0,16
SAL21546,0,0,0,0,0,4,0,5,0,5,0,0,0,0,0,5,0,0,0,7,4,20,10,14,11,35,4,23,3,131
SAL21547,3,11,12,6,12,14,0,14,0,68,3,7,6,4,7,26,0,11,10,78,118,301,217,157,318,402,126,284,23,1952
SAL21548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,5,0,17
SAL21550,0,10,6,6,9,8,0,3,0,42,0,4,3,0,9,8,0,4,4,35,75,192,200,151,361,302,79,154,17,1525
SAL21551,0,0,11,4,4,3,0,6,0,26,0,3,3,4,3,5,0,0,6,27,20,91,86,86,133,115,31,71,9,640
SAL21552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,0,10
SAL21553,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,17,14,9,24,23,7,20,0,121
SAL21554,14,20,16,6,38,28,7,12,6,147,5,30,22,15,74,53,4,25,66,291,171,536,521,319,1187,978,210,295,122,4339
SAL21555,8,21,19,9,32,33,4,11,0,139,0,16,13,14,77,79,13,19,64,300,177,464,499,350,1233,1120,214,361,104,4515
SAL21556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,4,4,0,19
SAL21557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,4,3,8,15,8,14,0,83
SAL21558,14,28,27,14,30,31,8,20,0,175,6,18,12,11,37,33,7,23,19,164,171,585,473,302,726,814,263,514,41,3882
SAL21559,3,7,5,0,0,0,0,3,0,20,0,9,0,3,8,0,0,4,4,30,21,83,62,54,75,123,36,92,6,550
SAL21560,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,3,0,0,3,6,6,34,21,14,25,36,16,59,6,219
SAL21561,0,5,4,0,5,0,0,8,0,29,0,4,0,0,0,4,0,0,5,20,28,76,60,30,75,92,44,65,7,473
SAL21562,0,5,6,4,0,4,0,3,0,24,0,6,7,4,4,11,4,11,0,41,68,174,126,84,127,206,65,143,13,1014
SAL21563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,3,0,17
SAL21564,13,23,23,9,28,20,6,9,0,130,5,23,14,14,35,35,4,23,32,172,256,728,571,389,967,1162,333,548,46,4995
SAL21565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,3,7,0,0,5,20,4,31
SAL21566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,12
SAL21567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,3,10,0,3,0,45
SAL21568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6
SAL21569,6,19,20,8,26,21,8,11,0,119,7,4,10,0,28,32,4,10,15,107,154,338,264,195,606,659,160,328,60,2764
SAL21570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,11
SAL21571,17,9,12,3,13,28,6,9,0,103,8,8,6,4,6,16,4,14,18,77,166,341,265,214,385,453,133,312,42,2305
SAL21572,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,6,4,5,8,0,4,0,37
SAL21573,0,0,0,0,0,0,0,4,0,7,0,4,0,0,0,0,0,0,0,3,8,35,27,16,35,27,10,24,0,190
SAL21574,10,29,17,4,22,25,0,18,0,117,0,12,8,7,14,20,3,13,5,89,150,475,357,249,542,552,171,347,20,2862
SAL21575,17,29,25,15,40,20,4,16,0,164,8,21,29,6,52,63,3,18,57,251,224,628,533,371,1183,1137,264,457,95,4894
SAL21576,3,0,6,0,7,3,0,0,0,18,0,0,0,0,0,4,0,0,0,8,20,29,28,16,55,64,17,32,5,273
SAL21577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,4,0,17
SAL21578,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,0,0,0,18,16,38,34,20,31,38,9,33,3,225
SAL21579,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,4,0,8,8,21,21,12,22,27,4,21,7,125
SAL21580,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,6,11,0,3,10,4,5,0,37
SAL21581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,5,0,26
SAL21582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,11,0,11,13,0,7,3,63
SAL21583,0,3,0,0,5,7,3,0,0,20,7,4,0,3,0,4,0,3,5,28,47,122,94,53,97,95,30,73,12,638
SAL21584,0,5,0,3,0,0,0,0,0,5,0,6,5,0,0,4,0,0,0,20,37,114,78,31,47,73,20,50,8,462
SAL21585,0,0,0,6,6,0,0,0,0,10,0,3,3,0,0,0,0,0,4,9,18,85,50,48,71,85,24,43,0,434
SAL21586,3,31,7,16,16,12,9,17,0,110,4,24,24,19,24,34,11,48,19,197,225,792,552,367,779,1035,350,994,61,5146
SAL21587,12,59,47,16,54,41,14,21,0,264,22,60,41,25,66,111,31,83,58,508,563,1880,1367,852,1988,2471,777,1922,124,11940
SAL21588,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,5,0,0,0,4,14,14,14,3,52,63,5,6,0,178
SAL21589,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,8,10,17,9,10,16,28,7,34,5,130
