POW_SA2_CODE_2021,M_AgFF_H_0,M_AgFF_H_1_19,M_AgFF_H_20_29,M_AgFF_H_30_34,M_AgFF_H_35_39,M_AgFF_H_40_44,M_AgFF_H_45_49,M_AgFF_H_50ov,M_AgFF_H_NS,M_AgFF_H_Tot,M_Min_H_0,M_Min_H_1_19,M_Min_H_20_29,M_Min_H_30_34,M_Min_H_35_39,M_Min_H_40_44,M_Min_H_45_49,M_Min_H_50ov,M_Min_H_NS,M_Min_H_Tot,M_Mnf_H_0,M_Mnf_H_1_19,M_Mnf_H_20_29,M_Mnf_H_30_34,M_Mnf_H_35_39,M_Mnf_H_40_44,M_Mnf_H_45_49,M_Mnf_H_50ov,M_Mnf_H_NS,M_Mnf_H_Tot,M_EGWWS_H_0,M_EGWWS_H_1_19,M_EGWWS_H_20_29,M_EGWWS_H_30_34,M_EGWWS_H_35_39,M_EGWWS_H_40_44,M_EGWWS_H_45_49,M_EGWWS_H_50ov,M_EGWWS_H_NS,M_EGWWS_H_Tot,M_Const_H_0,M_Const_H_1_19,M_Const_H_20_29,M_Const_H_30_34,M_Const_H_35_39,M_Const_H_40_44,M_Const_H_45_49,M_Const_H_50ov,M_Const_H_NS,M_Const_H_Tot,M_WST_H_0,M_WST_H_1_19,M_WST_H_20_29,M_WST_H_30_34,M_WST_H_35_39,M_WST_H_40_44,M_WST_H_45_49,M_WST_H_50ov,M_WST_H_NS,M_WST_H_Tot,M_RetT_H_0,M_RetT_H_1_19,M_RetT_H_20_29,M_RetT_H_30_34,M_RetT_H_35_39,M_RetT_H_40_44,M_RetT_H_45_49,M_RetT_H_50ov,M_RetT_H_NS,M_RetT_H_Tot,M_AcFd_H_0,M_AcFd_H_1_19,M_AcFd_H_20_29,M_AcFd_H_30_34,M_AcFd_H_35_39,M_AcFd_H_40_44,M_AcFd_H_45_49,M_AcFd_H_50ov,M_AcFd_H_NS,M_AcFd_H_Tot,M_TPW_H_0,M_TPW_H_1_19,M_TPW_H_20_29,M_TPW_H_30_34,M_TPW_H_35_39,M_TPW_H_40_44,M_TPW_H_45_49,M_TPW_H_50ov,M_TPW_H_NS,M_TPW_H_Tot,M_IMT_H_0,M_IMT_H_1_19,M_IMT_H_20_29,M_IMT_H_30_34,M_IMT_H_35_39,M_IMT_H_40_44,M_IMT_H_45_49,M_IMT_H_50ov,M_IMT_H_NS,M_IMT_H_Tot,M_FinIns_H_0,M_FinIns_H_1_19,M_FinIns_H_20_29,M_FinIns_H_30_34,M_FinIns_H_35_39,M_FinIns_H_40_44,M_FinIns_H_45_49,M_FinIns_H_50ov,M_FinIns_H_NS,M_FinIns_H_Tot,M_RHRE_H_0,M_RHRE_H_1_19,M_RHRE_H_20_29,M_RHRE_H_30_34,M_RHRE_H_35_39,M_RHRE_H_40_44,M_RHRE_H_45_49,M_RHRE_H_50ov,M_RHRE_H_NS,M_RHRE_H_Tot,M_ProSTS_H_0,M_ProSTS_H_1_19,M_ProSTS_H_20_29,M_ProSTS_H_30_34,M_ProSTS_H_35_39,M_ProSTS_H_40_44,M_ProSTS_H_45_49,M_ProSTS_H_50ov,M_ProSTS_H_NS,M_ProSTS_H_Tot,M_AdSup_H_0,M_AdSup_H_1_19,M_AdSup_H_20_29,M_AdSup_H_30_34,M_AdSup_H_35_39,M_AdSup_H_40_44,M_AdSup_H_45_49,M_AdSup_H_50ov,M_AdSup_H_NS,M_AdSup_H_Tot,M_PubAS_H_0,M_PubAS_H_1_19,M_PubAS_H_20_29,M_PubAS_H_30_34,M_PubAS_H_35_39,M_PubAS_H_40_44,M_PubAS_H_45_49,M_PubAS_H_50ov,M_PubAS_H_NS,M_PubAS_H_Tot,M_EdTrn_H_0,M_EdTrn_H_1_19,M_EdTrn_H_20_29,M_EdTrn_H_30_34,M_EdTrn_H_35_39,M_EdTrn_H_40_44,M_EdTrn_H_45_49,M_EdTrn_H_50ov,M_EdTrn_H_NS,M_EdTrn_H_Tot,M_HltHC_SA_H_0,M_HltHC_SA_H_1_19,M_HltHC_SA_H_20_29,M_HltHC_SA_H_30_34,M_HltHC_SA_H_35_39,M_HltHC_SA_H_40_44,M_HltHC_SA_H_45_49,M_HltHC_SA_H_50ov,M_HltHC_SA_H_NS,M_HltHC_SA_H_Tot,M_ArtsR_H_0,M_ArtsR_H_1_19,M_ArtsR_H_20_29,M_ArtsR_H_30_34,M_ArtsR_H_35_39,M_ArtsR_H_40_44,M_ArtsR_H_45_49,M_ArtsR_H_50ov,M_ArtsR_H_NS,M_ArtsR_H_Tot,M_OthSvs_H_0,M_OthSvs_H_1_19,M_OthSvs_H_20_29,M_OthSvs_H_30_34,M_OthSvs_H_35_39,M_OthSvs_H_40_44,M_OthSvs_H_45_49,M_OthSvs_H_50ov,M_OthSvs_H_NS,M_OthSvs_H_Tot,M_IDNS_H_0,M_IDNS_H_1_19,M_IDNS_H_20_29,M_IDNS_H_30_34,M_IDNS_H_35_39,M_IDNS_H_40_44,M_IDNS_H_45_49,M_IDNS_H_50ov,M_IDNS_H_NS,M_IDNS_H_Tot
205041098,0,3,3,4,6,8,4,19,0,50,0,0,0,0,4,10,8,7,0,24,0,3,0,0,0,4,0,0,0,12,0,0,0,0,4,4,0,0,0,10,6,5,4,0,21,34,4,4,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,7,0,0,0,11,0,0,0,0,0,0,0,6,3,9
205041493,0,4,0,0,7,15,4,36,3,69,0,0,0,0,8,6,0,8,0,17,5,11,5,9,50,32,14,17,0,135,11,6,0,0,40,43,22,28,0,152,19,27,14,18,123,255,62,108,11,638,9,12,6,5,42,54,23,37,0,179,29,145,61,39,127,102,27,46,11,590,37,162,55,24,29,24,10,14,5,366,7,13,11,9,35,68,19,41,0,206,0,3,0,3,16,11,0,4,0,34,0,3,3,0,12,28,3,10,0,65,4,9,0,0,10,10,5,16,0,51,4,13,10,11,33,78,9,29,0,183,0,4,0,3,9,3,5,5,0,37,10,8,17,16,107,89,24,29,0,295,5,11,11,3,14,7,9,5,0,56,5,18,19,19,42,26,8,15,0,151,3,10,0,0,14,4,0,0,0,34,4,14,7,7,59,76,23,28,3,218,9,7,10,8,37,29,11,28,33,176
205041494,0,0,3,0,3,0,0,3,0,15,0,0,0,0,0,3,0,11,0,20,5,6,5,6,54,58,76,22,3,239,12,3,0,0,79,50,9,19,0,170,13,7,9,16,31,106,22,55,0,264,0,5,0,0,9,5,0,3,0,26,5,26,6,3,41,25,5,30,0,144,8,32,13,4,8,8,0,6,0,80,0,10,4,0,8,22,4,13,0,50,0,0,0,6,34,13,3,5,0,59,0,0,0,0,7,8,0,8,0,19,0,0,0,0,0,0,0,0,0,4,0,10,5,4,21,21,0,6,0,78,3,6,3,6,8,15,0,0,0,40,4,0,0,6,25,26,6,22,0,96,5,11,16,10,31,22,14,29,0,141,14,17,40,54,103,156,37,41,0,462,3,10,3,0,3,6,0,0,0,25,5,8,3,0,24,25,7,9,0,87,0,7,3,0,14,11,9,10,26,89
205051099,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,6,14,14,15,21,35,12,60,8,186,30,0,9,6,64,53,26,102,4,290,0,0,3,0,8,5,3,9,0,37,0,0,0,0,9,13,3,7,0,32,5,9,3,12,52,67,27,47,8,227,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,5,0,9,4,6,0,0,3,0,0,6,0,24,0,0,5,0,12,15,3,14,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,12,6,5,0,50,4,3,5,6,7,6,0,0,0,24,13,15,14,16,117,216,61,172,0,632,4,0,0,4,4,8,3,9,0,20,0,5,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,4,0,0,0,13,0,3,3,6,6,12,3,13,13,64
205051101,14,54,43,36,52,84,37,210,11,546,0,0,0,0,0,5,0,3,0,8,5,12,8,15,52,98,37,65,4,301,0,0,0,8,12,29,4,12,0,61,10,8,12,18,45,145,40,88,0,367,7,0,5,4,6,14,10,17,0,61,0,37,25,11,22,26,9,12,3,148,11,27,6,3,5,12,0,9,0,79,6,8,15,9,14,33,6,59,0,152,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,4,0,4,0,0,0,8,0,12,0,4,3,6,3,17,4,12,0,49,0,3,3,5,9,0,0,5,0,21,8,10,0,3,37,29,3,0,0,97,3,7,6,4,9,9,3,13,0,51,9,8,4,5,9,13,9,5,0,64,3,4,0,0,4,0,0,0,0,14,7,9,4,0,22,44,12,8,3,105,3,7,0,5,16,29,0,24,19,100
205051102,11,19,16,10,21,54,22,192,9,355,0,0,0,0,0,3,0,0,0,10,0,0,0,0,26,20,4,10,0,65,0,0,0,0,3,3,0,0,0,11,0,3,0,0,9,34,0,6,4,70,0,0,0,0,0,0,0,5,0,11,6,6,4,0,4,8,0,9,0,36,3,3,0,0,0,0,0,0,0,15,0,9,4,0,0,0,0,16,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,7,0,16,0,0,4,0,0,4,0,0,0,10,19,9,7,0,30,81,26,34,0,211,3,9,0,3,11,0,4,4,0,31,0,4,9,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7,0,5,0,0,0,0,4,3,0,6,0,17,5,0,0,5,3,8,0,4,9,32
205051103,0,0,0,0,9,3,3,12,3,36,16,0,0,3,12,19,4,44,3,104,6,4,3,5,63,66,26,30,0,204,5,4,0,0,19,21,4,16,0,73,24,25,16,19,79,229,51,110,9,562,3,3,0,0,21,26,12,18,0,91,16,94,47,34,90,58,23,41,5,402,11,102,28,16,32,14,8,22,3,247,6,11,11,6,33,29,3,21,0,126,0,4,0,0,8,8,0,4,0,24,0,0,0,0,10,17,10,7,0,39,0,3,0,3,10,13,8,8,0,49,0,19,11,6,24,41,7,28,0,133,0,17,3,7,15,16,3,4,0,67,28,21,8,11,72,94,13,33,0,273,5,14,15,9,48,49,26,32,0,202,23,22,24,33,58,95,18,27,0,299,3,9,0,5,7,9,0,3,0,40,0,11,11,5,26,55,13,21,5,147,14,11,6,5,23,35,8,29,31,174
205051104,6,25,17,14,22,49,17,146,7,316,0,0,0,0,0,3,0,0,0,6,5,8,0,8,17,28,7,14,3,87,0,0,0,0,0,0,0,0,0,9,4,3,4,3,12,25,5,17,0,86,0,5,0,0,13,6,0,3,0,22,0,6,8,7,14,13,4,8,0,56,9,9,0,3,4,5,0,11,0,36,0,4,4,4,4,3,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,0,17,0,3,6,5,0,0,0,0,0,19,4,0,0,0,9,9,4,7,0,40,0,6,3,4,5,6,0,5,0,30,3,5,8,7,14,10,3,8,0,45,0,0,0,0,0,0,0,0,0,4,0,0,3,5,6,12,0,10,0,33,4,0,0,0,6,13,3,4,16,43
206011106,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,9,6,38,26,11,10,0,110,0,0,3,0,8,15,4,5,0,32,3,12,13,13,20,67,16,34,0,175,3,0,7,3,8,10,0,5,0,32,9,54,25,14,16,29,8,14,3,162,19,84,48,21,47,31,4,15,0,274,0,8,4,0,6,7,0,0,0,28,0,4,4,9,13,13,4,8,0,52,0,0,0,3,7,10,0,6,0,28,0,0,0,4,3,3,0,9,0,17,9,22,25,23,39,52,16,43,0,226,4,4,17,3,10,4,6,8,6,55,0,4,0,4,4,0,0,0,0,19,4,21,10,13,12,12,4,11,0,91,0,18,16,12,13,14,3,8,0,75,0,8,12,10,9,13,0,10,0,69,8,11,12,5,13,15,4,5,0,80,5,10,11,5,19,20,5,12,15,102
206011107,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,5,6,4,0,19,0,0,0,0,0,0,0,0,0,0,6,16,8,8,15,42,5,17,0,113,0,0,0,0,0,4,0,0,0,3,3,21,7,6,14,8,3,9,0,73,3,14,11,13,6,12,0,16,0,75,3,12,8,0,3,0,0,7,0,33,4,3,7,0,7,7,0,3,0,37,0,0,0,0,4,3,0,9,0,20,0,0,0,0,3,3,0,3,0,13,3,12,13,6,13,22,3,14,0,90,0,9,10,0,0,3,0,0,0,23,0,0,0,0,8,4,0,4,0,14,3,11,0,12,21,12,3,12,0,78,3,21,10,14,14,13,3,3,0,89,0,7,3,4,3,7,0,8,0,32,4,14,3,10,12,18,3,9,0,70,0,10,3,6,13,11,0,7,7,51
206011109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,11,10,6,24,49,9,21,0,132,0,0,0,0,0,0,0,0,0,7,0,4,6,5,5,10,0,0,0,39,3,18,6,4,6,5,0,4,0,53,0,3,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,7,0,0,4,0,4,10,0,4,0,33,0,0,0,0,0,0,0,0,0,6,3,13,10,6,15,28,8,18,0,90,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,3,0,0,0,13,0,15,9,5,13,9,0,0,0,55,3,10,11,9,11,11,0,5,0,68,0,7,0,0,0,4,0,0,0,22,4,0,5,0,3,0,0,0,0,16,3,0,3,6,7,4,0,5,6,31
206011495,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,22,19,11,36,27,4,21,0,146,0,0,0,0,4,3,0,0,0,15,3,6,11,14,56,96,23,67,0,268,0,0,10,0,13,13,0,6,0,35,4,54,45,27,45,29,20,25,0,244,22,73,56,25,40,27,10,19,6,273,6,19,18,14,32,82,19,16,3,215,0,5,3,3,8,15,4,7,0,49,0,0,0,0,0,7,0,3,0,23,0,0,0,10,7,14,5,8,0,47,3,17,18,18,30,73,17,23,0,193,3,3,8,5,4,0,0,3,0,36,10,7,3,14,59,48,21,32,0,195,4,20,8,5,10,12,4,5,0,64,3,13,20,15,38,37,15,16,0,170,6,18,15,11,6,12,3,3,0,76,8,9,14,10,16,14,5,6,0,89,3,20,10,7,31,29,0,27,29,157
206011496,0,4,4,0,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10,36,35,18,130,90,27,57,0,415,0,0,4,0,0,9,0,4,0,14,0,24,21,28,86,136,34,45,3,377,0,3,14,12,63,63,13,26,0,191,34,122,78,49,95,82,17,39,0,523,69,183,110,52,74,76,21,31,4,624,0,26,21,14,14,26,6,10,0,119,0,9,6,8,20,22,0,7,3,87,0,0,0,5,11,9,3,9,0,34,3,0,6,0,0,13,5,16,0,43,5,32,26,22,65,121,25,67,6,361,5,29,23,8,20,12,3,7,0,100,11,10,15,7,40,88,9,20,0,194,5,37,39,11,49,44,17,24,0,228,16,35,49,34,69,28,9,17,3,260,11,25,25,12,23,30,6,11,0,140,17,14,17,15,47,57,16,28,0,207,3,33,28,12,53,66,16,32,19,255
206011497,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,6,11,9,22,25,3,8,0,91,0,0,0,0,0,0,0,0,0,5,8,17,24,20,53,98,31,50,3,302,0,4,4,3,12,14,5,6,0,54,15,108,75,30,61,54,19,29,11,402,11,57,42,21,21,26,5,22,4,202,9,18,20,3,13,12,0,4,0,87,9,3,3,0,5,16,0,4,0,39,0,0,6,0,21,30,0,6,4,69,0,6,4,0,12,9,3,15,0,50,0,15,21,13,59,103,18,37,6,270,5,12,15,6,7,10,4,0,5,61,5,24,17,22,106,61,15,16,5,259,6,32,18,6,40,41,14,22,4,192,4,32,22,28,55,48,9,17,0,210,11,13,8,10,4,8,0,9,0,55,8,11,16,3,19,17,11,16,4,108,8,15,13,13,25,20,9,12,35,143
206011498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,6,7,0,5,0,34,0,0,0,0,0,3,0,0,0,3,7,10,13,15,20,41,13,24,7,147,0,4,0,0,9,0,0,0,0,12,0,11,9,4,13,9,0,0,0,40,0,32,14,0,5,4,4,3,0,67,0,4,7,6,4,3,0,4,4,31,0,0,0,0,3,8,0,4,0,16,0,0,0,0,4,8,0,3,0,22,0,0,0,0,0,0,0,0,0,3,0,9,8,13,13,27,5,18,0,92,0,3,5,0,0,0,0,4,0,13,0,0,3,0,9,5,0,0,0,21,3,17,11,9,14,14,9,21,0,93,6,21,34,41,68,26,12,21,0,235,0,3,0,6,0,0,5,5,0,24,5,0,0,0,4,0,0,7,0,15,0,9,3,0,10,24,0,8,11,62
206021110,0,0,6,6,0,5,0,3,0,19,0,0,0,0,0,0,0,0,0,4,6,20,10,11,79,107,18,33,0,285,0,0,5,0,7,11,0,4,0,36,25,23,11,14,100,237,60,124,5,586,0,11,21,9,51,38,11,24,3,163,15,32,38,23,69,90,42,63,3,378,19,68,30,12,29,13,10,15,7,199,0,15,8,5,16,19,0,10,0,62,0,3,8,3,0,6,0,10,0,22,0,0,0,6,5,8,0,0,0,23,0,0,0,0,3,5,4,3,0,14,4,13,10,13,32,55,13,31,0,168,3,0,9,3,8,16,4,4,0,41,0,6,6,5,18,20,8,11,0,72,0,18,3,4,4,6,5,0,0,37,6,23,15,8,28,41,9,4,0,139,0,4,5,0,0,5,5,5,0,30,6,6,7,5,32,29,7,11,4,105,7,12,21,13,55,44,10,27,20,209
206021112,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,3,3,21,18,10,43,48,17,35,0,189,0,3,0,6,4,5,0,5,0,15,0,13,20,25,64,139,29,61,4,364,0,5,8,5,17,18,10,19,0,82,7,37,24,23,54,32,8,24,0,211,10,97,30,17,25,23,10,33,3,256,4,13,5,0,18,21,6,11,4,73,4,3,6,3,10,11,3,11,0,47,0,3,0,3,3,12,0,5,0,34,3,3,0,4,0,5,0,7,0,22,4,19,19,12,41,65,19,53,0,227,3,10,14,6,19,19,8,10,0,95,5,7,0,3,33,20,4,4,0,80,9,39,22,23,61,63,24,39,0,276,3,25,24,36,68,29,12,18,3,223,8,16,7,6,11,20,4,10,0,86,7,22,10,10,56,69,7,21,0,203,7,7,15,17,42,32,5,15,31,176
206021499,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,7,8,4,17,6,0,0,0,44,0,3,0,0,0,7,0,0,0,6,8,15,13,15,30,83,19,30,0,223,0,0,0,0,0,7,0,4,0,18,7,55,29,15,20,35,7,18,4,180,22,55,41,11,35,14,8,11,4,193,0,6,7,0,6,4,0,3,0,28,5,8,4,8,16,21,3,13,0,75,4,0,3,4,3,20,5,10,0,44,0,0,0,6,3,8,0,5,0,29,3,23,18,13,20,60,24,55,0,222,0,9,3,5,17,12,7,7,0,64,10,0,4,0,12,50,13,16,0,102,7,23,7,13,21,18,4,22,0,112,7,23,13,14,34,22,3,13,0,131,7,22,12,6,6,7,0,11,0,67,6,6,8,9,9,10,4,3,0,59,0,12,5,7,7,31,4,12,10,96
206021500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,7,9,3,3,4,44,0,0,0,0,5,3,0,0,0,3,4,12,9,12,29,71,13,28,6,187,0,7,0,3,0,4,0,0,0,21,7,33,25,8,21,29,12,19,0,163,17,41,48,14,24,25,7,14,3,192,0,9,4,5,0,10,0,4,0,39,0,8,0,0,4,9,0,4,0,32,0,0,0,0,6,10,0,10,0,27,0,3,7,0,8,8,12,16,0,49,3,25,18,20,28,55,18,31,0,194,0,5,6,0,8,0,0,0,0,27,0,6,0,6,13,3,3,0,0,34,0,19,19,9,22,25,10,25,0,122,0,13,20,21,26,13,7,5,0,109,11,12,8,12,12,12,0,15,0,79,3,11,10,4,23,12,9,13,0,86,0,9,10,3,3,10,3,5,12,53
206031113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,6,8,0,9,0,39,0,0,0,0,0,0,0,0,0,0,0,21,11,11,23,60,8,29,4,167,0,0,0,0,3,3,0,3,0,13,7,52,28,20,22,20,4,17,0,176,19,43,26,19,17,12,0,11,0,136,9,6,9,8,9,18,0,9,0,76,0,4,4,0,3,7,5,0,0,28,0,5,4,8,4,13,4,15,0,48,0,0,0,4,6,6,5,13,0,34,0,18,17,18,19,47,8,26,0,147,0,10,5,4,13,9,0,5,9,50,4,7,5,5,7,8,0,9,0,40,7,19,11,3,11,6,3,9,0,74,3,12,10,7,19,11,10,11,0,93,4,21,8,3,12,12,0,9,0,68,5,5,6,0,9,7,3,3,0,53,0,3,8,0,4,9,4,7,8,48
206031115,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,6,10,0,33,23,5,7,0,87,0,0,0,0,0,3,0,0,0,4,3,5,6,7,10,47,8,21,0,120,0,4,0,0,6,0,0,6,0,23,4,28,18,6,20,22,4,12,0,115,8,89,30,13,16,13,3,14,0,196,11,14,17,7,20,64,19,19,7,182,0,0,0,0,0,6,0,3,0,11,0,4,6,0,0,11,4,0,0,24,0,0,0,0,5,5,5,7,0,23,0,14,5,9,21,46,5,18,0,121,0,4,11,0,7,4,0,6,0,31,3,5,3,5,18,34,6,9,6,86,3,11,12,3,20,4,5,15,0,78,4,15,14,11,45,25,9,14,5,137,0,5,9,0,16,21,12,15,0,79,0,4,9,3,4,8,0,0,0,34,0,4,4,7,15,6,0,4,13,61
206031116,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,8,0,7,8,8,9,0,47,0,0,0,0,0,4,0,0,0,6,11,11,11,23,52,95,24,46,0,279,0,0,0,0,6,4,0,9,0,23,20,134,66,23,62,44,15,29,3,406,31,119,86,38,59,47,8,40,7,436,0,10,3,3,3,8,0,3,0,32,5,9,4,3,13,12,4,4,0,50,0,6,0,0,27,56,11,30,0,129,0,3,0,0,8,9,0,6,0,32,3,32,17,14,67,91,31,70,0,326,13,3,17,7,71,41,15,16,0,175,29,38,47,26,316,244,60,49,10,812,3,23,0,5,15,12,4,14,0,76,13,24,23,27,62,54,16,27,0,247,4,10,0,0,5,15,0,7,0,50,14,13,9,11,18,24,13,7,0,109,6,10,16,7,22,24,5,18,40,142
206031501,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,5,3,12,4,4,7,0,35,0,0,0,0,4,3,0,0,0,13,3,21,20,12,38,118,24,73,9,317,0,0,0,4,0,4,0,0,0,13,4,46,24,9,35,21,5,22,0,172,16,106,34,14,20,14,3,7,4,220,0,4,3,0,6,7,5,0,0,28,0,0,0,3,5,8,0,4,0,21,0,10,7,0,11,18,15,21,0,86,0,0,3,4,4,5,0,4,0,24,0,7,20,16,27,49,15,35,0,178,6,8,9,4,11,9,0,7,0,49,4,4,6,6,38,34,7,4,0,91,9,21,10,7,32,20,14,28,0,145,6,20,17,16,32,20,7,25,0,139,4,4,4,0,4,6,0,0,0,30,4,7,10,0,8,10,5,3,0,45,0,5,4,0,10,19,0,9,14,64
206031502,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,9,0,7,3,0,0,0,32,0,3,0,0,0,3,0,4,0,12,4,16,18,12,35,79,18,43,5,229,0,0,0,5,0,4,4,3,0,21,10,31,14,11,21,16,7,16,0,120,15,63,41,18,24,26,5,24,5,212,7,4,8,0,7,18,0,9,0,49,0,6,5,0,3,7,0,7,0,18,0,6,0,0,15,20,5,17,0,71,0,3,4,3,14,10,0,21,0,65,0,26,20,9,53,77,8,66,0,261,6,12,10,5,4,3,0,0,0,36,0,0,0,0,4,0,0,0,0,22,12,32,10,8,38,51,14,27,0,192,4,6,15,16,28,35,11,25,0,141,8,21,3,0,7,7,3,8,0,61,3,10,13,14,16,19,6,8,0,85,0,9,6,7,8,14,5,3,12,68
206041117,0,0,4,0,5,3,0,0,0,8,0,0,0,0,7,0,0,5,0,13,3,18,9,9,21,17,8,34,5,120,0,0,0,0,0,6,0,3,0,16,4,12,24,13,63,123,27,116,6,394,3,3,3,0,12,8,7,4,0,43,17,70,48,25,50,41,10,22,3,295,104,268,206,76,139,94,18,51,17,977,3,24,18,7,19,11,3,6,0,86,9,13,16,12,37,40,16,21,3,162,13,14,8,11,56,74,23,32,0,231,0,13,9,6,21,24,14,23,0,102,18,76,53,44,229,348,73,137,5,975,8,29,61,4,38,27,6,14,0,192,15,26,19,15,198,121,44,47,5,495,33,228,106,76,476,519,122,269,8,1844,26,81,72,58,147,168,39,74,7,664,18,39,25,18,81,52,13,25,0,275,11,19,28,29,135,108,40,71,0,436,14,25,29,13,56,59,19,27,62,293
206041118,0,3,0,0,6,19,7,9,0,47,13,5,0,4,9,63,41,84,6,212,15,19,13,12,225,242,85,164,0,777,40,30,16,42,761,753,189,259,11,2102,27,20,30,38,199,361,118,365,11,1176,13,14,14,11,263,453,101,216,0,1094,36,105,100,61,233,276,83,129,16,1040,189,185,149,60,141,106,34,43,18,920,87,43,65,56,679,1034,200,391,19,2577,59,79,56,45,823,964,257,383,12,2669,403,187,284,354,2987,9198,1217,2610,90,17329,7,16,19,16,76,120,29,73,3,364,136,194,174,173,2180,3969,695,1376,38,8934,17,51,131,28,218,219,40,84,3,794,315,107,118,142,1554,2099,448,707,36,5524,3,34,30,17,166,107,17,36,3,426,5,21,17,15,57,51,12,17,3,203,86,80,32,26,230,236,81,148,5,925,5,15,10,10,37,37,11,29,6,166,52,71,58,24,197,222,45,92,268,1028
206041119,0,0,0,0,6,10,0,4,0,15,0,0,0,0,0,0,0,0,0,5,3,3,0,4,28,44,14,44,0,149,0,0,0,3,0,4,0,0,0,17,20,23,17,21,76,153,51,112,5,481,0,5,0,0,3,8,0,0,0,21,5,8,13,0,9,18,4,4,0,57,187,100,75,32,114,64,24,42,10,642,0,5,0,0,10,12,7,9,0,49,7,12,16,9,44,25,6,17,5,143,0,9,8,8,76,89,23,61,0,271,0,8,0,4,28,32,4,19,0,106,8,45,42,20,183,255,81,184,0,819,10,29,26,11,32,36,5,20,0,161,138,59,67,93,897,642,301,377,20,2589,20,37,25,26,212,149,28,62,7,549,30,97,77,84,275,268,78,183,7,1102,137,96,85,47,230,262,61,159,14,1090,11,26,14,14,135,77,24,38,0,347,15,17,17,7,40,59,8,25,81,274
