POW_SA2_CODE_2021,M_EW_FT_ATSI,M_EW_FT_NI,M_EW_FT_Isns,M_EW_FT_Total,M_EW_PT_ATSI,M_EW_PT_NI,M_EW_PT_Isns,M_EW_PT_Total,M_EW_Em_afw_ATSI,M_EW_Em_afw_NI,M_EW_Em_afw_Isns,M_EW_Em_afw_Total,M_Tot_ATSI,M_Tot_NI,M_Tot_Isns,M_Tot_Total,F_EW_FT_ATSI,F_EW_FT_NI,F_EW_FT_Isns,F_EW_FT_Total,F_EW_PT_ATSI,F_EW_PT_NI,F_EW_PT_Isns,F_EW_PT_Total,F_EW_Em_afw_ATSI,F_EW_Em_afw_NI,F_EW_Em_afw_Isns,F_EW_Em_afw_Total,F_Tot_ATSI,F_Tot_NI,F_Tot_Isns,F_Tot_Total,P_EW_FT_ATSI,P_EW_FT_NI,P_EW_FT_Isns,P_EW_FT_Total,P_EW_PT_ATSI,P_EW_PT_NI,P_EW_PT_Isns,P_EW_PT_Total,P_EW_Em_afw_ATSI,P_EW_Em_afw_NI,P_EW_Em_afw_Isns,P_EW_Em_afw_Total,P_Tot_ATSI,P_Tot_NI,P_Tot_Isns,P_Tot_Total
206011498,0,523,0,525,0,340,5,346,0,54,0,54,0,919,5,926,0,579,0,586,6,721,4,727,0,95,0,95,5,1392,3,1410,3,1103,0,1104,6,1062,3,1073,0,149,0,148,9,2313,8,2329
206021110,6,1846,0,1853,7,616,5,626,0,123,0,128,13,2585,5,2601,5,895,10,905,6,1035,0,1038,3,133,6,135,15,2060,8,2080,8,2738,6,2755,8,1652,4,1659,6,255,6,261,23,4646,16,4686
206021112,16,1720,8,1742,6,769,4,776,4,134,0,135,23,2617,9,2646,15,1159,0,1179,19,1519,3,1542,0,186,0,189,38,2862,3,2912,36,2881,8,2920,26,2283,7,2318,3,318,0,322,59,5485,12,5560
206021499,9,990,0,999,5,568,5,579,0,120,0,120,13,1680,8,1701,18,841,0,868,9,1061,0,1070,3,148,0,147,31,2052,0,2081,30,1835,3,1868,7,1635,3,1653,3,265,0,269,45,3733,11,3783
206021500,9,832,3,843,3,517,0,515,0,87,0,93,16,1434,3,1449,16,764,0,786,7,934,0,940,0,143,0,144,24,1842,0,1869,27,1600,5,1632,7,1445,0,1457,0,233,0,236,36,3277,3,3321
206031113,4,690,0,688,5,495,0,504,0,91,0,86,5,1273,6,1282,8,557,0,557,3,810,3,815,0,97,0,104,10,1460,6,1476,8,1247,0,1253,5,1306,8,1318,0,187,5,191,16,2731,9,2755
206031115,5,864,3,866,0,460,0,460,0,79,0,86,8,1400,3,1408,5,693,3,694,4,723,5,730,0,107,0,114,0,1524,4,1534,8,1557,5,1564,4,1180,5,1183,0,192,0,194,10,2923,10,2945
206031116,6,2178,4,2193,0,965,0,967,4,215,0,220,14,3362,5,3377,13,2028,3,2045,3,2352,0,2359,4,391,0,391,22,4767,3,4794,22,4209,6,4237,10,3314,3,3321,3,608,0,613,37,8131,11,8177
206031501,7,1016,0,1022,0,554,0,554,0,89,0,89,3,1658,0,1667,3,810,4,817,3,1158,0,1164,0,163,0,167,10,2135,3,2149,4,1826,7,1837,5,1717,0,1719,0,254,0,258,15,3791,4,3814
206031502,0,1073,0,1072,4,521,0,530,0,101,0,101,4,1699,0,1702,0,1006,6,1007,4,1118,7,1128,0,176,0,184,9,2302,4,2314,0,2073,3,2079,9,1644,7,1653,0,280,0,286,10,3999,8,4019
206041117,35,5057,6,5096,12,2093,3,2106,7,407,0,415,53,7555,13,7620,56,5131,6,5189,36,3982,4,4022,9,650,0,661,99,9763,9,9874,92,10184,13,10289,45,6072,10,6128,14,1057,0,1072,152,17313,25,17493
206041118,153,42309,30,42495,17,3726,13,3758,16,2034,0,2053,186,48075,41,48309,105,27195,23,27324,29,6871,6,6907,15,2884,12,2908,149,36955,41,37144,263,69512,50,69822,49,10599,22,10663,35,4919,8,4967,340,85029,81,85451
206041119,64,6628,14,6702,22,1415,4,1444,7,723,0,735,95,8768,23,8884,57,6887,8,6957,25,3664,10,3701,5,963,0,971,95,11516,25,11629,123,13514,22,13663,47,5075,15,5142,11,1691,7,1708,190,20277,45,20511
206041120,3,438,0,437,0,163,0,163,0,49,0,53,3,656,0,657,0,323,0,322,3,228,0,232,0,56,0,60,3,609,4,613,3,763,0,764,3,389,0,393,3,112,0,116,9,1265,4,1275
206041121,10,1970,4,1986,9,635,0,645,0,145,5,146,18,2756,10,2773,3,1047,0,1052,0,889,0,891,3,124,0,123,10,2060,0,2074,15,3016,4,3034,9,1529,0,1538,3,268,5,274,25,4813,5,4843
206041124,50,7651,11,7707,21,2383,7,2407,3,533,3,540,75,10565,21,10654,64,11349,13,11433,48,8493,5,8543,11,1751,0,1762,126,21594,23,21736,114,18998,24,19141,64,10868,11,10951,17,2279,3,2303,195,32150,41,32388
206041125,16,6334,7,6355,5,1382,0,1385,3,404,0,408,23,8118,15,8152,21,6660,14,6692,9,3929,8,3945,5,891,4,899,38,11482,26,11539,36,12992,21,13042,14,5310,8,5333,9,1293,10,1312,58,19592,36,19692
206041127,13,2895,6,2913,4,514,3,515,4,219,4,223,18,3622,15,3655,0,421,0,429,0,161,0,161,0,64,0,65,0,650,4,653,18,3316,6,3342,4,670,3,675,4,282,4,287,20,4269,17,4304
206041503,205,43971,45,44223,28,6818,19,6863,19,2626,18,2665,256,53409,74,53742,184,33665,33,33877,49,12707,12,12762,34,4080,11,4124,270,50447,53,50771,394,77635,80,78097,80,19519,30,19627,53,6706,27,6791,524,103861,132,104517
206041504,44,9999,9,10055,12,2833,8,2855,5,657,6,671,59,13490,25,13571,46,7758,3,7805,14,4622,5,4645,7,1101,4,1108,64,13473,12,13555,92,17752,11,17854,33,7455,12,7494,4,1761,12,1777,124,26964,39,27130
206041505,170,50929,45,51141,24,7065,21,7116,19,2296,13,2333,213,60290,84,60587,140,35143,30,35319,54,12660,11,12721,25,3508,12,3545,225,51310,59,51595,314,86072,76,86462,81,19720,33,19837,44,5809,31,5882,440,111600,136,112180
206041506,34,4501,10,4543,11,1327,0,1341,5,322,3,323,49,6149,16,6211,19,2965,3,2985,18,2047,5,2069,4,334,3,339,38,5346,12,5396,53,7466,14,7529,28,3374,11,3411,10,654,6,670,93,11494,25,11608
206041507,9,130,0,130,0,42,0,42,0,8,0,8,6,180,0,184,0,88,0,93,0,59,0,60,0,11,0,11,3,162,0,162,10,219,0,220,4,106,0,106,0,14,0,14,12,340,0,349
206041508,50,11914,12,11975,15,2556,4,2574,17,1692,3,1711,81,16164,13,16263,23,7591,4,7625,25,3312,7,3338,16,1638,5,1664,62,12549,18,12623,69,19509,16,19595,41,5870,6,5912,29,3331,8,3375,139,28712,33,28884
206041509,38,5295,4,5335,5,1240,0,1242,6,362,0,365,48,6889,4,6942,18,3357,5,3377,14,1711,3,1731,0,361,0,365,36,5432,5,5471,58,8649,6,8713,26,2941,3,2969,6,723,0,729,86,12320,10,12410
206041510,15,2449,3,2465,3,552,3,554,3,156,0,157,17,3154,6,3178,6,1386,0,1399,0,810,0,814,0,167,0,165,8,2361,3,2377,14,3840,9,3858,5,1360,3,1372,3,319,4,326,26,5520,10,5553
206051128,25,6687,10,6727,3,1439,6,1450,4,328,0,327,40,8457,14,8507,17,4506,10,4531,8,2518,0,2528,0,504,0,503,28,7528,11,7567,41,11196,20,11257,18,3956,8,3985,5,826,0,834,65,15983,23,16077
206051129,3,697,6,697,0,421,0,421,0,66,6,71,0,1186,4,1192,0,578,5,584,5,832,4,836,0,104,0,104,0,1515,3,1526,4,1278,6,1283,5,1251,4,1256,0,174,6,181,8,2705,9,2720
206051130,11,1356,0,1364,0,655,0,664,0,150,0,147,16,2164,4,2177,5,988,0,991,4,1068,0,1069,0,155,0,158,4,2210,3,2220,12,2347,3,2360,11,1724,4,1734,4,304,0,305,22,4376,7,4404
206051134,4,1041,0,1051,3,654,0,657,0,100,0,105,10,1802,4,1811,4,691,0,695,0,880,0,884,0,114,0,115,3,1685,0,1694,5,1732,3,1738,3,1536,0,1542,0,217,0,217,13,3481,3,3500
206051511,76,16918,30,17028,9,3060,7,3081,3,900,3,909,96,20879,40,21017,30,6142,9,6177,7,2325,3,2338,0,575,6,578,42,9042,14,9095,107,23057,41,23200,21,5389,7,5417,6,1476,8,1490,130,29918,62,30107
206051512,30,8943,9,8982,12,1948,0,1960,0,412,7,418,46,11302,17,11362,20,6008,10,6036,11,3196,3,3206,6,643,0,646,38,9843,15,9889,58,14949,15,15019,18,5138,3,5166,7,1052,7,1061,80,21146,27,21249
206051513,14,1856,0,1869,0,708,0,709,0,124,0,129,16,2688,3,2709,8,1552,8,1565,8,1115,0,1130,5,153,0,154,24,2822,10,2849,25,3409,8,3438,17,1825,4,1843,3,280,0,287,44,5510,13,5570
206051514,15,3034,10,3057,4,1157,0,1165,0,306,0,307,22,4500,12,4526,6,2505,6,2519,10,1825,4,1844,3,397,0,401,22,4733,9,4756,24,5545,10,5577,16,2983,4,3007,0,701,0,705,36,9226,21,9288
206061135,0,1729,3,1733,0,755,0,755,0,140,0,140,0,2621,3,2631,6,1580,0,1587,3,1933,0,1942,6,334,3,346,13,3852,9,3868,5,3304,4,3319,5,2685,0,2697,6,472,3,481,16,6472,13,6497
206061136,13,3261,6,3278,8,1591,3,1604,4,342,0,343,24,5196,8,5230,13,2722,4,2732,5,2716,0,2725,7,451,4,457,27,5882,9,5916,27,5984,7,6017,18,4306,3,4329,11,790,4,803,50,11084,20,11151
206061138,0,1324,0,1325,0,763,0,765,0,111,0,115,9,2197,6,2209,8,1029,0,1029,0,1281,4,1288,5,194,0,201,8,2506,3,2517,10,2351,0,2358,0,2050,4,2055,4,303,0,310,12,4700,14,4728
206061515,6,2480,3,2489,3,774,0,776,0,137,4,146,11,3394,5,3411,3,1813,0,1818,4,1338,6,1348,0,220,0,220,8,3368,6,3382,14,4293,3,4311,10,2109,6,2126,0,358,4,360,22,6765,6,6791
206061516,14,1935,4,1950,4,966,0,974,0,205,0,208,11,3105,3,3130,7,1573,0,1577,12,1448,5,1454,0,254,5,259,14,3275,8,3292,16,3510,8,3527,10,2418,7,2425,3,461,5,464,28,6378,11,6417
206071139,29,4210,7,4243,15,1242,4,1259,6,279,3,290,50,5733,13,5795,31,2808,5,2846,19,1691,0,1714,5,297,0,302,61,4794,5,4861,59,7016,10,7087,34,2937,4,2975,14,577,3,591,108,10525,16,10652
206071140,0,706,0,711,0,369,0,365,3,49,0,51,8,1122,3,1132,0,522,0,522,7,574,4,583,0,82,0,82,4,1182,4,1189,6,1229,0,1234,4,943,6,952,3,128,0,131,12,2299,9,2317
206071141,32,5072,8,5116,18,1634,9,1659,3,393,0,401,52,7103,14,7169,44,3585,4,3633,22,2453,3,2481,8,508,3,515,69,6547,9,6625,73,8657,12,8745,37,4090,10,4135,9,899,4,911,118,13648,26,13793
206071142,34,3873,5,3912,17,1796,4,1813,4,403,0,407,49,6069,12,6130,47,4456,8,4519,33,4229,4,4259,14,715,0,728,90,9400,14,9505,84,8328,12,8427,43,6023,13,6076,14,1112,0,1134,142,15471,28,15640
206071143,12,1204,0,1219,7,665,0,676,0,127,0,127,20,2000,0,2022,14,773,0,792,15,1156,5,1178,0,144,0,148,29,2075,3,2113,29,1974,5,2010,20,1825,4,1851,0,277,0,276,51,4071,7,4130
206071145,12,1313,0,1324,0,556,0,560,0,103,0,111,14,1975,4,1993,5,972,0,979,6,1026,0,1030,0,162,0,162,14,2162,0,2171,17,2281,0,2307,6,1584,0,1591,0,272,0,274,24,4134,4,4164
206071517,44,11960,10,12018,8,2177,6,2189,5,635,4,643,57,14775,20,14848,23,9005,7,9044,16,3762,3,3781,7,917,3,928,43,13688,16,13749,66,20970,18,21056,24,5942,7,5967,13,1551,10,1571,103,28463,29,28596
206071518,22,4983,0,5011,12,1745,0,1757,4,337,0,341,33,7070,8,7112,23,4366,8,4393,18,3407,6,3427,0,627,0,629,42,8394,14,8452,43,9351,9,9406,32,5157,6,5192,4,961,3,969,81,15465,20,15567
207011146,0,441,0,443,4,439,0,441,0,65,0,65,4,942,0,951,0,455,0,456,0,871,4,874,0,112,0,112,5,1431,7,1441,4,897,0,902,4,1304,5,1310,0,175,0,173,8,2371,8,2390
207011147,5,1239,0,1247,4,871,0,874,0,122,0,118,9,2233,0,2242,0,1026,4,1031,5,1568,5,1572,0,174,0,175,9,2763,6,2777,9,2262,3,2271,8,2437,5,2444,0,291,4,298,16,4992,11,5014
207011148,8,955,4,960,0,645,0,643,0,86,3,89,7,1683,3,1695,4,750,0,756,0,1148,0,1150,0,153,4,151,9,2053,4,2058,8,1705,5,1721,5,1789,0,1792,3,239,0,245,17,3734,7,3755
207011149,12,2548,3,2562,5,1212,5,1216,0,178,0,185,19,3939,10,3963,7,2377,0,2389,5,2812,0,2820,0,398,0,396,15,5585,3,5605,17,4923,3,4952,9,4021,3,4037,0,583,0,584,33,9526,11,9574
207011150,9,3087,0,3098,0,735,0,740,0,126,0,126,11,3953,4,3966,3,2287,0,2287,5,1563,3,1569,0,225,0,223,7,4074,3,4086,12,5378,3,5392,7,2299,4,2308,0,350,0,351,18,8030,8,8052
207011152,8,4250,6,4261,7,1163,6,1173,0,250,3,253,16,5664,8,5688,9,3067,4,3077,8,2425,4,2434,0,363,0,363,15,5845,5,5875,12,7316,9,7336,12,3592,3,3608,0,608,5,616,27,11515,18,11561
207011154,3,823,0,825,5,372,0,373,0,63,0,63,3,1260,0,1264,0,597,0,597,0,811,3,809,0,75,0,74,5,1480,0,1483,3,1419,0,1425,3,1182,3,1189,5,137,0,142,11,2740,5,2748
207011155,5,1719,5,1729,5,854,3,857,3,116,0,114,10,2683,9,2707,8,1563,0,1577,3,1876,5,1887,3,203,0,210,12,3644,11,3675,14,3285,7,3308,10,2727,10,2746,4,321,0,325,29,6334,19,6377
207011519,5,2269,0,2277,4,915,0,917,0,160,0,155,12,3339,0,3356,11,1981,3,1992,4,1674,5,1674,0,244,0,243,18,3894,5,3916,20,4245,5,4270,9,2587,3,2596,0,397,0,400,25,7232,11,7271
207011520,7,3307,0,3317,5,1051,3,1055,0,243,3,243,10,4597,9,4621,5,2421,5,2431,7,1719,0,1724,0,255,0,254,9,4396,5,4410,15,5729,7,5753,12,2767,8,2781,0,492,5,500,22,8996,17,9031
207011521,13,2306,0,2318,0,730,3,734,0,136,0,140,12,3171,3,3192,11,2283,9,2299,3,1764,0,1772,0,276,0,276,12,4323,9,4348,20,4591,9,4615,8,2490,6,2503,0,413,0,417,29,7499,11,7535
207011522,6,1265,3,1273,0,843,0,843,3,141,0,145,8,2250,5,2263,8,990,0,1001,7,1468,4,1474,0,181,0,180,9,2634,4,2653,12,2257,3,2275,3,2310,4,2313,3,317,0,327,25,4879,7,4911
207021156,7,948,0,960,5,466,0,479,0,90,0,97,17,1511,4,1534,4,547,0,549,4,830,0,838,0,105,0,110,6,1481,6,1491,9,1493,5,1508,13,1307,0,1315,0,199,3,203,22,2994,5,3028
207021157,12,2401,3,2417,3,1497,0,1496,4,318,0,320,13,4211,3,4235,4,1694,4,1703,8,3181,5,3194,0,605,0,602,15,5482,4,5502,14,4095,4,4118,13,4677,5,4693,8,923,0,927,27,9694,12,9735
207021159,3,734,3,738,0,475,0,475,0,85,0,80,3,1284,5,1289,0,565,0,565,0,918,0,919,0,117,0,117,0,1596,0,1596,3,1295,3,1301,0,1385,0,1387,0,197,0,196,3,2884,3,2883
207021160,3,870,3,875,0,461,0,461,0,140,3,150,4,1473,6,1488,4,769,0,767,5,1085,4,1094,0,186,0,190,9,2038,5,2051,6,1637,0,1641,9,1546,3,1553,0,331,3,340,12,3510,10,3534
207021424,0,608,0,611,5,515,4,524,0,85,0,84,6,1212,0,1214,0,513,0,518,5,1014,0,1018,0,102,0,106,7,1630,6,1635,0,1120,4,1130,3,1530,4,1541,0,187,0,189,11,2840,6,2853
207021425,4,1246,0,1248,0,699,0,700,0,119,0,119,4,2062,5,2070,0,926,3,930,0,1340,0,1343,0,144,0,144,0,2412,10,2421,6,2175,3,2181,0,2035,6,2044,0,266,0,266,4,4477,5,4488
207031161,5,2712,0,2722,3,1077,0,1080,0,189,0,198,12,3983,3,4002,3,1969,0,1972,4,2087,3,2099,3,261,0,260,9,4316,10,4333,14,4681,3,4693,8,3166,6,3183,3,452,0,461,22,8299,12,8331
207031162,0,390,0,393,0,252,4,257,0,37,0,37,0,685,4,690,0,337,0,342,0,615,3,616,0,78,0,78,0,1031,3,1029,3,722,0,730,0,867,6,868,0,115,0,115,3,1708,4,1718
207031163,21,5422,13,5453,7,2275,0,2287,0,443,3,442,27,8134,20,8184,27,5395,3,5429,9,5519,12,5538,8,873,0,876,43,11789,15,11846,50,10815,15,10880,15,7791,16,7821,10,1314,5,1325,67,19921,32,20027
207031164,3,852,3,860,0,435,0,432,0,62,0,63,9,1348,7,1361,0,538,0,546,0,824,0,824,0,69,0,66,4,1428,4,1436,8,1394,4,1402,5,1251,0,1257,3,129,0,133,12,2771,5,2791
207031165,6,2629,0,2633,4,814,3,817,0,166,0,170,10,3606,6,3622,12,2124,0,2134,3,1778,3,1783,0,236,0,240,18,4135,7,4157,15,4749,0,4769,5,2588,6,2604,0,405,0,408,28,7743,15,7783
207031166,9,1800,4,1816,0,665,0,668,0,164,5,165,12,2635,8,2650,13,1624,0,1637,5,1391,5,1399,0,244,0,244,18,3263,3,3279,24,3428,8,3458,4,2052,3,2061,0,410,5,414,28,5893,14,5932
207031167,4,910,0,915,0,407,0,411,0,60,0,59,6,1381,0,1388,3,726,0,734,0,803,0,806,0,93,0,99,8,1625,6,1636,11,1639,3,1646,3,1210,0,1217,0,158,0,159,16,3005,7,3022
208011168,0,674,3,686,0,421,0,426,0,47,0,47,0,1151,5,1153,0,532,0,538,0,837,3,841,0,119,0,119,3,1488,3,1499,0,1214,3,1218,0,1262,5,1261,0,166,0,166,3,2645,10,2651
208011169,5,2643,4,2650,4,1538,10,1548,0,285,0,289,15,4456,10,4486,3,2154,4,2166,11,3177,7,3193,0,482,0,486,17,5813,19,5842,14,4796,9,4816,18,4709,17,4742,0,765,3,774,28,10269,29,10327
208011170,0,1037,0,1040,3,488,4,495,0,75,0,78,3,1600,6,1607,0,890,0,895,3,1069,0,1081,0,119,0,119,7,2075,7,2087,0,1926,3,1933,10,1556,3,1569,0,190,0,191,13,3674,7,3698
208011171,10,2613,4,2623,0,732,4,736,0,146,0,148,16,3493,5,3509,0,1230,0,1230,4,1229,0,1236,0,158,0,160,3,2624,3,2628,8,3843,3,3856,8,1961,4,1976,0,303,6,309,19,6110,11,6134
208011172,7,1093,4,1101,0,674,0,677,0,113,0,111,9,1880,7,1892,0,890,4,891,3,1371,0,1379,0,168,0,168,4,2428,4,2436,6,1987,6,1996,4,2051,5,2055,0,273,0,274,10,4314,10,4331
208011173,10,1386,3,1405,3,795,5,802,0,156,0,156,15,2341,11,2359,4,1241,5,1251,3,1870,5,1874,0,255,0,255,8,3363,11,3379,13,2630,11,2652,4,2664,10,2676,0,407,0,411,22,5699,16,5742
208021174,8,1788,0,1799,0,948,4,945,0,151,0,151,8,2890,3,2897,9,1469,0,1479,6,1890,4,1896,6,256,0,255,17,3607,8,3625,12,3258,3,3274,6,2832,3,2847,6,405,0,405,24,6493,9,6521
208021176,5,1052,3,1062,0,670,0,669,0,108,0,108,0,1833,3,1837,3,804,3,810,3,1088,0,1093,0,149,0,153,7,2045,6,2055,9,1860,4,1873,5,1758,0,1763,0,258,0,258,9,3874,7,3892
208021177,7,2096,5,2106,0,1109,0,1112,0,170,0,171,9,3375,6,3387,7,1952,6,1966,7,2228,0,2235,0,244,4,251,16,4425,11,4451,17,4044,6,4071,7,3339,0,3346,0,421,0,422,25,7798,12,7839
208021178,0,1695,4,1703,0,773,3,775,0,122,0,122,7,2585,8,2598,5,1426,8,1433,3,1755,4,1765,0,235,0,236,13,3414,11,3434,5,3117,5,3134,3,2525,7,2539,0,355,0,359,13,6003,17,6028
208021179,3,1257,0,1263,0,827,0,824,0,123,0,124,3,2207,0,2209,4,981,4,987,5,1598,5,1603,0,209,0,212,4,2788,8,2802,4,2241,4,2251,4,2420,5,2427,0,334,5,336,9,4997,8,5016
208021180,0,303,0,305,0,203,0,205,0,37,0,37,3,547,0,549,0,396,0,394,0,434,6,438,0,52,0,52,0,885,7,889,0,695,0,695,3,642,6,647,0,92,0,92,3,1429,7,1432
208021181,0,385,0,384,0,252,0,251,0,47,0,50,3,680,0,689,0,303,0,303,0,447,0,446,0,62,0,62,0,813,0,815,0,685,0,685,0,696,0,699,0,109,0,115,3,1489,6,1498
208021182,0,650,0,651,3,486,0,487,0,56,0,56,6,1191,0,1196,0,530,0,531,4,877,5,883,0,85,0,85,4,1489,0,1497,0,1183,0,1186,5,1364,5,1370,0,132,0,132,9,2674,4,2694
208021426,6,1720,0,1728,6,600,3,605,0,114,0,116,10,2431,0,2452,4,1452,0,1460,3,1279,3,1283,0,201,0,199,6,2935,4,2950,12,3175,0,3190,6,1876,9,1889,0,314,0,315,23,5370,6,5399
208021427,3,571,0,577,0,289,5,290,0,43,0,40,9,897,5,912,0,546,0,550,3,651,0,652,0,78,0,78,3,1273,0,1279,9,1119,0,1125,6,936,3,945,0,119,0,123,13,2173,3,2194
208031183,0,509,0,513,0,185,0,188,0,26,0,31,4,725,0,736,0,319,0,321,0,353,0,353,0,39,0,39,0,715,0,717,5,830,0,837,4,539,0,545,0,68,0,73,5,1443,0,1451
208031184,26,7348,17,7396,3,1229,4,1234,6,356,0,363,34,8933,19,8985,5,2359,3,2368,5,1325,3,1337,0,223,4,231,17,3906,12,3929,38,9710,16,9761,13,2555,9,2563,5,574,6,591,53,12835,27,12916
208031185,7,513,0,528,0,322,0,325,0,49,0,50,8,891,6,900,0,332,0,340,6,637,0,638,0,91,0,90,10,1054,3,1064,7,853,3,863,7,959,0,962,0,140,0,141,12,1947,4,1966
208031186,3,637,0,643,0,319,0,318,0,67,0,70,8,1026,4,1036,4,535,4,539,5,812,5,817,0,103,0,108,12,1446,10,1464,7,1171,5,1183,5,1126,9,1138,3,176,0,176,20,2470,8,2496
208031187,9,647,4,658,0,260,3,262,0,50,3,53,7,955,8,970,0,297,3,304,5,427,0,434,0,44,3,48,4,777,4,787,6,946,3,961,5,685,3,693,0,96,3,99,11,1728,8,1752
208031188,19,4205,3,4227,9,2016,9,2030,0,421,4,426,28,6643,15,6687,5,2629,3,2635,20,4085,3,4105,3,708,0,718,29,7428,9,7459,25,6836,8,6861,21,6106,15,6139,8,1131,4,1138,49,14070,22,14147
208031189,0,589,0,587,3,275,0,277,0,62,0,63,3,920,0,929,3,452,0,453,0,682,0,680,0,96,0,97,5,1227,0,1234,5,1042,0,1048,3,952,0,963,3,157,0,161,10,2152,4,2166
208031190,6,1487,0,1496,0,884,0,892,0,121,0,127,12,2496,6,2507,9,1229,4,1246,5,1631,0,1632,0,204,4,204,6,3065,9,3075,10,2718,4,2737,3,2513,0,2518,0,326,4,327,16,5554,10,5584
208031191,29,7967,21,8015,13,2083,8,2104,0,466,7,470,43,10521,32,10587,18,3866,0,3883,14,3212,6,3235,3,471,0,474,35,7549,10,7593,50,11834,21,11901,28,5300,11,5338,3,933,7,945,73,18071,43,18187
208031192,8,1512,3,1527,7,429,0,430,0,113,0,112,12,2049,7,2072,0,687,0,687,7,612,0,614,0,131,0,133,7,1425,5,1437,9,2200,4,2211,8,1038,3,1048,0,243,0,247,18,3471,7,3502
208031193,16,2659,4,2683,10,1044,0,1049,0,192,0,196,22,3896,6,3925,0,1399,0,1404,7,1797,0,1804,0,217,0,217,4,3415,3,3422,17,4060,6,4083,13,2840,0,2856,0,415,0,412,30,7305,10,7346
208041194,14,3030,0,3042,9,1215,3,1228,0,250,0,251,22,4490,3,4518,5,3060,5,3077,8,3380,6,3400,0,492,3,494,16,6940,17,6970,20,6089,11,6122,15,4595,10,4623,0,744,5,747,31,11428,24,11486
208041195,9,2824,8,2831,5,1974,4,1986,8,434,0,439,17,5228,9,5252,8,2837,3,2854,9,4546,11,4564,11,1031,0,1040,30,8419,16,8458,12,5661,8,5682,16,6523,11,6547,15,1464,0,1482,42,13641,21,13710
209011196,5,935,3,942,0,332,0,332,4,77,0,77,13,1345,3,1356,0,449,0,455,4,572,0,578,0,80,0,82,11,1107,4,1116,12,1386,3,1400,3,903,0,910,4,155,0,162,20,2448,3,2472
209011197,15,1642,4,1663,6,1091,0,1096,0,198,0,201,19,2935,5,2965,20,1407,0,1419,15,2537,10,2556,3,376,0,380,37,4311,11,4354,33,3047,4,3083,22,3626,10,3659,3,576,4,581,58,7246,12,7322
209011198,12,3082,9,3092,9,1363,3,1373,3,286,4,289,21,4730,9,4762,26,4514,9,4552,24,5137,18,5174,3,849,4,859,54,10506,28,10588,45,7591,14,7645,27,6504,18,6548,7,1136,6,1148,78,15233,39,15349
209011199,13,3653,11,3671,3,898,0,908,4,212,0,214,20,4761,12,4796,4,1456,5,1466,9,1700,3,1712,5,214,0,215,16,3367,5,3397,18,5105,15,5136,18,2599,5,2624,4,425,0,430,38,8126,18,8192
209011200,0,1005,0,1004,0,583,0,583,0,90,0,90,3,1670,3,1680,0,868,0,875,10,1433,3,1445,0,163,0,162,10,2471,7,2484,4,1876,0,1884,10,2016,3,2029,3,252,3,255,15,4143,6,4162
209011201,3,395,0,394,0,225,0,221,0,31,0,31,3,646,0,649,0,320,0,320,0,485,0,490,0,50,0,56,4,855,0,861,6,716,0,725,0,706,0,712,0,82,0,80,6,1504,0,1509
209011202,8,786,4,795,3,492,0,495,0,79,0,85,11,1366,4,1374,4,662,0,663,4,1138,5,1152,0,156,0,160,7,1956,7,1969,5,1447,4,1462,6,1630,3,1643,0,237,0,242,15,3319,13,3348
209011203,20,1346,3,1372,0,390,4,392,0,73,0,73,24,1809,7,1836,3,634,0,642,0,721,0,726,0,78,0,79,7,1446,0,1455,28,1983,5,2015,6,1113,4,1115,0,153,0,159,34,3253,5,3288
209011204,4,397,0,398,0,229,0,229,0,40,0,42,0,672,0,675,0,306,0,306,3,481,0,490,0,64,0,64,5,854,0,856,4,702,0,702,3,717,0,716,5,107,0,109,7,1520,3,1532
209021205,3,1664,4,1675,0,683,0,685,0,159,0,161,8,2510,4,2516,17,1889,4,1906,5,1567,0,1578,4,250,0,255,25,3707,8,3743,20,3553,7,3581,12,2251,0,2261,5,410,0,416,33,6218,12,6259
209021428,83,6155,14,6253,20,2404,3,2420,0,551,3,553,106,9107,24,9229,102,4010,9,4117,42,4201,11,4252,17,765,0,786,156,8979,27,9152,177,10160,28,10369,56,6607,15,6679,21,1316,7,1343,253,18085,50,18384
209021429,6,654,0,660,4,396,0,401,4,71,0,73,11,1121,0,1130,3,597,0,603,4,759,0,767,0,94,0,94,11,1452,0,1470,12,1252,5,1265,8,1160,0,1166,4,163,0,165,17,2575,4,2595
209021523,3,327,0,334,0,238,0,245,4,41,0,47,7,615,3,624,6,363,0,373,4,466,0,465,0,62,0,66,8,889,0,903,6,697,3,708,6,704,0,709,3,109,0,113,23,1503,5,1529
209021524,0,302,0,307,0,157,0,157,0,38,0,38,0,499,0,505,0,268,0,269,0,311,0,316,0,40,0,40,0,618,3,618,6,572,0,579,0,469,0,468,0,74,0,74,6,1114,3,1123
209021525,0,478,4,476,0,315,3,321,4,51,0,60,7,842,7,852,5,411,0,412,6,617,0,627,0,85,0,89,12,1108,0,1126,5,879,5,888,7,934,3,942,4,137,0,142,20,1955,10,1977
209021526,11,1997,10,2015,6,633,0,639,0,155,4,158,16,2782,14,2809,8,870,0,873,4,912,0,921,0,137,0,137,10,1920,0,1930,13,2865,10,2887,11,1545,4,1559,0,288,4,294,25,4699,13,4739
