POW_SA2_CODE_2021,IE_AgFF_OMOE_Nil_em,IE_AgFF_OMOE_1_19_em,IE_AgFF_OMOE_20mo_em,IE_AgFF_OMOE_NE_NS,IE_AgFF_Tot,IE_Min_OMOE_Nil_em,IE_Min_OMOE_1_19_em,IE_Min_OMOE_20mo_em,IE_Min_OMOE_NE_NS,IE_Min_Tot,IE_Mnf_OMOE_Nil_em,IE_Mnf_OMOE_1_19_em,IE_Mnf_OMOE_20mo_em,IE_Mnf_OMOE_NE_NS,IE_Mnf_Tot,IE_EGWWS_OMOE_Nil_em,IE_EGWWS_OMOE_1_19_em,IE_EGWWS_OMOE_20mo_em,IE_EGWWS_OMOE_NE_NS,IE_EGWWS_Tot,IE_Const_OMOE_Nil_em,IE_Const_OMOE_1_19_em,IE_Const_OMOE_20mo_em,IE_Const_OMOE_NE_NS,IE_Const_Tot,IE_WST_OMOE_Nil_em,IE_WST_OMOE_1_19_em,IE_WST_OMOE_20mo_em,IE_WST_OMOE_NE_NS,IE_WST_Tot,IE_RetT_OMOE_Nil_em,IE_RetT_OMOE_1_19_em,IE_RetT_OMOE_20mo_em,IE_RetT_OMOE_NE_NS,IE_RetT_Tot,IE_AcFd_OMOE_Nil_em,IE_AcFd_OMOE_1_19_em,IE_AcFd_OMOE_20mo_em,IE_AcFd_OMOE_NE_NS,IE_AcFd_Tot,IE_TPW_OMOE_Nil_em,IE_TPW_OMOE_1_19_em,IE_TPW_OMOE_20mo_em,IE_TPW_OMOE_NE_NS,IE_TPW_Tot,IE_IMT_OMOE_Nil_em,IE_IMT_OMOE_1_19_em,IE_IMT_OMOE_20mo_em,IE_IMT_OMOE_NE_NS,IE_IMT_Tot,IE_FinIns_OMOE_Nil_em,IE_FinIns_OMOE_1_19_em,IE_FinIns_OMOE_20mo_em,IE_FinIns_OMOE_NE_NS,IE_FinIns_Tot,IE_RHRE_OMOE_Nil_em,IE_RHRE_OMOE_1_19_em,IE_RHRE_OMOE_20mo_em,IE_RHRE_OMOE_NE_NS,IE_RHRE_Tot,IE_ProSTS_OMOE_Nil_em,IE_ProSTS_OMOE_1_19_em,IE_ProSTS_OMOE_20mo_em,IE_ProSTS_OMOE_NE_NS,IE_ProSTS_Tot,IE_AdSup_OMOE_Nil_em,IE_AdSup_OMOE_1_19_em,IE_AdSup_OMOE_20mo_em,IE_AdSup_OMOE_NE_NS,IE_AdSup_Tot,IE_PubAS_OMOE_Nil_em,IE_PubAS_OMOE_1_19_em,IE_PubAS_OMOE_20mo_em,IE_PubAS_OMOE_NE_NS,IE_PubAS_Tot,IE_EdTrn_OMOE_Nil_em,IE_EdTrn_OMOE_1_19_em,IE_EdTrn_OMOE_20mo_em,IE_EdTrn_OMOE_NE_NS,IE_EdTrn_Tot,IE_HC_SA_OMOE_Nil_em,IE_HC_SA_OMOE_1_19_em,IE_HC_SA_OMOE_20mo_em,IE_HC_SA_OMOE_NE_NS,IE_HC_SA_Tot,IE_ArtsR_OMOE_Nil_em,IE_ArtsR_OMOE_1_19_em,IE_ArtsR_OMOE_20mo_em,IE_ArtsR_OMOE_NE_NS,IE_ArtsR_Tot,IE_OthSvs_OMOE_Nil_em,IE_OthSvs_OMOE_1_19_em,IE_OthSvs_OMOE_20mo_em,IE_OthSvs_OMOE_NE_NS,IE_OthSvs_Tot,IE_IDNS_OMOE_Nil_em,IE_IDNS_OMOE_1_19_em,IE_IDNS_OMOE_20mo_em,IE_IDNS_OMOE_NE_NS,IE_IDNS_Tot,IE_Tot_OMOE_Nil_em,IE_Tot_OMOE_1_19_em,IE_Tot_OMOE_20mo_em,IE_Tot_OMOE_NE_NS,IE_Tot_Tot,UIE_AgFF_OMOE_Nil_em,UIE_AgFF_OMOE_1_19_em,UIE_AgFF_OMOE_20mo_em,UIE_AgFF_OMOE_NE_NS,UIE_AgFF_Tot,UIE_Min_OMOE_Nil_em,UIE_Min_OMOE_1_19_em,UIE_Min_OMOE_20mo_em,UIE_Min_OMOE_NE_NS,UIE_Min_Tot,UIE_Mnf_OMOE_Nil_em,UIE_Mnf_OMOE_1_19_em,UIE_Mnf_OMOE_20mo_em,UIE_Mnf_OMOE_NE_NS,UIE_Mnf_Tot,UIE_EGWWS_OMOE_Nil_em,UIE_EGWWS_OMOE_1_19_em,UIE_EGWWS_OMOE_20mo_em,UIE_EGWWS_OMOE_NE_NS,UIE_EGWWS_Tot,UIE_Const_OMOE_Nil_em,UIE_Const_OMOE_1_19_em,UIE_Const_OMOE_20mo_em,UIE_Const_OMOE_NE_NS,UIE_Const_Tot,UIE_WST_OMOE_Nil_em,UIE_WST_OMOE_1_19_em,UIE_WST_OMOE_20mo_em,UIE_WST_OMOE_NE_NS,UIE_WST_Tot,UIE_RetT_OMOE_Nil_em,UIE_RetT_OMOE_1_19_em,UIE_RetT_OMOE_20mo_em,UIE_RetT_OMOE_NE_NS,UIE_RetT_Tot,UIE_AcFd_OMOE_Nil_em,UIE_AcFd_OMOE_1_19_em,UIE_AcFd_OMOE_20mo_em,UIE_AcFd_OMOE_NE_NS,UIE_AcFd_Tot,UIE_TPW_OMOE_Nil_em,UIE_TPW_OMOE_1_19_em,UIE_TPW_OMOE_20mo_em,UIE_TPW_OMOE_NE_NS,UIE_TPW_Tot,UIE_IMT_OMOE_Nil_em,UIE_IMT_OMOE_1_19_em,UIE_IMT_OMOE_20mo_em,UIE_IMT_OMOE_NE_NS,UIE_IMT_Tot,UIE_FinIns_OMOE_Nil_em,UIE_FinIns_OMOE_1_19_em,UIE_FinIns_OMOE_20mo_em,UIE_FinIns_OMOE_NE_NS,UIE_FinIns_Tot,UIE_RHRE_OMOE_Nil_em,UIE_RHRE_OMOE_1_19_em,UIE_RHRE_OMOE_20mo_em,UIE_RHRE_OMOE_NE_NS,UIE_RHRE_Tot,UIE_ProSTS_OMOE_Nil_em,UIE_ProSTS_OMOE_1_19_em,UIE_ProSTS_OMOE_20mo_em,UIE_ProSTS_OMOE_NE_NS,UIE_ProSTS_Tot,UIE_AdSup_OMOE_Nil_em,UIE_AdSup_OMOE_1_19_em,UIE_AdSup_OMOE_20mo_em,UIE_AdSup_OMOE_NE_NS,UIE_AdSup_Tot,UIE_PubAS_OMOE_Nil_em,UIE_PubAS_OMOE_1_19_em,UIE_PubAS_OMOE_20mo_em,UIE_PubAS_OMOE_NE_NS,UIE_PubAS_Tot,UIE_EdTrn_OMOE_Nil_em,UIE_EdTrn_OMOE_1_19_em,UIE_EdTrn_OMOE_20mo_em,UIE_EdTrn_OMOE_NE_NS,UIE_EdTrn_Tot,UIE_HC_SA_OMOE_Nil_em,UIE_HC_SA_OMOE_1_19_em,UIE_HC_SA_OMOE_20mo_em,UIE_HC_SA_OMOE_NE_NS,UIE_HC_SA_Tot,UIE_ArtsR_OMOE_Nil_em,UIE_ArtsR_OMOE_1_19_em,UIE_ArtsR_OMOE_20mo_em,UIE_ArtsR_OMOE_NE_NS,UIE_ArtsR_Tot,UIE_OthSvs_OMOE_Nil_em,UIE_OthSvs_OMOE_1_19_em,UIE_OthSvs_OMOE_20mo_em,UIE_OthSvs_OMOE_NE_NS,UIE_OthSvs_Tot
210031439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,9,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
210031440,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,12,18,0,0,28,0,0,0,0,0,3,4,0,0,6,0,0,0,0,3,6,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,7,34,39,3,0,75,0,0,0,0,0,0,0,0,0,0,4,3,0,0,11,0,0,0,0,0,12,5,0,0,23,3,0,0,0,3,3,9,0,0,8,0,5,0,0,9,18,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,3,0,0,9,7,0,0,0,7,4,0,0,0,10
210031535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,24,27,0,0,52,3,0,0,0,3,7,6,0,0,6,0,0,0,0,0,15,7,0,0,18,0,3,0,0,3,0,0,0,0,5,3,0,0,0,3,11,7,0,0,20,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,4,6,0,0,11,4,6,0,0,10,86,88,5,0,170,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,28,6,0,0,34,0,0,0,0,6,4,0,0,0,5,8,0,0,0,13,48,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,21,20,4,0,0,19,0,0,0,0,0,13,0,0,0,14,26,7,0,0,30,4,0,0,0,4,29,3,0,0,31
210031536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,23,3,5,0,0,8,5,10,0,0,13,0,8,0,0,8,13,4,0,0,10,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,6,14,0,0,25,4,6,0,0,5,0,0,0,0,0,0,4,0,0,3,5,13,0,0,16,0,0,0,0,0,6,4,0,0,5,3,8,0,0,10,58,84,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,8,0,0,14,4,0,0,0,6,28,0,0,0,32,0,0,0,0,0,0,0,0,0,0,6,4,0,0,5,17,5,0,0,26,6,0,0,0,6,0,0,0,0,0,12,0,0,0,12,12,0,0,0,16,7,0,0,0,7,17,4,0,0,26
210031537,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,13,14,0,0,24,0,0,0,0,0,0,4,0,0,4,6,9,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,7,12,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,9,0,0,0,0,0,6,6,0,0,8,3,4,0,0,3,44,55,0,0,103,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,14,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,15,3,0,0,0,3,0,0,0,0,0,3,0,0,0,8,15,0,0,0,15,5,0,0,0,5,11,3,0,0,14
210031538,0,0,0,0,0,0,0,0,0,0,4,7,0,0,10,0,0,0,0,0,30,32,0,0,60,4,10,0,0,13,0,11,0,0,11,3,21,0,0,29,17,3,0,0,19,0,7,0,0,6,10,8,0,0,19,4,3,0,0,7,29,16,0,0,43,0,8,3,0,12,0,0,0,0,0,0,0,0,0,5,14,9,0,0,20,6,3,0,0,8,4,5,0,0,7,8,4,0,0,12,127,145,13,0,287,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,38,7,0,0,40,3,0,0,0,3,9,4,0,0,12,8,9,0,0,14,33,0,0,0,33,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,43,5,0,0,46,19,4,0,0,20,0,0,0,0,0,25,0,0,0,24,41,4,0,0,47,15,0,0,0,15,30,9,0,0,36
210041240,0,0,0,0,3,0,0,0,0,0,5,3,0,0,4,4,0,0,0,4,35,64,0,0,90,0,0,0,0,6,0,9,3,0,9,0,0,0,0,3,10,3,0,0,11,0,0,0,0,7,3,3,0,0,7,3,0,0,0,3,13,18,0,0,27,0,4,0,0,7,0,0,0,0,0,3,0,0,0,3,4,7,8,0,18,0,3,0,0,3,6,0,0,0,10,4,0,0,0,9,96,123,8,0,224,7,0,0,0,7,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,42,8,0,0,49,3,0,0,0,0,7,0,0,0,7,4,0,0,0,6,17,0,0,0,17,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,35,0,0,0,40,18,0,0,0,18,0,0,0,0,0,16,5,0,0,12,28,0,0,0,28,10,0,0,0,10,25,4,0,0,30
210041539,0,8,0,0,8,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,8,11,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,30,34,0,0,68,5,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,18,6,0,0,18,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,17,0,0,0,17,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,4,0,0,13,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,0,13,0,0,0,13
210041540,4,0,0,0,0,0,0,0,0,0,9,24,0,0,37,0,0,0,0,0,39,78,7,0,120,3,0,0,0,3,10,37,3,0,53,7,34,7,3,48,15,6,0,0,21,0,0,0,0,0,0,4,0,0,7,0,17,0,0,17,13,26,9,0,43,4,5,0,0,8,0,4,0,0,4,0,3,0,0,3,8,26,3,0,42,4,0,0,0,0,14,26,0,0,37,11,9,0,0,17,138,307,32,4,483,0,0,0,0,0,0,0,0,0,0,16,8,0,0,23,0,0,0,0,0,43,20,0,0,63,4,0,0,0,4,19,17,0,0,38,12,4,0,0,19,16,0,0,0,21,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,33,3,0,0,33,13,3,0,0,19,0,0,0,0,3,17,7,0,0,25,75,6,0,0,88,15,0,0,0,15,60,14,0,0,74
210041541,0,0,0,0,0,0,0,0,0,0,4,4,0,0,12,0,0,0,0,0,16,22,0,0,42,0,0,0,0,0,0,0,0,0,6,7,4,0,0,9,5,8,0,0,12,0,0,0,0,0,7,4,0,0,7,0,0,0,0,0,10,6,0,0,20,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,5,0,0,4,3,0,0,0,3,5,7,0,0,7,0,0,0,0,0,59,67,3,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,26,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,5,0,0,0,5,5,0,0,0,4,5,0,0,0,5,0,0,0,0,0,23,0,0,0,28,9,3,0,0,10,0,0,0,0,0,9,4,0,0,8,14,3,0,0,15,4,0,0,0,4,23,5,0,0,22
210051242,0,0,0,0,0,0,0,0,0,0,10,27,16,0,51,0,0,0,0,0,23,32,11,0,69,0,15,10,0,33,4,26,0,0,39,4,7,4,0,16,17,9,0,0,27,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,10,7,3,0,19,5,4,0,0,10,0,0,0,0,0,3,7,0,0,10,3,22,0,0,33,0,0,0,0,0,17,17,0,0,37,9,16,4,0,29,115,199,66,0,377,0,0,0,0,0,0,0,0,0,0,10,3,0,0,14,0,0,0,0,5,31,4,0,0,38,4,0,0,0,6,22,4,3,0,30,4,4,0,0,10,82,0,0,0,87,0,3,0,0,3,0,0,0,0,0,4,0,0,0,4,8,5,0,0,11,20,0,0,0,23,0,0,0,0,0,10,0,0,0,12,35,4,0,0,44,5,0,0,0,5,25,0,0,0,26
210051243,0,0,0,0,6,0,0,0,0,0,107,399,109,4,624,3,15,6,0,28,106,275,45,0,429,36,125,17,0,175,26,82,11,0,117,14,34,4,0,52,76,88,10,0,171,0,7,0,0,8,3,0,0,0,5,5,15,0,0,27,17,38,5,0,57,11,34,5,0,43,6,7,0,0,9,4,0,0,0,5,7,28,8,0,46,0,3,0,0,7,52,97,0,0,154,41,90,19,5,142,514,1331,249,9,2105,8,0,0,0,5,0,0,0,0,0,135,60,6,0,206,8,3,0,0,10,123,36,0,0,159,19,9,0,0,30,31,16,0,0,50,22,19,0,0,36,93,3,0,0,100,4,0,0,0,4,3,0,0,0,3,3,0,0,0,3,23,7,0,0,27,23,4,0,0,29,0,0,0,0,0,13,0,0,0,16,32,8,0,0,41,5,0,0,0,6,79,13,0,0,99
210051245,0,0,0,0,0,0,0,0,0,0,0,12,0,0,14,0,4,0,0,0,38,41,0,0,84,0,0,0,0,0,7,13,3,0,24,4,13,0,0,21,16,9,3,0,33,0,0,0,0,0,3,4,0,0,6,4,7,0,0,15,12,13,0,0,25,9,5,0,0,15,0,6,0,0,3,5,7,0,0,7,7,14,0,0,22,0,4,4,0,5,4,12,0,0,14,7,4,0,0,10,114,167,17,4,301,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,44,6,0,0,54,0,0,0,0,0,13,6,0,0,25,8,3,0,0,10,37,4,0,0,42,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,30,6,0,0,35,24,3,0,0,30,0,0,0,0,0,7,5,0,0,12,31,7,0,0,40,9,0,0,0,13,19,3,0,0,22
210051246,0,4,0,0,10,5,6,0,0,4,5,9,0,0,14,0,6,0,0,4,74,67,0,4,143,9,4,0,0,9,3,3,0,0,12,4,14,0,0,18,29,12,0,0,47,3,0,0,0,0,8,3,0,0,9,7,0,0,0,13,23,13,0,0,38,16,10,0,0,24,0,0,0,0,3,4,0,4,0,9,7,11,0,0,16,0,0,0,0,0,8,8,0,0,10,14,0,0,0,14,201,175,11,3,392,3,0,0,0,3,0,0,0,0,0,13,0,0,0,14,0,0,0,0,0,61,20,0,0,79,0,0,0,0,0,17,4,0,0,23,3,0,0,0,4,37,0,0,0,43,5,0,0,0,5,4,0,0,0,4,0,3,0,0,0,38,3,0,0,46,27,8,0,0,29,0,0,0,0,0,17,4,0,0,15,32,0,0,0,36,3,0,0,0,3,38,0,0,0,38
210051247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,0,33,4,0,0,0,0,3,3,0,0,3,0,0,0,0,0,14,6,0,0,20,0,0,0,0,0,0,6,0,0,0,4,6,0,0,3,4,4,0,0,12,3,5,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,60,42,0,0,106,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,28,13,0,0,34,0,0,0,0,4,10,0,0,0,6,4,0,0,0,4,39,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,12,5,3,0,0,6,3,0,0,0,3,7,0,0,0,7,20,0,0,0,16,0,0,0,0,0,3,0,0,0,3
210051248,0,5,0,0,5,0,0,0,0,0,3,0,0,0,7,5,0,0,0,9,8,8,6,0,24,0,0,0,0,6,0,4,0,0,4,0,10,0,0,12,225,53,15,3,294,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,6,4,3,0,0,6,5,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,25,273,101,19,3,395,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,12,0,0,0,12,0,0,0,0,0,4,0,0,0,4,5,0,0,0,8,113,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051250,0,0,0,0,0,0,0,0,0,0,5,16,0,0,27,0,5,0,0,5,28,44,17,0,83,3,19,0,0,22,10,9,0,0,14,6,9,0,0,10,20,39,9,0,64,0,0,0,0,0,5,0,0,0,5,6,3,0,0,9,10,18,0,0,26,3,10,7,0,19,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,4,0,6,5,20,6,0,37,8,16,3,0,22,110,207,41,0,357,0,0,0,0,0,0,0,0,0,0,18,4,0,0,22,0,0,0,0,0,23,13,0,0,39,5,0,0,0,3,5,0,0,0,10,0,4,0,0,7,34,3,0,0,41,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,3,0,0,17,10,4,0,0,12,0,0,0,0,0,11,0,0,0,11,6,4,0,0,12,0,0,0,0,0,22,12,0,0,29
210051441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,0,0,0,0,3,8,3,0,16,0,13,0,0,13,4,8,0,0,9,5,0,0,0,5,0,5,0,0,5,0,4,0,0,10,0,9,0,0,11,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,7,13,0,0,20,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,31,83,3,0,118,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,21,0,0,0,23,0,0,0,0,0,9,3,0,0,14,0,3,0,0,3,15,6,0,0,14,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,3,3,0,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,4,0,0,21,3,0,0,0,3,11,0,0,0,11
210051442,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,13,15,0,0,26,4,0,0,0,4,0,4,0,0,6,0,4,0,0,4,26,7,0,0,31,0,0,0,0,0,4,0,0,0,3,0,6,0,0,11,5,7,0,0,11,3,0,0,0,6,0,0,0,0,0,0,4,0,0,7,3,3,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,67,59,0,0,125,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,22,0,0,0,23,0,0,0,0,0,5,0,0,0,6,0,0,0,0,6,37,0,0,0,37,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,9,0,0,0,12,11,0,0,0,14,0,0,0,0,0,6,0,0,0,6,8,0,0,0,8,8,0,0,0,8,12,0,0,0,13
210051443,0,0,0,0,0,0,0,0,0,0,9,45,3,0,66,0,6,0,0,4,55,77,8,0,140,0,6,6,0,15,7,14,0,0,25,0,3,0,0,0,45,29,0,0,72,3,4,0,0,9,5,8,0,0,16,3,7,0,0,13,17,13,3,0,31,11,3,0,0,14,0,0,0,0,0,4,4,0,0,5,13,17,3,0,35,0,3,0,0,3,20,19,0,0,37,16,17,0,0,33,218,262,31,4,510,0,0,0,0,0,0,0,0,0,0,28,8,0,0,30,0,0,0,0,6,67,17,0,0,82,4,0,0,0,8,14,0,0,0,15,5,4,0,0,10,68,5,0,0,71,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,32,6,0,0,33,12,0,0,0,18,0,0,0,0,0,23,0,0,0,23,47,4,0,0,52,0,0,0,0,4,24,4,0,0,28
210051445,3,0,0,0,3,0,0,0,0,0,9,10,0,0,13,0,0,0,0,0,43,86,0,6,134,4,4,0,0,3,4,12,0,0,13,0,8,0,0,7,56,33,0,0,86,9,0,0,0,8,7,0,0,0,4,0,0,0,0,0,9,17,0,0,23,13,11,0,0,22,0,4,0,0,4,3,0,0,0,3,4,9,0,0,5,0,0,0,0,0,4,7,0,0,11,0,4,0,0,8,161,191,0,6,354,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,67,18,0,0,85,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,93,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,18,8,3,0,0,15,0,0,0,0,0,10,0,0,0,11,30,0,0,0,27,3,0,0,0,3,29,0,0,0,26
210051542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,17,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,18,7,0,0,26,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,8,5,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,4,0,0,7,0,0,0,0,0,0,0,0,0,5,3,6,0,0,8,65,21,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,37,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,9,0,0,0,9,0,0,0,0,0,4,0,0,0,7,10,0,0,0,12,0,0,0,0,0,3,0,0,0,10
210051543,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,28,11,0,0,44,0,0,0,0,0,3,12,0,0,20,3,19,5,0,23,25,5,0,0,25,3,0,0,0,3,5,3,0,0,8,4,9,4,0,6,14,4,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,11,12,4,0,24,0,0,0,0,0,0,6,0,0,13,6,3,0,0,9,99,86,14,3,199,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,25,4,0,0,33,0,0,0,0,0,11,0,3,0,11,3,3,0,0,4,35,0,0,0,35,0,0,0,0,0,0,0,0,0,0,6,4,0,0,6,10,0,0,0,11,4,0,0,0,4,0,0,0,0,0,13,0,0,0,13,35,0,0,0,36,3,0,0,0,3,19,5,0,0,22
210051544,0,0,0,0,0,0,0,0,0,0,10,45,10,0,72,6,5,0,0,11,28,56,17,0,104,0,15,0,0,22,9,27,4,0,41,4,11,0,0,15,60,30,12,0,97,0,0,0,0,3,0,5,0,0,6,0,7,0,0,11,5,16,0,0,23,5,3,0,0,10,0,0,0,0,0,4,0,0,0,4,0,5,0,0,6,0,0,0,0,3,9,18,0,0,25,9,15,0,0,26,155,256,47,0,463,0,0,0,0,0,0,0,0,0,0,17,0,0,0,15,0,0,0,0,0,43,10,0,0,56,6,0,4,0,12,10,3,0,0,18,5,5,0,0,11,76,3,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,8,12,3,0,0,14,0,0,0,0,0,6,0,0,0,9,22,7,0,0,30,0,0,0,0,3,22,4,0,0,22
210051545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,0,0,31,6,0,0,0,6,0,8,5,0,5,0,3,0,0,3,14,8,0,0,17,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,4,8,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,3,8,6,0,0,10,64,48,3,0,116,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,34,5,0,0,38,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,31,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,20,16,0,0,0,18,0,0,0,0,3,6,0,0,0,9,22,3,0,0,22,0,0,0,0,0,15,0,0,0,15
