POW_LGA_CODE_2021,Ad_Dip_300_399_Mng,Ad_Dip_300_399_Pro,Ad_Dip_300_399_TecTW,Ad_Dip_300_399_CoPSW,Ad_Dip_300_399_ClAW,Ad_Dip_300_399_SWks,Ad_Dip_300_399_MaOpDv,Ad_Dip_300_399_Lab,Ad_Dip_300_399_IDNS,Ad_Dip_300_399_Tot,Ad_Dip_400_499_Mng,Ad_Dip_400_499_Pro,Ad_Dip_400_499_TecTW,Ad_Dip_400_499_CoPSW,Ad_Dip_400_499_ClAW,Ad_Dip_400_499_SWks,Ad_Dip_400_499_MaOpDv,Ad_Dip_400_499_Lab,Ad_Dip_400_499_IDNS,Ad_Dip_400_499_Tot,Ad_Dip_500_649_Mng,Ad_Dip_500_649_Pro,Ad_Dip_500_649_TecTW,Ad_Dip_500_649_CoPSW,Ad_Dip_500_649_ClAW,Ad_Dip_500_649_SWks,Ad_Dip_500_649_MaOpDv,Ad_Dip_500_649_Lab,Ad_Dip_500_649_IDNS,Ad_Dip_500_649_Tot,Ad_Dip_650_799_Mng,Ad_Dip_650_799_Pro,Ad_Dip_650_799_TecTW,Ad_Dip_650_799_CoPSW,Ad_Dip_650_799_ClAW,Ad_Dip_650_799_SWks,Ad_Dip_650_799_MaOpDv,Ad_Dip_650_799_Lab,Ad_Dip_650_799_IDNS,Ad_Dip_650_799_Tot,Ad_Dip_800_999_Mng,Ad_Dip_800_999_Pro,Ad_Dip_800_999_TecTW,Ad_Dip_800_999_CoPSW,Ad_Dip_800_999_ClAW,Ad_Dip_800_999_SWks,Ad_Dip_800_999_MaOpDv,Ad_Dip_800_999_Lab,Ad_Dip_800_999_IDNS,Ad_Dip_800_999_Tot,Ad_Dip_1000_1249_Mng,Ad_Dip_1000_1249_Pro,Ad_Dip_1000_1249_TecTW,Ad_Dip_1000_1249_CoPSW,Ad_Dip_1000_1249_ClAW,Ad_Dip_1000_1249_SWks,Ad_Dip_1000_1249_MaOpDv,Ad_Dip_1000_1249_Lab,Ad_Dip_1000_1249_IDNS,Ad_Dip_1000_1249_Tot,Ad_Dip_1250_1499_Mng,Ad_Dip_1250_1499_Pro,Ad_Dip_1250_1499_TecTW,Ad_Dip_1250_1499_CoPSW,Ad_Dip_1250_1499_ClAW,Ad_Dip_1250_1499_SWks,Ad_Dip_1250_1499_MaOpDv,Ad_Dip_1250_1499_Lab,Ad_Dip_1250_1499_IDNS,Ad_Dip_1250_1499_Tot,Ad_Dip_1500_1749_Mng,Ad_Dip_1500_1749_Pro,Ad_Dip_1500_1749_TecTW,Ad_Dip_1500_1749_CoPSW,Ad_Dip_1500_1749_ClAW,Ad_Dip_1500_1749_SWks,Ad_Dip_1500_1749_MaOpDv,Ad_Dip_1500_1749_Lab,Ad_Dip_1500_1749_IDNS,Ad_Dip_1500_1749_Tot,Ad_Dip_1750_1999_Mng,Ad_Dip_1750_1999_Pro,Ad_Dip_1750_1999_TecTW,Ad_Dip_1750_1999_CoPSW,Ad_Dip_1750_1999_ClAW,Ad_Dip_1750_1999_SWks,Ad_Dip_1750_1999_MaOpDv,Ad_Dip_1750_1999_Lab,Ad_Dip_1750_1999_IDNS,Ad_Dip_1750_1999_Tot,Ad_Dip_2000_2999_Mng,Ad_Dip_2000_2999_Pro,Ad_Dip_2000_2999_TecTW,Ad_Dip_2000_2999_CoPSW,Ad_Dip_2000_2999_ClAW,Ad_Dip_2000_2999_SWks,Ad_Dip_2000_2999_MaOpDv,Ad_Dip_2000_2999_Lab,Ad_Dip_2000_2999_IDNS,Ad_Dip_2000_2999_Tot,Ad_Dip_3000_3499_Mng,Ad_Dip_3000_3499_Pro,Ad_Dip_3000_3499_TecTW,Ad_Dip_3000_3499_CoPSW,Ad_Dip_3000_3499_ClAW,Ad_Dip_3000_3499_SWks,Ad_Dip_3000_3499_MaOpDv,Ad_Dip_3000_3499_Lab,Ad_Dip_3000_3499_IDNS,Ad_Dip_3000_3499_Tot,Ad_Dip_3500mo_Mng,Ad_Dip_3500mo_Pro,Ad_Dip_3500mo_TecTW,Ad_Dip_3500mo_CoPSW,Ad_Dip_3500mo_ClAW,Ad_Dip_3500mo_SWks,Ad_Dip_3500mo_MaOpDv,Ad_Dip_3500mo_Lab,Ad_Dip_3500mo_IDNS,Ad_Dip_3500mo_Tot,Ad_Dip_PINS_Mng,Ad_Dip_PINS_Pro,Ad_Dip_PINS_TecTW,Ad_Dip_PINS_CoPSW,Ad_Dip_PINS_ClAW,Ad_Dip_PINS_SWks,Ad_Dip_PINS_MaOpDv,Ad_Dip_PINS_Lab,Ad_Dip_PINS_IDNS,Ad_Dip_PINS_Tot,Ad_Dip_Tot_Mng,Ad_Dip_Tot_Pro,Ad_Dip_Tot_TecTW,Ad_Dip_Tot_CoPSW,Ad_Dip_Tot_ClAW,Ad_Dip_Tot_SWks,Ad_Dip_Tot_MaOpDv,Ad_Dip_Tot_Lab,Ad_Dip_Tot_IDNS,Ad_Dip_Tot_Tot,CL_nfd_NNI_Mng,CL_nfd_NNI_Pro,CL_nfd_NNI_TecTW,CL_nfd_NNI_CoPSW,CL_nfd_NNI_ClAW,CL_nfd_NNI_SWks,CL_nfd_NNI_MaOpDv,CL_nfd_NNI_Lab,CL_nfd_NNI_IDNS,CL_nfd_NNI_Tot,CL_nfd_1_149_Mng,CL_nfd_1_149_Pro,CL_nfd_1_149_TecTW,CL_nfd_1_149_CoPSW,CL_nfd_1_149_ClAW,CL_nfd_1_149_SWks,CL_nfd_1_149_MaOpDv,CL_nfd_1_149_Lab,CL_nfd_1_149_IDNS,CL_nfd_1_149_Tot,CL_nfd_150_299_Mng,CL_nfd_150_299_Pro,CL_nfd_150_299_TecTW,CL_nfd_150_299_CoPSW,CL_nfd_150_299_ClAW,CL_nfd_150_299_SWks,CL_nfd_150_299_MaOpDv,CL_nfd_150_299_Lab,CL_nfd_150_299_IDNS,CL_nfd_150_299_Tot,CL_nfd_300_399_Mng,CL_nfd_300_399_Pro,CL_nfd_300_399_TecTW,CL_nfd_300_399_CoPSW,CL_nfd_300_399_ClAW,CL_nfd_300_399_SWks,CL_nfd_300_399_MaOpDv,CL_nfd_300_399_Lab,CL_nfd_300_399_IDNS,CL_nfd_300_399_Tot,CL_nfd_400_499_Mng,CL_nfd_400_499_Pro,CL_nfd_400_499_TecTW,CL_nfd_400_499_CoPSW,CL_nfd_400_499_ClAW,CL_nfd_400_499_SWks,CL_nfd_400_499_MaOpDv,CL_nfd_400_499_Lab,CL_nfd_400_499_IDNS,CL_nfd_400_499_Tot,CL_nfd_500_649_Mng,CL_nfd_500_649_Pro,CL_nfd_500_649_TecTW,CL_nfd_500_649_CoPSW,CL_nfd_500_649_ClAW,CL_nfd_500_649_SWks,CL_nfd_500_649_MaOpDv,CL_nfd_500_649_Lab,CL_nfd_500_649_IDNS,CL_nfd_500_649_Tot
LGA23670,21,28,24,77,41,37,13,30,3,276,21,52,35,92,48,31,16,31,6,324,35,66,81,153,99,69,18,60,6,587,60,73,115,234,126,71,55,88,8,828,107,110,154,282,246,85,108,105,21,1227,144,168,218,254,305,74,124,108,26,1417,169,188,171,138,227,63,69,62,15,1098,192,206,119,85,184,48,44,30,11,925,168,133,62,63,73,30,20,11,9,565,340,189,126,94,87,55,7,11,4,913,106,41,18,7,15,13,3,4,0,216,149,53,20,0,14,17,0,0,0,248,10,7,10,10,10,4,3,0,9,66,1548,1369,1171,1568,1510,663,494,565,122,9018,0,5,0,0,0,0,0,0,0,7,3,0,0,4,4,0,0,10,0,18,6,0,0,3,6,4,6,5,3,29,0,0,3,9,6,6,0,11,0,38,3,8,0,18,15,3,0,8,0,53,7,4,14,23,15,10,11,17,0,98
LGA23810,8,8,7,34,14,5,0,6,0,83,10,10,7,39,22,17,0,12,0,131,17,20,13,93,46,15,3,19,3,229,27,42,23,128,71,19,0,18,0,342,40,65,35,167,109,24,12,14,11,468,58,113,46,143,124,20,16,10,4,531,55,92,20,88,85,8,10,9,4,364,62,123,38,109,79,10,13,13,8,448,57,86,20,71,36,7,10,3,4,304,110,87,57,104,37,8,16,7,7,433,33,15,24,10,10,0,5,4,0,98,48,30,63,8,5,4,10,0,4,172,0,3,0,4,0,0,0,0,3,22,534,702,370,1029,648,158,100,127,57,3727,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,7,0,9,4,0,0,0,3,3,0,0,0,13,0,0,0,3,0,4,0,3,0,15,0,0,0,11,3,0,0,10,0,23,0,0,0,12,12,8,0,0,0,39
LGA23940,10,3,0,0,0,0,4,0,0,17,3,0,0,0,4,3,0,0,0,11,7,8,0,3,0,4,0,0,0,29,11,0,4,5,3,0,0,6,0,33,15,0,0,7,6,0,0,6,0,39,6,6,0,7,5,0,6,4,0,32,8,0,4,0,4,0,0,0,0,25,16,0,0,0,0,0,3,0,0,25,10,5,0,5,0,0,0,0,0,20,11,0,4,4,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,123,26,14,46,26,7,12,17,9,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
LGA24130,9,9,6,18,14,5,0,7,0,71,11,9,6,27,19,17,5,8,0,104,16,23,13,64,32,19,11,15,0,189,26,21,19,58,29,18,0,11,0,188,29,34,26,56,42,20,7,28,4,236,39,25,37,65,32,17,4,23,6,256,29,26,29,33,31,11,0,10,0,172,27,28,20,26,18,7,10,3,3,146,26,24,21,41,11,3,0,3,0,131,50,30,9,38,19,7,0,9,3,163,7,6,5,3,0,0,0,0,0,29,21,7,4,0,0,9,0,0,0,49,0,5,3,0,0,0,0,0,0,11,310,256,212,461,273,140,40,127,28,1851,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,0,0,0,3,0,0,0,9,0,10,3,0,0,0,3,4,0,6,0,12,0,0,0,7,5,0,0,6,0,18,0,0,0,6,4,5,0,4,0,24
LGA24210,15,21,9,62,26,41,7,17,0,201,15,16,17,75,24,50,7,28,3,240,34,25,28,110,42,65,4,36,6,357,37,47,53,148,71,62,10,27,0,447,50,52,67,164,75,49,11,31,6,508,75,75,83,157,79,27,22,30,9,553,67,57,62,63,66,30,21,17,3,390,64,61,38,47,63,18,5,9,4,303,39,43,20,42,22,8,4,3,9,196,83,77,34,61,34,7,0,0,3,311,27,17,3,10,3,4,0,0,0,66,53,25,8,10,7,15,0,0,3,116,5,4,0,8,0,5,0,0,3,28,581,555,435,1014,539,418,106,230,58,3938,5,0,0,0,5,0,0,0,0,8,0,0,0,3,0,3,0,4,0,14,0,0,3,9,3,6,0,0,0,21,0,4,0,6,3,10,6,4,0,25,4,0,6,17,3,3,0,0,0,29,6,3,8,29,12,9,0,6,0,71
LGA24250,6,4,0,3,5,0,0,0,0,21,4,4,5,3,7,0,0,0,0,16,17,13,15,5,7,3,0,4,0,58,7,10,3,14,9,4,0,6,0,59,20,10,3,15,19,3,3,6,0,77,10,8,4,15,20,5,0,4,0,67,13,7,3,11,5,0,0,0,0,54,6,8,8,13,5,0,5,0,0,46,9,4,6,8,3,4,3,0,0,27,10,3,0,11,3,0,0,0,0,40,0,0,0,5,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,107,79,49,110,92,28,9,26,5,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5
LGA24330,12,17,21,63,18,34,6,19,3,197,8,15,28,61,13,55,17,18,0,224,26,45,44,119,33,96,20,42,3,436,40,34,69,155,71,79,32,41,3,532,75,70,95,200,98,76,62,63,6,744,112,93,98,179,129,45,80,41,7,790,83,107,66,93,86,33,34,22,8,533,78,120,58,56,77,19,20,21,6,456,77,97,36,32,35,17,13,5,7,317,126,105,53,48,45,19,19,16,0,432,28,18,9,3,6,3,3,0,0,79,47,17,11,11,0,13,0,0,4,99,3,4,5,8,3,0,0,0,4,34,728,762,600,1074,639,545,322,291,60,5025,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,10,0,0,3,10,6,4,0,3,0,31,0,0,0,14,5,11,6,4,0,33,4,4,5,14,11,10,3,10,4,67
LGA24410,16,15,13,55,22,37,3,24,0,182,17,31,24,79,38,54,8,33,5,290,36,44,35,148,73,63,11,35,5,445,37,59,66,170,85,68,22,55,6,558,66,80,112,214,127,71,43,54,6,781,99,147,135,190,146,46,44,66,12,882,91,119,89,105,147,40,26,36,12,671,102,132,87,72,70,24,15,23,8,534,82,118,37,40,53,10,10,14,4,368,185,92,34,59,49,26,11,7,6,475,49,13,10,6,5,7,0,0,0,92,65,25,7,0,4,5,0,3,4,112,0,10,4,6,8,3,0,0,3,35,867,908,667,1199,854,506,216,367,72,5662,0,0,0,0,0,0,0,0,0,6,4,4,0,7,0,3,0,0,0,15,0,0,0,5,5,10,0,4,0,21,0,0,3,9,5,9,0,0,0,30,4,7,0,12,14,14,0,9,0,48,9,3,8,27,15,11,0,12,0,78
LGA24600,43,80,75,201,85,115,19,90,15,726,49,85,122,249,142,149,16,163,30,991,87,172,232,427,376,232,31,246,28,1824,151,271,305,588,580,272,55,233,36,2486,303,491,571,699,1154,336,96,226,79,3961,650,901,934,756,2094,351,96,206,127,6115,712,1211,692,596,1954,239,86,96,88,5686,910,1581,601,563,1734,259,75,63,101,5885,862,1531,440,413,1180,145,47,59,80,4765,2740,3179,648,1052,1371,293,118,97,120,9612,955,791,142,121,211,64,32,24,25,2361,1649,1143,145,53,258,151,16,22,38,3474,33,49,23,34,58,13,3,5,41,267,9201,11575,4996,5935,11321,2740,700,1591,847,48904,5,4,0,6,8,0,0,0,0,19,0,0,0,11,3,6,0,3,0,26,0,5,7,17,8,11,4,8,0,56,4,0,8,23,10,13,0,27,4,87,3,10,7,33,19,14,6,27,4,125,7,16,22,62,61,18,7,39,10,235
LGA24650,12,19,20,48,22,21,7,13,9,173,10,9,24,62,28,42,20,18,0,215,26,10,44,129,48,42,27,35,8,364,30,35,61,191,60,50,47,37,8,526,51,33,100,215,126,51,66,53,5,705,68,66,111,174,122,39,103,35,11,720,76,56,67,137,83,27,56,21,13,543,60,72,47,100,54,19,45,8,3,413,54,52,29,70,25,11,14,8,4,261,121,60,41,77,25,13,13,6,0,359,13,16,9,8,8,6,0,0,0,55,30,7,3,3,7,12,7,4,0,70,0,7,5,4,9,4,5,0,5,38,570,460,598,1274,650,366,413,261,68,4656,0,0,3,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,8,0,0,3,5,3,6,0,0,0,16,3,0,6,3,9,8,0,0,0,30,5,3,0,8,0,13,4,4,0,42,7,6,6,15,8,9,7,9,0,57
LGA24780,5,3,0,15,4,9,0,11,0,56,5,10,5,27,12,11,8,3,0,73,13,15,9,53,29,15,0,23,5,171,15,33,20,83,41,14,11,25,5,254,22,45,36,120,45,23,10,33,9,348,53,82,61,124,94,14,20,18,9,463,51,90,28,83,63,16,7,10,5,355,74,78,19,67,31,6,8,3,4,287,55,62,13,44,17,4,0,4,3,196,87,59,16,66,11,4,3,0,0,256,17,7,0,4,0,0,0,0,0,36,26,3,0,3,0,3,0,0,0,40,4,6,4,5,0,0,0,4,5,23,434,488,213,701,366,141,74,158,45,2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,13,0,0,0,5,3,4,0,4,0,12,0,0,5,12,5,8,0,10,0,43
LGA24850,3,9,6,17,0,7,5,6,0,47,5,9,10,20,14,12,5,6,4,85,12,16,15,49,25,21,4,15,0,156,10,24,18,66,27,13,8,5,3,176,27,16,22,81,21,14,13,11,0,212,43,35,36,79,39,9,14,7,0,269,34,27,19,44,35,3,3,7,0,174,37,38,7,49,22,4,5,9,0,169,23,21,7,37,17,0,3,0,0,117,72,25,16,40,12,3,0,5,0,168,14,6,3,4,0,0,0,0,0,25,17,6,3,8,5,0,0,0,0,28,0,0,0,4,0,0,0,0,0,17,304,229,181,514,231,92,65,79,19,1712,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,12,0,0,3,3,6,0,0,3,0,15,0,0,0,3,0,3,0,6,0,18,3,0,0,10,3,5,0,4,0,19
LGA24900,5,6,0,5,8,10,0,3,0,31,5,4,5,10,5,10,0,6,0,44,19,11,3,42,11,6,4,9,0,100,25,20,15,46,24,19,3,10,4,157,25,14,12,54,18,8,0,23,0,165,42,26,23,67,23,7,3,5,0,193,28,27,10,25,16,0,7,6,0,122,29,24,8,14,10,0,0,6,3,98,28,16,3,8,8,0,3,3,0,70,41,14,3,23,0,3,0,9,3,108,8,0,0,0,6,0,0,0,0,17,8,0,5,0,3,0,0,0,0,17,0,0,0,0,4,3,0,0,0,9,291,168,91,304,133,60,22,94,14,1190,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,10,4,0,0,3,0,0,0,0,0,9,4,0,0,4,7,3,0,0,0,16
LGA24970,18,31,33,99,50,76,18,43,9,379,35,31,56,127,90,69,23,58,5,497,61,72,98,204,163,87,34,103,10,820,79,130,150,299,217,119,65,103,20,1182,110,150,248,357,350,108,109,134,24,1605,227,305,409,389,537,136,125,108,26,2261,209,326,302,231,410,95,70,48,22,1714,249,377,294,165,284,74,55,32,22,1547,218,303,159,96,146,54,15,27,24,1041,571,468,238,179,148,86,21,20,22,1760,176,79,27,13,23,24,3,3,0,346,311,105,26,10,20,27,0,0,12,516,12,18,12,11,10,11,0,8,8,90,2302,2452,2088,2278,2536,1031,568,734,218,14208,3,4,0,5,0,4,5,0,0,16,3,0,0,8,0,3,0,3,0,23,0,3,0,9,7,10,3,6,0,46,9,4,0,11,11,9,6,10,3,54,4,9,3,22,16,13,9,7,0,86,8,3,11,32,34,17,6,9,4,119
LGA25060,8,18,15,58,22,45,4,22,5,196,16,13,18,96,29,28,9,24,0,227,19,41,44,159,68,57,9,33,5,428,21,45,58,173,74,53,15,37,4,484,49,68,93,234,117,59,15,38,10,684,77,109,127,162,158,35,25,25,5,734,76,81,83,80,144,34,8,9,11,531,65,102,62,76,91,33,10,13,11,464,74,88,44,42,63,16,16,5,0,349,153,136,71,75,67,20,12,6,7,553,47,43,14,10,11,4,0,0,0,135,69,60,3,3,4,7,0,0,0,158,3,4,0,5,10,0,0,0,5,29,712,847,633,1239,900,412,126,229,72,5171,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,4,0,0,0,12,4,3,0,0,0,26,0,9,0,14,9,0,5,9,0,42,0,0,0,11,8,8,0,13,0,39,4,0,7,24,12,14,6,14,0,76
LGA25150,5,3,3,12,13,4,0,3,0,42,5,0,0,21,9,10,4,0,0,51,15,14,8,30,15,3,0,3,0,93,19,14,9,27,13,0,5,9,0,100,18,17,24,60,19,8,3,17,0,169,22,19,24,45,26,0,5,11,0,158,24,11,12,20,25,3,13,5,3,122,15,13,10,9,17,0,6,0,0,80,15,11,3,7,11,0,0,0,0,52,17,20,11,28,6,4,3,0,0,91,4,7,5,3,0,0,0,0,0,14,11,0,3,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,3,11,179,150,125,272,175,56,44,70,10,1075,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,3,0,5,0,0,0,4,0,0,0,4,0,8,5,0,0,4,0,3,0,0,0,23
LGA25250,7,32,14,51,22,23,8,20,4,186,10,39,43,90,28,47,15,28,6,306,32,65,60,164,52,42,26,43,3,485,54,55,112,246,82,49,34,42,10,690,63,102,132,263,103,38,47,64,5,804,93,135,154,250,126,41,33,42,10,887,95,120,104,123,111,29,22,19,5,625,96,100,55,102,59,18,14,15,12,465,74,65,40,75,37,3,3,8,5,313,114,101,51,94,32,12,8,12,4,428,33,18,10,7,7,3,0,0,0,75,36,23,10,0,3,6,0,0,0,85,4,4,11,13,6,7,0,0,5,42,740,882,809,1528,688,346,209,316,78,5599,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,0,0,5,13,0,4,0,5,0,25,4,0,5,13,4,8,0,5,0,34,0,4,9,14,13,6,0,14,0,51,0,4,5,22,7,10,3,16,0,63
LGA25340,28,40,28,69,37,30,12,24,4,267,22,64,33,125,60,47,7,40,5,414,32,72,60,235,109,119,13,59,14,702,73,97,93,294,141,106,26,74,7,910,111,132,157,364,144,83,28,106,12,1138,140,158,192,284,173,83,37,58,15,1136,156,150,124,160,119,40,9,28,7,785,129,147,105,109,76,26,17,22,8,629,116,100,76,58,50,26,12,13,9,448,214,142,94,118,80,28,24,14,13,735,39,22,18,18,12,9,0,3,0,134,77,38,25,3,11,16,0,0,3,178,15,7,5,12,10,3,0,0,5,59,1183,1202,1033,1929,1055,653,182,470,107,7823,0,3,0,3,0,0,0,0,0,8,0,0,0,8,9,5,0,0,0,20,8,0,0,10,5,8,0,7,0,32,4,3,9,9,10,4,6,3,0,52,4,0,7,11,13,13,0,6,0,59,8,4,9,32,27,9,5,20,0,118
LGA25430,3,9,0,0,8,7,0,5,0,41,5,5,3,11,5,5,3,10,0,43,0,12,10,17,9,4,3,7,0,67,10,16,8,31,15,9,3,10,0,97,17,20,12,17,18,12,4,21,4,116,14,20,16,42,19,4,4,10,0,134,13,26,14,22,13,0,3,3,4,93,10,16,7,14,9,0,0,5,0,68,11,18,4,15,11,0,0,0,0,53,20,17,10,16,3,3,0,0,0,66,3,0,0,0,3,0,0,0,0,8,3,3,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,6,126,159,89,195,110,49,23,77,17,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,7
LGA25490,3,0,0,4,0,5,0,0,0,18,10,0,5,3,0,0,0,7,0,28,11,6,3,14,5,4,0,8,0,46,19,6,7,17,8,0,3,13,0,85,34,6,8,12,12,0,0,7,4,84,40,4,7,15,19,0,4,12,0,101,32,11,9,5,17,0,0,8,3,81,21,8,4,0,4,0,3,5,0,47,25,4,3,7,5,0,0,6,0,49,25,16,5,7,5,0,0,3,0,60,3,0,3,0,0,0,0,0,0,9,25,3,0,0,0,0,0,0,0,30,3,0,0,0,0,3,0,4,0,9,265,62,56,98,80,16,14,81,10,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,0,0,11
LGA25620,6,0,3,7,5,0,0,3,0,26,11,5,4,11,0,0,0,5,0,30,7,6,0,13,4,8,0,3,0,49,12,0,0,12,12,11,0,9,0,49,11,10,11,20,10,3,0,14,0,85,25,11,6,23,17,3,4,3,0,96,14,14,9,11,14,5,0,0,0,68,20,11,3,4,4,0,0,0,0,45,14,11,3,3,4,0,0,0,0,35,16,6,0,11,8,0,0,0,0,38,3,6,0,0,0,0,0,0,0,3,9,3,0,3,0,0,0,0,0,20,3,4,0,3,0,0,0,0,0,9,154,94,46,130,89,28,14,42,7,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,4,0,0,0,0,0,10,0,0,3,0,4,0,0,0,0,10
LGA25710,7,12,11,31,14,9,0,7,0,84,11,15,11,41,13,11,5,12,0,115,12,28,24,49,32,14,0,15,4,166,17,36,23,71,31,7,0,15,0,201,40,33,36,91,31,14,4,13,5,261,47,42,42,71,53,17,3,11,0,273,31,38,30,43,27,7,4,3,0,183,24,31,19,28,31,11,6,3,3,159,17,29,13,27,14,10,0,5,0,108,43,37,19,33,18,0,4,0,0,150,8,12,0,0,3,4,0,0,0,36,22,22,4,0,0,0,0,0,0,52,3,0,0,5,0,0,0,0,0,9,289,345,229,515,280,115,36,90,16,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,10,0,0,0,4,9,0,0,0,0,16,0,0,0,7,0,5,0,3,0,15,0,0,10,7,4,5,0,0,0,25
LGA25810,6,0,0,7,0,0,0,9,0,28,6,5,0,3,0,0,0,5,0,15,8,5,4,11,6,6,0,7,0,49,15,5,5,24,13,0,3,6,0,58,11,13,7,24,7,0,0,7,0,72,11,12,11,20,13,0,0,5,0,86,13,17,9,12,3,0,0,5,0,62,14,11,3,21,4,0,0,3,0,54,9,4,0,18,0,0,0,0,0,37,20,3,0,18,0,0,0,0,0,46,8,0,0,3,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,137,79,42,170,54,14,14,42,10,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,0,0,4,0,3,3,0,3,0,4,3,3,3,0,12
LGA25900,12,34,20,40,22,20,13,25,0,193,21,43,32,66,31,37,25,34,5,301,29,61,54,115,85,49,32,46,8,483,57,87,119,160,96,59,47,52,13,682,99,146,182,209,201,83,59,45,6,1038,183,265,238,225,313,100,55,59,22,1461,179,312,145,109,232,82,26,20,9,1120,222,308,105,94,189,56,15,13,12,1018,179,214,101,51,112,65,12,6,11,749,456,452,129,57,117,84,9,11,11,1321,159,113,23,16,33,22,0,0,0,365,337,167,32,11,32,39,0,7,6,625,14,13,3,5,5,4,4,0,10,56,1965,2248,1198,1201,1494,737,317,354,121,9643,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,11,0,0,0,3,6,3,3,3,0,20,0,0,7,3,0,3,0,0,0,20,3,0,4,3,13,0,0,3,0,30,6,10,4,15,19,6,5,6,0,65
LGA25990,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,5,0,0,0,10,5,0,0,6,4,4,0,0,0,18,3,0,0,9,5,5,0,0,0,17,14,7,0,3,0,0,0,4,0,29,16,4,3,10,5,0,0,3,0,44,6,4,4,8,9,0,0,0,0,30,11,5,0,6,5,0,0,3,0,30,8,6,0,6,0,0,0,0,0,23,6,0,0,4,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,34,16,56,34,8,3,13,7,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
