POW_LGA_CODE_2021,SEO_AGFF_Bf_91,SEO_AGFF_91_95,SEO_AGFF_96_00,SEO_AGFF_01_05,SEO_AGFF_06_10,SEO_AGFF_11_15,SEO_AGFF_16_20,SEO_AGFF_2021,SEO_AGFF_NS,SEO_AGFF_Tot,SEO_Min_Bf_91,SEO_Min_91_95,SEO_Min_96_00,SEO_Min_01_05,SEO_Min_06_10,SEO_Min_11_15,SEO_Min_16_20,SEO_Min_2021,SEO_Min_NS,SEO_Min_Tot,SEO_Mnf_Bf_91,SEO_Mnf_91_95,SEO_Mnf_96_00,SEO_Mnf_01_05,SEO_Mnf_06_10,SEO_Mnf_11_15,SEO_Mnf_16_20,SEO_Mnf_2021,SEO_Mnf_NS,SEO_Mnf_Tot,SEO_EGWWS_Bf_91,SEO_EGWWS_91_95,SEO_EGWWS_96_00,SEO_EGWWS_01_05,SEO_EGWWS_06_10,SEO_EGWWS_11_15,SEO_EGWWS_16_20,SEO_EGWWS_2021,SEO_EGWWS_NS,SEO_EGWWS_Tot,SEO_Const_Bf_91,SEO_Const_91_95,SEO_Const_96_00,SEO_Const_01_05,SEO_Const_06_10,SEO_Const_11_15,SEO_Const_16_20,SEO_Const_2021,SEO_Const_NS,SEO_Const_Tot,SEO_WST_Bf_91,SEO_WST_91_95,SEO_WST_96_00,SEO_WST_01_05,SEO_WST_06_10,SEO_WST_11_15,SEO_WST_16_20,SEO_WST_2021,SEO_WST_NS,SEO_WST_Tot,SEO_RetT_Bf_91,SEO_RetT_91_95,SEO_RetT_96_00,SEO_RetT_01_05,SEO_RetT_06_10,SEO_RetT_11_15,SEO_RetT_16_20,SEO_RetT_2021,SEO_RetT_NS,SEO_RetT_Tot,SEO_AcFd_Bf_91,SEO_AcFd_91_95,SEO_AcFd_96_00,SEO_AcFd_01_05,SEO_AcFd_06_10,SEO_AcFd_11_15,SEO_AcFd_16_20,SEO_AcFd_2021,SEO_AcFd_NS,SEO_AcFd_Tot,SEO_TPW_Bf_91,SEO_TPW_91_95,SEO_TPW_96_00,SEO_TPW_01_05,SEO_TPW_06_10,SEO_TPW_11_15,SEO_TPW_16_20,SEO_TPW_2021,SEO_TPW_NS,SEO_TPW_Tot,SEO_IMT_Bf_91,SEO_IMT_91_95,SEO_IMT_96_00,SEO_IMT_01_05,SEO_IMT_06_10,SEO_IMT_11_15,SEO_IMT_16_20,SEO_IMT_2021,SEO_IMT_NS,SEO_IMT_Tot,SEO_FinIns_Bf_91,SEO_FinIns_91_95,SEO_FinIns_96_00,SEO_FinIns_01_05,SEO_FinIns_06_10,SEO_FinIns_11_15,SEO_FinIns_16_20,SEO_FinIns_2021,SEO_FinIns_NS,SEO_FinIns_Tot,SEO_RHRE_Bf_91,SEO_RHRE_91_95,SEO_RHRE_96_00,SEO_RHRE_01_05,SEO_RHRE_06_10,SEO_RHRE_11_15,SEO_RHRE_16_20,SEO_RHRE_2021,SEO_RHRE_NS,SEO_RHRE_Tot,SEO_ProSTS_Bf_91,SEO_ProSTS_91_95,SEO_ProSTS_96_00,SEO_ProSTS_01_05,SEO_ProSTS_06_10,SEO_ProSTS_11_15,SEO_ProSTS_16_20,SEO_ProSTS_2021,SEO_ProSTS_NS,SEO_ProSTS_Tot,SEO_AdSup_Bf_91,SEO_AdSup_91_95,SEO_AdSup_96_00,SEO_AdSup_01_05,SEO_AdSup_06_10,SEO_AdSup_11_15,SEO_AdSup_16_20,SEO_AdSup_2021,SEO_AdSup_NS,SEO_AdSup_Tot,SEO_PubAS_Bf_91,SEO_PubAS_91_95,SEO_PubAS_96_00,SEO_PubAS_01_05,SEO_PubAS_06_10,SEO_PubAS_11_15,SEO_PubAS_16_20,SEO_PubAS_2021,SEO_PubAS_NS,SEO_PubAS_Tot,SEO_EdTrn_Bf_91,SEO_EdTrn_91_95,SEO_EdTrn_96_00,SEO_EdTrn_01_05,SEO_EdTrn_06_10,SEO_EdTrn_11_15,SEO_EdTrn_16_20,SEO_EdTrn_2021,SEO_EdTrn_NS,SEO_EdTrn_Tot,SEO_HC_SA_Bf_91,SEO_HC_SA_91_95,SEO_HC_SA_96_00,SEO_HC_SA_01_05,SEO_HC_SA_06_10,SEO_HC_SA_11_15,SEO_HC_SA_16_20,SEO_HC_SA_2021,SEO_HC_SA_NS,SEO_HC_SA_Tot,SEO_ArtsR_Bf_91,SEO_ArtsR_91_95,SEO_ArtsR_96_00,SEO_ArtsR_01_05,SEO_ArtsR_06_10,SEO_ArtsR_11_15,SEO_ArtsR_16_20,SEO_ArtsR_2021,SEO_ArtsR_NS,SEO_ArtsR_Tot,SEO_OthSvs_Bf_91,SEO_OthSvs_91_95,SEO_OthSvs_96_00,SEO_OthSvs_01_05,SEO_OthSvs_06_10,SEO_OthSvs_11_15,SEO_OthSvs_16_20,SEO_OthSvs_2021,SEO_OthSvs_NS,SEO_OthSvs_Tot,SEO_IDNS_Bf_91,SEO_IDNS_91_95,SEO_IDNS_96_00,SEO_IDNS_01_05,SEO_IDNS_06_10,SEO_IDNS_11_15,SEO_IDNS_16_20,SEO_IDNS_2021,SEO_IDNS_NS,SEO_IDNS_Tot
LGA22310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,6,8,12,11,4,11,0,4,121,0,0,0,4,0,0,0,0,0,15,133,14,29,37,56,59,41,0,8,381,36,6,15,9,5,9,3,0,4,99,171,36,60,66,95,73,72,0,9,578,45,17,25,41,60,48,60,0,0,303,67,13,13,23,15,9,16,0,0,153,40,9,16,12,15,9,11,0,0,102,86,12,27,23,28,17,12,0,3,211,55,3,18,13,14,5,4,0,0,111,310,66,83,84,79,58,50,0,9,731,69,10,23,6,19,19,25,0,0,173,133,17,20,23,20,16,8,0,3,253,370,61,126,129,102,122,127,7,8,1048,537,108,130,141,135,140,157,5,10,1364,39,4,15,9,7,15,14,0,0,102,104,20,29,30,38,43,32,0,6,303,78,11,14,23,35,22,29,4,15,223
LGA22410,30,0,11,8,12,4,12,0,6,78,0,0,0,0,0,0,0,0,0,0,30,0,5,0,0,8,0,0,0,41,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,4,0,0,0,19,3,0,0,0,0,0,0,0,0,11,15,0,4,4,4,0,0,0,0,28,11,0,0,0,0,3,8,0,0,26,19,0,7,0,11,0,0,0,0,32,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,13,7,0,0,5,0,3,4,0,3,21,12,0,6,0,0,0,0,0,3,29,16,0,6,5,3,0,4,0,4,39,44,3,6,12,10,9,6,0,5,97,6,0,0,0,0,0,0,0,0,6,11,0,0,5,3,0,0,0,0,19,10,0,7,3,0,0,3,0,3,23
LGA22490,28,4,0,3,9,13,4,0,0,61,4,0,0,0,0,0,0,0,0,4,4,0,4,0,3,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,19,4,3,0,4,0,0,0,0,32,4,0,0,0,0,0,0,0,0,4,11,0,4,0,0,3,0,0,0,18,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,14,0,3,0,3,0,0,0,0,25,5,0,0,0,0,3,0,0,0,15,10,0,0,0,0,5,0,0,0,16,10,0,4,4,0,0,0,0,0,18,15,0,0,5,3,0,0,0,0,28,4,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,3,16,4,0,0,3,5,0,0,0,0,12
LGA22620,26,3,5,4,5,8,4,0,0,50,21,7,8,14,5,4,7,0,0,66,69,11,24,14,27,26,22,0,10,205,12,0,7,3,4,5,0,0,0,33,52,6,13,20,15,16,7,0,0,139,18,0,7,0,0,0,0,0,0,35,89,13,15,18,29,17,16,0,3,207,52,4,13,23,25,27,19,0,0,166,41,0,8,7,7,0,0,0,3,70,10,0,7,4,3,0,0,0,0,32,53,7,15,16,10,9,8,0,3,112,6,0,4,0,3,0,0,0,0,21,49,4,14,16,22,7,13,0,4,131,33,4,5,0,7,11,4,0,0,74,82,6,11,16,20,8,3,0,7,153,125,20,27,24,22,9,13,0,5,240,292,45,45,55,102,72,60,3,7,674,17,0,4,9,4,5,0,0,0,41,35,4,6,6,12,9,8,0,4,81,38,3,8,9,7,6,6,0,3,79
LGA22670,32,7,0,4,0,6,10,0,0,61,9,0,5,0,0,0,0,0,0,11,1434,234,293,293,365,259,187,6,40,3113,106,12,25,29,38,33,23,0,4,270,451,55,94,95,141,139,101,0,25,1111,566,80,110,119,135,99,77,0,11,1195,372,60,110,139,145,106,91,0,12,1038,40,10,20,24,44,32,33,0,4,218,503,96,85,118,134,94,75,0,13,1123,25,5,6,9,6,7,10,0,0,75,81,16,16,22,22,8,6,0,3,177,75,13,14,15,24,17,17,0,7,174,201,30,38,45,43,38,42,0,12,443,150,20,25,31,27,29,36,0,3,327,319,65,62,56,51,33,24,0,12,624,380,47,74,76,99,71,36,0,5,795,565,113,156,172,202,141,102,4,22,1474,19,0,9,0,10,9,10,0,0,59,227,26,24,43,60,39,29,0,7,465,413,64,89,103,122,113,100,4,53,1053
LGA22750,37,0,0,9,10,6,15,0,0,78,9,0,0,4,0,4,0,0,0,12,344,38,54,61,75,82,51,0,21,716,49,9,11,14,18,16,9,0,3,127,321,44,58,60,108,96,68,0,23,775,126,15,10,32,26,17,15,0,4,253,393,36,61,91,133,107,96,4,28,953,112,16,40,63,109,91,101,0,11,540,197,12,13,19,27,18,15,0,3,306,38,0,5,7,8,6,11,0,0,81,119,18,24,35,42,34,15,0,6,280,45,9,3,12,15,12,6,0,0,104,305,32,54,52,89,65,56,0,13,671,137,8,24,20,30,28,27,0,6,272,342,39,47,63,87,64,30,0,7,691,504,60,85,109,169,148,71,8,19,1170,965,130,167,206,316,237,164,3,32,2216,56,9,10,12,22,19,13,3,4,153,136,18,30,30,44,59,39,0,8,369,154,17,32,21,44,50,32,0,17,378
LGA22830,57,10,7,8,12,20,20,0,0,134,0,0,0,0,0,0,0,0,0,0,63,8,15,12,19,18,5,0,4,151,23,0,0,7,8,4,3,0,0,43,26,5,6,9,14,10,9,0,3,97,9,0,3,0,6,3,8,0,3,32,40,8,3,9,17,20,12,0,9,118,14,0,4,9,17,16,7,0,0,74,32,8,3,4,3,4,4,0,0,50,5,3,0,0,0,0,0,0,0,9,9,0,0,0,3,0,0,0,0,18,8,0,4,3,0,0,0,0,0,13,29,5,9,12,0,8,6,0,0,69,18,0,6,0,4,10,9,0,0,47,31,4,13,4,11,11,3,0,0,82,49,3,13,13,10,8,8,0,0,114,133,24,33,50,47,64,34,0,12,386,3,0,0,3,0,0,0,0,0,16,22,5,8,7,7,9,11,0,3,65,32,0,4,6,6,3,10,0,9,77
LGA22910,18,0,0,0,0,3,3,0,0,35,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,7,0,0,29,0,0,0,0,0,0,0,0,0,5,25,0,0,4,10,0,0,0,0,42,29,8,10,7,5,7,14,0,5,86,11,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,8,4,0,4,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,7,29,0,9,3,9,3,0,0,0,57,7,0,0,3,3,0,0,0,0,23,22,0,4,0,5,3,0,0,0,31,20,0,3,4,5,5,0,0,0,29,44,4,5,12,12,3,9,0,3,88,7,0,3,3,4,0,0,0,0,12,9,0,3,0,3,0,0,0,0,19,12,0,0,3,0,0,0,0,0,20
LGA22980,6,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,4,9,4,0,5,5,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA23110,7,0,0,0,6,4,0,0,0,11,4,0,0,0,0,0,0,0,0,11,233,28,41,36,54,62,32,0,4,487,20,4,5,6,14,11,5,0,0,67,209,17,48,63,78,83,73,0,7,569,96,8,6,26,18,18,19,0,4,205,148,18,33,47,61,44,15,0,4,372,33,9,9,30,41,28,34,0,0,189,202,13,36,62,59,56,49,0,9,493,13,3,0,0,3,5,4,0,0,39,24,4,8,7,11,12,4,0,0,73,29,0,7,13,11,7,9,0,0,80,82,17,25,32,27,29,23,0,0,241,67,4,7,16,18,10,23,0,0,149,114,9,7,22,16,11,3,0,0,176,124,16,32,40,50,39,40,0,0,342,165,17,28,54,51,45,41,0,7,414,35,5,3,6,8,5,4,0,4,78,78,8,11,12,29,19,22,0,0,180,76,11,21,33,40,34,36,0,15,266
LGA23190,7,0,0,0,0,0,3,0,0,14,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,0,0,0,7,4,0,0,0,0,0,0,0,0,9,5,3,0,0,0,5,3,0,0,18,4,0,0,0,0,0,0,0,0,8,10,0,5,0,4,0,6,0,0,24,13,0,0,0,6,3,0,0,0,27,9,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,6,0,0,4,0,4,0,0,21,6,0,0,4,0,0,3,0,0,16,14,4,0,6,10,4,0,0,0,32,22,3,0,6,3,0,0,0,0,41,20,8,3,7,18,14,4,0,0,84,7,0,0,0,3,0,0,0,0,9,3,0,0,3,3,0,3,0,0,11,8,0,0,5,0,0,5,0,0,19
LGA23270,24,0,4,6,4,0,4,0,3,47,4,0,0,7,6,0,0,0,0,23,701,87,128,173,243,202,144,4,18,1706,71,8,14,11,23,20,10,0,3,155,360,63,81,81,127,116,116,0,18,965,184,16,21,35,55,37,23,0,8,386,246,23,36,72,82,49,53,0,10,576,72,14,20,51,68,68,25,0,5,323,819,128,159,176,248,190,142,9,31,1902,20,3,8,5,13,5,5,0,0,51,51,3,8,9,8,10,5,0,0,100,49,5,0,14,9,9,5,0,0,101,129,15,14,19,29,29,26,0,7,267,120,14,21,28,23,27,32,0,5,274,273,38,52,65,62,59,27,0,9,596,279,38,52,72,79,55,56,0,9,632,259,34,45,64,65,53,55,3,8,598,29,4,0,11,4,4,10,0,0,64,113,12,20,23,20,30,32,0,3,258,207,37,48,53,84,71,62,10,33,606
LGA23350,16,0,0,0,0,0,0,0,6,24,0,0,0,0,0,0,0,0,0,0,32,0,6,5,6,10,0,0,3,60,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,20,4,0,0,0,0,0,0,0,0,6,16,7,3,4,5,0,3,0,0,35,13,0,3,3,3,6,3,0,0,39,8,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,14,5,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,7,12,0,4,0,4,0,0,0,0,27,18,0,7,4,6,0,6,0,0,25,26,5,5,0,3,5,0,0,0,44,3,0,4,0,3,0,0,0,0,6,5,0,4,0,0,3,0,0,0,9,10,0,0,0,0,3,0,0,0,21
LGA23430,17,3,6,3,0,0,3,0,0,36,12,0,0,4,0,0,0,0,0,19,874,127,161,195,233,211,141,0,26,1964,45,11,7,10,10,11,10,0,0,96,412,60,64,105,169,170,113,6,27,1115,303,36,64,67,53,60,49,0,3,632,437,57,98,178,166,105,82,5,14,1139,86,8,20,78,93,70,61,0,6,416,192,26,40,49,38,35,55,0,11,457,41,4,13,5,19,10,15,0,5,109,105,10,19,25,16,26,8,0,3,210,73,8,7,20,19,11,10,0,0,154,244,31,62,81,82,76,65,0,7,650,138,22,35,32,39,45,36,0,6,346,174,15,37,34,45,38,8,0,6,370,263,29,44,114,115,75,51,0,4,707,492,77,97,152,149,153,114,0,12,1252,33,6,13,34,21,15,20,0,4,153,185,26,36,53,58,43,31,0,3,448,290,51,56,84,85,85,74,0,43,785
LGA23670,0,0,0,0,0,0,0,0,0,11,3,0,0,0,4,3,3,0,0,18,714,88,121,139,148,118,111,3,18,1461,29,5,9,9,3,4,0,0,0,63,340,31,60,63,82,62,35,3,10,693,384,51,72,85,102,76,51,5,3,828,319,43,61,91,94,46,43,4,10,714,54,9,10,52,56,42,26,0,0,256,150,11,23,32,25,15,16,0,7,274,58,6,9,16,12,7,14,0,0,115,102,20,16,30,26,19,14,0,4,231,52,3,8,10,10,0,8,0,0,89,243,29,45,45,51,51,38,3,3,510,126,8,23,33,26,19,27,0,4,266,149,9,18,22,23,4,8,0,5,246,230,29,44,59,63,33,23,0,4,481,597,68,95,131,156,86,55,3,9,1200,47,14,9,18,5,4,13,0,0,110,146,25,26,30,39,25,20,0,11,318,278,33,43,55,63,69,49,0,28,611
LGA23810,22,0,0,4,7,6,7,0,0,47,18,0,0,0,3,3,0,0,0,25,73,8,8,8,15,12,12,3,4,141,100,3,5,7,15,9,3,0,3,142,80,7,7,8,10,5,3,0,4,126,20,0,3,0,0,0,0,0,0,27,99,0,11,13,17,15,7,0,8,177,28,0,3,9,16,17,9,0,4,94,61,10,3,4,5,5,7,0,0,94,11,0,7,4,10,0,0,0,0,29,10,0,0,4,3,0,3,0,0,31,16,0,0,0,0,0,0,0,0,20,46,3,4,3,6,6,5,0,0,78,29,0,0,4,7,0,0,0,3,46,102,13,16,15,23,10,4,0,6,188,98,6,9,18,25,13,10,0,3,184,257,29,35,60,61,52,30,0,8,533,14,0,0,0,6,0,0,0,0,21,32,3,6,3,15,9,4,0,0,74,45,0,9,5,5,12,9,0,3,90
LGA23940,13,6,0,0,0,3,5,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
LGA24130,34,0,4,0,3,3,11,0,0,66,0,0,0,0,0,0,0,0,0,3,33,0,12,4,9,10,10,0,4,93,6,0,0,0,0,0,0,0,0,7,50,0,12,14,19,12,12,0,5,129,9,0,5,4,0,0,4,0,0,26,63,0,15,15,16,13,3,0,4,127,29,5,6,14,22,3,9,0,6,100,24,0,0,0,6,0,0,0,0,37,13,0,0,0,6,4,0,0,0,29,30,0,3,8,4,3,0,0,0,52,11,4,0,0,6,0,0,0,0,19,68,9,19,12,13,10,4,0,3,130,25,0,5,7,0,8,15,0,0,60,62,4,15,7,6,8,6,0,0,109,97,13,14,18,25,7,6,0,6,185,112,14,16,27,23,19,10,0,8,225,18,4,5,11,6,4,4,0,3,47,34,4,0,7,7,5,0,0,0,61,26,4,6,14,7,3,0,0,5,57
LGA24210,7,8,3,0,4,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,36,11,9,8,15,3,7,0,0,89,0,0,0,0,0,0,0,0,0,3,123,9,15,14,25,19,14,0,3,223,30,8,5,4,6,5,0,0,0,52,162,15,30,80,79,43,41,0,12,460,28,10,12,36,44,38,29,0,0,205,34,0,8,8,7,4,7,0,4,71,14,5,8,8,9,0,0,0,0,39,55,7,10,6,10,6,4,0,0,102,47,0,8,9,8,4,5,0,0,85,171,16,27,25,30,27,19,0,5,329,37,9,0,0,7,7,7,0,0,73,64,5,7,4,4,4,5,0,3,97,173,20,50,42,49,22,24,0,0,380,285,53,55,69,96,52,42,0,10,653,19,5,5,6,4,3,6,0,0,49,58,9,7,11,13,15,10,0,0,121,29,5,7,16,8,12,14,0,10,92
LGA24250,11,0,0,0,3,0,6,0,3,27,8,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,10,20,0,0,3,3,0,0,0,0,36,24,0,4,8,4,7,3,0,0,53,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,9,7,0,0,0,3,0,3,0,0,20,8,0,0,0,0,0,0,0,0,12,11,0,0,3,6,5,0,0,0,21,25,3,0,5,3,0,0,4,0,46,25,0,5,0,0,3,0,0,3,41,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,16
LGA24330,5,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,4,135,21,21,35,34,36,35,0,4,322,35,4,7,7,15,15,4,0,0,95,115,21,31,35,50,40,48,0,6,346,48,13,9,11,21,17,12,0,3,125,156,26,40,66,74,72,66,0,7,511,43,16,18,38,38,46,65,3,5,260,108,13,25,24,26,41,42,0,5,278,21,3,8,7,9,5,9,0,0,59,47,0,4,14,23,10,5,0,0,113,24,3,7,10,7,5,5,0,0,55,91,21,32,30,32,37,27,0,4,262,31,4,8,12,13,12,27,0,0,106,82,12,13,15,17,15,26,0,4,182,222,29,36,59,57,61,37,0,6,505,344,64,97,91,133,114,90,3,12,938,28,7,8,18,8,6,5,0,0,78,77,15,17,23,20,28,15,0,0,190,68,20,16,29,26,29,51,0,17,254
LGA24410,10,0,0,0,8,0,0,0,0,16,0,0,0,0,3,0,0,0,0,11,396,53,57,55,82,57,41,0,8,749,18,4,10,3,4,3,4,0,0,47,171,19,42,33,45,34,28,0,8,378,55,8,14,6,6,8,8,0,0,111,226,31,47,75,65,41,24,0,9,513,44,8,11,37,50,31,17,0,0,201,79,7,14,8,17,12,10,0,8,150,23,3,0,5,5,7,6,0,0,49,34,7,7,9,3,4,0,0,0,67,32,0,0,0,12,4,3,0,0,57,151,24,32,36,34,27,14,0,6,320,69,9,11,3,4,8,15,0,0,125,102,10,10,9,12,10,5,0,4,164,228,28,37,48,43,27,23,0,10,437,424,61,84,88,106,73,59,0,12,893,16,6,5,6,0,4,7,0,0,42,123,10,17,19,34,4,12,0,0,221,121,10,23,20,18,21,18,0,13,245
LGA24600,21,0,6,10,13,11,22,0,0,87,72,14,25,30,27,12,19,0,3,203,547,92,151,228,265,256,221,14,11,1776,448,120,157,230,279,236,183,0,13,1680,752,133,204,253,392,387,349,4,28,2497,351,77,112,120,143,118,124,0,12,1052,548,121,185,290,325,396,417,10,23,2322,359,108,230,351,455,604,941,23,45,3115,982,169,225,309,395,327,289,14,31,2749,950,173,267,354,433,427,271,6,28,2919,3956,880,1288,1668,1896,1873,1405,50,108,13130,346,60,104,122,176,165,156,7,3,1145,4236,973,1514,1829,2330,2478,2760,96,147,16365,606,135,250,242,392,525,724,13,23,2906,3213,585,736,825,913,768,570,17,73,7707,1599,311,442,552,725,802,750,30,34,5244,2200,408,629,810,890,929,980,51,53,6962,542,113,197,202,276,313,237,9,22,1910,458,78,125,142,211,222,240,9,8,1486,553,117,190,203,331,334,438,9,94,2271
LGA24650,14,7,9,0,10,0,3,0,3,38,4,0,0,4,0,0,0,0,0,12,54,11,13,12,20,24,13,0,3,149,15,0,0,4,6,9,0,0,0,31,169,25,26,47,60,47,48,0,3,430,62,13,13,11,13,12,4,0,5,122,147,23,22,54,59,59,46,0,6,410,23,7,10,35,58,31,18,0,0,193,57,10,15,17,24,26,13,0,11,168,5,6,6,3,7,3,0,0,0,29,31,5,13,8,3,5,3,0,3,70,39,9,9,11,18,13,9,0,0,106,60,7,11,14,13,12,9,0,0,131,38,6,0,7,14,8,18,0,0,100,180,19,36,32,57,48,27,0,0,408,191,30,43,47,46,61,25,0,3,445,106,28,27,44,53,63,27,0,4,361,16,3,3,0,8,8,4,0,5,50,62,7,13,7,18,24,11,0,9,143,58,7,16,26,33,24,18,0,10,193
LGA24780,40,3,10,11,8,15,21,4,9,123,3,0,0,0,0,0,0,0,0,0,36,0,11,12,8,7,17,0,0,87,4,0,3,3,3,0,0,0,0,20,21,3,7,0,6,6,0,0,4,47,6,0,0,0,0,0,0,0,0,15,44,0,3,5,9,10,0,0,3,79,31,3,11,9,11,9,9,0,3,80,25,0,0,0,4,5,0,0,0,46,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,18,8,0,0,0,0,0,0,0,0,10,4,0,4,5,10,8,5,0,4,28,15,0,5,0,6,13,10,0,0,50,27,0,3,9,3,10,0,0,0,63,36,0,11,10,8,5,0,0,0,75,105,19,16,26,38,28,34,0,6,254,7,0,0,0,0,0,0,0,0,10,13,0,7,3,6,0,0,0,0,30,15,0,0,3,3,3,10,0,6,45
LGA24850,25,0,4,3,9,0,5,0,3,43,4,0,0,0,0,0,0,0,0,3,25,0,3,3,4,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,30,5,13,3,11,13,7,0,3,78,3,0,0,0,5,0,6,0,0,13,30,5,3,8,8,11,4,0,0,75,22,0,0,3,16,14,8,0,0,68,22,6,4,0,0,0,0,0,3,38,3,0,6,0,0,6,0,0,0,9,6,0,0,0,0,0,3,0,0,11,4,0,3,0,0,5,0,0,0,7,18,0,6,4,3,3,5,0,0,39,15,0,0,5,0,0,0,0,3,25,67,8,3,12,24,11,7,0,4,148,49,11,6,17,14,7,3,0,4,113,66,5,5,18,26,18,8,0,10,153,9,0,0,7,0,4,0,0,0,22,15,0,3,0,4,3,0,0,4,33,15,0,3,8,3,3,0,0,0,30
LGA24900,38,5,5,20,23,14,24,0,5,136,0,0,0,0,0,0,0,0,0,0,27,4,9,11,9,12,6,0,0,79,0,0,0,0,5,0,0,0,0,8,13,0,0,3,4,3,3,0,0,23,0,0,0,4,0,0,0,0,0,11,23,0,0,7,4,8,3,0,0,44,7,0,0,0,7,6,5,0,3,36,16,0,0,0,0,4,5,0,3,32,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,3,0,0,0,11,5,0,0,0,0,0,0,0,0,4,10,0,0,3,0,0,0,0,0,14,5,0,0,0,3,0,0,0,0,15,13,0,0,0,0,0,0,0,0,17,28,0,4,0,6,7,0,0,5,43,49,8,4,13,10,5,9,0,5,104,0,0,0,0,0,0,0,0,0,4,9,0,0,0,3,0,0,0,0,17,11,0,0,4,0,3,0,0,0,17
