POW_LGA_CODE_2021,OIDNS_400_499_H_0,OIDNS_400_499_H_1_19,OIDNS_400_499_H_20_29,OIDNS_400_499_H_30_34,OIDNS_400_499_H_35_39,OIDNS_400_499_H_40_44,OIDNS_400_499_H_45_49,OIDNS_400_499_H_50ov,OIDNS_400_499_H_NS,OIDNS_400_499_H_Tot,OIDNS_500_649_H_0,OIDNS_500_649_H_1_19,OIDNS_500_649_H_20_29,OIDNS_500_649_H_30_34,OIDNS_500_649_H_35_39,OIDNS_500_649_H_40_44,OIDNS_500_649_H_45_49,OIDNS_500_649_H_50ov,OIDNS_500_649_H_NS,OIDNS_500_649_H_Tot,OIDNS_650_799_H_0,OIDNS_650_799_H_1_19,OIDNS_650_799_H_20_29,OIDNS_650_799_H_30_34,OIDNS_650_799_H_35_39,OIDNS_650_799_H_40_44,OIDNS_650_799_H_45_49,OIDNS_650_799_H_50ov,OIDNS_650_799_H_NS,OIDNS_650_799_H_Tot,OIDNS_800_999_H_0,OIDNS_800_999_H_1_19,OIDNS_800_999_H_20_29,OIDNS_800_999_H_30_34,OIDNS_800_999_H_35_39,OIDNS_800_999_H_40_44,OIDNS_800_999_H_45_49,OIDNS_800_999_H_50ov,OIDNS_800_999_H_NS,OIDNS_800_999_H_Tot,OIDNS_1000_1249_H_0,OIDNS_1000_1249_H_1_19,OIDNS_1000_1249_H_20_29,OIDNS_1000_1249_H_30_34,OIDNS_1000_1249_H_35_39,OIDNS_1000_1249_H_40_44,OIDNS_1000_1249_H_45_49,OIDNS_1000_1249_H_50ov,OIDNS_1000_1249_H_NS,OIDNS_1000_1249_H_Tot,OIDNS_1250_1499_H_0,OIDNS_1250_1499_H_1_19,OIDNS_1250_1499_H_20_29,OIDNS_1250_1499_H_30_34,OIDNS_1250_1499_H_35_39,OIDNS_1250_1499_H_40_44,OIDNS_1250_1499_H_45_49,OIDNS_1250_1499_H_50ov,OIDNS_1250_1499_H_NS,OIDNS_1250_1499_H_Tot,OIDNS_1500_1749_H_0,OIDNS_1500_1749_H_1_19,OIDNS_1500_1749_H_20_29,OIDNS_1500_1749_H_30_34,OIDNS_1500_1749_H_35_39,OIDNS_1500_1749_H_40_44,OIDNS_1500_1749_H_45_49,OIDNS_1500_1749_H_50ov,OIDNS_1500_1749_H_NS,OIDNS_1500_1749_H_Tot,OIDNS_1750_1999_H_0,OIDNS_1750_1999_H_1_19,OIDNS_1750_1999_H_20_29,OIDNS_1750_1999_H_30_34,OIDNS_1750_1999_H_35_39,OIDNS_1750_1999_H_40_44,OIDNS_1750_1999_H_45_49,OIDNS_1750_1999_H_50ov,OIDNS_1750_1999_H_NS,OIDNS_1750_1999_H_Tot,OIDNS_2000_2999_H_0,OIDNS_2000_2999_H_1_19,OIDNS_2000_2999_H_20_29,OIDNS_2000_2999_H_30_34,OIDNS_2000_2999_H_35_39,OIDNS_2000_2999_H_40_44,OIDNS_2000_2999_H_45_49,OIDNS_2000_2999_H_50ov,OIDNS_2000_2999_H_NS,OIDNS_2000_2999_H_Tot,OIDNS_3000_3499_H_0,OIDNS_3000_3499_H_1_19,OIDNS_3000_3499_H_20_29,OIDNS_3000_3499_H_30_34,OIDNS_3000_3499_H_35_39,OIDNS_3000_3499_H_40_44,OIDNS_3000_3499_H_45_49,OIDNS_3000_3499_H_50ov,OIDNS_3000_3499_H_NS,OIDNS_3000_3499_H_Tot,OIDNS_3500mo_H_0,OIDNS_3500mo_H_1_19,OIDNS_3500mo_H_20_29,OIDNS_3500mo_H_30_34,OIDNS_3500mo_H_35_39,OIDNS_3500mo_H_40_44,OIDNS_3500mo_H_45_49,OIDNS_3500mo_H_50ov,OIDNS_3500mo_H_NS,OIDNS_3500mo_H_Tot,OIDNS_PINS_H_0,OIDNS_PINS_H_1_19,OIDNS_PINS_H_20_29,OIDNS_PINS_H_30_34,OIDNS_PINS_H_35_39,OIDNS_PINS_H_40_44,OIDNS_PINS_H_45_49,OIDNS_PINS_H_50ov,OIDNS_PINS_H_NS,OIDNS_PINS_H_Tot,OIDNS_Tot_H_0,OIDNS_Tot_H_1_19,OIDNS_Tot_H_20_29,OIDNS_Tot_H_30_34,OIDNS_Tot_H_35_39,OIDNS_Tot_H_40_44,OIDNS_Tot_H_45_49,OIDNS_Tot_H_50ov,OIDNS_Tot_H_NS,OIDNS_Tot_H_Tot,Tot_NNI_H_0,Tot_NNI_H_1_19,Tot_NNI_H_20_29,Tot_NNI_H_30_34,Tot_NNI_H_35_39,Tot_NNI_H_40_44,Tot_NNI_H_45_49,Tot_NNI_H_50ov,Tot_NNI_H_NS,Tot_NNI_H_Tot,Tot_1_149_H_0,Tot_1_149_H_1_19,Tot_1_149_H_20_29,Tot_1_149_H_30_34,Tot_1_149_H_35_39,Tot_1_149_H_40_44,Tot_1_149_H_45_49,Tot_1_149_H_50ov,Tot_1_149_H_NS,Tot_1_149_H_Tot,Tot_150_299_H_0,Tot_150_299_H_1_19,Tot_150_299_H_20_29,Tot_150_299_H_30_34,Tot_150_299_H_35_39,Tot_150_299_H_40_44,Tot_150_299_H_45_49,Tot_150_299_H_50ov,Tot_150_299_H_NS,Tot_150_299_H_Tot,Tot_300_399_H_0,Tot_300_399_H_1_19,Tot_300_399_H_20_29,Tot_300_399_H_30_34,Tot_300_399_H_35_39,Tot_300_399_H_40_44,Tot_300_399_H_45_49,Tot_300_399_H_50ov,Tot_300_399_H_NS,Tot_300_399_H_Tot,Tot_400_499_H_0,Tot_400_499_H_1_19,Tot_400_499_H_20_29,Tot_400_499_H_30_34,Tot_400_499_H_35_39,Tot_400_499_H_40_44,Tot_400_499_H_45_49,Tot_400_499_H_50ov,Tot_400_499_H_NS,Tot_400_499_H_Tot,Tot_500_649_H_0,Tot_500_649_H_1_19,Tot_500_649_H_20_29,Tot_500_649_H_30_34,Tot_500_649_H_35_39,Tot_500_649_H_40_44,Tot_500_649_H_45_49,Tot_500_649_H_50ov,Tot_500_649_H_NS,Tot_500_649_H_Tot,Tot_650_799_H_0,Tot_650_799_H_1_19,Tot_650_799_H_20_29,Tot_650_799_H_30_34,Tot_650_799_H_35_39,Tot_650_799_H_40_44,Tot_650_799_H_45_49,Tot_650_799_H_50ov,Tot_650_799_H_NS,Tot_650_799_H_Tot
LGA23810,5,7,0,0,0,0,0,0,12,35,5,11,11,0,3,0,0,3,20,51,0,4,0,6,6,7,0,0,9,38,5,5,9,3,19,11,0,0,14,70,4,10,0,4,21,16,0,6,8,66,0,0,0,0,13,9,3,5,3,46,0,0,0,0,9,11,3,3,4,37,0,0,0,0,9,12,0,9,6,42,3,0,0,0,5,8,6,8,3,33,0,0,0,0,4,0,0,4,4,14,0,0,3,0,0,3,0,0,4,19,3,4,4,0,4,12,4,7,69,107,42,62,32,24,108,99,23,60,193,646,43,47,21,8,17,16,9,24,26,208,139,810,36,9,9,4,0,13,24,1052,96,687,114,20,15,19,5,12,26,992,107,612,182,40,41,34,0,23,29,1072,96,614,380,78,93,74,8,35,41,1413,180,631,809,247,212,187,31,57,62,2411,191,431,817,511,581,325,70,128,62,3126
LGA23940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,9,0,0,0,0,0,0,0,0,4,11,3,5,3,0,3,6,0,11,26,50,3,19,3,0,0,4,4,30,5,67,3,52,6,0,0,3,0,5,5,81,7,38,10,5,0,4,5,18,6,95,3,50,11,6,7,12,5,15,0,110,7,43,39,12,4,9,4,22,5,147,13,62,47,21,18,14,9,44,13,232,14,33,46,35,36,39,14,60,14,282
LGA24130,0,4,0,0,0,4,0,0,0,6,0,7,0,7,0,0,0,0,0,12,5,3,0,3,0,0,0,0,6,17,0,3,0,3,3,0,0,0,3,16,4,3,0,0,4,5,0,0,6,25,0,3,0,4,0,0,0,8,5,23,0,0,0,0,0,10,0,0,4,18,0,0,0,0,0,4,0,0,6,8,0,6,0,0,3,0,4,0,4,11,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,3,0,0,22,32,18,36,11,22,31,37,10,21,68,240,22,32,11,8,5,16,8,29,5,133,124,627,22,5,3,4,0,15,21,826,70,512,66,17,10,9,0,17,19,725,64,384,113,21,12,31,6,14,13,666,50,367,196,40,31,52,9,27,14,785,89,405,443,127,99,100,17,61,16,1349,84,299,386,239,253,171,36,76,16,1564
LGA24210,6,8,9,0,0,0,0,0,8,31,4,8,9,3,0,0,0,0,14,34,0,3,6,3,4,4,0,0,7,44,0,6,10,8,19,4,0,0,17,60,0,4,4,8,9,6,0,5,20,58,0,0,4,4,4,9,4,5,9,43,0,3,3,0,12,11,0,13,0,42,0,3,0,0,4,4,0,3,5,20,0,0,4,0,7,11,0,4,8,34,0,0,0,0,0,0,0,5,3,14,0,0,0,0,3,0,3,9,0,18,0,6,3,0,5,8,0,3,46,64,19,83,58,36,70,58,11,47,146,528,44,89,35,12,18,29,0,23,16,269,284,1264,38,20,5,16,0,4,13,1643,220,1252,152,25,20,31,0,11,17,1720,175,1027,315,58,26,46,10,21,18,1697,151,806,522,95,61,80,13,25,23,1783,196,814,973,233,155,133,14,53,38,2609,170,585,903,466,428,253,46,84,40,2971
LGA24250,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,11,3,0,0,0,0,3,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,11,12,3,6,3,0,6,11,0,5,25,67,0,13,5,0,0,5,0,5,3,38,22,96,5,0,0,3,0,5,6,136,19,83,15,0,0,4,0,3,8,143,19,86,29,7,8,3,4,12,6,162,21,84,45,11,7,8,0,16,9,198,22,86,109,33,20,28,8,19,4,333,24,89,105,56,68,55,17,29,7,449
LGA24330,0,11,5,3,0,5,0,0,11,35,0,10,16,4,5,0,0,3,24,66,5,4,5,10,12,10,0,3,8,54,4,7,8,6,31,21,0,4,31,106,6,0,9,11,35,23,5,5,35,131,3,0,3,8,15,22,4,4,10,71,6,3,0,6,14,19,0,11,7,66,3,0,0,6,11,15,3,6,6,48,3,4,0,3,4,11,3,7,6,46,0,0,0,0,0,3,0,0,7,12,0,0,0,0,3,4,0,12,0,26,0,4,0,4,10,12,0,0,88,124,42,79,68,58,147,144,21,65,266,885,61,83,34,16,14,14,0,33,30,286,229,897,39,9,12,11,0,8,20,1220,186,1067,130,26,16,15,0,14,27,1487,188,981,328,58,50,36,12,36,39,1725,191,862,565,109,70,62,8,27,34,1929,225,965,1087,298,214,137,21,79,62,3077,261,648,1037,580,707,357,62,105,75,3824
LGA24410,0,10,4,3,5,3,0,0,6,33,6,5,5,8,0,0,0,0,12,40,7,3,6,11,11,9,3,3,12,65,4,8,12,11,32,14,0,4,19,100,5,8,10,4,34,28,3,11,9,107,0,7,0,9,15,32,3,5,7,67,0,0,3,5,13,15,5,9,4,52,0,0,0,0,6,3,4,0,3,26,0,0,0,0,3,13,7,18,9,50,0,0,0,0,0,0,0,0,0,5,5,5,0,5,0,0,0,4,0,23,3,9,5,0,15,6,0,3,79,122,36,79,62,53,138,124,30,65,193,781,46,92,23,9,20,30,7,34,32,288,255,1441,51,11,18,8,0,13,20,1822,234,1352,177,35,23,14,3,11,22,1863,173,1015,338,46,35,30,13,35,25,1699,186,978,585,132,107,84,14,45,17,2150,209,946,1185,311,259,236,39,82,45,3318,236,689,1157,652,788,504,81,141,59,4306
LGA24600,37,79,49,14,18,7,0,0,98,298,47,88,76,19,31,15,3,11,115,408,42,44,95,40,83,27,0,12,140,492,38,53,99,60,195,117,12,23,180,785,45,29,70,68,380,246,24,34,169,1075,43,32,38,42,358,248,36,46,111,951,52,28,16,49,333,233,47,57,99,907,23,22,14,21,247,232,30,83,65,737,58,20,21,42,298,457,107,159,89,1251,3,3,7,10,70,102,20,77,27,328,25,25,9,14,47,163,49,261,63,655,30,25,21,11,90,117,15,35,755,1118,607,663,599,414,2171,1995,351,829,2254,9873,415,351,154,69,148,189,37,153,246,1748,890,2106,151,44,46,56,12,55,120,3480,1155,3498,500,91,97,93,14,48,162,5662,1233,3774,1242,188,157,142,26,70,224,7058,1126,3919,2521,347,282,286,36,83,278,8874,1637,4969,5219,1035,788,617,100,191,364,14931,1843,4085,5706,2343,2969,1569,200,316,456,19490
LGA24650,0,3,11,3,0,0,0,0,9,27,5,8,20,3,9,0,0,0,18,60,3,3,8,13,15,3,0,3,19,66,3,5,7,10,23,18,0,0,16,90,9,7,6,4,37,28,4,0,24,120,0,4,6,3,11,23,0,8,22,88,4,0,5,0,11,14,5,0,9,52,0,0,0,0,6,7,0,6,0,27,0,0,0,0,6,13,9,6,9,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,13,4,5,5,0,9,9,0,0,64,94,39,71,81,42,126,125,28,34,225,790,39,108,39,16,20,30,3,33,34,327,198,1201,58,13,10,16,6,11,20,1523,169,1093,185,38,16,14,3,24,32,1575,117,820,288,55,49,50,12,17,27,1431,109,703,581,88,121,97,11,40,29,1784,156,707,1020,272,234,200,43,71,66,2763,187,522,910,616,735,414,86,119,87,3667
LGA24780,3,9,6,0,3,0,0,0,13,27,0,8,6,3,8,0,0,0,8,39,0,4,3,8,12,9,0,3,24,61,5,3,4,5,14,16,3,3,27,75,0,4,3,0,19,9,8,6,18,67,0,0,0,0,13,3,0,10,8,44,0,0,0,0,6,12,0,4,8,28,0,0,0,0,3,4,0,5,7,16,0,0,0,0,4,3,0,0,6,24,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,5,44,61,27,57,37,23,85,64,17,34,207,557,37,49,15,15,8,8,3,45,22,190,97,553,19,6,8,12,0,13,25,720,62,457,78,23,12,14,0,30,29,709,63,371,149,44,29,35,6,39,41,771,77,368,262,80,83,80,12,52,53,1059,108,449,586,218,203,155,40,92,39,1892,138,327,540,433,591,328,57,136,75,2629
LGA24850,0,0,0,3,0,3,0,0,9,14,0,0,0,4,0,4,0,0,5,15,4,0,4,0,3,0,0,0,4,19,5,0,3,3,5,6,0,3,3,30,3,0,0,3,10,6,7,0,12,43,0,0,0,0,4,8,0,0,4,22,0,0,0,0,0,5,0,3,0,15,0,0,0,0,6,4,0,0,0,10,0,0,0,0,3,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,35,48,10,31,14,17,40,42,9,22,89,267,16,38,19,9,4,16,4,22,7,139,68,441,17,0,0,3,4,8,17,558,48,409,68,13,6,16,0,9,10,575,56,279,100,23,10,17,8,19,10,521,44,273,185,44,39,28,0,22,14,648,77,305,397,118,88,78,18,51,23,1151,71,213,339,226,221,132,42,52,28,1322
LGA24900,0,9,0,0,0,0,0,0,3,14,0,0,6,0,0,0,0,0,4,21,8,4,7,0,0,6,0,0,3,25,0,0,0,5,7,3,5,0,5,19,0,0,0,0,0,5,0,3,9,19,0,0,0,0,4,3,5,0,0,15,4,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,19,25,18,18,13,10,23,24,11,19,78,215,7,22,13,4,3,21,6,56,17,164,35,316,14,3,3,8,0,18,15,405,42,220,34,15,9,22,3,31,14,390,39,193,78,14,24,17,5,39,21,427,35,191,128,49,25,39,11,52,21,542,71,188,267,106,104,80,20,83,26,941,70,182,299,200,233,166,33,102,33,1315
LGA24970,0,27,26,6,5,0,0,0,22,81,9,21,37,13,16,5,0,0,36,144,12,12,38,17,27,15,5,3,44,170,8,17,21,17,77,48,0,8,49,248,5,16,5,20,130,67,12,20,47,320,9,5,8,12,57,69,10,13,31,207,8,9,8,5,44,59,14,14,16,166,5,4,6,0,29,41,7,11,19,117,4,8,6,3,28,57,16,22,13,163,0,0,4,0,0,6,0,7,3,25,0,3,5,0,8,15,7,29,16,76,3,11,4,5,21,33,0,13,199,302,96,207,203,110,448,419,66,146,601,2288,111,173,80,32,46,68,16,54,72,651,346,2026,100,24,27,34,0,13,40,2615,317,2367,310,61,40,42,7,25,53,3217,284,2021,648,138,93,82,6,47,71,3401,315,1826,1189,195,173,130,14,63,82,3981,417,2063,2339,585,502,381,67,129,149,6630,380,1494,2293,1262,1477,844,136,204,149,8240
LGA25060,0,3,3,0,0,0,0,0,7,18,3,7,19,0,3,3,0,0,9,50,4,12,7,9,17,9,0,6,15,69,4,5,13,5,27,15,5,0,24,97,0,8,12,3,20,19,0,9,15,99,7,0,4,4,22,18,3,7,11,74,0,0,0,4,25,10,5,7,6,61,0,0,0,0,7,7,0,0,3,24,0,0,0,0,11,14,0,3,10,38,0,0,0,3,0,0,3,5,3,15,5,0,0,3,0,3,0,7,5,26,3,3,0,0,10,5,0,5,68,100,40,76,70,46,144,105,18,59,223,798,57,96,29,13,9,34,3,28,28,297,244,1261,38,13,4,12,0,12,14,1593,205,1272,178,33,17,26,6,16,24,1769,180,967,347,50,37,31,0,25,23,1666,173,844,566,106,72,60,14,27,43,1902,213,845,1049,244,244,167,23,70,45,2909,251,682,969,529,656,327,56,110,63,3641
LGA25150,0,0,0,0,0,5,0,0,5,10,0,0,3,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,3,11,0,0,0,4,5,6,0,6,11,24,0,0,0,4,0,5,0,0,4,19,0,0,0,0,0,7,0,0,0,19,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,5,0,0,4,4,0,3,0,0,0,3,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,13,17,14,15,17,13,17,27,10,18,54,182,13,30,13,0,4,15,3,7,10,110,57,355,10,4,4,4,0,3,4,443,44,321,40,8,4,9,0,15,0,444,39,240,89,11,12,22,0,8,8,433,29,181,116,29,36,43,9,21,24,490,52,210,266,77,69,61,14,49,16,812,69,155,241,161,189,121,25,70,23,1038
LGA25250,0,6,7,4,0,0,0,0,10,35,7,11,16,3,0,0,0,0,12,59,4,11,13,13,8,10,0,0,20,70,3,6,11,9,17,14,5,6,15,85,9,8,6,10,29,22,7,8,13,102,0,0,7,6,6,5,0,0,8,36,4,0,4,9,14,16,5,9,9,61,5,0,0,0,15,11,8,9,5,47,3,3,0,0,13,24,0,9,10,52,0,0,0,0,0,3,4,4,3,15,0,0,0,0,7,6,0,3,0,19,0,5,5,0,6,12,0,3,63,99,46,100,73,46,122,130,24,58,212,801,50,92,31,25,29,38,3,31,20,309,128,942,45,14,16,20,0,18,9,1192,154,1082,175,27,18,24,8,26,37,1552,175,1021,368,54,50,64,14,39,42,1826,180,1031,705,111,76,101,14,46,48,2310,248,1190,1277,363,262,212,39,106,61,3761,229,886,1255,633,807,486,55,144,73,4567
LGA25340,5,12,10,0,0,0,0,0,17,54,7,18,9,5,0,5,0,3,19,68,4,10,7,8,13,7,0,4,18,69,10,4,8,17,25,12,0,7,20,103,0,12,9,9,33,26,6,10,17,124,6,3,0,9,11,20,10,6,14,84,0,3,0,3,6,22,0,14,9,67,7,3,0,0,9,11,5,6,12,52,0,0,3,5,8,22,3,9,14,67,0,9,0,0,0,7,0,0,0,19,7,8,9,0,3,10,0,11,9,49,7,8,3,0,8,7,0,3,96,131,93,128,80,68,119,151,34,74,292,1041,85,130,39,24,22,44,12,49,38,437,433,1884,61,15,8,14,6,20,48,2487,328,1523,217,43,24,23,10,33,49,2240,288,1329,407,79,51,55,13,44,57,2313,281,1316,807,137,130,114,21,48,60,2914,418,1496,1584,455,367,321,57,126,84,4910,406,1085,1573,933,967,557,82,231,86,5922
LGA25430,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,6,0,5,0,0,0,3,0,0,4,8,0,0,0,0,0,6,0,0,5,22,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,5,0,10,0,0,3,0,0,4,0,4,0,12,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,16,8,22,11,4,21,26,8,8,34,135,4,13,5,3,3,13,3,6,0,49,27,203,6,0,0,4,5,3,0,251,20,157,21,6,4,6,0,0,0,231,17,185,58,12,6,17,6,15,15,319,32,182,100,21,17,23,8,15,7,409,46,182,201,72,49,49,7,23,12,643,42,160,198,129,142,109,24,45,15,864
LGA25490,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,0,3,0,0,4,0,0,0,3,11,0,3,0,0,6,3,0,4,7,26,0,0,0,0,0,6,0,0,5,18,0,0,0,0,0,7,0,3,3,17,0,0,0,0,0,9,5,0,0,15,0,0,0,0,3,6,0,0,0,9,0,0,0,0,4,3,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,7,14,4,15,13,10,16,32,10,10,44,150,9,19,10,6,0,8,0,16,7,74,26,150,4,3,3,4,0,9,5,210,21,110,22,8,5,12,3,19,11,215,16,103,25,4,12,10,0,21,6,198,28,95,60,29,29,27,4,43,9,312,32,129,103,25,47,48,12,50,6,460,31,90,116,82,76,83,23,74,11,580
LGA25620,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,3,0,0,4,9,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,7,9,12,9,8,8,10,4,12,18,85,9,18,8,0,6,6,0,10,4,61,53,111,12,0,6,3,0,12,0,195,24,89,24,10,5,7,0,11,7,180,22,102,28,15,8,14,0,9,8,200,15,96,56,29,21,17,5,14,7,268,34,109,114,49,34,44,8,32,9,438,31,88,103,83,80,64,8,48,11,517
LGA25710,0,0,3,0,0,0,0,0,0,10,0,5,5,0,0,4,0,0,5,13,0,4,0,0,3,0,0,4,4,16,0,6,5,0,3,0,0,6,7,24,0,0,0,0,11,3,0,4,3,17,0,3,3,0,3,0,0,0,5,11,0,0,0,0,4,3,0,0,0,8,0,3,0,0,6,0,3,0,0,13,0,3,0,0,3,6,0,3,0,21,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,4,0,3,0,10,3,0,0,0,6,10,0,0,21,44,16,45,29,11,37,35,3,15,54,246,17,39,12,6,3,10,0,19,8,126,133,666,21,10,0,0,4,7,4,853,78,592,58,15,10,9,0,7,3,778,59,410,99,16,18,20,8,11,14,654,66,374,193,48,31,43,5,10,8,799,95,384,395,121,74,113,13,39,16,1238,84,310,371,203,177,128,17,52,18,1349
LGA25810,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,5,0,0,0,13,0,3,0,0,0,4,0,0,5,15,0,0,0,0,0,4,0,0,3,9,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,12,6,0,6,20,3,9,31,95,9,6,0,6,7,3,0,17,0,46,13,101,3,3,3,4,0,5,10,143,25,93,17,3,0,11,4,9,7,163,17,104,27,10,4,7,0,18,10,190,14,97,54,9,13,11,11,19,8,237,36,109,104,60,37,35,7,32,11,431,36,85,97,80,129,68,16,48,11,570
LGA25900,10,15,8,4,3,0,0,5,12,51,0,14,10,6,8,5,0,4,18,68,4,15,14,13,9,4,0,0,18,84,3,6,18,7,46,17,5,7,31,128,4,8,12,8,61,46,8,10,27,191,8,11,9,12,36,48,0,7,23,146,0,4,3,3,36,38,0,13,15,109,0,0,0,3,13,30,8,11,5,80,3,3,6,4,27,49,14,18,11,144,0,5,0,6,5,14,4,7,4,44,0,13,10,0,10,11,3,47,4,105,4,5,4,5,11,19,3,4,133,181,63,135,114,63,273,293,57,147,348,1493,67,97,37,12,30,44,10,44,38,378,173,690,52,12,15,17,9,11,23,1003,209,913,162,34,23,26,3,13,39,1426,224,1019,325,53,45,44,11,25,33,1777,206,1031,672,101,96,72,7,41,42,2272,256,1165,1361,326,202,176,34,94,65,3681,275,875,1371,645,682,430,68,138,75,4559
LGA25990,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,3,7,6,4,20,39,0,8,6,3,0,5,0,23,3,43,8,45,5,0,0,0,0,8,5,72,12,33,6,0,7,9,0,5,0,70,0,44,19,3,0,0,5,8,5,93,4,30,19,11,0,10,5,21,9,118,13,49,46,15,10,12,0,26,3,182,9,32,42,30,24,28,8,22,3,201
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,8,0,0,3,0,0,0,8,27,4,7,0,0,0,3,0,7,0,22,26,33,5,0,0,0,0,0,0,62,14,38,3,0,0,0,0,0,0,53,11,51,9,0,0,4,0,0,0,73,9,43,18,5,0,4,0,0,0,86,20,52,46,14,0,8,0,3,3,145,14,33,47,12,19,8,0,0,3,132
LGA26170,4,0,0,0,0,0,0,0,7,12,0,3,0,0,0,0,0,0,4,9,0,5,3,3,0,4,0,0,8,23,0,7,3,0,11,0,0,4,5,33,5,0,6,0,9,8,0,0,5,31,3,0,0,0,0,5,0,3,0,8,0,0,0,0,3,0,3,0,3,15,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,5,0,0,0,0,3,26,37,17,35,17,13,24,26,9,24,78,249,26,34,16,8,0,22,4,50,11,160,70,332,13,4,4,4,4,9,23,459,48,281,51,12,24,15,0,24,13,465,40,242,77,24,18,29,5,23,17,471,38,252,142,39,41,46,7,52,18,646,62,252,289,102,82,77,17,82,19,969,62,197,263,188,167,131,28,96,32,1161
